# NeuroSTGs displaying >5 RPM levels across replicates of neuronal samples from N2 wild-type animals.
genes,A1_N2_small_amp_count,A2_N2_small_amp_count,Input,Suggested Match,History
F01G4.4,51.6255895223071,44.7972012605358,F01G4.4,WBGene00008503,Public name for WBGene00008503. History: N.A.
klp-11,51.1323514058519,44.2356764536489,klp-11,WBGene00002222,"Public name for WBGene00002222. History: Split into F20C5.11(WBGene00303015). History of WBGene00002222: Split into ""WBGene00303015"" on 2018-03-06"
AC8.12,51.0501450531094,44.5476346796972,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
cpn-4,51.0501450531094,48.0415668114382,cpn-4,WBGene00000780,Public name for WBGene00000780. History: N.A.
W03D8.7,50.9679387003669,41.4904440644239,W03D8.7,WBGene00020988,Public name for WBGene00020988. History: N.A.
pmk-3,50.8857323476244,47.7296085853899,pmk-3,WBGene00004057,Public name for WBGene00004057. History: N.A.
Y110A2AL.10,50.7213196421393,47.6048252949705,Y110A2AL.10,WBGene00022446,Public name for WBGene00022446. History: N.A.
AC8.7,49.9403592910853,42.6134936781978,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
H09G03.1,49.6115338801152,43.6117600015523,H09G03.1,WBGene00019174,"Public name for WBGene00019174. History: Split into H09G03.4(WBGene00305995), H09G03.5(WBGene00305996). History of WBGene00019174: Split into ""WBGene00305995"" on 2020-01-20; Split into ""WBGene00305996"" on 2020-01-20"
K06B9.6,49.5704307037439,52.471373621324,K06B9.6,WBGene00044478,Public name for WBGene00044478. History: N.A.
R02C2.1,49.5293275273727,50.5372326198246,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
ads-1,49.2416052927738,52.7209402021627,ads-1,WBGene00000081,Public name for WBGene00000081. History: N.A.
dmsr-3,48.7894703526899,43.5493683563427,dmsr-3,WBGene00012993,Public name for WBGene00012993. History: N.A.
zim-1,48.6250576472049,42.3639270973591,zim-1,WBGene00011597,Public name for WBGene00011597. History: N.A.
fbxb-100,48.5428512944623,43.3621934207137,fbxb-100,WBGene00013403,Public name for WBGene00013403. History: N.A.
klp-15,48.5017481180911,53.1576817186303,klp-15,WBGene00002225,Public name for WBGene00002225. History: N.A.
F10E9.2,48.172922707121,35.8751959955545,F10E9.2,WBGene00017354,Public name for WBGene00017354. History: N.A.
CD4.8,47.5974782379233,56.5268305599519,CD4.8,WBGene00016993,Public name for WBGene00016993. History: N.A.
ugt-31,47.556375061552,40.9289192575369,ugt-31,WBGene00021464,Public name for WBGene00021464. History: N.A.
K10B3.5,47.2275496505819,45.1091594865841,K10B3.5,WBGene00019611,Public name for WBGene00019611. History: N.A.
klp-10,46.775414710498,56.4020472695326,klp-10,WBGene00002221,Public name for WBGene00002221. History: N.A.
B0001.5,46.5287956522704,47.6048252949705,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
Y75B8A.19,46.4876924758992,47.7296085853899,Y75B8A.19,WBGene00013554,Public name for WBGene00013554. History: N.A.
glb-14,46.3643829467854,42.925451904246,glb-14,WBGene00008996,Public name for WBGene00008996. History: N.A.
K10F12.6,46.1588670649291,48.1663501018575,K10F12.6,WBGene00019638,Public name for WBGene00019638. History: N.A.
unc-10,45.9533511830727,41.8647939356818,unc-10,WBGene00006750,Public name for WBGene00006750. History: N.A.
eel-1,45.9533511830727,47.1680837785029,eel-1,WBGene00022069,Public name for WBGene00022069. History: N.A.
Y111B2A.3,45.7067321248451,49.7885328773086,Y111B2A.3,WBGene00013729,Public name for WBGene00013729. History: N.A.
hil-8,45.21349400839,48.3535250374865,hil-8,WBGene00001859,Public name for WBGene00001859. History: N.A.
icp-1,44.9668749501624,46.045034164729,icp-1,WBGene00002047,Public name for WBGene00002047. History: N.A.
sid-1,44.9257717737911,39.2443448368761,sid-1,WBGene00004795,Public name for WBGene00004795. History: Renamed on 2013-10-16
B0303.2,44.0626050699946,49.1022247800024,B0303.2,WBGene00015124,Sequence name for WBGene00015124(anmt-1). History: N.A.
fbxa-149,43.9392955408808,37.8717286422636,fbxa-149,WBGene00012623,Public name for WBGene00012623. History: N.A.
F02E11.4,43.8570891881383,40.9289192575369,F02E11.4,WBGene00017182,Public name for WBGene00017182. History: N.A.
D2045.2,43.4049542480544,62.4540368548696,D2045.2,WBGene00008422,Sequence name for WBGene00008422(ecps-1). History: N.A.
ubc-19,43.2816447189406,36.3119375120221,ubc-19,WBGene00006714,Public name for WBGene00006714. History: N.A.
ZC15.10,43.1172320134555,34.1906215748937,ZC15.10,WBGene00045050,Public name for WBGene00045050. History: N.A.
ZK686.6,43.1172320134555,41.5528357096335,ZK686.6,WBGene00044799,Public name for WBGene00044799. History: N.A.
pab-2,42.7884066024854,42.4887103877784,pab-2,WBGene00003903,Public name for WBGene00003903. History: N.A.
hcp-3,42.7884066024854,47.5424336497609,hcp-3,WBGene00001831,Public name for WBGene00001831. History: N.A.
F55A3.5,42.7473034261142,40.9913109027466,F55A3.5,WBGene00018850,Sequence name for WBGene00018850(gpx-8). History: N.A.
ZK973.8,42.7062002497429,43.0502351946654,ZK973.8,WBGene00022834,Public name for WBGene00022834. History: N.A.
scc-1,42.5828907206291,51.2859323623405,scc-1,WBGene00004737,Public name for WBGene00004737. History: N.A.
Y7A5A.10,42.3773748387728,45.7330759386807,Y7A5A.10,WBGene00044154,Public name for WBGene00044154. History: N.A.
Y53F4B.9,41.9663430750602,45.1715511317938,Y53F4B.9,WBGene00013156,Public name for WBGene00013156. History: N.A.
rga-3,41.9663430750602,45.9202508743097,rga-3,WBGene00019600,Public name for WBGene00019600. History: N.A.
rcn-1,41.8430335459464,33.6290967680067,rcn-1,WBGene00004321,Other name for WBGene00004321(rcan-1). History: Renamed on 2015-09-03
bath-11,41.8430335459464,40.36739445065,bath-11,WBGene00018664,Public name for WBGene00018664. History: N.A.
glit-1,41.6786208404613,43.8613265823909,glit-1,WBGene00018878,Public name for WBGene00018878. History: Renamed on 2019-05-20
Y37D8A.6,41.5553113113475,38.7452116751988,Y37D8A.6,WBGene00012548,Public name for WBGene00012548. History: N.A.
pde-1,41.4320017822337,38.7452116751988,pde-1,WBGene00011433,Public name for WBGene00011433. History: N.A.
tag-80,41.3086922531199,47.8543918758092,tag-80,WBGene00018468,Other name for WBGene00018468(cla-1). History: Renamed on 2014-01-06; Renamed on 2017-04-28
B0001.6,41.1853827240061,47.3552587141319,B0001.6,WBGene00007091,Sequence name for WBGene00007091(eri-12). History: N.A.
egg-6,40.9387636657786,49.4141830060507,egg-6,WBGene00010621,Public name for WBGene00010621. History: N.A.
csp-1,40.7743509602935,44.7348096153262,csp-1,WBGene00000819,Public name for WBGene00000819. History: N.A.
lin-13,40.6099382548085,43.0502351946654,lin-13,WBGene00003002,Public name for WBGene00003002. History: N.A.
flp-16,40.5688350784372,41.1784858383756,flp-16,WBGene00001459,Public name for WBGene00001459. History: N.A.
Y57A10A.4,40.4044223729521,37.8093369970539,Y57A10A.4,WBGene00013249,Public name for WBGene00013249. History: N.A.
bath-13,40.3633191965809,40.2426111602307,bath-13,WBGene00018223,Public name for WBGene00018223. History: N.A.
C04G6.6,40.075596961982,32.6308304446522,C04G6.6,WBGene00015456,Public name for WBGene00015456. History: N.A.
Y54F10AM.11,39.7467715510119,35.1264962530385,Y54F10AM.11,WBGene00021853,Public name for WBGene00021853. History: N.A.
B0303.7,39.7467715510119,39.2443448368761,B0303.7,WBGene00015128,Public name for WBGene00015128. History: N.A.
ceh-20,39.5823588455269,42.8006686138267,ceh-20,WBGene00000443,Public name for WBGene00000443. History: N.A.
F52G3.3,39.5001524927843,37.622162061425,F52G3.3,WBGene00018711,Public name for WBGene00018711. History: N.A.
csr-1,39.4590493164131,37.5597704162153,csr-1,WBGene00017641,Public name for WBGene00017641. History: N.A.. Other name for WBGene00003637(nhr-47). History: Renamed on 2005-12-15
Y110A2AL.1,39.1713270818142,46.793733907245,Y110A2AL.1,WBGene00022438,Public name for WBGene00022438. History: N.A.
duo-2,39.130223905443,36.9358539641187,duo-2,WBGene00001111,Public name for WBGene00001111. History: N.A.
saeg-1,39.0480175527004,33.941054994055,saeg-1,WBGene00010012,Public name for WBGene00010012. History: N.A.
kel-1,38.9247080235866,37.8093369970539,kel-1,WBGene00002184,Public name for WBGene00002184. History: N.A.
Y110A7A.21,38.8425016708441,43.3621934207137,Y110A7A.21,WBGene00045212,Public name for WBGene00045212. History: N.A.
B0281.4,38.8013984944729,24.8318747934447,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
wago-4,38.8013984944729,38.8076033204085,wago-4,WBGene00010263,Public name for WBGene00010263. History: N.A.
maa-1,38.7602953181016,36.6862873832801,maa-1,WBGene00007680,Public name for WBGene00007680. History: N.A.
dhc-1,38.7191921417303,38.6204283847795,dhc-1,WBGene00000962,Public name for WBGene00000962. History: N.A.
bath-23,38.7191921417303,40.554569386279,bath-23,WBGene00021727,Public name for WBGene00021727. History: N.A.
klp-19,38.6369857889878,47.0433004880836,klp-19,WBGene00002229,Public name for WBGene00002229. History: N.A.
aagr-3,38.4314699071315,41.6152273548432,aagr-3,WBGene00009583,Public name for WBGene00009583. History: N.A.
pyk-1,38.2259540252752,36.873462318909,pyk-1,WBGene00009126,Public name for WBGene00009126. History: N.A.
Y55B1BR.5,38.2259540252752,36.9982456093284,Y55B1BR.5,WBGene00044401,"Public name for Dead gene WBGene00044400. History of WBGene00044400: Merged into ""WBGene00044401"" on 2014-10-09"
ZK1067.2,38.2259540252752,43.112626839875,ZK1067.2,WBGene00014208,Sequence name for WBGene00014208(znfx-1). History: N.A.
F08F3.8,38.1848508489039,40.8665276123273,F08F3.8,WBGene00017264,Public name for WBGene00017264. History: N.A.
nhr-204,38.0615413197901,25.8301411167992,nhr-204,WBGene00019816,Public name for WBGene00019816. History: N.A.
ife-5,37.9793349670476,27.8266737635083,ife-5,WBGene00002063,Public name for WBGene00002063. History: N.A.
C46G7.5,37.7738190851913,39.4939114177148,C46G7.5,WBGene00044502,Public name for WBGene00044502. History: N.A.
C29F9.1,37.5272000269637,34.0034466392647,C29F9.1,WBGene00016216,Sequence name for WBGene00016216(pals-22). History: N.A.
gpa-9,37.4449936742212,31.8821307021362,gpa-9,WBGene00001671,Public name for WBGene00001671. History: N.A.
C53B4.4,37.1161682632511,42.6134936781978,C53B4.4,WBGene00008274,Sequence name for WBGene00008274(pdzd-8). History: Renamed on 2020-01-28
ndx-2,37.0750650868798,31.5701724760879,ndx-2,WBGene00003579,Public name for WBGene00003579. History: N.A.
W02B12.13,37.0339619105085,26.9531907305731,W02B12.13,WBGene00043534,Public name for WBGene00043534. History: Killed on 2004-10-04; Resurrected on 2007-01-29
ppw-2,36.9106523813947,37.3725954805863,ppw-2,WBGene00004094,Public name for WBGene00004094. History: Renamed on 2011-10-14
hlh-11,36.8695492050235,27.0155823757828,hlh-11,WBGene00001955,Public name for WBGene00001955. History: N.A.
W03G1.8,36.8284460286522,29.9479897006368,W03G1.8,WBGene00021013,Public name for WBGene00021013. History: N.A.
Y48G9A.6,36.3763110885683,31.5701724760879,Y48G9A.6,WBGene00021700,Public name for WBGene00021700. History: N.A.
Y54H5A.5,36.170795206712,32.5684387994425,Y54H5A.5,WBGene00050920,Public name for WBGene00050920. History: N.A.
lin-1,36.170795206712,34.4401881557323,lin-1,WBGene00002990,Public name for WBGene00002990. History: Renamed on 2011-11-08
Y71A12B.11,36.0885888539695,36.4991124476511,Y71A12B.11,WBGene00013508,Public name for WBGene00013508. History: N.A.
Y17D7C.6,35.9652793248557,43.3621934207137,Y17D7C.6,WBGene00194680,Public name for WBGene00194680. History: N.A.
ama-1,35.8008666193706,33.941054994055,ama-1,WBGene00000123,Public name for WBGene00000123. History: Renamed on 2007-10-04
Y71G12B.35,35.7186602666281,37.3102038353767,Y71G12B.35,WBGene00185098,Public name for WBGene00185098. History: N.A.
F58D5.3,35.7186602666281,39.9306529341824,F58D5.3,WBGene00010243,Public name for WBGene00010243. History: N.A.
fozi-1,35.6775570902568,25.6429661811702,fozi-1,WBGene00010453,Public name for WBGene00010453. History: N.A.
xrn-2,35.6775570902568,34.4401881557323,xrn-2,WBGene00006964,Public name for WBGene00006964. History: N.A.
K09H9.7,35.5953507375143,27.9514570539277,K09H9.7,WBGene00019598,Public name for WBGene00019598. History: N.A.
aars-2,35.3487316792867,35.4384544790869,aars-2,WBGene00000197,Public name for WBGene00000197. History: Renamed on 2010-01-29; Renamed on 2015-03-03; Resurrected on 2015-03-05
srt-43,35.0610094446879,35.9999792859738,srt-43,WBGene00008937,Public name for WBGene00008937. History: N.A.
T22B2.2,34.7321840337178,28.263415279976,T22B2.2,WBGene00020666,Public name for WBGene00020666. History: N.A.
daf-21,34.7321840337178,35.5632377695062,daf-21,WBGene00000915,Other name for WBGene00000915(hsp-90). History: Renamed on 2017-08-01
mep-1,34.5677713282327,37.4973787710056,mep-1,WBGene00003218,Public name for WBGene00003218. History: N.A.
Y69A2AR.31,34.4444617991189,33.6914884132164,Y69A2AR.31,WBGene00022100,Public name for WBGene00022100. History: N.A.
aagr-1,34.4033586227477,33.1299636063294,aagr-1,WBGene00017071,Public name for WBGene00017071. History: N.A.
morc-1,34.3622554463764,38.2460785135216,morc-1,WBGene00022531,Public name for WBGene00022531. History: N.A.
xnp-1,34.1156363881488,37.4973787710056,xnp-1,WBGene00006961,Public name for WBGene00006961. History: Renamed on 2004-09-10
Y48G1C.1,34.0334300354063,34.8769296721999,Y48G1C.1,WBGene00021676,Sequence name for WBGene00021676(pid-2). History: Renamed on 2021-03-11
Y73B3A.1,33.7868109771787,36.4991124476511,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
wago-2,33.6635014480649,24.8318747934447,wago-2,WBGene00018862,Public name for WBGene00018862. History: N.A.
ZC123.1,33.6635014480649,33.1923552515391,ZC123.1,WBGene00022517,Public name for WBGene00022517. History: N.A.
F07B7.2,33.5812950953224,28.5129818608146,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
hcp-1,33.5812950953224,39.993044579392,hcp-1,WBGene00001829,Public name for WBGene00001829. History: N.A.
Y48G1C.6,33.5401919189511,34.9393213174096,Y48G1C.6,WBGene00021679,Public name for WBGene00021679. History: N.A.
ZK1025.1,33.3757792134661,31.6325641212976,ZK1025.1,WBGene00014992,Public name for WBGene00014992. History: N.A.
hsp-60,33.1702633316097,28.076240344347,hsp-60,WBGene00002025,Public name for WBGene00002025. History: N.A.
tom-1,33.1702633316097,31.5701724760879,tom-1,WBGene00006594,Public name for WBGene00006594. History: Renamed on 2006-02-01
Y40B10A.2,33.1291601552385,29.0745066677015,Y40B10A.2,WBGene00021487,Sequence name for WBGene00021487(comt-3). History: N.A.
Y54F10BM.9,33.0880569788672,29.8855980554271,Y54F10BM.9,WBGene00021863,Public name for WBGene00021863. History: N.A.
bmk-1,32.9236442733822,37.9965119326829,bmk-1,WBGene00000257,Public name for WBGene00000257. History: N.A.
K04B12.2,32.8003347442684,31.008647669201,K04B12.2,WBGene00010550,Public name for WBGene00010550. History: N.A.
set-26,32.6770252151546,34.7521463817806,set-26,WBGene00013106,Public name for WBGene00013106. History: N.A.
Y38F2AR.5,32.5537156860408,28.1386319895566,Y38F2AR.5,WBGene00021423,Sequence name for WBGene00021423(tftc-1). History: N.A.
T02G5.4,32.3481998041845,32.5684387994425,T02G5.4,WBGene00020164,Public name for WBGene00020164. History: N.A.
Y6D1A.2,32.2659934514419,32.1316972829749,Y6D1A.2,WBGene00012396,Public name for WBGene00012396. History: N.A.
sod-4,32.1837870986994,27.3899322470407,sod-4,WBGene00004933,Public name for WBGene00004933. History: N.A.
F09G2.2,32.1015807459569,26.3916659236862,F09G2.2,WBGene00017311,Public name for WBGene00017311. History: N.A.
W09B7.2,32.1015807459569,27.701890473089,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
F34D10.4,32.1015807459569,28.8249400868629,F34D10.4,WBGene00009374,Public name for WBGene00009374. History: N.A.
Y56A3A.33,31.8960648641006,30.1975562814754,Y56A3A.33,WBGene00013244,Public name for WBGene00013244. History: N.A.
fbxa-120,31.8960648641006,32.5060471542328,fbxa-120,WBGene00016346,Public name for WBGene00016346. History: N.A.
R02D5.1,31.8549616877293,22.6481672111066,R02D5.1,WBGene00010976,Public name for WBGene00010976. History: N.A.
T28D6.4,31.813858511358,21.7746841781713,T28D6.4,WBGene00012124,Public name for WBGene00012124. History: N.A.
K05C4.9,31.6905489822443,27.5771071826697,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
T04D1.2,31.6905489822443,33.3171385419584,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
iff-2,31.649445805873,33.941054994055,iff-2,WBGene00002065,Public name for WBGene00002065. History: N.A.
C09G1.3,31.4439299240167,28.4505902156049,C09G1.3,WBGene00007485,Public name for WBGene00007485. History: N.A.
trp-4,31.1562076894178,23.1473003727838,trp-4,WBGene00006616,Public name for WBGene00006616. History: N.A.
lin-5,31.1562076894178,31.6949557665073,lin-5,WBGene00002994,Public name for WBGene00002994. History: N.A.
F59A6.5,31.1562076894178,33.8162717036357,F59A6.5,WBGene00019087,Public name for WBGene00019087. History: N.A.
F09G2.1,31.1151045130466,31.8821307021362,F09G2.1,WBGene00017310,Public name for WBGene00017310. History: N.A.
F58A4.1,31.032898160304,23.4592585988321,F58A4.1,WBGene00010226,Public name for WBGene00010226. History: N.A.
Y79H2A.4,30.9095886311902,32.6932220898618,Y79H2A.4,WBGene00013581,Public name for WBGene00013581. History: N.A.
bath-31,30.868485454819,20.5892429191878,bath-31,WBGene00017405,Public name for WBGene00017405. History: N.A.
C34F6.7,30.868485454819,34.5649714461516,C34F6.7,WBGene00007941,Public name for WBGene00007941. History: N.A.
fbxb-85,30.6629695729627,32.5060471542328,fbxb-85,WBGene00011267,Public name for WBGene00011267. History: N.A.
