gene,mRNA-seq_WT_OP50,mRNA-seq_set-32_OP50,mRNA-seq_met-2set-25set-32_OP50,mRNA-seq_met-2set-25_OP50,mRNA-seq_hrde-1_OP50,GRH loci,GRTS loci,K9(+)_genes,Input,Suggested Match,History
B0391.12,0,0,0,0,0,no,no,yes,B0391.12,WBGene00006289,Sequence name for WBGene00006289(str-263). History: N.A.
F46B3.9,0,0,0,0,0,no,no,yes,F46B3.9,WBGene00009762,Public name for WBGene00009762. History: N.A.
F46B3.1,0.74,0,0,0,0,no,no,yes,F46B3.1,WBGene00009756,Public name for WBGene00009756. History: N.A.
F46B3.4,1.7,6.53,2.84,5.98,3.42,no,no,yes,F46B3.4,WBGene00009759,Sequence name for WBGene00009759(ttr-12). History: N.A.
F46B3.7,0,0,0,0,0,no,no,yes,F46B3.7,WBGene00009760,Public name for WBGene00009760. History: N.A.
F29C12.5,0.59,1.93,5.65,1.38,7.49,yes,no,yes,F29C12.5,WBGene00009247,Sequence name for WBGene00009247(bath-45). History: N.A.
Y38E10A.1,0,0,0,0,0,no,no,yes,Y38E10A.1,WBGene00012579,Public name for WBGene00012579. History: N.A.
Y38E10A.8,0,0,0,0,0,no,no,yes,Y38E10A.8,WBGene00012586,Public name for WBGene00012586. History: N.A.
Y43F8B.14,0,0.34,0.65,1.09,0.16,no,no,yes,Y43F8B.14,WBGene00012824,Public name for WBGene00012824. History: N.A.
Y43F8B.13,0.59,0,0.99,0.69,1.19,no,no,yes,Y43F8B.13,WBGene00012823,"Public name for WBGene00012823. History: Split into Y43F8B.24(WBGene00195176), Y43F8B.25(WBGene00195177). History of WBGene00012823: Split into ""WBGene00195176"" on 2010-06-16; Split into ""WBGene00195177"" on 2010-06-16"
Y43F8B.18,0,0,0,0,0.75,no,no,yes,Y43F8B.18,WBGene00050911,Public name for WBGene00050911. History: N.A.
F34D6.6,0,0,0.17,0,0,no,no,yes,F34D6.6,WBGene00005573,Sequence name for WBGene00005573(sri-61). History: N.A.
C31A11.7,0,0.85,0.98,1.37,0,no,no,yes,C31A11.7,WBGene00007835,Sequence name for WBGene00007835(oac-7). History: N.A.
F11D11.8,0,0,0,0,0,no,no,yes,F11D11.8,WBGene00008703,Sequence name for WBGene00008703(clec-251). History: N.A.
F37H8.2,1.39,2.61,2.49,3.25,8.25,yes,no,yes,F37H8.2,WBGene00009511,Public name for WBGene00009511. History: N.A.
Y46G5A.39,0.24,0,0,0.84,0.64,no,no,yes,Y46G5A.39,WBGene00044164,Public name for WBGene00044164. History: N.A.
Y95B8A.4,1.9,2.6,5.15,2.78,0.64,no,no,yes,Y95B8A.4,WBGene00022385,Public name for WBGene00022385. History: N.A.
K05F6.12,0.81,0.44,2.03,1.43,1.63,no,no,yes,K05F6.12,WBGene00045486,Public name for WBGene00045486. History: N.A.
K05F6.10,0,0,0,0,0,no,no,yes,K05F6.10,WBGene00019421,Public name for WBGene00019421. History: N.A.
C08E3.1,0.87,0,0.73,1.02,0,no,no,yes,C08E3.1,WBGene00015593,Public name for WBGene00015593. History: N.A.
W03H9.1,0,0.19,0,0,0,no,no,yes,W03H9.1,WBGene00012227,Public name for WBGene00012227. History: N.A.
Y61A9LA.9,0,0,0.87,0,0,no,no,yes,Y61A9LA.9,WBGene00022020,Sequence name for WBGene00022020(hpo-39). History: N.A.
Y48G9A.6,0,0,0,0.56,0,no,no,yes,Y48G9A.6,WBGene00021700,Public name for WBGene00021700. History: N.A.
F16B4.6,1.67,2.45,1.4,3.27,5.99,yes,yes,yes,F16B4.6,WBGene00017508,Public name for WBGene00017508. History: N.A.
F57A10.1,0,0.21,0,0,0.53,no,no,yes,F57A10.1,WBGene00006077,Sequence name for WBGene00006077(str-9). History: N.A.
F09D12.2,0.3,0.99,0.25,0.35,0.4,no,no,yes,F09D12.2,WBGene00017281,Public name for WBGene00017281. History: N.A.
M04C3.2,1.61,1.73,3.26,2.83,0.68,no,no,yes,M04C3.2,WBGene00010851,Public name for WBGene00010851. History: N.A.
M04C3.3,8.01,3.38,6.44,6.86,8.27,no,no,yes,M04C3.3,WBGene00010850,"Public name for Dead gene WBGene00010852. History of WBGene00010852: Merged into ""WBGene00010850"" on 2011-03-16"
C49A1.5,0,0,0,0,0,no,no,yes,C49A1.5,WBGene00008187,Public name for WBGene00008187. History: N.A.
C49A1.6,0,0,0,0,0,no,no,yes,C49A1.6,WBGene00008188,Sequence name for WBGene00008188(clec-115). History: N.A.
Y37H2C.2,0,0,0,0,0,no,no,yes,Y37H2C.2,WBGene00004812,Sequence name for WBGene00004812(skr-6). History: N.A.
C40A11.8,0,1.84,1.4,0,24.02,no,yes,yes,C40A11.8,WBGene00016551,Public name for WBGene00016551. History: N.A.
W09G10.5,0.68,1.49,6.23,5.56,0.91,no,no,yes,W09G10.5,WBGene00021117,Sequence name for WBGene00021117(clec-126). History: N.A.
C40A11.3,0.58,0.64,0.97,0,1.56,no,no,yes,C40A11.3,WBGene00016546,Public name for WBGene00016546. History: N.A.
R06A4.4a,84.81,78.52,72.51,62.59,98.23,no,no,yes,R06A4.4a,WBGene00002076,Molecule name for WBGene00002076(imb-2). History: N.A.
Y54G11A.4,2.35,3.03,8.33,7.62,3.34,no,no,yes,Y54G11A.4,WBGene00013215,Public name for WBGene00013215. History: N.A.
Y102A5C.36,4.51,3.53,13.46,5.28,9.5,no,no,yes,Y102A5C.36,WBGene00044213,Public name for WBGene00044213. History: N.A.
Y102A5C.32,0,0,0,0,0,no,no,yes,Y102A5C.32,WBGene00005581,Sequence name for WBGene00005581(sri-69). History: N.A.
Y102A5C.33,0,0,0,0,0,no,no,yes,Y102A5C.33,WBGene00013629,Sequence name for WBGene00013629(srz-95). History: N.A.
Y102A5C.31,0,0,0,0,0,no,no,yes,Y102A5C.31,WBGene00005348,Sequence name for WBGene00005348(srh-131). History: N.A.
F36H12.3,3.28,1.8,0.34,0.96,0.55,no,no,yes,F36H12.3,WBGene00018119,Public name for WBGene00018119. History: N.A.
K05C4.8,0,0,1.63,0,1.31,no,no,yes,K05C4.8,WBGene00010584,Public name for WBGene00010584. History: N.A.
K05C4.9,1.9,3.54,3.02,2.9,2.3,no,no,yes,K05C4.9,WBGene00010585,Public name for WBGene00010585. History: N.A.
K11D2.2,10.3,7.87,18.78,33.28,11.72,no,no,yes,K11D2.2,WBGene00010769,Sequence name for WBGene00010769(asah-1). History: Renamed on 2004-08-25
K11D2.1,2.41,3.3,3.52,4.94,0,no,no,yes,K11D2.1,WBGene00010768,Public name for WBGene00010768. History: N.A.
Y63D3A.2,2.14,4.22,1.07,0,0.57,no,no,yes,Y63D3A.2,WBGene00013403,Sequence name for WBGene00013403(fbxb-100). History: N.A.
Y63D3A.3,0.43,0.94,0.71,0.5,0,no,yes,yes,Y63D3A.3,WBGene00013404,Sequence name for WBGene00013404(fbxb-101). History: N.A.
C33C12.1,0,0,0,0,0,no,no,yes,C33C12.1,WBGene00016334,Public name for WBGene00016334. History: N.A.
C33C12.7,1.13,4.95,2.83,1.32,0,no,no,yes,C33C12.7,WBGene00016339,Public name for WBGene00016339. History: N.A.
C33C12.5,1.31,0.48,1.82,0.51,0.58,no,no,yes,C33C12.5,WBGene00016337,Sequence name for WBGene00016337(fbxb-38). History: N.A.
C33C12.4,1.64,4.5,5.5,4.82,1.1,no,no,yes,C33C12.4,WBGene00016336,Public name for WBGene00016336. History: N.A.
K09C6.6,0,0,0,0.75,0,no,no,yes,K09C6.6,WBGene00019560,Public name for WBGene00019560. History: N.A.
K09C6.8,0.99,1.5,1.42,1.16,0.55,no,no,yes,K09C6.8,WBGene00019562,Public name for WBGene00019562. History: N.A.
K09B3.1,0,0,0,0,0,no,no,yes,K09B3.1,WBGene00019545,Public name for WBGene00019545. History: N.A.
C44B12.3,0,2.93,2.24,0,0,no,no,yes,C44B12.3,WBGene00016637,Public name for WBGene00016637. History: N.A.
T13C2.2,1.51,0.28,0.42,0.59,1.01,no,no,yes,T13C2.2,WBGene00020478,Public name for WBGene00020478. History: N.A.
T07D3.3,0,0,0,0.57,0,no,no,yes,T07D3.3,WBGene00020306,Public name for WBGene00020306. History: N.A.
C31G12.3,0,0,0,0,0,no,no,yes,C31G12.3,WBGene00007852,Public name for WBGene00007852. History: N.A.
Y80D3A.8,0.21,0.12,0.28,0.29,0,no,no,yes,Y80D3A.8,WBGene00013586,Public name for WBGene00013586. History: N.A.
ZK228.6,0,0,0,0,0,no,no,yes,ZK228.6,WBGene00005396,Sequence name for WBGene00005396(srh-181). History: N.A.
ZK228.7,0,0,0,0,0,no,no,yes,ZK228.7,WBGene00005394,Sequence name for WBGene00005394(srh-179). History: N.A.
Y41D4B.18,0.41,0.45,1.02,0,0,no,no,yes,Y41D4B.18,WBGene00021520,Public name for WBGene00021520. History: N.A.
ZK228.1,0,0,0.15,0,0,no,no,yes,ZK228.1,WBGene00013944,Public name for WBGene00013944. History: N.A.
Y41D4B.16,7.04,13.26,16.22,11.87,8.3,no,no,yes,Y41D4B.16,WBGene00021518,Sequence name for WBGene00021518(hpo-6). History: N.A.
Y41D4B.17,0.32,0.71,1.61,0.75,0.43,no,no,yes,Y41D4B.17,WBGene00021519,Public name for WBGene00021519. History: N.A.
Y41D4B.15,0,0,0,0,0,no,no,yes,Y41D4B.15,WBGene00021517,Public name for WBGene00021517. History: N.A.
B0454.10,0,0,0,0.07,0,no,no,yes,B0454.10,WBGene00005542,Sequence name for WBGene00005542(sri-30). History: N.A.
F41D3.1,0,0,0,0,0,no,no,yes,F41D3.1,WBGene00003672,Sequence name for WBGene00003672(nhr-82). History: N.A.
F41D3.2,0,0,0,0,0,no,no,yes,F41D3.2,WBGene00009607,Sequence name for WBGene00009607(oac-26). History: N.A.
F41D3.5,0,0,0,0,0,no,no,yes,F41D3.5,WBGene00009610,Sequence name for WBGene00009610(oac-28). History: N.A.
F41D3.4,0,0,0,0,0,no,no,yes,F41D3.4,WBGene00009609,Sequence name for WBGene00009609(oac-27). History: N.A.
F41D3.6,0,0,0,0,0,no,no,yes,F41D3.6,WBGene00009611,"Public name for WBGene00009611. History: Split into F41D3.13(WBGene00044782). History of WBGene00009611: Split into ""WBGene00044782"" on 2006-03-15"
F41D3.9,0.4,0.44,0.67,0.47,0,no,no,yes,F41D3.9,WBGene00009614,Public name for WBGene00009614. History: N.A.
F41D3.8,0,0,0,0,0,no,no,yes,F41D3.8,WBGene00009613,Public name for WBGene00009613. History: N.A.
F09C3.2,5.79,4.88,5.95,5.74,4.78,no,no,yes,F09C3.2,WBGene00008610,Sequence name for WBGene00008610(nanp-1). History: Renamed on 2021-12-09
F09C3.3,1.04,0.38,1.74,0,1.86,no,no,yes,F09C3.3,WBGene00008611,Sequence name for WBGene00008611(fbxb-68). History: N.A.
F09C3.4,0.84,0.92,1.06,0,1.13,no,no,yes,F09C3.4,WBGene00008612,Sequence name for WBGene00008612(fbxa-103). History: N.A.
K03H6.7,0.81,0,2.02,0.94,0,no,no,yes,K03H6.7,WBGene00044719,Sequence name for WBGene00044719(clec-172). History: N.A.
Y51A2B.6,0.56,0.17,0,0.44,0,no,no,yes,Y51A2B.6,WBGene00013070,"Public name for WBGene00013070. History: Split into Y51A2B.9(WBGene00050907). History of WBGene00013070: Split into ""WBGene00050907"" on 2007-09-27"
ZK262.10,0,0,0,0.48,0.55,no,no,yes,ZK262.10,WBGene00005614,Sequence name for WBGene00005614(srj-26). History: N.A.
Y48D7A.1,0.96,0,0,0,2.57,no,no,yes,Y48D7A.1,WBGene00021656,Public name for WBGene00021656. History: N.A.
F53G12.3,1.24,1,0.73,0.32,0.55,no,no,yes,F53G12.3,WBGene00018771,Sequence name for WBGene00018771(duox-2). History: N.A.
F53G12.4,0.39,0.42,0.32,0.45,0,no,no,yes,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
F36G9.15,0,0,0,0,0,no,no,yes,F36G9.15,WBGene00009491,Public name for WBGene00009491. History: N.A.
C16B8.3.1,38.48,55.7,70.05,58.76,41.46,no,no,yes,C16B8.3.1,WBGene00015823,Molecule name for WBGene00015823(C16B8.3). History: N.A.
F31A9.2,1.02,2.24,1.71,4.79,0,no,no,yes,F31A9.2,WBGene00017941,Public name for WBGene00017941. History: N.A.
Y110A2AL.4a,2.69,1.96,2.25,1.84,2.3,no,no,yes,Y110A2AL.4a,WBGene00022441,Molecule name for WBGene00022441(Y110A2AL.4). History: N.A.
C43D7.9,0,0,0.41,0,0.67,no,no,yes,C43D7.9,WBGene00008071,Sequence name for WBGene00008071(fbxb-64). History: N.A.
C43D7.6,0,0,0.17,0,0,no,no,yes,C43D7.6,WBGene00005418,Sequence name for WBGene00005418(srh-208). History: N.A.
C43D7.7,1.38,0,2.3,0,0,no,no,yes,C43D7.7,WBGene00008069,Public name for WBGene00008069. History: N.A.
C43D7.4,0,0,0.37,0,0,no,no,yes,C43D7.4,WBGene00008067,Public name for WBGene00008067. History: N.A.
C43D7.5,0,1.97,6.4,7.39,0,no,no,yes,C43D7.5,WBGene00008068,Sequence name for WBGene00008068(sdz-6). History: N.A.
Y60A3A.3,0,0,0,0,0,no,no,yes,Y60A3A.3,WBGene00005398,Sequence name for WBGene00005398(srh-183). History: N.A.
ZK488.10,0,0.96,0.37,1.03,0,no,no,yes,ZK488.10,WBGene00004176,Sequence name for WBGene00004176(pqn-97). History: N.A.
T12B5.7,0,0,0,0,0,no,no,yes,T12B5.7,WBGene00020454,Sequence name for WBGene00020454(fbxa-56). History: N.A.
T12B5.5,0,0,0,0,0,no,no,yes,T12B5.5,WBGene00020452,Sequence name for WBGene00020452(fbxa-22). History: N.A.
T12B5.4,0.93,2.55,2.34,2.73,2.5,no,no,yes,T12B5.4,WBGene00020451,Sequence name for WBGene00020451(fbxa-11). History: N.A.
T12B5.2,3.18,4.36,5.65,3.73,2.13,no,no,yes,T12B5.2,WBGene00020449,Sequence name for WBGene00020449(fbxa-54). History: N.A.
T12B5.1,2.63,6.73,5.14,6.34,3.68,no,no,yes,T12B5.1,WBGene00020448,Sequence name for WBGene00020448(fbxa-51). History: N.A.
F28A10.5,0,0,2.35,2.2,0,no,no,yes,F28A10.5,WBGene00017873,Public name for WBGene00017873. History: N.A.
F28A10.7,2.34,0,2.93,0,0,no,no,yes,F28A10.7,WBGene00017875,Public name for WBGene00017875. History: N.A.
F28A10.2,0,0,0.24,0,0,no,no,yes,F28A10.2,WBGene00017870,Public name for WBGene00017870. History: N.A.
F28A10.3,0,0,0,0,0,no,no,yes,F28A10.3,WBGene00017871,Public name for WBGene00017871. History: N.A.
F28A10.8,0,0,0,0.8,0,no,no,yes,F28A10.8,WBGene00017876,Public name for WBGene00017876. History: N.A.
F28A10.9,0,0,0,0,0,no,no,yes,F28A10.9,WBGene00017877,Public name for WBGene00017877. History: N.A.
F22G12.8,2.78,1.83,2.79,0.65,0.75,no,no,yes,F22G12.8,WBGene00044712,Public name for WBGene00044712. History: N.A.
F22G12.7,0,0,0.77,0.36,0.41,no,no,yes,F22G12.7,WBGene00044707,Sequence name for WBGene00044707(pals-15). History: N.A.
F22G12.1,0,1.27,2.59,0,0,no,no,yes,F22G12.1,WBGene00009061,"Sequence name for WBGene00009061(pals-14). History: Split into pals-15(WBGene00044707). History of WBGene00009061: Split into ""WBGene00044707"" on 2006-01-13"
F23C8.12,0,0,0,0,0,no,no,yes,F23C8.12,WBGene00017739,"Public name for Dead gene WBGene00017740. History of WBGene00017740: Merged into ""WBGene00017739"" on 2014-05-28"
F23C8.11,0,0,0,0,0,no,no,yes,F23C8.11,WBGene00017739,Public name for WBGene00017739. History: N.A.
ZK354.3,1.54,3.62,1.1,3.61,0,no,no,yes,ZK354.3,WBGene00022706,Public name for WBGene00022706. History: N.A.
T17A3.12,0,0,0,0,1.78,no,no,yes,T17A3.12,WBGene00020548,Public name for WBGene00020548. History: N.A.
W06D12.1,0.28,0,0.48,0,0,no,no,yes,W06D12.1,WBGene00012304,Sequence name for WBGene00012304(cutl-4). History: N.A.
Y57G11C.45,7.76,2.83,6.48,5.05,8.09,no,no,yes,Y57G11C.45,WBGene00013334,Sequence name for WBGene00013334(nlp-56). History: N.A.
F57C12.5a,13.06,14.31,15.66,14.05,11.68,no,no,yes,,,
Y102A5C.13,0,0,0,0,0,no,no,yes,Y102A5C.13,WBGene00013619,Sequence name for WBGene00013619(fbxa-112). History: N.A.
Y102A5C.14,0,0.26,0.8,0,0.64,no,no,yes,Y102A5C.14,WBGene00013620,Sequence name for WBGene00013620(fbxa-111). History: N.A.
Y102A5C.17,0.7,0.76,1.75,0.82,0,no,no,yes,Y102A5C.17,WBGene00013622,Sequence name for WBGene00013622(clec-238). History: N.A.
Y102A5C.19,3.4,4.66,2.84,2.99,2.85,no,no,yes,Y102A5C.19,WBGene00013623,Sequence name for WBGene00013623(fbxa-90). History: N.A.
C53A3.3,0,0,0,0,0,no,no,yes,C53A3.3,WBGene00044543,Public name for WBGene00044543. History: N.A.
Y82E9BL.17,0.64,1.86,1.42,2.98,0,no,no,yes,Y82E9BL.17,WBGene00022333,Sequence name for WBGene00022333(fbxa-27). History: N.A.
Y69H2.3a,22.79,49.64,49.82,27.92,33.66,no,no,yes,Y69H2.3a,WBGene00013481,Molecule name for WBGene00013481(Y69H2.3). History: N.A.
Y55D5A.2,1.38,0,1.15,0,0,no,no,yes,Y55D5A.2,,Sequence name for Dead gene WBGene00021916. Public name for Dead gene WBGene00021916. History of WBGene00021916: Killed on 2020-10-19. Remark: [2020-10-19T15:27:38.82Z WBPerson51134] Gene Killed: no convincing evidence for this gene present
Y82E9BL.11,0,0,0.38,0.27,0.31,no,no,yes,Y82E9BL.11,WBGene00022327,Sequence name for WBGene00022327(fbxa-15). History: N.A.
T12B5.6a,5,2.74,3.48,5.86,1.12,no,no,yes,T12B5.6a,WBGene00020453,Molecule name for WBGene00020453(fbxa-55). History: N.A.
F59H6.9,5.4,5.47,15.29,3.9,14.49,no,no,yes,F59H6.9,WBGene00019139,Sequence name for WBGene00019139(bath-1). History: N.A.
F59H6.8,4.58,2.23,6.38,1.79,11.6,no,no,yes,F59H6.8,WBGene00019138,Sequence name for WBGene00019138(bath-21). History: N.A.
F59H6.7,0,3.65,3.25,1.3,3.73,no,no,yes,F59H6.7,WBGene00000864,Sequence name for WBGene00000864(cya-2). History: N.A.
F59H6.6,0,0,0,0,0,no,no,yes,F59H6.6,WBGene00019137,Sequence name for WBGene00019137(ceh-85). History: N.A.
F59H6.5,0.03,0.04,0,0,0.02,no,no,yes,F59H6.5,,Sequence name for Suppressed gene WBGene00019136. Molecular name for Suppressed gene WBGene00019136. Public name for Suppressed gene WBGene00019136. History of WBGene00019136: N.A.. Remark: This gene was determined to be of Transposon in origin so has been suppressed from the protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F59H6.4,1.54,4.65,0.52,2.8,0.31,no,no,yes,F59H6.4,WBGene00019135,"Sequence name for WBGene00019135(math-32). History: Split into F59H6.15(WBGene00269394). History of WBGene00019135: Split into ""WBGene00269394"" on 2016-02-18"
F59H6.3,1.92,2.1,14.4,6.73,10.27,no,no,yes,F59H6.3,WBGene00019134,Public name for WBGene00019134. History: N.A.
F59H6.2,0,0,0.16,0,0,no,no,yes,F59H6.2,WBGene00019133,Public name for WBGene00019133. History: N.A.
F59H6.1,8.89,7.93,14.02,3.08,15.44,no,no,yes,F59H6.1,WBGene00019132,Sequence name for WBGene00019132(bath-19). History: N.A.
F42G2.7,0,0,0,0,0,no,no,yes,F42G2.7,WBGene00044362,Public name for WBGene00044362. History: N.A.
F42G2.4,1.54,3.26,5.77,5.73,2.57,no,no,yes,F42G2.4,WBGene00018353,Sequence name for WBGene00018353(fbxa-182). History: N.A.
F35E2.8,1.59,0,0,0.62,1.42,no,no,yes,F35E2.8,WBGene00009415,Public name for WBGene00009415. History: N.A.
F35E2.9,1.06,2.32,1.59,1.24,1.7,no,no,yes,F35E2.9,WBGene00009416,"Public name for WBGene00009416. History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
F38A1.1,2.23,1.72,8.09,7.36,2.46,no,no,yes,F38A1.1,WBGene00009515,Sequence name for WBGene00009515(clec-170). History: N.A.
F38A1.4,0,0,0.79,0.37,0.42,no,no,yes,F38A1.4,WBGene00009517,Sequence name for WBGene00009517(clec-167). History: N.A.
F38A1.5,5,8.88,22.3,24.56,4.15,no,no,yes,F38A1.5,WBGene00009518,Sequence name for WBGene00009518(clec-166). History: N.A.
F38A1.6,0,0,0,0,0,no,no,yes,F38A1.6,WBGene00009519,Public name for WBGene00009519. History: N.A.
F38A1.9,2.54,1.85,3.53,4.95,3.4,no,no,yes,F38A1.9,WBGene00009522,Public name for WBGene00009522. History: N.A.
C52E2.5,0,0.76,1.75,1.36,0.62,no,no,yes,C52E2.5,WBGene00016884,Public name for WBGene00016884. History: N.A.
Y53H1B.1,1,1.09,2.22,1.17,2.68,no,no,yes,Y53H1B.1,WBGene00013180,Sequence name for WBGene00013180(cutl-10). History: N.A.
Y53H1B.2,25.26,44.27,47.84,46.02,44.4,no,no,yes,Y53H1B.2,WBGene00013181,Public name for WBGene00013181. History: N.A.
Y53H1B.4,0,0,0,0,0,no,no,yes,Y53H1B.4,WBGene00013182,Public name for WBGene00013182. History: N.A.
K04B12.1,1.22,1.16,1.02,1.33,0.61,no,no,yes,K04B12.1,WBGene00004048,Sequence name for WBGene00004048(plx-2). History: N.A.
C55A1.11,0,0,0,0,0,no,no,yes,C55A1.11,WBGene00008326,Public name for WBGene00008326. History: N.A.
Y77E11A.1.1,52.74,39.49,49.93,51.57,43.79,no,no,yes,,,
F08D12.9,2.18,2.38,1.51,2.12,3.4,no,no,yes,F08D12.9,WBGene00017252,Sequence name for WBGene00017252(sdz-10). History: Renamed on 2005-12-13
F08D12.6,1.38,0.91,1.15,1.62,0.74,no,no,yes,F08D12.6,WBGene00017249,Sequence name for WBGene00017249(fbxb-108). History: N.A.
Y38E10A.15,3.82,5.58,6.38,4.47,1.71,no,no,yes,Y38E10A.15,WBGene00012593,Sequence name for WBGene00012593(nspe-7). History: N.A.
F40G9.12,3.58,0,0.5,0.7,1.6,no,no,yes,F40G9.12,WBGene00018247,"Public name for WBGene00018247. History: Split into F40G9.19(WBGene00189955). History of WBGene00018247: Split into ""WBGene00189955"" on 2009-04-20"
F40G9.15,1.62,3.55,0,0.63,0.73,no,no,yes,F40G9.15,WBGene00077531,Public name for WBGene00077531. History: N.A.
F40G9.14,0,0,0.37,0,0.59,no,no,yes,F40G9.14,WBGene00018248,Public name for WBGene00018248. History: N.A.
ZC482.6,0,0,0,0,0,no,no,yes,ZC482.6,WBGene00005757,Sequence name for WBGene00005757(srw-10). History: N.A.
M6.1a,28.68,27.15,42.73,42.98,22.91,no,no,yes,M6.1a,WBGene00002056,Molecule name for WBGene00002056(ifc-2). History: Renamed on 2021-03-09
C06H5.1,4.53,4.59,7.71,6.09,4.72,no,no,yes,C06H5.1,WBGene00007392,Sequence name for WBGene00007392(fbxa-156). History: N.A.
C06H5.2,3.78,3.75,4.06,4.43,4.59,no,no,yes,C06H5.2,WBGene00007393,Sequence name for WBGene00007393(fbxa-157). History: N.A.
F09C6.8,0,0,0,0,0,no,no,yes,F09C6.8,WBGene00008619,Sequence name for WBGene00008619(nhr-262). History: N.A.
F09C6.3,0,0,0,0.66,0,no,no,yes,F09C6.3,WBGene00008617,Public name for WBGene00008617. History: N.A.
F09C6.7,0,0,0,0,0,no,no,yes,F09C6.7,WBGene00005145,Sequence name for WBGene00005145(srd-68). History: N.A.
F09C6.6,0,0,0,0,0,no,no,yes,F09C6.6,WBGene00008618,Sequence name for WBGene00008618(fbxa-45). History: N.A.
F16H6.9,0,0,0.26,0.6,0,no,no,yes,F16H6.9,WBGene00008899,Public name for WBGene00008899. History: N.A.
Y82E9BL.3,0.55,0,0,0,0,no,no,yes,Y82E9BL.3,WBGene00022320,Public name for WBGene00022320. History: N.A.
R11G11.5,0,0,0,0,0,no,no,yes,R11G11.5,WBGene00005855,Sequence name for WBGene00005855(srw-108). History: N.A.
B0047.2,1.51,2.21,0.84,1.77,2.7,no,no,yes,B0047.2,WBGene00015013,Sequence name for WBGene00015013(btb-3). History: N.A.
B0047.3,2.27,2.49,7.11,1.33,6.85,no,no,yes,B0047.3,WBGene00015014,Sequence name for WBGene00015014(bath-24). History: N.A.
B0047.4,0.64,1.39,1.59,0,0.85,no,no,yes,B0047.4,WBGene00015015,Sequence name for WBGene00015015(math-1). History: N.A.
C04E7.1,0,0,0,0,0,no,no,yes,C04E7.1,WBGene00015428,Public name for WBGene00015428. History: N.A.
