# Table S2. Genes with More Than 25 Reads per Million of Antisense 22G-RNAs in the fem-1 Oocyte Library
# Reads = number of reads antisense to and overlaping exon-exon juntions of the indicated gene, normalized to the number of times each sequence perfectly matches the genome.
# Normalized reads = reads per million, excluding reads considered to be degradation products
gene name,cosmid ID,fem-1 oocyte - Reads,fem-1 oocyte - Normalized reads,Input,Suggested Match,History
K06A5.8,K06A5.8,689.0,302.20226059572,K06A5.8,WBGene00019434,Sequence name for WBGene00019434(nmtn-1). History: N.A.
dnj-24,W03A5.7,686.5,301.105735702412,dnj-24,WBGene00001042,Public name for WBGene00001042. History: N.A.
fbxa-150,Y38H6C.11,686.0,300.88643072375,fbxa-150,WBGene00012624,Public name for WBGene00012624. History: N.A.
Y38C1AA.12,Y38C1AA.12,685.6309,300.724539788502,Y38C1AA.12,WBGene00021402,Public name for WBGene00021402. History: N.A.
T06D10.1,T06D10.1,684.8417,300.378388810183,T06D10.1,WBGene00011531,"Sequence name for WBGene00011531(rsbp-1). History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
pll-1,K10F12.3,682.0,299.131990894457,pll-1,WBGene00004045,Public name for WBGene00004045. History: N.A.
C24H10.4,C24H10.4,678.5,297.596856043826,C24H10.4,WBGene00016070,Public name for WBGene00016070. History: N.A.
hmg-4,T20B12.8,675.3333,296.20790989197,hmg-4,WBGene00001974,Public name for WBGene00001974. History: N.A.
C27H5.3,C27H5.3,672.2499,294.85549994956,C27H5.3,WBGene00016173,Sequence name for WBGene00016173(fust-1). History: N.A.
F22H10.5,F22H10.5,668.5,293.210756470593,F22H10.5,WBGene00017729,"Public name for WBGene00017729. History: Split into F22H10.11(WBGene00255607). History of WBGene00017729: Split into ""WBGene00255607"" on 2014-12-15"
cpin-1,F38E11.3,667.0,292.552841534609,cpin-1,WBGene00000775,Public name for WBGene00000775. History: Renamed on 2006-01-04
R09H3.3,R09H3.3,666.5,292.333536555947,R09H3.3,WBGene00019991,Public name for WBGene00019991. History: N.A.
nhr-15,F33E11.1,666.0,292.114231577285,nhr-15,WBGene00003614,Public name for WBGene00003614. History: N.A.
Y55F3AM.3,Y55F3AM.3,664.8557,291.61233020312,Y55F3AM.3,WBGene00021921,Sequence name for WBGene00021921(rbm-39). History: N.A.
Y45F10C.6,Y45F10C.6,664.0,291.237011662639,Y45F10C.6,WBGene00044256,"Public name for WBGene00044256. History: Split into Y45F10C.21(WBGene00271792). History of WBGene00044256: Split into ""WBGene00271792"" on 2017-09-21"
ergo-1,R09A1.1,662.6667,290.65221300654,ergo-1,WBGene00019971,Public name for WBGene00019971. History: N.A.
fbxa-136,C18D4.2,657.999,288.604913308742,fbxa-136,WBGene00007672,Public name for WBGene00007672. History: N.A.
Y55F3AM.14,Y55F3AM.14,655.5,287.508827025391,Y55F3AM.14,WBGene00021931,Sequence name for WBGene00021931(znf-782). History: N.A.
H14E04.1,H14E04.1,655.125,287.344348291395,H14E04.1,WBGene00019198,Sequence name for WBGene00019198(strm-1). History: N.A.
pmk-2,F42G8.3,653.6666,286.704679529635,pmk-2,WBGene00004056,Public name for WBGene00004056. History: N.A.
C18D11.1,C18D11.1,653.5,286.631607110745,C18D11.1,WBGene00007679,Public name for WBGene00007679. History: N.A.
R04E5.9,R04E5.9,653.0281,286.424627071884,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
dlk-1,F33E2.2,651.0,285.535082217437,dlk-1,WBGene00001008,Public name for WBGene00001008. History: N.A.
fzy-1,ZK177.6,650.0,285.096472260113,fzy-1,WBGene00001511,Public name for WBGene00001511. History: Renamed on 2017-02-17
prp-8,C50C3.6,649.5,284.877167281452,prp-8,WBGene00004187,Public name for WBGene00004187. History: N.A.
pde-1,T04D3.3,649.1667,284.730978582676,pde-1,WBGene00011433,Public name for WBGene00011433. History: N.A.
Y54G2A.21,Y54G2A.21,649.110900000001,284.706504147058,Y54G2A.21,WBGene00021886,Public name for WBGene00021886. History: N.A.
asna-2,F47G3.2,647.9,284.175391349734,asna-2,WBGene00018577,Public name for WBGene00018577. History: N.A.
Y82E9BR.1,Y82E9BR.1,647.1671,283.853934112012,Y82E9BR.1,WBGene00022334,Public name for WBGene00022334. History: N.A.
ads-1,Y50D7A.7,647.0,283.780642388144,ads-1,WBGene00000081,Public name for WBGene00000081. History: N.A.
B0303.2,B0303.2,646.2,283.429754422285,B0303.2,WBGene00015124,Sequence name for WBGene00015124(anmt-1). History: N.A.
nsy-4,Y38F2AL.1,644.8872,282.853947270311,nsy-4,WBGene00021415,Public name for WBGene00021415. History: N.A.
C16H3.3,C16H3.3,639.25,280.381415218888,C16H3.3,WBGene00015868,Public name for WBGene00015868. History: N.A.
clp-4,Y39A3CL.5,635.5,278.736627878926,clp-4,WBGene00000545,Public name for WBGene00000545. History: N.A.
gpd-2,K10B3.8,634.25,278.188365432272,gpd-2,WBGene00001684,Public name for WBGene00001684. History: N.A.
F53H10.2,F53H10.2,633.75,277.96906045361,F53H10.2,WBGene00010012,Sequence name for WBGene00010012(saeg-1). History: N.A.
kle-2,C29E4.2,633.0,277.640102985618,kle-2,WBGene00016202,Public name for WBGene00016202. History: Renamed on 2006-03-22; Renamed on 2007-07-06
Y54G11A.14,Y54G11A.14,628.6611,275.737018241788,Y54G11A.14,WBGene00013221,Public name for WBGene00013221. History: N.A.
Y71G12B.11,Y71G12B.11,626.0,274.569833284355,Y71G12B.11,WBGene00006771,"Sequence name for WBGene00006771(tln-1). History: Renamed on 2011-08-12. Public name for Dead gene WBGene00022151. History of WBGene00022151: Merged into ""WBGene00006771"" on 2013-01-31"
C15C7.5,C15C7.5,625.0,274.131223327032,C15C7.5,WBGene00015791,Sequence name for WBGene00015791(bbln-1). History: Renamed on 2021-01-02
npp-10,ZK328.5,622.7696,273.152947678218,npp-10,WBGene00003796,Public name for WBGene00003796. History: N.A.
Y37H9A.2,Y37H9A.2,622.0,272.815393455062,Y37H9A.2,WBGene00012577,Public name for WBGene00012577. History: N.A.
cdf-1,C15B12.7,621.5,272.596088476401,cdf-1,WBGene00000393,Public name for WBGene00000393. History: N.A.
src-1,Y92H12A.1,619.1602,271.569828898256,src-1,WBGene00005077,Public name for WBGene00005077. History: N.A.
B0564.11,B0564.11,619.125,271.554389827758,B0564.11,WBGene00023421,Sequence name for WBGene00023421(rde-11). History: N.A.
C41D11.6,C41D11.6,618.0,271.060953625769,C41D11.6,WBGene00016565,Sequence name for WBGene00016565(sosi-1). History: N.A.
F18A11.2,F18A11.2,616.0,270.183733711123,F18A11.2,WBGene00008929,Public name for WBGene00008929. History: N.A.
Y53G8B.1,Y53G8B.1,615.0,269.745123753799,Y53G8B.1,WBGene00021817,Public name for WBGene00021817. History: N.A.
Y102A5D.1,Y102A5D.1,612.0,268.42929388183,Y102A5D.1,,Sequence name for Suppressed gene WBGene00013630. Molecular name for Suppressed gene WBGene00013630. Public name for Suppressed gene WBGene00013630. History of WBGene00013630: Killed on 2011-05-23; Suppressed on 2013-07-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
acs-5,Y76A2B.3,612.0,268.42929388183,acs-5,WBGene00013575,Public name for WBGene00013575. History: N.A.
mcm-7,F32D1.10,609.9896,267.547512423627,mcm-7,WBGene00003159,Public name for WBGene00003159. History: N.A.
F55A3.6,F55A3.6,608.0,266.674854052537,F55A3.6,WBGene00018851,Public name for WBGene00018851. History: N.A.
D2045.2,D2045.2,607.75,266.565201563206,D2045.2,WBGene00008422,Sequence name for WBGene00008422(ecps-1). History: N.A.
F19B2.6,F19B2.6,606.5,266.016939116552,F19B2.6,WBGene00008945,Public name for WBGene00008945. History: N.A.
nit-1,ZK1058.6,605.5,265.578329159229,nit-1,WBGene00014206,Public name for WBGene00014206. History: N.A.
bath-23,Y49F6C.5,603.0,264.48180426592,bath-23,WBGene00021727,Public name for WBGene00021727. History: N.A.
B0361.4,B0361.4,602.9,264.437943270188,B0361.4,WBGene00015158,Public name for WBGene00015158. History: N.A.
ZK262.8,ZK262.8,601.5,263.823889329936,ZK262.8,WBGene00013953,Public name for WBGene00013953. History: N.A.
somi-1,M04G12.4,600.5,263.385279372612,somi-1,WBGene00010868,Public name for WBGene00010868. History: N.A.
W05H12.2,W05H12.2,598.0,262.288754479304,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
C30F12.5,C30F12.5,595.0,260.972924607334,C30F12.5,WBGene00016264,Public name for WBGene00016264. History: N.A.
W09H1.4,W09H1.4,591.0,259.218484778041,W09H1.4,WBGene00012374,Public name for WBGene00012374. History: N.A.
Y73F8A.26,Y73F8A.26,589.0,258.341264863395,Y73F8A.26,WBGene00013531,Public name for WBGene00013531. History: N.A.
F25B3.6,F25B3.6,586.0,257.025434991425,F25B3.6,WBGene00009103,Sequence name for WBGene00009103(rtfo-1). History: N.A.
npp-8,Y41D4B.19,585.5666,256.835341435921,npp-8,WBGene00003794,Public name for WBGene00003794. History: N.A.
C32B5.6,C32B5.6,584.0,256.148215076779,C32B5.6,WBGene00016299,Public name for WBGene00016299. History: N.A.
Y102A5C.4,Y102A5C.4,583.5,255.928910098117,Y102A5C.4,WBGene00013613,Public name for WBGene00013613. History: N.A.
W05F2.4,W05F2.4,582.0,255.270995162132,W05F2.4,WBGene00021036,"Public name for WBGene00021036. History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
Y20F4.4,Y20F4.4,580.3249,254.53627962262,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
F55A4.4,F55A4.4,575.8333,252.566219138307,F55A4.4,WBGene00018856,Public name for WBGene00018856. History: N.A.
K03E6.7,K03E6.7,574.8333,252.127609180984,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
F13H10.5,F13H10.5,574.0,251.762115503546,F13H10.5,WBGene00008776,Public name for WBGene00008776. History: N.A.
rsr-1,F28D9.1,570.2798,250.130398740312,rsr-1,WBGene00004706,Public name for WBGene00004706. History: N.A.
fbxa-10,T12B5.3,568.5,249.349760738268,fbxa-10,WBGene00020450,Public name for WBGene00020450. History: N.A.
prx-13,F32A5.6,566.0,248.25323584496,prx-13,WBGene00004198,Public name for WBGene00004198. History: N.A.
Y71A12B.3,Y71A12B.3,565.6165,248.085028926327,Y71A12B.3,WBGene00013501,Public name for WBGene00013501. History: N.A.
nfm-1,F42A10.2,564.8333,247.741509607751,nfm-1,WBGene00003593,Public name for WBGene00003593. History: N.A.
F28B3.4,F28B3.4,564.5,247.595320908975,F28B3.4,WBGene00017885,Sequence name for WBGene00017885(dip-2). History: N.A.
F11E6.7,F11E6.7,563.0,246.93740597299,F11E6.7,WBGene00008710,Sequence name for WBGene00008710(rif-1.1). History: N.A.
C05D2.8,C05D2.8,562.3333,246.644984714443,C05D2.8,WBGene00015469,Public name for WBGene00015469. History: N.A.
mef-2,W10D5.1,557.0,244.305746229051,mef-2,WBGene00003182,Public name for WBGene00003182. History: N.A.
pes-1,T28H11.4,556.5,244.086441250389,pes-1,WBGene00003976,Public name for WBGene00003976. History: N.A.
sdz-33,Y56A3A.14,554.1661,243.062769470993,sdz-33,WBGene00013233,Public name for WBGene00013233. History: Renamed on 2005-12-13
bmk-1,F23B12.8,553.5,242.77061137842,bmk-1,WBGene00000257,Public name for WBGene00000257. History: N.A.
AC8.7,AC8.7,553.25,242.660958889089,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
AC8.12,AC8.12,553.25,242.660958889089,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
unc-103,C30D11.1,552.1746,242.189277740983,unc-103,WBGene00006830,Public name for WBGene00006830. History: N.A.
Y43B11AL.1,Y43B11AL.1,551.25,241.783738974442,Y43B11AL.1,WBGene00021542,Public name for WBGene00021542. History: N.A.
T12E12.3,T12E12.3,551.1666,241.747158904001,T12E12.3,WBGene00020464,Sequence name for WBGene00020464(tebp-2). History: Renamed on 2021-04-19
T05E7.5,T05E7.5,551.0,241.674086485111,T05E7.5,WBGene00020261,Sequence name for WBGene00020261(vet-1). History: N.A.
catp-1,Y105E8A.12,548.0,240.358256613142,catp-1,WBGene00013672,Public name for WBGene00013672. History: N.A.
Y73B3A.6,Y73B3A.6,546.9987,239.919076462874,Y73B3A.6,,Sequence name for Suppressed gene WBGene00022208. Molecular name for Suppressed gene WBGene00022208. Public name for Suppressed gene WBGene00022208. History of WBGene00022208: Killed on 2008-09-01; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
K09H11.11,K09H11.11,546.5617,239.727403911524,K09H11.11,WBGene00044541,Public name for WBGene00044541. History: N.A.
ZC247.1,ZC247.1,545.884500000003,239.430377248426,ZC247.1,WBGene00013859,Public name for WBGene00013859. History: N.A.
F58E10.3,F58E10.3,545.5,239.261731719834,F58E10.3,WBGene00010260,Sequence name for WBGene00010260(ddx-17). History: N.A.
F52D2.6,F52D2.6,544.5111,238.827990333037,F52D2.6,WBGene00018688,"Public name for WBGene00018688. History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
CD4.8,CD4.8,543.1419,238.22744557947,CD4.8,WBGene00016993,Public name for WBGene00016993. History: N.A.
C50B8.4,C50B8.4,543.0,238.165206826525,C50B8.4,WBGene00008226,Public name for WBGene00008226. History: N.A.
C25G6.5,C25G6.5,541.5,237.507291890541,C25G6.5,WBGene00016110,Sequence name for WBGene00016110(npr-11). History: N.A.
Y105C5A.14,Y105C5A.14,540.0,236.849376954556,Y105C5A.14,WBGene00013638,"Public name for WBGene00013638. History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
mep-1,M04B2.1,539.0,236.410766997232,mep-1,WBGene00003218,Public name for WBGene00003218. History: N.A.
sra-35,B0304.8,537.0909,235.573416727707,sra-35,WBGene00005061,Public name for WBGene00005061. History: N.A.
nhr-204,R02C2.4,533.0,233.779107253293,nhr-204,WBGene00019816,Public name for WBGene00019816. History: N.A.
rbc-1,F54E4.1,532.5,233.559802274631,rbc-1,WBGene00004313,Public name for WBGene00004313. History: N.A.
eft-1,ZK328.2,529.25,232.134319913331,eft-1,WBGene00001166,Other name for WBGene00001166(eftu-2). History: Renamed on 2010-08-03
C38D4.7,C38D4.7,528.5,231.805362445338,C38D4.7,WBGene00008007,Public name for WBGene00008007. History: N.A.
Y71A12B.2,Y71A12B.2,523.6166,229.663454579746,Y71A12B.2,WBGene00013500,Public name for WBGene00013500. History: N.A.
D2096.3,D2096.3,521.0,228.515787765414,D2096.3,WBGene00017071,Sequence name for WBGene00017071(aagr-1). History: N.A.
C27F2.1,C27F2.1,517.0,226.761347936121,C27F2.1,WBGene00016165,Sequence name for WBGene00016165(wdr-60). History: N.A.
kel-1,C47D12.7,515.0,225.884128021474,kel-1,WBGene00002184,Public name for WBGene00002184. History: N.A.
Y110A2AL.10,Y110A2AL.10,513.0,225.006908106828,Y110A2AL.10,WBGene00022446,Public name for WBGene00022446. History: N.A.
Y55B1BR.5,Y55B1BR.5,512.0529,224.591500616247,Y55B1BR.5,WBGene00044401,"Public name for Dead gene WBGene00044400. History of WBGene00044400: Merged into ""WBGene00044401"" on 2014-10-09"
R04A9.7,R04A9.7,509.5,223.471773256196,R04A9.7,WBGene00044281,Public name for WBGene00044281. History: N.A.
F39C12.1,F39C12.1,509.0,223.252468277535,F39C12.1,WBGene00018193,Public name for WBGene00018193. History: N.A.
nurf-1,F26H11.2,507.0,222.375248362888,nurf-1,WBGene00009180,Public name for WBGene00009180. History: N.A.
Y46H3C.7,Y46H3C.7,506.75,222.265595873558,Y46H3C.7,WBGene00021607,Public name for WBGene00021607. History: N.A.
Y44A6C.2,Y44A6C.2,506.3333,222.082827104341,Y44A6C.2,WBGene00012851,Public name for WBGene00012851. History: N.A.
K07A1.3,K07A1.3,503.0,220.620808533595,K07A1.3,WBGene00010610,Public name for WBGene00010610. History: N.A.
T05D4.1,T05D4.1,503.0,220.620808533595,T05D4.1,WBGene00011474,Sequence name for WBGene00011474(aldo-1). History: N.A.
prp-17,F49D11.1,501.5118,219.968069195107,prp-17,WBGene00018625,Public name for WBGene00018625. History: N.A.
egl-8,B0348.4,501.0,219.743588618949,egl-8,WBGene00001177,Public name for WBGene00001177. History: N.A.
F49E7.2,F49E7.2,499.5,219.085673682964,F49E7.2,WBGene00018634,Sequence name for WBGene00018634(pigx-1). History: N.A.
M03F8.3,M03F8.3,499.012,218.87163202379,M03F8.3,WBGene00019762,Sequence name for WBGene00019762(syf-3). History: Renamed on 2005-03-17; Renamed on 2021-03-11
D1081.8,D1081.8,499.0,218.866368704302,D1081.8,WBGene00008386,Sequence name for WBGene00008386(cdc-5L). History: Renamed on 2005-03-17
F56D2.6,F56D2.6,498.0,218.427758746979,F56D2.6,WBGene00018967,Sequence name for WBGene00018967(ddx-15). History: N.A.
C47G2.5,C47G2.5,496.5,217.769843810994,C47G2.5,WBGene00008166,Sequence name for WBGene00008166(saps-1). History: N.A.
daf-16,R13H8.1,495.5,217.331233853671,daf-16,WBGene00000912,Public name for WBGene00000912. History: N.A.
T26A5.5,T26A5.5,490.6666,215.211256485945,T26A5.5,WBGene00020821,Sequence name for WBGene00020821(jhdm-1). History: N.A.
siah-1,Y37E11AR.2,489.8492,214.852736706829,siah-1,WBGene00021369,Public name for WBGene00021369. History: N.A.
ceh-39,T26C11.7,489.6667,214.772690389617,ceh-39,WBGene00000460,Public name for WBGene00000460. History: N.A.
ser-3,K02F2.6,487.8333,213.968542893861,ser-3,WBGene00004778,Public name for WBGene00004778. History: N.A.
T13H5.4,T13H5.4,486.0,213.1644392591,T13H5.4,WBGene00011758,Sequence name for WBGene00011758(prp-9). History: Renamed on 2005-03-17; Renamed on 2021-03-11
K09B11.4,K09B11.4,483.0833,211.885145596575,K09B11.4,WBGene00010711,Public name for WBGene00010711. History: N.A.
T03D3.5,T03D3.5,482.25,211.519651919138,T03D3.5,WBGene00020183,Public name for WBGene00020183. History: N.A.
M117.3,M117.3,482.0,211.409999429807,M117.3,WBGene00010919,Public name for WBGene00010919. History: N.A.
cls-2,R107.6,481.9762,211.399560512823,cls-2,WBGene00000549,Public name for WBGene00000549. History: N.A.
npp-13,Y37E3.15,481.8333,211.336883149921,npp-13,WBGene00003799,Public name for WBGene00003799. History: N.A.
iff-2,F54C9.1,481.6547,211.258547411543,iff-2,WBGene00002065,Public name for WBGene00002065. History: N.A.
F32B5.6,F32B5.6,481.0,210.971389472484,F32B5.6,WBGene00017979,Public name for WBGene00017979. History: N.A.
T24E12.11,T24E12.11,480.1025,210.577737035786,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
T24H10.5,T24H10.5,479.0,210.094169557837,T24H10.5,WBGene00012003,Public name for WBGene00012003. History: N.A.
npp-11,F53F10.5,478.1429,209.718236963416,npp-11,WBGene00003797,Public name for WBGene00003797. History: N.A.
exc-7,F35H8.5,477.0,209.216949643191,exc-7,WBGene00001368,Public name for WBGene00001368. History: Renamed on 2004-11-09
Y54G2A.29,Y54G2A.29,476.7143,209.091638778384,Y54G2A.29,WBGene00021893,Sequence name for WBGene00021893(ndnf-1). History: N.A.
par-2,F58B6.3,475.8333,208.705223405982,par-2,WBGene00003917,"Public name for WBGene00003917. History: Split into F58B6.11(WBGene00306125). History of WBGene00003917: Split into ""WBGene00306125"" on 2022-01-02"
folt-1,C06H2.4,474.0,207.901119771221,folt-1,WBGene00007388,Public name for WBGene00007388. History: Renamed on 2007-05-11
ttn-1,W06H8.8,473.9983,207.900374134294,ttn-1,WBGene00006436,Public name for WBGene00006436. History: Renamed on 2005-12-13
F58D5.3,F58D5.3,471.7,206.892316869378,F58D5.3,WBGene00010243,Public name for WBGene00010243. History: N.A.
F13H10.9,F13H10.9,471.0,206.585289899251,F13H10.9,WBGene00045056,Public name for WBGene00045056. History: N.A.
psa-4,F01G4.1,468.3333,205.415648726057,psa-4,WBGene00004204,Other name for WBGene00004204(swsn-4). History: Renamed on 2011-02-11
C16C8.16,C16C8.16,466.0,204.392240112635,C16C8.16,WBGene00015853,"Public name for WBGene00015853. History: Split into C16C8.20(WBGene00195070), C16C8.21(WBGene00195071). History of WBGene00015853: Split into ""WBGene00195070"" on 2010-04-15; Split into ""WBGene00195071"" on 2010-04-15"
C16A11.9,C16A11.9,464.8332,203.88047001443,C16A11.9,WBGene00045297,Sequence name for WBGene00045297(fbxc-43). History: N.A.
F14D2.9,F14D2.9,463.8166,203.434579131815,F14D2.9,,Sequence name for Suppressed gene WBGene00017457. Molecular name for Suppressed gene WBGene00017457. Public name for Suppressed gene WBGene00017457. History of WBGene00017457: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
