gene,1: adareri,2: adareri,3: wt,4: wt,ave wt,ave adareri,adareri/wt,fold change,pvalue,gene name,seq name,Input,Suggested Match,History
WBGene00019909,101.4670138,207.64811,385.7172457,917.9367842,651.8270149,154.5575619,0.237114385,0.237114385,0.019488641,0,R06A10.1,WBGene00019909,WBGene00019909,History: N.A.
WBGene00018472,27.48064958,32.55024427,373.1735954,23.40822401,198.2909097,30.01544693,0.151370766,0.151370766,0.019489465,nep-16,F45E4.7,WBGene00018472,WBGene00018472,History: N.A.
WBGene00021609,46.50571468,31.42782205,568.6454787,16.72016,292.6828194,38.96676837,0.133136507,0.133136507,0.019581819,irld-17,Y46H3D.4,WBGene00021609,WBGene00021609,History: N.A.
WBGene00021713,394.7701008,874.3669064,80.48842254,212.346032,146.4172273,634.5685036,4.333974323,4.333974323,0.019693208,0,Y49F6A.5,WBGene00021713,WBGene00021713,History: N.A.
WBGene00008485,35.93623407,61.73322189,6.271825133,8.360080002,7.315952568,48.83472798,6.675101777,6.675101777,0.019952982,ugt-43,F01D4.1,WBGene00008485,WBGene00008485,History: N.A.
WBGene00194981,70.28704605,122.3440216,165.1580618,747.3911522,456.274607,96.31553381,0.211091155,0.211091155,0.020035137,0,Y49E10.30,WBGene00194981,WBGene00194981,History: N.A.
WBGene00021050,78.21415651,150.404577,22.99669216,25.08024001,24.03846608,114.3093667,4.755268758,4.755268758,0.020152909,0,W05H9.3,WBGene00021050,WBGene00021050,History: N.A.
WBGene00009692,115.2073386,181.832399,18.8154754,45.14443201,31.9799537,148.5198688,4.644155217,4.644155217,0.020357296,0,F44E5.5,WBGene00009692,WBGene00009692,History: N.A.
WBGene00003090,14.79727285,124.588866,8.362433511,10.032096,9.197264757,69.69306942,7.577586518,7.577586518,0.020683283,lys-1,Y22F5A.4,WBGene00003090,WBGene00003090,History: N.A.
WBGene00012531,33.82233795,57.24353302,9.4077377,1.672016,5.53987685,45.53293549,8.219124128,8.219124128,0.020772946,0,Y32F6B.1,WBGene00012531,WBGene00012531,History: N.A.
WBGene00008494,26.95217555,25.81571097,1.045304189,3.344032001,2.194668095,26.38394326,12.02183753,12.02183753,0.021010314,0,F01D5.3,WBGene00008494,WBGene00008494,History: N.A.
WBGene00018206,68.70162396,136.9355104,14.63425864,26.75225601,20.69325733,102.8185672,4.968699009,4.968699009,0.021093199,ugt-61,F39G3.1,WBGene00018206,WBGene00018206,History: N.A.
WBGene00044054,59.71756544,107.7525328,12.54365027,20.064192,16.30392114,83.7350491,5.135884086,5.135884086,0.021486936,0,C04H5.9,WBGene00044054,WBGene00044054,History: N.A.
WBGene00000238,36.4647081,193.0566212,12.54365027,26.75225601,19.64795314,114.7606646,5.840845804,5.840845804,0.021668531,bar-1,C54D1.6,WBGene00000238,WBGene00000238,History: N.A.
WBGene00000032,18.49659107,39.28477757,2.090608378,3.344032001,2.717320189,28.89068432,10.63205007,10.63205007,0.021968305,abu-9,R09F10.2,WBGene00000032,WBGene00000032,History: N.A.
WBGene00018662,15.32574688,39.28477757,99.30389794,155.497488,127.400693,27.30526222,0.214325853,0.214325853,0.022225732,math-30,F52C6.5,WBGene00018662,WBGene00018662,History: N.A.
WBGene00009883,30.65149377,30.30539984,1.045304189,5.016048001,3.030676095,30.4784468,10.05664936,10.05664936,0.022303831,0,F49C12.14,WBGene00009883,WBGene00009883,History: N.A.
WBGene00017610,14.26879882,16.83633324,49.12929688,110.353056,79.74117645,15.55256603,0.195038081,0.195038081,0.022393319,0,F19G12.2,WBGene00017610,WBGene00017610,History: N.A.
WBGene00194661,19.55353913,23.57086654,42.85747174,183.92176,113.3896159,21.56220283,0.190160295,0.190160295,0.0224655,0,Y57G11C.1131,WBGene00194661,WBGene00194661,History: N.A.
WBGene00045744,69.75857202,25.81571097,7.317129322,6.688064001,7.002596662,47.7871415,6.82420305,6.82420305,0.022751811,21ur-26,Y51H4A.43,WBGene00045744,WBGene00045744,History: N.A.
WBGene00013222,1819.536087,1903.628079,221.604488,712.2788162,466.9416521,1861.582083,3.98675525,3.98675525,0.022822301,dmsr-6,Y54G11B.1,WBGene00013222,WBGene00013222,History: N.A.
WBGene00013826,1319.599654,2031.584211,4560.662176,7535.776114,6048.219145,1675.591933,0.277038892,0.277038892,0.022890424,0,Y116F11B.10,WBGene00013826,WBGene00013826,History: N.A.
WBGene00174158,20.08201316,16.83633324,1.045304189,0,0.522652094,18.4591732,35.31828036,35.31828036,0.023123843,21ur-6411,Y51H4A.891,WBGene00174158,WBGene00174158,History: N.A.
WBGene00201379,23.78133137,10.10179995,0,0,0,16.94156566,,,,,,WBGene00201379,WBGene00201379,History: N.A.
WBGene00022601,30.12301974,77.44713292,66.89946809,516.6529441,291.7762061,53.78507633,0.184336746,0.184336746,0.023691935,0,ZC404.1,WBGene00022601,WBGene00022601,History: N.A.
WBGene00006927,54.96129917,142.5476215,7.317129322,28.42427201,17.87070066,98.75446031,5.526054192,5.526054192,0.023805925,vit-3,F59D8.1,WBGene00006927,WBGene00006927,History: N.A.
WBGene00013285,24.3098054,86.42651064,996.174892,8.360080002,502.267486,55.36815802,0.110236397,0.110236397,0.024029879,dct-12,Y57A10C.7,WBGene00013285,WBGene00013285,History: N.A.
WBGene00001917,51.79045499,219.9947544,24.04199634,30.09628801,27.06914218,135.8926047,5.020203588,5.020203588,0.024402872,his-43,F08G2.2,WBGene00001917,WBGene00001917,History: N.A.
WBGene00255572,68.70162396,24.69328876,9.4077377,3.344032001,6.37588485,46.69745636,7.324074612,7.324074612,0.024404165,mir-8189,R05C11.6,WBGene00255572,WBGene00255572,History: N.A.
WBGene00001705,101.9954879,361.4199536,1151.925216,749.0631682,950.4941921,231.7077207,0.243776051,0.243776051,0.024697648,grd-16,Y69A2AL.1,WBGene00001705,WBGene00001705,History: N.A.
WBGene00019545,20.08201316,37.03993313,141.1160655,105.337008,123.2265368,28.56097315,0.231776157,0.231776157,0.024706689,0,K09B3.1,WBGene00019545,WBGene00019545,History: N.A.
WBGene00194676,4.227792244,11.22422216,42.85747174,51.83249601,47.34498388,7.726007203,0.163185338,0.163185338,0.024732047,0,Y43F8B.21,WBGene00194676,WBGene00194676,History: N.A.
WBGene00009691,108.3371762,186.3220879,14.63425864,48.48846401,31.56136133,147.3296321,4.668037938,4.668037938,0.024777,0,F44E5.4,WBGene00009691,WBGene00009691,History: N.A.
WBGene00006926,59.18909141,287.3400873,30.31382148,40.12838401,35.22110274,173.2645894,4.919340278,4.919340278,0.025059432,vit-2,C42D8.2,WBGene00006926,WBGene00006926,History: N.A.
WBGene00008736,5.813214335,6.734533297,57.49173039,25.08024001,41.2859852,6.273873816,0.151961344,0.151961344,0.025136355,gnrr-6,F13D2.2,WBGene00008736,WBGene00008736,History: N.A.
WBGene00013620,162.2415274,203.1584211,508.0178358,802.5676802,655.292758,182.6999742,0.278806643,0.278806643,0.025215349,fbxa-111,Y102A5C.14,WBGene00013620,WBGene00013620,History: N.A.
WBGene00009299,74.5148383,113.3646438,141.1160655,710.6068002,425.8614328,93.93974106,0.220587576,0.220587576,0.025221102,0,F31E9.6,WBGene00009299,WBGene00009299,History: N.A.
WBGene00021339,22.19590928,30.30539984,3.135912567,1.672016,2.403964283,26.25065456,10.91973568,10.91973568,0.025265543,0,Y34F4.4,WBGene00021339,WBGene00021339,History: N.A.
WBGene00012151,174.3964301,260.4019541,408.7139378,1342.628848,875.6713931,217.3991921,0.248265724,0.248265724,0.025317307,0,VH15N14R.1,WBGene00012151,WBGene00012151,History: N.A.
WBGene00165214,19.0250651,20.20359989,0,1.672016,0.836008,19.61433249,23.46189569,23.46189569,0.025470787,21ur-10718,C49A9.13,WBGene00165214,WBGene00165214,History: N.A.
WBGene00006524,150.0866247,286.2176651,65.8541639,41.80040001,53.82728195,218.1521449,4.0528174,4.0528174,0.025738037,tap-1,C44H4.5,WBGene00006524,WBGene00006524,History: N.A.
WBGene00020113,168.5832157,285.0952429,402.4421127,1468.030048,935.2360805,226.8392293,0.24254756,0.24254756,0.025857534,0,R151.10,WBGene00020113,WBGene00020113,History: N.A.
WBGene00199463,0.52847403,2.244844432,12.54365027,28.42427201,20.48396114,1.386659231,0.067694877,0.067694877,0.026089739,0,F48A9.5,WBGene00199463,WBGene00199463,History: N.A.
WBGene00022389,145.3303584,242.4431987,40.76686337,56.84854401,48.80770369,193.8867785,3.972462621,3.972462621,0.026205719,pde-6,Y95B8A.10,WBGene00022389,WBGene00022389,History: N.A.
WBGene00050911,7.927110457,11.22422216,55.40112201,48.48846401,51.94479301,9.575666309,0.184343141,0.184343141,0.026238908,0,Y43F8B.18,WBGene00050911,WBGene00050911,History: N.A.
WBGene00017537,55.4897732,104.3852661,14.63425864,18.392176,16.51321732,79.93751965,4.840820422,4.840820422,0.026968392,0,F17A9.5,WBGene00017537,WBGene00017537,History: N.A.
WBGene00045614,56.01824723,48.2641553,11.49834608,6.688064001,9.093205039,52.14120126,5.734083971,5.734083971,0.027108136,21ur-2293,Y105C5A.46,WBGene00045614,WBGene00045614,History: N.A.
WBGene00017188,31.70844183,175.0978657,292.6851729,667.1343841,479.9097785,103.4031538,0.215463736,0.215463736,0.027114141,0,F07B7.7,WBGene00017188,WBGene00017188,History: N.A.
WBGene00020967,61.83146156,105.5076883,18.8154754,16.72016,17.7678177,83.66957494,4.709051857,4.709051857,0.02725882,0,W03A5.2,WBGene00020967,WBGene00020967,History: N.A.
WBGene00269433,536.4011409,730.6968627,177.7017121,187.265792,182.4837521,633.5490018,3.471810474,3.471810474,0.027313928,0,T16G12.12,WBGene00269433,WBGene00269433,History: N.A.
WBGene00050917,171.7540599,162.7512213,53.31051363,30.09628801,41.70340082,167.2526406,4.010527615,4.010527615,0.027315317,0,Y53G8AL.4,WBGene00050917,WBGene00050917,History: N.A.
WBGene00021521,40.16402632,72.95744405,2.090608378,15.048144,8.569376191,56.56073518,6.600332851,6.600332851,0.027435414,nhr-287,Y41D4B.20,WBGene00021521,WBGene00021521,History: N.A.
WBGene00004197,53.37587708,39.28477757,7.317129322,8.360080002,7.838604662,46.33032732,5.910532463,5.910532463,0.027721005,prx-12,F08B12.2,WBGene00004197,WBGene00004197,History: N.A.
WBGene00021199,142.1595142,49.38657751,25.08730053,13.376128,19.23171427,95.77304585,4.97995366,4.97995366,0.027851155,0,Y17G9B.2,WBGene00021199,WBGene00021199,History: N.A.
WBGene00167302,70.28704605,17.95875546,7.317129322,5.016048001,6.166588662,44.12290076,7.155155496,7.155155496,0.027924322,21ur-6897,C06E7.56,WBGene00167302,WBGene00167302,History: N.A.
WBGene00019511,854.5425073,1410.884726,2834.86496,5141.449201,3988.157081,1132.713616,0.284019309,0.284019309,0.02807332,0,K08A2.1,WBGene00019511,WBGene00019511,History: N.A.
WBGene00008728,1086.542607,1223.440216,225.7857048,433.0521441,329.4189244,1154.991411,3.506147721,3.506147721,0.028225009,sre-36,F13A7.13,WBGene00008728,WBGene00008728,History: N.A.
WBGene00006393,702.8704605,930.4880172,102.4398105,321.0270721,211.7334413,816.6792389,3.857110308,3.857110308,0.028232663,taf-11.1,F48D6.1,WBGene00006393,WBGene00006393,History: N.A.
WBGene00021968,627.2986742,1452.414348,282.232131,292.6028001,287.4174655,1039.856511,3.617930835,3.617930835,0.02827543,0,Y57G7A.5,WBGene00021968,WBGene00021968,History: N.A.
WBGene00017690,54.96129917,37.03993313,7.317129322,8.360080002,7.838604662,46.00061615,5.868469981,5.868469981,0.028938446,ceh-60,F22A3.5,WBGene00017690,WBGene00017690,History: Renamed on 2006-06-29
WBGene00021039,639.4535769,876.6117508,199.6531001,244.1143361,221.8837181,758.0326638,3.416351008,3.416351008,0.029015108,0,W05F2.7,WBGene00021039,WBGene00021039,"History: Split into W05F2.8(WBGene00195045). History of WBGene00021039: Split into ""WBGene00195045"" on 2010-03-10"
WBGene00014343,287.4898726,108.874955,2973.890417,33.44032001,1503.665369,198.1824138,0.131799547,0.131799547,0.029052143,0,F21C3.t1,WBGene00014343,WBGene00014343,History: N.A.
WBGene00235387,127.8907154,81.93682178,288.5039561,474.8525441,381.6782501,104.9137686,0.274874894,0.274874894,0.029442155,0,W04C9.8,WBGene00235387,WBGene00235387,History: N.A.
WBGene00002057,51.26198096,69.5901774,10.45304189,13.376128,11.91458495,60.42607918,5.071605889,5.071605889,0.029457527,ifd-1,R04E5.10,WBGene00002057,WBGene00002057,History: N.A.
WBGene00001156,19.55353913,17.95875546,0,1.672016,0.836008,18.75614729,22.43536819,22.43536819,0.029615664,ech-7,Y105E8A.4,WBGene00001156,WBGene00001156,History: N.A.
WBGene00219691,15.32574688,11.22422216,110.802244,30.09628801,70.44926601,13.27498452,0.188433255,0.188433255,0.029839754,linc-106,F39F10.6,WBGene00219691,WBGene00219691,History: N.A.
WBGene00006928,43.86334453,193.0566212,12.54365027,33.44032001,22.99198514,118.4599829,5.152229446,5.152229446,0.029853907,vit-4,F59D8.2,WBGene00006928,WBGene00006928,History: N.A.
WBGene00011105,30.65149377,42.65204421,4.181216755,6.688064001,5.434640378,36.65176899,6.74410199,6.74410199,0.030364498,0,R07E3.4,WBGene00011105,WBGene00011105,History: N.A.
WBGene00015153,2166.743525,2432.288942,539.3769615,842.6960642,691.0365128,2299.516234,3.327633477,3.327633477,0.03045959,0,B0348.5,WBGene00015153,WBGene00015153,History: N.A.
WBGene00008308,132.6469816,40.40719978,19.86077959,15.048144,17.4544618,86.52709071,4.957304999,4.957304999,0.030480817,0,C54E10.3,WBGene00008308,WBGene00008308,History: N.A.
WBGene00002056,402.6972112,588.1492413,150.5238032,137.105312,143.8145576,495.4232262,3.444875362,3.444875362,0.030659282,ifc-2,M6.1,WBGene00002056,WBGene00002056,History: Renamed on 2021-03-09
WBGene00011414,466.1140949,176.2202879,113.9381566,13.376128,63.65714229,321.1671914,5.045265619,5.045265619,0.030693698,0,T04A8.13,WBGene00011414,WBGene00011414,"History: Split into T04A8.18(WBGene00119203). History of WBGene00011414: Split into ""WBGene00119203"" on 2008-08-26"
WBGene00219697,215.0889304,529.783286,81.53372673,115.369104,98.45141538,372.4361082,3.782943158,3.782943158,0.030767331,linc-169,F43E2.13,WBGene00219697,WBGene00219697,History: N.A.
WBGene00018237,179.1526963,185.1996657,33.44973404,61.86459201,47.65716303,182.176181,3.82264007,3.82264007,0.030797808,irg-7,F40F4.6,WBGene00018237,WBGene00018237,History: Renamed on 2016-09-23
WBGene00048125,63.41688366,77.44713292,11.49834608,18.392176,14.94526104,70.43200829,4.712664977,4.712664977,0.030806691,21ur-4515,Y73F8A.255,WBGene00048125,WBGene00048125,History: N.A.
WBGene00206492,6.870162396,8.979377729,29.26851729,61.86459201,45.56655465,7.924770063,0.173916376,0.173916376,0.031047353,0,F11D11.21,WBGene00206492,WBGene00206492,History: N.A.
WBGene00166959,81.91347472,17.95875546,2.090608378,11.704112,6.89736019,49.93611509,7.239887974,7.239887974,0.031400144,21ur-8559,Y105C5A.653,WBGene00166959,WBGene00166959,History: N.A.
WBGene00009292,392.1277306,639.7806632,101.3945063,187.265792,144.3301492,515.9541969,3.574819259,3.574819259,0.031552843,0,F31D4.5,WBGene00009292,WBGene00009292,History: N.A.
WBGene00006748,7.398636427,6.734533297,84.6696393,11.704112,48.18687565,7.066584862,0.146649576,0.146649576,0.031617928,unc-8,R13A1.4,WBGene00006748,WBGene00006748,History: N.A.
WBGene00008167,79.27110457,54.99868859,11.49834608,16.72016,14.10925304,67.13489658,4.758217631,4.758217631,0.031708877,acox-1.5,C48B4.1,WBGene00008167,WBGene00008167,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00201656,138.98867,60.61079967,10.45304189,31.76830401,21.11067295,99.79973484,4.72745398,4.72745398,0.032198285,0,CE7X_3.3,WBGene00201656,WBGene00201656,History: N.A.
WBGene00011977,200.8201316,446.724042,99.30389794,75.24072002,87.27230898,323.7720868,3.709906276,3.709906276,0.032298896,0,T24B8.3,WBGene00011977,WBGene00011977,History: N.A.
WBGene00001878,264.7654893,597.128619,48.08399269,163.857568,105.9707804,430.9470541,4.066659249,4.066659249,0.032339028,his-4,T10C6.11,WBGene00001878,WBGene00001878,History: N.A.
WBGene00001899,110.9795464,309.7885317,44.94808012,60.19257601,52.57032807,210.384039,4.001954083,4.001954083,0.032388113,his-25,ZK131.2,WBGene00001899,WBGene00001899,History: N.A.
WBGene00011868,142.1595142,42.65204421,10.45304189,26.75225601,18.60264895,92.4057792,4.967345213,4.967345213,0.032563149,best-18,T20G5.4,WBGene00011868,WBGene00011868,History: N.A.
WBGene00021008,137.931722,288.4625096,311.5006483,1452.981904,882.2412763,213.1971158,0.24165398,0.24165398,0.033225419,0,W03F11.5,WBGene00021008,WBGene00021008,History: N.A.
WBGene00002146,50.73350692,50.50899973,9.4077377,10.032096,9.719916851,50.62125333,5.207992424,5.207992424,0.033438103,ipp-5,C09B8.1,WBGene00002146,WBGene00002146,History: N.A.
WBGene00001928,159.0706832,459.0706864,29.26851729,113.697088,71.48280266,309.0706848,4.323706868,4.323706868,0.033867245,his-54,F07B7.11,WBGene00001928,WBGene00001928,History: N.A.
WBGene00023423,40.69250035,15.71391103,1.045304189,5.016048001,3.030676095,28.20320569,9.305912213,9.305912213,0.033991115,0,F43C1.7,WBGene00023423,WBGene00023423,History: N.A.
WBGene00008199,45.97724065,65.10048854,6.271825133,15.048144,10.65998457,55.53886459,5.210032363,5.210032363,0.03401233,0,C49C3.9,WBGene00008199,WBGene00008199,History: N.A.
WBGene00050904,42.80639647,84.18166621,12.54365027,13.376128,12.95988913,63.49403134,4.899272724,4.899272724,0.034048052,0,Y70C5A.3,WBGene00050904,WBGene00050904,History: N.A.
WBGene00219800,2333.212845,8583.162687,1154.015825,1763.97688,1458.996352,5458.187766,3.741056485,3.741056485,0.034258544,0,C05D9.12,WBGene00219800,WBGene00219800,History: N.A.
WBGene00220167,26.95217555,51.63142194,7.317129322,5.016048001,6.166588662,39.29179875,6.371723639,6.371723639,0.034344579,0,Y47G6A.38,WBGene00220167,WBGene00220167,History: N.A.
WBGene00002263,228.8292552,499.4778862,874.9196061,1708.800352,1291.859979,364.1535707,0.281883158,0.281883158,0.034392034,lea-1,K08H10.1,WBGene00002263,WBGene00002263,History: N.A.
WBGene00220238,483.0252638,937.2225505,120.2099817,272.5386081,196.3742949,710.1239072,3.616175465,3.616175465,0.034426503,0,ZK185.9,WBGene00220238,WBGene00220238,History: N.A.
WBGene00015573,188.6652289,59.48837746,38.67625499,15.048144,26.8621995,124.0768032,4.619011306,4.619011306,0.034480847,0,C07G1.7,WBGene00015573,WBGene00015573,History: N.A.
WBGene00020359,22.19590928,33.67266648,0,5.016048001,2.508024001,27.93428788,11.13796673,11.13796673,0.034586449,math-40,T08E11.3,WBGene00020359,WBGene00020359,History: N.A.
WBGene00015344,500.4649068,694.7793518,155.7503241,203.985952,179.8681381,597.6221293,3.322556933,3.322556933,0.034708094,nra-4,C02E11.1,WBGene00015344,WBGene00015344,History: N.A.
WBGene00269431,231.4716253,359.1751092,613.5935589,1461.341984,1037.467772,295.3233673,0.284657871,0.284657871,0.034971647,0,T16A1.10,WBGene00269431,WBGene00269431,History: N.A.
WBGene00022502,58.66061738,160.5063769,12.54365027,35.11233601,23.82799314,109.5834971,4.598939429,4.598939429,0.035212467,0,ZC13.1,WBGene00022502,WBGene00022502,History: N.A.
WBGene00000178,616.2007195,640.9030854,181.8829289,205.657968,193.7704485,628.5519025,3.2437965,3.2437965,0.03526513,aqp-10,ZK1321.3,WBGene00000178,WBGene00000178,History: N.A.
WBGene00044213,278.5058141,517.4366417,455.7526263,2912.651873,1684.202249,397.9712279,0.236296578,0.236296578,0.035266725,0,Y102A5C.36,WBGene00044213,WBGene00044213,History: N.A.
WBGene00019858,2033.568069,1502.923347,399.3062001,677.1664801,538.2363401,1768.245708,3.285258866,3.285258866,0.035269508,0,R03H10.6,WBGene00019858,WBGene00019858,History: N.A.
WBGene00011220,161.1845793,81.93682178,20.90608378,38.45636801,29.68122589,121.5607005,4.095541774,4.095541774,0.035291584,0,R10E11.9,WBGene00011220,WBGene00011220,History: N.A.
WBGene00000368,284.8475024,943.9570838,103.4851147,214.018048,158.7515814,614.4022931,3.870212113,3.870212113,0.035318962,ccb-1,T28F2.5,WBGene00000368,WBGene00000368,History: Renamed on 2015-03-05
WBGene00005223,58.13214335,114.487066,195.4718833,449.7723041,322.6220937,86.3096047,0.2675254,0.2675254,0.035407496,srg-66,T05C3.7,WBGene00005223,WBGene00005223,History: N.A.
WBGene00046615,107.8087022,11.22422216,6.271825133,11.704112,8.987968568,59.51646219,6.621792426,6.621792426,0.035450967,21ur-5343,Y57G11C.132,WBGene00046615,WBGene00046615,History: N.A.
WBGene00077548,340.3372756,120.0991771,3183.996559,36.78435201,1610.390456,230.2182264,0.142958017,0.142958017,0.035645644,0,F21C3.7,WBGene00077548,WBGene00077548,History: N.A.
WBGene00012190,96.18227354,166.118488,43.90277593,20.064192,31.98348397,131.1503808,4.100565808,4.100565808,0.035936011,0,W02A2.5,WBGene00012190,WBGene00012190,"History: Split into W02A2.9(WBGene00044280). History of WBGene00012190: Split into ""WBGene00044280"" on 2005-04-05"
WBGene00004001,78.21415651,77.44713292,20.90608378,15.048144,17.97711389,77.83064471,4.329429362,4.329429362,0.035996314,pgp-7,T21E8.2,WBGene00004001,WBGene00004001,History: N.A.
WBGene00044989,1864.456379,3591.751092,705.5803275,948.0330722,826.8066998,2728.103736,3.299566557,3.299566557,0.036272652,0,Y37A1B.17,WBGene00044989,WBGene00044989,History: N.A.
WBGene00011609,23.78133137,44.89688865,88.85085605,185.593776,137.222316,34.33911001,0.250244355,0.250244355,0.036310231,0,T08D2.4,WBGene00011609,WBGene00011609,History: N.A.
WBGene00015854,86.14126697,194.1790434,24.04199634,45.14443201,34.59321418,140.1601552,4.051666158,4.051666158,0.036473242,0,C16C8.17,WBGene00015854,WBGene00015854,"History: Split into C16C8.27(WBGene00305093). History of WBGene00015854: Split into ""WBGene00305093"" on 2019-10-21"
WBGene00012099,366.7609771,487.1312418,86.76024768,162.185552,124.4728999,426.9461095,3.430032641,3.430032641,0.036571427,acc-4,T27E9.9,WBGene00012099,WBGene00012099,History: N.A.
WBGene00002975,63.94535769,46.01931086,14.63425864,6.688064001,10.66116132,54.98233427,5.157255632,5.157255632,0.036649436,lev-8,C35C5.5,WBGene00002975,WBGene00002975,History: Renamed on 2005-04-13
WBGene00007419,480.3828937,494.9881973,82.57903092,197.297888,139.9384595,487.6855455,3.485000102,3.485000102,0.036917841,0,C07E3.9,WBGene00007419,WBGene00007419,History: N.A.
WBGene00235300,143.7449363,288.4625096,76.30720579,36.78435201,56.5457789,216.1037229,3.821748097,3.821748097,0.036966409,0,T06A10.107,WBGene00235300,WBGene00235300,History: N.A.
WBGene00001119,59.71756544,154.8942658,76.30720579,1011.56968,543.938443,107.3059156,0.197275844,0.197275844,0.037035592,dyf-3,C04C3.5,WBGene00001119,WBGene00001119,History: N.A.
WBGene00022352,17.96811704,22.44844432,57.49173039,113.697088,85.59440921,20.20828068,0.236093465,0.236093465,0.037182037,0,Y82E9BR.20,WBGene00022352,WBGene00022352,History: N.A.
WBGene00012486,100.9385398,144.7924659,427.5294132,384.5636801,406.0465467,122.8655029,0.3025897,0.3025897,0.037261685,0,Y18D10A.21,WBGene00012486,WBGene00012486,History: N.A.
WBGene00007138,4.227792244,1.122422216,21.95138797,26.75225601,24.35182199,2.67510723,0.109852447,0.109852447,0.037515662,0,B0285.6,WBGene00007138,WBGene00007138,History: N.A.
WBGene00194939,71.87246814,114.487066,10.45304189,31.76830401,21.11067295,93.1797671,4.413870052,4.413870052,0.037787337,0,C01B9.5,WBGene00194939,WBGene00194939,History: N.A.
WBGene00009874,2.642370152,3.367266648,14.63425864,35.11233601,24.87329733,3.0048184,0.120804989,0.120804989,0.037959381,0,F49C12.4,WBGene00009874,WBGene00009874,History: N.A.
WBGene00166782,475.0981534,132.4458215,88.85085605,68.55265602,78.70175603,303.7719874,3.859786652,3.859786652,0.037992744,21ur-5456,Y51H4A.501,WBGene00166782,WBGene00166782,History: N.A.
WBGene00047090,140.5740921,13.46906659,15.67956283,10.032096,12.85582942,77.02157935,5.99117932,5.99117932,0.03801658,21ur-3447,Y40H7A.60,WBGene00047090,WBGene00047090,History: N.A.
WBGene00007007,160.1276312,291.8297762,37.6309508,83.60080002,60.61587541,225.9787037,3.728044876,3.728044876,0.038229834,mak-2,C44C8.6,WBGene00007007,WBGene00007007,History: N.A.
WBGene00195254,49.14808483,88.67135508,214.2873587,267.5225601,240.9049594,68.90971996,0.286045253,0.286045253,0.038296452,0,H16D19.6,WBGene00195254,WBGene00195254,History: N.A.
WBGene00000003,20.61048719,32.55024427,1.045304189,5.016048001,3.030676095,26.58036573,8.77044095,8.77044095,0.038344648,aat-2,F07C3.7,WBGene00000003,WBGene00000003,History: N.A.
WBGene00006522,59.71756544,47.14173308,317.7724734,96.97692802,207.3747007,53.42964926,0.257647867,0.257647867,0.038655504,abcx-1,C56E6.1,WBGene00006522,WBGene00006522,"History: Split into ""WBGene00195085"" on 2010-05-06"
WBGene00018920,117.8497088,310.9109539,34.49503823,75.24072002,54.86787912,214.3803313,3.907210097,3.907210097,0.03889681,0,F56A4.12,WBGene00018920,WBGene00018920,History: N.A.
WBGene00195146,73.98636427,117.8543327,20.90608378,26.75225601,23.82916989,95.92034848,4.025333191,4.025333191,0.039048013,0,F54D5.17,WBGene00195146,WBGene00195146,History: N.A.
WBGene00017095,6.870162396,10.10179995,77.35250998,18.392176,47.87234299,8.485981171,0.177262708,0.177262708,0.039195654,0,E02C12.10,WBGene00017095,WBGene00017095,"History: Split into E02C12.19(WBGene00271797). History of WBGene00017095: Split into ""WBGene00271797"" on 2017-09-21"
WBGene00167013,100.4100658,7.856955513,7.317129322,8.360080002,7.838604662,54.13351065,6.906013632,6.906013632,0.039236727,21ur-5785,Y40H7A.181,WBGene00167013,WBGene00167013,History: N.A.
WBGene00170764,100.4100658,7.856955513,7.317129322,8.360080002,7.838604662,54.13351065,6.906013632,6.906013632,0.039236727,21ur-7486,Y40H7A.250,WBGene00170764,WBGene00170764,History: N.A.
WBGene00020784,808.5652666,869.8772175,172.4751912,339.4192481,255.9472196,839.2212421,3.278883995,3.278883995,0.039266666,tat-4,T24H7.5,WBGene00020784,WBGene00020784,"History: Split into T24H7.9(WBGene00305157). History of WBGene00020784: Split into ""WBGene00305157"" on 2019-11-21"
WBGene00005435,179.6811704,50.50899973,10.45304189,38.45636801,24.45470495,115.095085,4.706459771,4.706459771,0.039335798,srh-227,C35D6.2,WBGene00005435,WBGene00005435,History: N.A.
WBGene00009070,201.3486056,244.6880431,332.4067321,1319.220624,825.8136782,223.0183244,0.270058889,0.270058889,0.039336195,0,F23A7.5,WBGene00009070,WBGene00009070,History: N.A.
WBGene00200316,4.227792244,35.91751092,0,1.672016,0.836008,20.07265158,24.01011901,24.01011901,0.039344679,0,C30D11.3,WBGene00200316,WBGene00200316,History: N.A.
WBGene00001886,50.20503289,224.4844432,31.35912567,31.76830401,31.56371484,137.3447381,4.351348971,4.351348971,0.039750259,his-12,ZK131.6,WBGene00001886,WBGene00001886,History: N.A.
WBGene00013195,162.2415274,319.8903316,42.85747174,88.61684802,65.73715988,241.0659295,3.66711811,3.66711811,0.039798316,0,Y54E2A.10,WBGene00013195,WBGene00013195,History: N.A.
WBGene00022413,555.426206,1383.946593,277.00561,297.6188481,287.3122291,969.6863993,3.375026543,3.375026543,0.040024407,0,Y102A11A.3,WBGene00022413,WBGene00022413,History: N.A.
WBGene00007685,66.58772784,89.79377729,15.67956283,21.736208,18.70788542,78.19075257,4.179561229,4.179561229,0.040034347,0,C18E9.5,WBGene00007685,WBGene00007685,History: N.A.
