# Dataset S4.  Annotated features with ten or more siRNA  reads per million total small RNA reads and depleted by 2/3 or more in mut-16(pk710), relative to wild type (N2).
gene,Reads Per Million Total_wt,Reads Per Million Total_pk710,Reads Per Million Total_pk710/wt,Depletion,Annotation,Input,Suggested Match,History
H12C20.6,10.95,0.0,0.0,undefined,Gene,H12C20.6,WBGene00003691,Sequence name for WBGene00003691(nhr-101). History: N.A.
T26C11.5,10.95,0.0,0.0,undefined,Gene,T26C11.5,WBGene00000462,Sequence name for WBGene00000462(ceh-41). History: N.A.
Y73B3A.14,10.95,0.0,0.0,undefined,Gene,Y73B3A.14,WBGene00022216,Sequence name for WBGene00022216(fbxa-16). History: N.A.
Y49E10.7,10.95,0.0,0.0,undefined,Pseudogene,Y49E10.7,WBGene00013031,Public name for WBGene00013031. History: N.A.
C15C7.5,10.76,0.0,0.0,undefined,Gene,C15C7.5,WBGene00015791,Sequence name for WBGene00015791(bbln-1). History: Renamed on 2021-01-02
C31H5.4,10.76,0.0,0.0,undefined,Gene,C31H5.4,WBGene00007855,Public name for WBGene00007855. History: N.A.
C56G3.2,10.76,0.0,0.0,undefined,Gene,C56G3.2,WBGene00016985,Public name for WBGene00016985. History: N.A.
R03H10.6,10.76,0.0,0.0,undefined,Gene,R03H10.6,WBGene00019858,Public name for WBGene00019858. History: N.A.
Y2H9A.6,10.76,0.0,0.0,undefined,Gene,Y2H9A.6,WBGene00086568,Public name for WBGene00086568. History: N.A.
F35H12.1,10.58,0.0,0.0,undefined,Gene,F35H12.1,WBGene00018074,Public name for WBGene00018074. History: N.A.
Y32G9A.13,10.58,0.0,0.0,undefined,Gene,Y32G9A.13,WBGene00044517,Public name for WBGene00044517. History: N.A.
ZK250.8,10.58,0.0,0.0,undefined,Gene,ZK250.8,WBGene00022691,Sequence name for WBGene00022691(math-50). History: N.A.
C03G6.12,10.39,0.0,0.0,undefined,Gene,C03G6.12,WBGene00015397,Sequence name for WBGene00015397(nhr-149). History: N.A.
C33E10.1,10.39,0.0,0.0,undefined,Gene,C33E10.1,WBGene00016345,Public name for WBGene00016345. History: N.A.
F09E5.14,10.39,0.0,0.0,undefined,Gene,F09E5.14,WBGene00017291,Public name for WBGene00017291. History: N.A.
Y46G5A.39,10.39,0.0,0.0,undefined,Gene,Y46G5A.39,WBGene00044164,Public name for WBGene00044164. History: N.A.
Y47H9C.15,10.39,0.0,0.0,undefined,Gene,Y47H9C.15,WBGene00000821,"Public name for Dead gene WBGene00012957. History of WBGene00012957: Merged into ""WBGene00000821"" on 2016-04-19"
ZK1055.3,10.39,0.0,0.0,undefined,Gene,ZK1055.3,WBGene00022843,"Public name for Dead gene WBGene00022844. History of WBGene00022844: Merged into ""WBGene00022843"" on 2013-02-11"
H25P06.3,10.39,0.0,0.0,undefined,Pseudogene,H25P06.3,,"Public name for Dead gene WBGene00014791. History of WBGene00014791: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
C11G10.1,10.2,0.0,0.0,undefined,Gene,C11G10.1,WBGene00007525,Public name for WBGene00007525. History: N.A.
C14E2.2,10.2,0.0,0.0,undefined,Gene,C14E2.2,WBGene00015771,Sequence name for WBGene00015771(got-1.3). History: N.A.
C31C9.4,10.2,0.0,0.0,undefined,Gene,C31C9.4,WBGene00007838,"Sequence name for WBGene00007838(fbxa-168). History: Split into fbxa-169(WBGene00045289). History of WBGene00007838: Split into ""WBGene00045289"" on 2007-02-26"
C24H12.9,10.13,0.0,0.0,undefined,Pseudogene,C24H12.9,WBGene00016078,Public name for WBGene00016078. History: N.A.
Y38H6A.4,10.11,0.0,0.0,undefined,Pseudogene,Y38H6A.4,WBGene00014874,Public name for WBGene00014874. History: N.A.
F19G12.4,10.02,0.0,0.0,undefined,Gene,F19G12.4,WBGene00017612,Public name for WBGene00017612. History: N.A.
F47H4.2,10.02,0.0,0.0,undefined,Gene,F47H4.2,WBGene00009835,Public name for WBGene00009835. History: N.A.
Y39G10AL.1,10.02,0.0,0.0,undefined,Gene,Y39G10AL.1,WBGene00021458,Public name for WBGene00021458. History: N.A.
ZK1320.11,10.02,0.0,0.0,undefined,Gene,ZK1320.11,WBGene00014259,Public name for WBGene00014259. History: N.A.
F49D11.8,320.61,0.16,0.0,-1954.39,Gene,F49D11.8,WBGene00000780,Sequence name for WBGene00000780(cpn-4). History: N.A.
K06C4.14,62.78,0.03,0.0,-1913.4,Transposon,K06C4.14,,Sequence name for Suppressed gene WBGene00019446. Molecular name for Suppressed gene WBGene00019446. Public name for Suppressed gene WBGene00019446. History of WBGene00019446: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y39A3CL.6,253.26,0.16,0.0,-1543.83,Gene,Y39A3CL.6,WBGene00004249,Sequence name for WBGene00004249(pvf-1). History: N.A.
Y50E8A.14,26.19,0.02,0.0,-1525.95,Pseudogene,Y50E8A.14,WBGene00013056,Public name for WBGene00013056. History: N.A.
T27F6.8,199.27,0.16,0.0,-1214.71,Gene,T27F6.8,WBGene00012107,Public name for WBGene00012107. History: N.A.
F53G12.4,193.14,0.16,0.0,-1177.38,Gene,F53G12.4,WBGene00018772,Public name for WBGene00018772. History: N.A.
F57G4.9,187.39,0.16,0.0,-1142.32,Transposon,F57G4.9,,Sequence name for Suppressed gene WBGene00010213. Molecular name for Suppressed gene WBGene00010213. Public name for Suppressed gene WBGene00010213. History of WBGene00010213: Killed on 2008-07-18; Suppressed on 2012-11-18. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y49F6C.4,181.83,0.16,0.0,-1108.39,Gene,Y49F6C.4,WBGene00021726,Sequence name for WBGene00021726(bath-10). History: N.A.
Y38H6C.11,358.64,0.33,0.0,-1093.12,Gene,Y38H6C.11,WBGene00012624,Sequence name for WBGene00012624(fbxa-150). History: N.A.
Y7A5A.6,147.69,0.16,0.0,-900.28,Gene,Y7A5A.6,WBGene00012412,"Public name for WBGene00012412. History: Split into Y7A5A.25(WBGene00304824). History of WBGene00012412: Split into ""WBGene00304824"" on 2019-07-25"
Y60A3A.29,29.31,0.03,0.0,-893.22,Transposon,Y60A3A.29,WBGene00189981,Public name for WBGene00189981. History: N.A.
Y60A3A.30,29.24,0.03,0.0,-891.33,Transposon,Y60A3A.30,,Sequence name for Suppressed gene WBGene00235148. Molecular name for Suppressed gene WBGene00235148. Public name for Suppressed gene WBGene00235148. History of WBGene00235148: Suppressed on 2013-04-15. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C07A9.9,137.67,0.16,0.0,-839.21,Gene,C07A9.9,WBGene00007405,Public name for WBGene00007405. History: N.A.
F45D11.6,26.46,0.03,0.0,-806.51,Transposon,F45D11.6,,Sequence name for Suppressed gene WBGene00018453. Molecular name for Suppressed gene WBGene00018453. Public name for Suppressed gene WBGene00018453. History of WBGene00018453: Killed on 2008-02-22; Suppressed on 2012-11-22. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
T05A7.4,528.04,0.66,0.0,-804.71,Gene,T05A7.4,WBGene00001976,Sequence name for WBGene00001976(hmg-11). History: N.A.
C27F2.1,130.62,0.16,0.0,-796.23,Gene,C27F2.1,WBGene00016165,Sequence name for WBGene00016165(wdr-60). History: N.A.
C47B2.8,129.5,0.16,0.0,-789.45,Gene,C47B2.8,WBGene00004196,Sequence name for WBGene00004196(prx-11). History: N.A.
Y47H10A.5,1403.21,1.8,0.0,-777.62,Gene,Y47H10A.5,WBGene00012961,Public name for WBGene00012961. History: N.A.
F52C6.1,124.74,0.16,0.0,-760.42,Pseudogene,F52C6.1,WBGene00018658,Sequence name for WBGene00018658(bath-22). History: N.A.
Y113G7A.7,73.7,0.1,0.0,-749.5,Pseudogene,Y113G7A.7,,"Public name for Dead gene WBGene00014968. History of WBGene00014968: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
F36A4.8,121.34,0.16,0.0,-739.68,Gene,F36A4.8,WBGene00018085,Sequence name for WBGene00018085(ttr-20). History: N.A.
C09G1.3,120.41,0.16,0.0,-734.03,Gene,C09G1.3,WBGene00007485,Public name for WBGene00007485. History: N.A.
Y32F6A.6,117.35,0.16,0.0,-715.36,Pseudogene,Y32F6A.6,WBGene00044209,Public name for WBGene00044209. History: N.A.
ZC53.6,454.75,0.66,0.0,-693.03,Gene,ZC53.6,WBGene00022512,Sequence name for WBGene00022512(dot-1.5). History: N.A.
F53F8.6,113.55,0.16,0.0,-692.18,Gene,F53F8.6,WBGene00010003,Public name for WBGene00010003. History: N.A.
F12E12.8,112.62,0.16,0.0,-686.52,Gene,F12E12.8,WBGene00044692,Sequence name for WBGene00044692(fbxb-91). History: N.A.
Y55B1BR.5,223.76,0.33,0.0,-682,Gene,Y55B1BR.5,WBGene00044401,"Public name for Dead gene WBGene00044400. History of WBGene00044400: Merged into ""WBGene00044401"" on 2014-10-09"
ZC21.10,108.72,0.16,0.0,-662.77,Gene,ZC21.10,WBGene00044443,Public name for WBGene00044443. History: N.A.
Y66D12A.14,108.17,0.16,0.0,-659.38,Gene,Y66D12A.14,WBGene00013440,Sequence name for WBGene00013440(nrps-1). History: N.A.
F28D9.3,39.26,0.06,0.0,-650.6,Pseudogene,F28D9.3,,"Public name for Dead gene WBGene00014747. History of WBGene00014747: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
W10G11.19,99.26,0.16,0.0,-605.09,Gene,W10G11.19,WBGene00021148,Public name for WBGene00021148. History: N.A.
Y102A5C.4,197.97,0.33,0.0,-603.39,Gene,Y102A5C.4,WBGene00013613,Public name for WBGene00013613. History: N.A.
Y102A5C.10,31.76,0.05,0.0,-580.77,Pseudogene,Y102A5C.10,WBGene00013617,Sequence name for WBGene00013617(fbxa-204). History: N.A.
Y102A5C.12,31.76,0.05,0.0,-580.77,Pseudogene,Y102A5C.12,WBGene00013618,Sequence name for WBGene00013618(fbxa-205). History: N.A.
T17A3.2,94.81,0.16,0.0,-577.95,Gene,T17A3.2,WBGene00020540,Sequence name for WBGene00020540(pals-25). History: N.A.
ZK250.7,189.43,0.33,0.0,-577.38,Gene,ZK250.7,WBGene00022690,Sequence name for WBGene00022690(math-49). History: N.A.
Y48A6A.1,189.25,0.33,0.0,-576.82,Gene,Y48A6A.1,WBGene00006982,Sequence name for WBGene00006982(zig-5). History: N.A.
H14E04.1,276.45,0.49,0.0,-561.74,Gene,H14E04.1,WBGene00019198,Sequence name for WBGene00019198(strm-1). History: N.A.
T21C12.1,90.91,0.16,0.0,-554.2,Gene,T21C12.1,WBGene00006784,Sequence name for WBGene00006784(unc-49). History: N.A.
C25G6.5,90.54,0.16,0.0,-551.93,Gene,C25G6.5,WBGene00016110,Sequence name for WBGene00016110(npr-11). History: N.A.
R13A1.10,89.06,0.16,0.0,-542.89,Gene,R13A1.10,WBGene00044504,Public name for WBGene00044504. History: N.A.
H01A20.1,86.46,0.16,0.0,-527.05,Gene,H01A20.1,WBGene00003602,Sequence name for WBGene00003602(nhr-3). History: N.A.
F32A5.6,170.69,0.33,0.0,-520.27,Gene,F32A5.6,WBGene00004198,Sequence name for WBGene00004198(prx-13). History: N.A.
Y116F11B.15,16.93,0.03,0.0,-516.12,Transposon,Y116F11B.15,WBGene00172013,Sequence name for WBGene00172013(21ur-11580). History: N.A.
T13B5.6,84.6,0.16,0.0,-515.74,Gene,T13B5.6,WBGene00020473,Sequence name for WBGene00020473(lips-12). History: N.A.
Y106G6D.1,252.7,0.49,0.0,-513.48,Gene,Y106G6D.1,WBGene00013698,Public name for WBGene00013698. History: N.A.
Y113G7B.3,83.68,0.16,0.0,-510.09,Gene,Y113G7B.3,WBGene00013755,Sequence name for WBGene00013755(fbxa-115). History: N.A.
ZK822.2,83.31,0.16,0.0,-507.82,Gene,ZK822.2,WBGene00014090,"Public name for WBGene00014090. History: Split into ZK822.6(WBGene00044009). History of WBGene00014090: Split into ""WBGene00044009"" on 2004-11-30"
Y69A2AL.2,83.12,0.16,0.0,-506.69,Gene,Y69A2AL.2,WBGene00044468,Public name for WBGene00044468. History: N.A.
M02B7.3,329.88,0.66,0.0,-502.73,Gene,M02B7.3,WBGene00003884,Sequence name for WBGene00003884(osm-3). History: N.A.
Y63D3A.11,41.19,0.08,0.0,-502.17,Pseudogene,Y63D3A.11,WBGene00013410,Sequence name for WBGene00013410(fbxb-94). History: N.A.
Y105E8A.1,79.97,0.16,0.0,-487.47,Gene,Y105E8A.1,WBGene00013666,Public name for WBGene00013666. History: N.A.
F11C1.1,79.41,0.16,0.0,-484.07,Gene,F11C1.1,WBGene00008690,Public name for WBGene00008690. History: N.A.
Y15E3A.3,79.22,0.16,0.0,-482.94,Gene,Y15E3A.3,WBGene00012442,Public name for WBGene00012442. History: N.A.
C24H12.7,156.04,0.33,0.0,-475.59,Gene,C24H12.7,WBGene00016076,Public name for WBGene00016076. History: N.A.
WBTransposon00000012,77.89,0.16,0.0,-474.84,Transposon,,,
M01D1.10,155.11,0.33,0.0,-472.76,Gene,M01D1.10,WBGene00019705,Sequence name for WBGene00019705(fbxb-45). History: N.A.
Y2C2A.1,77.55,0.16,0.0,-472.76,Gene,Y2C2A.1,WBGene00018468,"Public name for Dead gene WBGene00006453. History of WBGene00006453: Merged into ""WBGene00018468"" on 2014-01-06"
ZK262.9,77.37,0.16,0.0,-471.63,Gene,ZK262.9,WBGene00013954,Public name for WBGene00013954. History: N.A.
C02B8.1,74.96,0.16,0.0,-456.93,Gene,C02B8.1,WBGene00015320,Public name for WBGene00015320. History: N.A.
F42E8.1,74.96,0.16,0.0,-456.93,Gene,F42E8.1,WBGene00009630,Public name for WBGene00009630. History: N.A.
K05C4.8,74.59,0.16,0.0,-454.67,Gene,K05C4.8,WBGene00010584,Public name for WBGene00010584. History: N.A.
T24E12.11,74.4,0.16,0.0,-453.54,Gene,T24E12.11,WBGene00020778,Public name for WBGene00020778. History: N.A.
Y74C9A.1,145.83,0.33,0.0,-444.49,Gene,Y74C9A.1,WBGene00022275,Sequence name for WBGene00022275(txt-7). History: N.A.
Y116A8C.47,26.81,0.06,0.0,-444.23,Transposon,,,
F59A1.5,18.06,0.04,0.0,-440.25,Pseudogene,F59A1.5,,"Public name for Dead gene WBGene00014780. History of WBGene00014780: Killed on 2010-07-09. Remark: [100629 pad] Removed following correspondence with Rebecca Robilotto and Mark Gerstein, this is no longer believed to be a valid Pseudogene"
C05D2.8,72.17,0.16,0.0,-439.96,Gene,C05D2.8,WBGene00015469,Public name for WBGene00015469. History: N.A.
C04F12.11,85.74,0.2,0.0,-435.53,Transposon,C04F12.11,,Sequence name for Suppressed gene WBGene00023434. Molecular name for Suppressed gene WBGene00023434. Public name for Suppressed gene WBGene00023434. History of WBGene00023434: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000010,71.12,0.16,0.0,-433.55,Transposon,,,
F07B7.6,277.93,0.65,0.0,-428.92,Transposon,F07B7.6,,Sequence name for Suppressed gene WBGene00017187. Molecular name for Suppressed gene WBGene00017187. Public name for Suppressed gene WBGene00017187. History of WBGene00017187: Suppressed on 2006-12-04. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
W08D2.1,70.32,0.16,0.0,-428.65,Gene,W08D2.1,WBGene00001188,Sequence name for WBGene00001188(egl-20). History: N.A.
R04A9.7,139.71,0.33,0.0,-425.83,Gene,R04A9.7,WBGene00044281,Public name for WBGene00044281. History: N.A.
C24A1.3,68.83,0.16,0.0,-419.61,Gene,C24A1.3,WBGene00016030,Sequence name for WBGene00016030(sel-15). History: N.A.
Y69A2AL.1,68.46,0.16,0.0,-417.34,Gene,Y69A2AL.1,WBGene00001705,Sequence name for WBGene00001705(grd-16). History: N.A.
F47G3.2,136.55,0.33,0.0,-416.21,Gene,F47G3.2,WBGene00018577,Sequence name for WBGene00018577(asna-2). History: N.A.
Y44A6B.3,67.72,0.16,0.0,-412.82,Gene,Y44A6B.3,WBGene00012848,Public name for WBGene00012848. History: N.A.
F42G8.4,540.65,1.31,0.0,-411.97,Gene,F42G8.4,WBGene00004057,Sequence name for WBGene00004057(pmk-3). History: N.A.
Y38H8A.8,482.66,1.18,0.0,-409.39,Pseudogene,Y38H8A.8,WBGene00045062,Public name for WBGene00045062. History: N.A.
F22H10.4,469.59,1.15,0.0,-408.94,Gene,F22H10.4,WBGene00017729,"Public name for Dead gene WBGene00017728. History of WBGene00017728: Merged into ""WBGene00017729"" on 2014-12-15"
K10F12.6,335.26,0.82,0.0,-408.75,Gene,K10F12.6,WBGene00019638,Public name for WBGene00019638. History: N.A.
C07G3.8,200.94,0.49,0.0,-408.3,Gene,C07G3.8,WBGene00015576,"Public name for WBGene00015576. History: Split into C07G3.15(WBGene00269378). History of WBGene00015576: Split into ""WBGene00269378"" on 2016-02-18"
W08F4.12,66.42,0.16,0.0,-404.9,Gene,W08F4.12,WBGene00021101,Public name for WBGene00021101. History: N.A.
Y58A7A.2,66.24,0.16,0.0,-403.77,Gene,Y58A7A.2,WBGene00021976,Public name for WBGene00021976. History: N.A.
F23A7.7,66.11,0.16,0.0,-403.02,Transposon,F23A7.7,,Sequence name for Suppressed gene WBGene00009072. Molecular name for Suppressed gene WBGene00009072. Public name for Suppressed gene WBGene00009072. History of WBGene00009072: Killed on 2009-03-30; Suppressed on 2012-11-30. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
ZC64.1,15.79,0.04,0.0,-396.23,Transposon,ZC64.1,,Sequence name for Suppressed gene WBGene00022514. Molecular name for Suppressed gene WBGene00022514. Public name for Suppressed gene WBGene00022514. History of WBGene00022514: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C18D11.1,64.94,0.16,0.0,-395.85,Gene,C18D11.1,WBGene00007679,Public name for WBGene00007679. History: N.A.
F21D9.8,64.94,0.16,0.0,-395.85,Gene,F21D9.8,WBGene00009021,Public name for WBGene00009021. History: N.A.
M02H5.10,64.94,0.16,0.0,-395.85,Gene,M02H5.10,WBGene00005257,Sequence name for WBGene00005257(srh-34). History: N.A.
C33E10.2,324.5,0.82,0.0,-395.63,Gene,C33E10.2,WBGene00016346,Sequence name for WBGene00016346(fbxa-120). History: N.A.
Y32G9A.2,64.57,0.16,0.0,-393.59,Gene,Y32G9A.2,WBGene00021301,Public name for WBGene00021301. History: N.A.
F52G3.3,313.93,0.82,0.0,-382.73,Gene,F52G3.3,WBGene00018711,Public name for WBGene00018711. History: N.A.
C06A5.4,248.8,0.66,0.0,-379.17,Gene,C06A5.4,,Sequence name for Suppressed gene WBGene00015502. Molecular name for Suppressed gene WBGene00015502. History of WBGene00015502: Suppressed on 2013-10-17. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
R02C2.1,123.94,0.33,0.0,-377.76,Gene,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
K07C6.15,61.78,0.16,0.0,-376.63,Pseudogene,K07C6.15,WBGene00005961,Sequence name for WBGene00005961(srx-70). History: N.A.
T07G12.14,30.89,0.08,0.0,-376.63,Pseudogene,T07G12.14,WBGene00044606,Public name for WBGene00044606. History: N.A.
Y53G8B.1,61.41,0.16,0.0,-374.36,Gene,Y53G8B.1,WBGene00021817,Public name for WBGene00021817. History: N.A.
T25D1.1,122.64,0.33,0.0,-373.8,Gene,T25D1.1,WBGene00020793,Public name for WBGene00020793. History: N.A.
T04D1.2,306.32,0.82,0.0,-373.46,Gene,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
C44C10.5,792.06,2.13,0.0,-371.41,Gene,C44C10.5,WBGene00008086,Public name for WBGene00008086. History: N.A.
F52C6.14,182.57,0.49,0.0,-370.97,Gene,F52C6.14,WBGene00018671,Public name for WBGene00018671. History: N.A.
K08C9.8,15.21,0.04,0.0,-370.97,Pseudogene,K08C9.8,WBGene00045218,Public name for WBGene00045218. History: N.A.
F33E11.1,425.81,1.15,0.0,-370.81,Gene,F33E11.1,WBGene00003614,Sequence name for WBGene00003614(nhr-15). History: N.A.
Y38H6C.10,360.87,0.98,0.0,-366.64,Gene,Y38H6C.10,WBGene00012623,Sequence name for WBGene00012623(fbxa-149). History: N.A.
Y51A2D.6,108.59,0.3,0.0,-365.91,Transposon,,,
T05C3.3,989.22,2.71,0.0,-365.47,Transposon,T05C3.3,,Sequence name for Suppressed gene WBGene00020255. Molecular name for Suppressed gene WBGene00020255. Public name for Suppressed gene WBGene00020255. History of WBGene00020255: Suppressed on 2007-07-26. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
