Gene,Location,PD1/CON1 ratio,PD2/CON2 ratio,fold change,"Composite 
Chi-square
P-value",CON1 rpm,CON2 rpm,PD1 rpm,PD2 rpm,...10,Dauer/L3 ratio,L3 rpm,Dauer rpm,Input,Suggested Match,History
C36B7.6,chrX:7097413-7100291,0.472529902,0.338550082,0.405539992,0.028802995,8.882353906,6.415582623,4.197177818,2.171996021,,1.65,3.412759626,5.625309392,C36B7.6,WBGene00016469,Public name for WBGene00016469. History: N.A.
C36C9.5,chrX:1699783-1703934,1.756958493,0.042359872,0.899659183,-0.151347477,1.59426865,1.394964291,2.801063845,0.059090509,,5.03,1.706379813,8.585998546,C36C9.5,WBGene00016488,Public name for WBGene00016488. History: N.A.
C36F7.2,chrI:9544738-9558087,1.872763379,1.509685491,1.691224435,0.001388808,23.46503154,24.66784114,43.94445175,37.24068187,,5.32,30.14604336,160.4693521,C36F7.2,WBGene00007985,Sequence name for WBGene00007985(swah-1). History: N.A.
C37A2.8,chrI:6798248-6799629,1.732609639,0.826041374,1.279325507,-0.136040646,8.882353906,7.230859426,15.389652,5.972989057,,2.08,2.843966355,5.921378307,C37A2.8,WBGene00016494,Public name for WBGene00016494. History: N.A.
C38D4.4,chrIII:4793049-4795362,1.053066638,0.670600327,0.861833483,-0.012229075,95.65611899,87.6233533,100.7322676,58.76024938,,6.69,32.42121644,216.7224461,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
C39D10.7,chrX:7907904-7914069,0.723477343,12.39710619,6.560291768,-0.353700914,0.430960879,0.073863701,0.311790432,0.915696146,,0.0,0.413175414,0.0,C39D10.7,WBGene00016534,Public name for WBGene00016534. History: N.A.
C39H7.1,chrIV:5631890-5633355,0.144538558,0.410863999,0.277701279,0.013795301,1.935897646,15.36363236,0.279811855,6.312363436,,,,,,,
C41G7.3,chrI:9517072-9518725,1.669748843,0.743497373,1.206623108,-0.000534391,50.10558614,56.60063428,83.6637445,42.08242291,,1.55,36.40276934,56.54916284,C41G7.3,WBGene00008061,"Sequence name for WBGene00008061(mina-1). History: Split into tspo-1(WBGene00077771). History of WBGene00008061: Split into ""WBGene00077771"" on 2008-06-10"
C44B12.1,chrIV:1126790-1128850,,1.491582576,1.491582576,-0.8920383,0.0,0.189935014,0.0,0.283303758,,,,,,,
C44B9.1,chrIII:10869273-10874410,0.814230927,1.041164051,0.927697489,-0.434149595,25.51658039,21.66525397,20.77638892,22.55708358,,0.25,9.669485606,2.368551323,C44B9.1,WBGene00008078,Sequence name for WBGene00008078(vps-50). History: N.A.
C44B9.3,chrIII:10878263-10879977,0.854662779,1.623840653,1.239251716,-0.387723003,5.238311278,3.356779249,4.476989672,5.450874608,,4.16,1.137586542,4.737102646,C44B9.3,WBGene00008080,Public name for WBGene00008080. History: N.A.
C44E4.7,chrI:4623460-4629468,1.274080624,0.774560139,1.024320381,-0.397063526,6.149321935,9.145408422,7.834731926,7.083668816,,1.71,3.981552897,6.809585053,C44E4.7,WBGene00016650,"Public name for Dead gene WBGene00016656. History of WBGene00016656: Merged into ""WBGene00016650"" on 2012-07-23"
C44H4.6,chrX:14596399-14599082,,0.296646701,0.296646701,-0.710937824,0.0,0.183045692,0.0163897,0.054299901,,0.9,0.089386431,0.080018546,C44H4.6,WBGene00008095,Public name for WBGene00008095. History: N.A.
C44H9.8,chrV:12846896-12848518,,2.144150489,2.144150489,-0.7453962,0.0,0.253246686,0.0,0.542999005,,,,,,,
C45B2.3,chrX:6082919-6083293,,19.51179647,19.51179647,-0.6535343,0.0,0.012059354,0.0,0.235299659,,,,,,,
C45G3.5,chrI:9228154-9232083,1.270224448,2.061683171,1.665953809,0.032627949,13.43740719,9.32791951,17.06852313,19.23121468,,0.91,6.825519251,6.217447223,C45G3.5,WBGene00044008,Sequence name for WBGene00044008(gip-2). History: N.A.
C45G9.11,chrIII:5063954-5068686,,0.816401975,0.816401975,-0.428071823,0.0,0.284902522,0.559623709,0.232594981,,,,,,,
C46A5.5,chrIV:7757984-7759610,1.04053013,0.878807027,0.959668579,-0.631614169,22.3197611,18.07304723,23.22438392,15.8827209,,2.33,8.247502429,19.2444795,C46A5.5,WBGene00016701,Sequence name for WBGene00016701(dsb-3). History: N.A.
C46F11.3,chrIII:3648783-3650811,1.956623815,1.251044045,1.60383393,0.030683136,12.29864387,9.765825322,24.06381949,12.21747762,,0.0,14.78862504,0.0,C46F11.3,WBGene00008118,Sequence name for WBGene00008118(madf-8). History: N.A.
C46H3.2,chrX:1211765-1220025,,0.651204909,0.651204909,-0.239197567,0.0,2.540826785,0.839435564,1.654598876,,,,,,,
C47E8.1,chrV:14666080-14667083,0.0,1.64406661,0.822033305,-0.064464754,2.505279307,2.076622824,0.0,3.414106245,,,,,,,
C47F8.1,chrI:12335048-12336586,1.24747894,0.676401486,0.961940213,-0.282514939,14.80392318,6.07792046,18.4675824,4.111114429,,,,,,,
C47G2.4,chrII:11290771-11293489,1.273137559,0.854076657,1.063607108,-0.107955573,43.9562642,45.45778011,55.9623709,38.82442887,,0.77,18.77017794,14.50737685,C47G2.4,WBGene00008165,Public name for WBGene00008165. History: N.A.
C48E7.7,chrI:6234720-6235345,0.585037138,0.120264865,0.352651002,0.0253168,0.797134325,6.584413831,0.466353184,0.79187364,,1.04,0.473994203,0.493448291,C48E7.7,WBGene00016752,Public name for WBGene00016752. History: N.A.
C49C3.4,chrIV:17320749-17328616,0.613687563,1.020295786,0.816991675,-0.567158731,3.232238481,6.828205299,1.983584558,6.966789095,,0.37,4.04491988,1.493637775,C49C3.4,WBGene00008194,Public name for WBGene00008194. History: N.A.
C49C3.5,chrIV:17329159-17330652,1.116888858,0.860717593,0.988803226,-0.675610861,7.51583792,5.064933716,8.394355635,4.359477559,,4.69,1.137586542,5.329240477,C49C3.5,WBGene00008195,Sequence name for WBGene00008195(ceh-88). History: N.A.
C49C8.1,chrIV:8654585-8656788,0.702044425,0.107957227,0.405000826,0.008328541,1.59426865,9.053569018,1.119247418,0.977398209,,,,,,,
C49F8.1,chrX:13361122-13365216,0.0,66.41948083,33.20974042,-0.155156568,0.911010657,0.008732705,0.0,0.580021763,,,,,,,
C50F7.5,chrIV:7726701-7727711,,2.105023582,2.105023582,-0.6517969,0.0,0.517832745,0.0,1.090050141,,,,,,,
C52D10.1,chrIV:17186865-17189739,,0.536037622,0.536037622,-0.329060258,0.0,2.532466858,0.279811855,1.357497513,,1.56,0.568793271,0.888206746,C52D10.1,WBGene00016877,"Public name for Dead gene WBGene00016875. History of WBGene00016875: Merged into ""WBGene00016877"" on 2015-03-09"
C53B7.7,chrX:6861043-6863368,,1.459213408,1.459213408,-0.7985376,0.0,0.759740057,0.0,1.108622879,,,,,,,
C53C11.4,chrV:7731614-7916456,1.131059536,1.18418774,1.157623638,0.005762297,277.7586455,264.1437089,314.1615648,312.7957417,,1.26,155.7339947,195.8560998,C53C11.4,WBGene00016901,Public name for WBGene00016901. History: N.A.
C53D5.1,chrI:291215-305461,1.339643361,0.476521496,0.908082428,-0.052088099,7.288085256,15.02881542,9.763435026,7.161553607,,0.2,13.54675993,2.664620238,C53D5.1,WBGene00016902,Public name for WBGene00016902. History: N.A.
C53D6.6,chrIV:9027670-9032631,1.011132062,0.565908568,0.788520315,-0.424690526,11.1411094,5.091917911,11.26513292,2.881559971,,3.99,3.924397705,15.63900672,C53D6.6,WBGene00008283,Public name for WBGene00008283. History: N.A.
C54E4.2,chrIV:2136893-2146460,4.334231954,0.425691202,2.379961578,-0.381016911,0.189967814,0.555506988,0.82336457,0.236474438,,0.44,0.888301515,0.392671465,C54E4.2,WBGene00016918,Sequence name for WBGene00016918(test-1). History: N.A.
C54G4.2,chrI:8006643-8009106,0.0,0.119119472,0.059559736,0.00990155,2.277526643,4.558440345,0.0,0.542999005,,,,,,,
C54G7.2,chrX:5519838-5522789,2.457155489,0.0,1.228577744,-0.358160573,0.227752664,0.4431817,0.559623709,0.0,,,,,,,
C55A6.9,chrV:11521659-11523364,0.810338512,0.348253742,0.579296127,0.006339198,21.40875044,19.87986484,17.34833498,6.923237317,,1.15,7.963105793,9.178136376,C55A6.9,WBGene00008338,Sequence name for WBGene00008338(pafo-1). History: N.A.
C55C3.3,chrIV:5685277-5688245,0.760279111,1.109683459,0.934981285,-0.032328331,93.91111406,121.9467207,71.3986583,135.3222588,,1.39,48.34742803,67.20764379,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
C56C10.6,chrII:6579650-6581260,0.04725299,0.441442748,0.244347869,0.036502678,2.960784635,4.305193659,0.139905927,1.900496518,,,,,,,
cct-2,chrII:8927656-8929735,1.156308465,0.731216721,0.943762593,-0.035768805,54.20513409,72.21751333,62.67785541,52.80665326,,1.36,19.90776448,27.09030576,cct-2,WBGene00000378,Public name for WBGene00000378. History: N.A.
cdc-25.2,chrV:1577690-1584935,1.217797863,0.971852532,1.094825197,-0.409534992,26.65839332,32.01017646,32.46453441,31.10917104,,2.05,7.963105793,16.28379035,cdc-25.2,WBGene00000387,Public name for WBGene00000387. History: Renamed on 2015-03-06
cdh-5,chrIV:8669123-8677956,1.5470979,0.903905817,1.225501858,-0.333909132,6.149321935,7.908297096,9.513603053,7.148355745,,3.64,1.137586542,4.144964815,cdh-5,WBGene00000397,"Public name for WBGene00000397. History: Split into F08B4.8(WBGene00255375). History of WBGene00000397: Split into ""WBGene00255375"" on 2014-02-26"
cdk-1,chrIII:9747331-9748752,0.819994352,0.565141633,0.692567993,7.65e-09,197.9170652,231.0770488,162.2908756,130.5912608,,4.64,59.15450018,274.4558845,cdk-1,WBGene00000405,Public name for WBGene00000405. History: N.A.
ced-5,chrIV:10484081-10492923,1.244037806,0.659655134,0.95184647,-0.043138184,35.98756926,32.61755192,44.76989672,21.51633558,,0.93,22.75173084,21.16892745,ced-5,WBGene00000419,Public name for WBGene00000419. History: N.A.
ceh-39,chrX:1853927-1856167,0.423888433,2.243719818,1.333804126,-8.72e-17,80.09302034,99.52594753,33.95050492,223.3083409,,1.84,25.59569719,47.07495754,ceh-39,WBGene00000460,Public name for WBGene00000460. History: N.A.
cey-3,chrI:5571789-5572976,0.80844235,0.570179759,0.689311055,0.001791551,43.9562642,66.38530242,35.53610552,37.85155575,,3.23,5.687932709,18.35627275,cey-3,WBGene00000474,Public name for WBGene00000474. History: N.A.
che-13,chrI:10507081-10515495,0.0,3.599090646,1.799545323,-0.074564497,0.227752664,1.665869108,0.0,5.995613926,,0.0,1.218842642,0.0,che-13,WBGene00000492,Public name for WBGene00000492. History: N.A.
chk-1,chrV:3756996-3759455,0.977277751,1.279057514,1.128167632,-0.248623169,30.06335168,35.98213319,29.38024472,46.02321782,,2.6,6.25672598,16.28379035,chk-1,WBGene00000498,Public name for WBGene00000498. History: N.A.
cho-1,chrIV:13209695-13214534,1.430204355,0.460236023,0.945220189,-0.749382175,0.590222396,0.07820131,0.844138641,0.03599106,,0.01,2.962845286,0.038163283,cho-1,WBGene00000501,Public name for WBGene00000501. History: N.A.
clc-1,chrX:11047446-11049158,0.409525915,1.072075244,0.74080058,-0.667303142,0.683257993,0.253246686,0.279811855,0.271499503,,3.64,2.843966355,10.36241204,clc-1,WBGene00000522,Public name for WBGene00000522. History: N.A.. Other name for WBGene00020246(clic-1). History: Renamed on 2008-04-30
clec-117,chrII:296289-297009,,1.072075244,1.072075244,-0.9798975,0.0,0.253246686,0.0,0.271499503,,,,,,,
clec-118,chrII:609774-611071,0.0,,0.0,-0.398233666,0.341628996,0.0,0.0,0.135749751,,,,,,,
clec-12,chrI:12476673-12478577,2.089752827,2.152856667,2.121304747,3.84e-09,48.51538446,31.92717157,101.3851619,68.73462417,,2.96,31.37842897,93.00793494,clec-12,WBGene00012103,Public name for WBGene00012103. History: N.A.
clec-135,chrII:4257085-4258775,2.8227984,,2.8227984,-0.9249931,0.010197853,0.0,0.028786484,0.0,,,,,,,
clec-142,chrII:8278617-8280967,0.245715549,3.216225733,1.730970641,-0.276370381,1.138763321,0.253246686,0.279811855,0.814498508,,,,,,,
clec-150,chrIII:1002693-1006233,1.638103659,0.68521485,1.161659254,-0.472548013,1.024886989,2.816831484,1.678871127,1.930134761,,0.0,0.576085769,0.0,clec-150,WBGene00019914,Public name for WBGene00019914. History: N.A.
clec-221,chrV:10953476-10954410,,0.0,0.0,-0.490552341,0.0,0.050649337,0.279811855,0.0,,6.25,0.568793271,3.552826984,clec-221,WBGene00008916,Public name for WBGene00008916. History: N.A.
clec-252,chrV:18747907-18748791,1.228577744,0.0,0.614288872,-0.50635266,0.227752664,0.379870029,0.279811855,0.0,,,,,,,
clec-265,chrX:3031714-3033195,2.457155489,0.306307213,1.381731351,-0.338848036,0.455505329,0.8863634,1.119247418,0.271499503,,19.09,1.706379813,32.56758069,clec-265,WBGene00019738,Public name for WBGene00019738. History: N.A.
clec-41,chrV:13134931-13138066,0.615508707,1.720618519,1.168063613,-0.282943845,2.889793674,2.783422675,1.778693167,4.789208601,,2.4,4.815295192,11.5466877,clec-41,WBGene00007153,Public name for WBGene00007153. History: N.A.
clec-67,chrIV:3922158-3925039,0.446297347,1.772861197,1.109579272,-0.38344955,1.266219178,1.049595578,0.56511026,1.860787273,,0.84,3.12836299,2.61527532,clec-67,WBGene00018971,Public name for WBGene00018971. History: N.A.
clec-70,chrIV:3932726-3936232,2.465138993,0.064101719,1.264620356,-0.248832454,0.608551475,0.658849364,1.50016397,0.042233377,,0.09,0.51401791,0.047974119,clec-70,WBGene00021581,Public name for WBGene00021581. History: N.A.
clec-87,chrI:10184466-10185457,0.896529705,1.122426199,1.009477952,-0.465823444,16.85369715,35.87058411,15.10984014,40.26208336,,1.07,10.80707215,11.5466877,clec-87,WBGene00007709,Public name for WBGene00007709. History: Renamed on 2006-06-15
clk-2,chrIII:7515146-7518448,1.197863301,1.900675525,1.549269413,0.015876394,18.22021314,17.28408631,21.82532465,32.85143982,,0.55,11.94465869,6.513516138,clk-2,WBGene00000537,Public name for WBGene00000537. History: N.A.
cnt-1,chrII:12072216-12088776,1.322657073,0.9440651,1.133361086,-0.214938177,27.4669269,38.08950042,36.32932512,35.95896801,,3.78,10.35321948,39.13347438,cnt-1,WBGene00000565,Public name for WBGene00000565. History: Renamed on 2014-12-10
col-109,chrIV:1817308-1820251,1.157335551,0.380190574,0.768763062,-0.596169851,0.230782686,0.874852072,0.267093007,0.332610511,,0.12,0.112379899,0.013457813,col-109,WBGene00000683,Public name for WBGene00000683. History: N.A.
col-113,chrIV:7150657-7152473,,0.273974904,0.273974904,-0.4073336,0.0,0.759740057,0.139905927,0.208149709,,,,,,,
col-12,chrV:10423878-10425064,,2.526103879,2.526103879,-0.7663738,0.0,0.133658029,0.0,0.337634066,,,,,,,
col-129,chrIV:12108641-12110228,0.921433308,2.00707461,1.464253959,-0.401970114,0.455505329,1.973213845,0.419717782,3.960387408,,,,,,,
col-139,chrV:4652849-4653972,1.4580636,0.60429587,1.031179735,-0.099108483,10.38823289,11.65638223,15.14670424,7.043903642,,2.38,18.11019744,43.03526181,col-139,WBGene00000712,Public name for WBGene00000712. History: N.A.
col-177,chrX:10999667-11001776,,2.229916508,2.229916508,-0.7305522,0.0,0.253246686,0.0,0.564718965,,,,,,,
col-72,chrII:3520734-3521403,1.512095685,6.267516814,3.88980625,0.007042225,2.960784635,1.646103458,4.476989672,10.3169811,,0.52,1.137586542,0.592137831,col-72,WBGene00000648,Public name for WBGene00000648. History: N.A.
col-81,chrII:11012317-11013702,,2.199094041,2.199094041,-0.7451041,0.0,0.235157528,0.0,0.517133519,,,,,,,
cor-1,chrIII:10249023-10254594,0.781822201,1.109111013,0.945466607,-0.515380408,10.02111723,6.161902885,7.834731926,6.83423435,,0.41,14.78862504,6.069412765,cor-1,WBGene00000768,Public name for WBGene00000768. History: N.A.
cpg-1,chrIII:4489324-4491365,0.978204081,1.581240267,1.279722174,-0.020805343,24.02790608,39.99187255,23.50419578,63.23675924,,0.03,10.80707215,0.296068915,cpg-1,WBGene00000465,Public name for WBGene00000465. History: Renamed on 2006-06-16; Renamed on 2008-01-14
cpi-2,chrV:6044044-6045651,1.156835978,0.679253781,0.91804488,-0.172636535,31.202115,16.58765792,36.09572923,11.26722936,,0.14,12.51345196,1.776413492,cpi-2,WBGene00000534,Public name for WBGene00000534. History: Renamed on 2006-01-04
cpr-3,chrV:15296825-15298652,0.543591285,2.803392099,1.673491692,-0.194661295,0.954095995,1.420188421,0.518638268,3.981344998,,7.93,0.814594439,6.455738585,cpr-3,WBGene00000783,Public name for WBGene00000783. History: N.A.
csn-2,chrI:6022658-6026874,1.809661813,0.737472181,1.273566997,-0.088211063,8.426848577,9.081003991,15.24974607,6.696987822,,4.62,4.550346168,21.02089299,csn-2,WBGene00000814,Public name for WBGene00000814. History: N.A.
cul-1,chrIII:10471122-10475486,1.142193372,0.899754344,1.020973858,-0.383051541,29.15234102,41.71672687,33.29761069,37.53480624,,0.8,17.06379813,13.61917011,cul-1,WBGene00000836,Public name for WBGene00000836. History: N.A.
cyb-2.2,chrI:4114861-4116370,0.674451186,1.11482414,0.894637663,-0.129206229,29.45601117,16.19512556,19.86664167,18.05471692,,0.32,5.972329345,1.92444795,cyb-2.2,WBGene00000867,Public name for WBGene00000867. History: N.A.
cyc-2.2,chrV:12611706-12612195,0.204762957,0.082467326,0.143615142,0.009385543,1.366515986,6.584413831,0.279811855,0.542999005,,,,,,,
cyn-16,chrII:12028677-12036650,1.422713427,4.733028937,3.077871182,3.07e-06,12.70685249,8.091705183,18.07820965,38.29827478,,0.67,8.134661238,5.485359392,cyn-16,WBGene00000892,Public name for WBGene00000892. History: N.A.
cyn-17,chrV:5799665-5805641,0.491431098,1.325474809,0.908452953,-0.568194248,1.138763321,0.633116715,0.559623709,0.839180256,,,,,,,
cyn-8,chrX:8911232-8914192,2.047629574,0.194922772,1.121276173,-0.135739558,0.683257993,2.785713544,1.399059273,0.542999005,,0.0,2.843966355,0.0,cyn-8,WBGene00000884,Public name for WBGene00000884. History: N.A.
cyp-13A11,chrIII:13020888-13023829,0.0,3.21622895,1.608114475,-0.554649313,0.113876332,0.084415478,0.0,0.271499503,,,,,,,
cyp-13A12,chrIII:13024511-13027892,0.245715549,2.527033783,1.386374666,-0.539719261,0.113876332,0.295454551,0.027981185,0.746623632,,8.85,1.137586542,10.06634312,cyp-13A12,WBGene00008810,Public name for WBGene00008810. History: N.A.
cyp-25A1,chrIII:3832577-3834500,,0.728272596,0.728272596,-0.672927672,0.0,0.174860759,0.125915335,0.127346299,,0.0,0.568793271,0.0,cyp-25A1,WBGene00007963,Public name for WBGene00007963. History: N.A.
cyp-25A2,chrIII:3835198-3837128,1.474293293,0.367568528,0.920930911,-0.609915319,0.227752664,0.548701237,0.335774225,0.201685306,,0.78,1.137586542,0.888206746,cyp-25A2,WBGene00007964,Public name for WBGene00007964. History: N.A.
cyp-36A1,chrI:8341700-8346015,2.407257542,0.902338031,1.654797787,-0.574312851,0.468005989,0.662662246,1.126610947,0.597945346,,0.0,1.137586542,0.0,cyp-36A1,WBGene00007913,Public name for WBGene00007913. History: N.A.
D2013.3,chrII:9317546-9319430,0.955560468,2.501508904,1.728534686,-0.214154994,4.099547957,2.279220172,3.917365963,5.701489555,,0.0,1.137586542,0.0,D2013.3,WBGene00008403,Sequence name for WBGene00008403(csa-1). History: N.A.
D2030.3,chrI:7578512-7580828,1.429617739,1.929847627,1.679732683,0.036313981,12.52639653,8.642043154,17.90795869,16.67782647,,0.52,6.825519251,3.552826984,D2030.3,WBGene00008413,Public name for WBGene00008413. History: N.A.
D2030.7,chrI:7588647-7590562,1.339330036,0.92537025,1.132350143,-0.072368206,54.31901042,48.02884961,72.75108217,44.44446858,,0.48,29.00845682,14.06327348,D2030.7,WBGene00008417,Public name for WBGene00008417. History: N.A.
D2045.9,chrIII:10475855-10479671,1.235087465,0.962408168,1.098747816,-0.285752882,40.77940651,19.24674812,50.36613381,18.5232276,,0.18,15.09263538,2.664620238,D2045.9,WBGene00008426,Public name for WBGene00008426. History: N.A.
D2062.6,chrII:2619442-2619721,0.115179164,0.512857614,0.314018389,0.012897203,3.644042628,15.61687904,0.419717782,8.009235327,,,,,,,
D2062.7,chrII:2616905-2617371,0.040952591,0.244135947,0.142544269,0.001265632,3.416289964,12.78895763,0.139905927,3.12224428,,,,,,,
D2096.1,chrIV:8396644-8398419,1.055653796,0.385584713,0.720619255,0.0,929.610458,1684.886373,981.3468092,649.6664292,,0.97,442.3315672,430.4842029,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
daf-12,chrX:10644335-10666799,0.491431098,1.930690019,1.211060558,-0.322502096,1.138763321,1.604515794,0.559623709,3.097822628,,6.25,1.137586542,7.105653969,daf-12,WBGene00000908,Public name for WBGene00000908. History: Renamed on 2007-10-19
daf-16,chrI:10750558-10776689,1.423788056,1.565990582,1.494889319,6.08e-11,190.8850974,207.4757908,271.7799218,324.9051343,,2.22,99.88301515,222.1391616,daf-16,WBGene00000912,Public name for WBGene00000912. History: N.A.
