# Table S14. mRNAs expressed in whole animals but not in distal gonads.
# * Fold changes were calculated using DESeq2, which applies statistical methods to calulate a finite estimate for genes in which 0  reads were captured in the dataset.
gene_id,public_name,whole_1,whole_2,whole_3,gonad_1,gonad_2,gonad_3,fold_change*,pvalue_adj,Input,Suggested Match,History
R05D8.9,R05D8.9,3.95026961,6.397564537,3.51994116,0,0,0,-25.29,0.0279,R05D8.9,WBGene00019886,Public name for WBGene00019886. History: N.A.
F38E9.6,F38E9.6,3.950437914,6.397626066,3.51953975,0,0,0,-25.28,0.028,F38E9.6,WBGene00018188,Public name for WBGene00018188. History: N.A.
Y102A11A.1,Y102A11A.1,4.937818789,4.265039471,4.693301248,0,0,0,-25.21,0.0268,Y102A11A.1,WBGene00022411,Public name for WBGene00022411. History: N.A.
Y73C8C.10,Y73C8C.10,2.962639446,9.596300911,1.173380261,0,0,0,-25.19,0.0407,Y73C8C.10,WBGene00022267,Public name for WBGene00022267. History: N.A.
T10B10.7,ocr-3,4.93761343,5.331249279,3.520367876,0,0,0,-25.04,0.0281,T10B10.7,WBGene00003840,Sequence name for WBGene00003840(ocr-3). History: N.A.
T14E8.4,T14E8.4,4.93768916,5.331267741,3.520223329,0,0,0,-25.04,0.0281,T14E8.4,WBGene00043981,Sequence name for WBGene00043981(aaim-1). History: N.A.
K10H10.12,K10H10.12,4.938238341,5.331401585,3.51917551,0,0,0,-25.03,0.0281,K10H10.12,WBGene00045403,Public name for WBGene00045403. History: N.A.
ZC64.4,lim-4,4.937763127,6.397542926,2.34672144,0,0,0,-24.87,0.0314,ZC64.4,WBGene00002987,Sequence name for WBGene00002987(lim-4). History: Renamed on 2005-12-19
C31H5.1,C31H5.1,5.925334507,4.265031665,3.520052334,0,0,0,-24.79,0.0293,C31H5.1,WBGene00007854,Public name for WBGene00007854. History: N.A.
Y1H11.1,gst-34,0.987588859,5.331329929,7.039472895,0,0,0,-24.58,0.0411,Y1H11.1,WBGene00001782,Sequence name for WBGene00001782(gst-34). History: N.A.
B0205.14,B0205.14,0.987833632,5.331628049,7.034806219,0,0,0,-24.55,0.0412,B0205.14,WBGene00044646,Public name for WBGene00044646. History: N.A.
T26H2.7,oac-49,6.912688144,3.198752633,3.520327872,0,0,0,-24.54,0.0318,T26H2.7,WBGene00012068,"Sequence name for WBGene00012068(oac-49). History: Split into T26H2.10(WBGene00044976). History of WBGene00012068: Split into ""WBGene00044976"" on 2006-09-01"
F49A5.5,clec-28,1.967254595,4.248097221,7.049624939,0,0,0,-24.32,0.0358,F49A5.5,WBGene00009857,Sequence name for WBGene00009857(clec-28). History: N.A.
ZC317.2,ZC317.2,0.987659962,7.463983187,4.692077695,0,0,0,-24.23,0.0434,ZC317.2,WBGene00022588,Public name for WBGene00022588. History: N.A.
C26B2.4,nhr-258,6.912851811,5.331282887,1.173368248,0,0,0,-24.19,0.0409,C26B2.4,WBGene00016126,Sequence name for WBGene00016126(nhr-258). History: N.A.
R08B4.5,nlp-66,1.975467403,5.331506378,5.863925462,0,0,0,-24.13,0.0359,R08B4.5,WBGene00011141,Sequence name for WBGene00011141(nlp-66). History: N.A.
R08F11.7,R08F11.7,2.962571917,3.198750508,7.040711199,0,0,0,-24.07,0.035,R08F11.7,WBGene00019970,Public name for WBGene00019970. History: N.A.
F38A5.5,nspb-3,3.951174547,1.066315872,8.208162953,0,0,0,-23.98,0.0444,F38A5.5,WBGene00018162,Sequence name for WBGene00018162(nspb-3). History: N.A.
T19D12.7,oig-8,1.975132779,6.397563056,4.693267766,0,0,0,-23.97,0.037,T19D12.7,WBGene00020582,Sequence name for WBGene00020582(oig-8). History: N.A.
C47D2.1,C47D2.1,2.963051423,4.265156487,5.864718174,0,0,0,-23.88,0.0342,C47D2.1,WBGene00016738,Public name for WBGene00016738. History: N.A.
F57E7.1,F57E7.1,1.975383992,7.464037816,3.518752837,0,0,0,-23.79,0.0396,F57E7.1,WBGene00010202,Public name for WBGene00010202. History: N.A.
T10G3.4,T10G3.4,2.962673787,5.331292235,4.693375403,0,0,0,-23.72,0.0348,T10G3.4,WBGene00011695,Public name for WBGene00011695. History: N.A.
F19D8.1,twk-23,2.962622974,5.331271592,4.693590905,0,0,0,-23.72,0.0348,F19D8.1,WBGene00006676,Sequence name for WBGene00006676(twk-23). History: N.A.
F44F4.6,gly-1,3.950156876,3.198761659,5.867016824,0,0,0,-23.65,0.035,F44F4.6,WBGene00001626,Sequence name for WBGene00001626(gly-1). History: N.A.
F47H4.10,skr-5,3.950566509,7.463951915,1.173077707,0,0,0,-22.95,0.0489,F47H4.10,WBGene00004811,Sequence name for WBGene00004811(skr-5). History: N.A.
C14C6.12,C14C6.12,4.938772316,6.397837993,1.172719134,0,0,0,-22.7,0.049,C14C6.12,WBGene00015763,Public name for WBGene00015763. History: N.A.
ZK742.7,ZK742.7,4.939076126,6.39792677,1.172526149,0,0,0,-22.69,0.049,ZK742.7,WBGene00194921,Public name for WBGene00194921. History: N.A.
T07D1.3,T07D1.3,5.925856771,4.265116518,2.346147988,0,0,0,-22.63,0.0422,T07D1.3,WBGene00020302,Public name for WBGene00020302. History: N.A.
Y43F8B.13,Y43F8B.13,5.925590157,4.265073205,2.346430545,0,0,0,-22.63,0.0422,Y43F8B.13,WBGene00012823,"Public name for WBGene00012823. History: Split into Y43F8B.24(WBGene00195176), Y43F8B.25(WBGene00195177). History of WBGene00012823: Split into ""WBGene00195176"" on 2010-06-16; Split into ""WBGene00195177"" on 2010-06-16"
Y43F8B.18,Y43F8B.18,2.962733462,3.198789886,5.866402935,0,0,0,-21.91,0.046,Y43F8B.18,WBGene00050911,Public name for WBGene00050911. History: N.A.
C15B12.2,C15B12.2,3.950247031,2.132518761,5.866658367,0,0,0,-21.66,0.049,C15B12.2,WBGene00015784,Public name for WBGene00015784. History: N.A.
F26C11.2,unc-4,2.962727423,5.331314024,3.519860966,0,0,0,-21.57,0.0476,F26C11.2,WBGene00006744,Sequence name for WBGene00006744(unc-4). History: N.A.
F55G1.13,egas-4,3.950120353,3.198754981,4.693729639,0,0,0,-21.49,0.0469,F55G1.13,WBGene00018906,Sequence name for WBGene00018906(egas-4). History: N.A.
T28A11.19,T28A11.19,3.950393438,3.198804904,4.692861089,0,0,0,-21.49,0.0469,T28A11.19,WBGene00020881,Public name for WBGene00020881. History: N.A.
H01G02.2,dyf-18,3.950232474,4.265033973,3.520029745,0,0,0,-21.32,0.0477,H01G02.2,WBGene00010349,Sequence name for WBGene00010349(dyf-18). History: N.A.
T13C5.7,T13C5.7,3.950483581,4.265095173,3.519430853,0,0,0,-21.32,0.0477,T13C5.7,WBGene00020487,Public name for WBGene00020487. History: N.A.
