# EV1.1. Genes with significantly deregulated 26G-RNA mapped reads in the directly cloned libraries.,,,,,,,
Gene stable ID (Ensembl),Gene name (Ensembl),Gene type (Ensembl),Sequence Name (WormBase),logFC (mutant vs. wildype),logCPM,PValue,FDR,Input,Suggested Match,History
WBGene00009321,F32B6.4,protein_coding,F32B6.4,-7.747983323,3.275339623,1.22625e-17,2.3102e-16,WBGene00009321,WBGene00009321,History: N.A.
WBGene00012169,W01B6.2,protein_coding,W01B6.2,-7.745364803,3.278360169,1.76486e-17,3.27106e-16,WBGene00012169,WBGene00012169,History: N.A.
WBGene00007354,C06A1.3,protein_coding,C06A1.3,-7.72040143,3.247759547,2.66172e-17,4.89371e-16,WBGene00007354,WBGene00007354,History: N.A.
WBGene00019216,H20J04.1,protein_coding,H20J04.1,-7.713912786,3.252724256,3.8203e-17,6.99573e-16,WBGene00019216,WBGene00019216,History: N.A.
WBGene00017114,E03H12.7,protein_coding,E03H12.7,-7.707212244,3.247919301,3.85361e-17,7.02861e-16,WBGene00017114,WBGene00017114,History: N.A.
WBGene00018926,F56A11.6,protein_coding,F56A11.6,-7.703790007,3.237869607,3.92482e-17,7.13008e-16,WBGene00018926,WBGene00018926,History: N.A.
WBGene00194680,Y17D7C.6,protein_coding,Y17D7C.6,-7.695761291,4.987147614,2.32774e-37,3.43755e-35,WBGene00194680,WBGene00194680,History: N.A.
WBGene00013886,ZC412.5,protein_coding,ZC412.5,-7.693428147,3.233060372,5.7445e-17,1.03537e-15,WBGene00013886,WBGene00013886,History: N.A.
WBGene00003466,msp-79,protein_coding,T13F2.10,-7.692302885,3.224365602,4.0239e-17,7.28118e-16,WBGene00003466,WBGene00003466,History: N.A.
WBGene00020940,W02D7.4,protein_coding,W02D7.4,-7.681105813,3.224010093,5.83986e-17,1.04843e-15,WBGene00020940,WBGene00020940,History: N.A.
WBGene00007986,C36F7.5,protein_coding,C36F7.5,-7.672501573,3.21295449,8.66021e-17,1.53075e-15,WBGene00007986,WBGene00007986,History: N.A.
WBGene00018336,F42A9.7,protein_coding,F42A9.7,-7.663475204,3.20848861,8.731e-17,1.53733e-15,WBGene00018336,WBGene00018336,History: N.A.
WBGene00020223,T05A7.6,protein_coding,T05A7.6,-7.663442264,3.203531891,8.81068e-17,1.54541e-15,WBGene00020223,WBGene00020223,History: N.A.
WBGene00219758,linc-11,lincRNA,Y49F6C.11,-7.656946122,6.587051114,5.7692099999999996e-43,3.3014300000000003e-40,WBGene00219758,WBGene00219758,History: N.A.
WBGene00016541,C39H7.1,protein_coding,C39H7.1,-7.646915496,3.186245409,1.32387e-16,2.31323e-15,WBGene00016541,WBGene00016541,History: N.A.
WBGene00011910,alg-3,protein_coding,T22B3.2,-7.643532224,3.193756491,1.90493e-16,3.31588e-15,WBGene00011910,WBGene00011910,History: N.A.
WBGene00013473,Y69E1A.1,protein_coding,Y69E1A.1,-7.631488882,3.17820575,1.95924e-16,3.3966e-15,WBGene00013473,WBGene00013473,History: N.A.
WBGene00009416,F35E2.9,protein_coding,F35E2.9,-7.629554933,3.176279111,1.96614e-16,3.3966e-15,WBGene00009416,WBGene00009416,"History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
WBGene00194667,Y105C5A.1271,pseudogene,Y105C5A.1271,-7.625493528,4.919628034,1.85678e-36,2.4286700000000003e-34,WBGene00194667,WBGene00194667,History: N.A.
WBGene00018690,fbxa-46,protein_coding,F52D2.8,-7.624160745,3.179821223,2.85521e-16,4.87729e-15,WBGene00018690,WBGene00018690,History: N.A.
WBGene00004960,spe-6,protein_coding,Y66D12A.20,-7.622538791,3.170847185,1.98582e-16,3.41771e-15,WBGene00004960,WBGene00004960,History: N.A.
WBGene00007159,B0379.7,protein_coding,B0379.7,-7.615590884,3.166415758,2.92495e-16,4.97785e-15,WBGene00007159,WBGene00007159,History: N.A.
WBGene00006727,ubq-1,protein_coding,F25B5.4,-7.614989723,3.162983564,2.94326e-16,4.99046e-15,WBGene00006727,WBGene00006727,History: N.A.
WBGene00012595,Y38E10A.17,protein_coding,Y38E10A.17,-7.608583539,3.158336323,2.96835e-16,4.99286e-15,WBGene00012595,WBGene00012595,History: N.A.
WBGene00016316,C32D5.8,protein_coding,C32D5.8,-7.607280967,3.157201319,2.97453e-16,4.99286e-15,WBGene00016316,WBGene00016316,History: N.A.
WBGene00219688,linc-21,lincRNA,F36A4.21,-7.603420254,3.154309506,2.99037e-16,4.99632e-15,WBGene00219688,WBGene00219688,History: N.A.
WBGene00007639,C17D12.5,protein_coding,C17D12.5,-7.602794507,3.156676831,2.97739e-16,4.99286e-15,WBGene00007639,WBGene00007639,History: N.A.
WBGene00015634,C09D4.3,protein_coding,C09D4.3,-7.601549466,3.150667573,3.01052e-16,5.0117e-15,WBGene00015634,WBGene00015634,History: N.A.
WBGene00018253,F40H6.1,protein_coding,F40H6.1,-7.597718159,3.145521502,3.03937e-16,5.04139e-15,WBGene00018253,WBGene00018253,History: N.A.
WBGene00022856,cth-2,protein_coding,ZK1127.10,-7.59381648,3.147602267,4.4308e-16,7.30529e-15,WBGene00022856,WBGene00022856,History: N.A.
WBGene00009641,F42G4.2,protein_coding,F42G4.2,-7.591259371,3.1458505,4.44496e-16,7.30529e-15,WBGene00009641,WBGene00009641,History: N.A.
WBGene00194715,T25E12.16,protein_coding,T25E12.16,-7.587312562,3.140177757,4.49132e-16,7.34331e-15,WBGene00194715,WBGene00194715,History: N.A.
WBGene00007733,smz-1,protein_coding,C25G4.6,-7.586555746,4.886248488,5.47978e-36,6.432420000000001e-34,WBGene00007733,WBGene00007733,History: N.A.
WBGene00219667,linc-66,lincRNA,D2062.14,-7.578475269,3.137106394,6.6235e-16,1.07146e-14,WBGene00219667,WBGene00219667,History: N.A.
WBGene00007714,C25D7.1,protein_coding,C25D7.1,-7.577442249,3.13003387,4.57622e-16,7.4555e-15,WBGene00007714,WBGene00007714,History: N.A.
WBGene00022507,ZC21.8,protein_coding,ZC21.8,-7.573117383,3.130233363,6.70657e-16,1.08108e-14,WBGene00022507,WBGene00022507,History: N.A.
WBGene00018232,F40E3.5,protein_coding,F40E3.5,-7.566452587,3.122656375,6.80017e-16,1.09232e-14,WBGene00018232,WBGene00018232,History: N.A.
WBGene00013638,Y105C5A.14,pseudogene,Y105C5A.14,-7.560216808,5.624912007,3.9051300000000003e-44,3.57554e-41,WBGene00013638,WBGene00013638,"History: Split into Y105C5A.1268(WBGene00185102). History of WBGene00013638: Split into ""WBGene00185102"" on 2009-03-13"
WBGene00015348,C02F5.5,protein_coding,C02F5.5,-7.555608018,3.117704608,1.00809e-15,1.61365e-14,WBGene00015348,WBGene00015348,History: N.A.
WBGene00016327,C32E12.1,protein_coding,C32E12.1,-7.551418682,3.111813078,1.01895e-15,1.6197e-14,WBGene00016327,WBGene00016327,History: N.A.
WBGene00077582,F14H8.8,protein_coding,F14H8.8,-7.551418682,3.111813078,1.01895e-15,1.6197e-14,WBGene00077582,WBGene00077582,History: N.A.
WBGene00011401,T03F6.6,protein_coding,T03F6.6,-7.548916671,3.104235475,1.0332e-15,1.62542e-14,WBGene00011401,WBGene00011401,"History: Split into T03F6.10(WBGene00185005). History of WBGene00011401: Split into ""WBGene00185005"" on 2009-02-27"
WBGene00002219,klp-7,protein_coding,K11D9.1,-7.547469827,3.108887115,1.02441e-15,1.62275e-14,WBGene00002219,WBGene00002219,History: N.A.
WBGene00015246,scl-23,protein_coding,B0545.3,-7.54351664,3.105960813,1.02992e-15,1.62542e-14,WBGene00015246,WBGene00015246,History: N.A.
WBGene00194650,C36A4.14,pseudogene,C36A4.14,-7.543441507,7.013682395,5.58384e-40,1.70419e-37,WBGene00194650,WBGene00194650,History: N.A.
WBGene00013747,spe-19,protein_coding,Y113G7A.10,-7.535249206,3.0970001,1.54083e-15,2.41309e-14,WBGene00013747,WBGene00013747,History: N.A.
WBGene00012741,Y40H4A.2,protein_coding,Y40H4A.2,-7.532013947,3.09493448,1.54664e-15,2.41309e-14,WBGene00012741,WBGene00012741,History: N.A.
WBGene00000552,cmd-1,protein_coding,T21H3.3,-7.529649048,3.090288851,1.55984e-15,2.41309e-14,WBGene00000552,WBGene00000552,History: N.A.
WBGene00013053,Y50E8A.10,protein_coding,Y50E8A.10,-7.528780807,3.092871396,1.55248e-15,2.41309e-14,WBGene00013053,WBGene00013053,History: N.A.
WBGene00012401,irld-57,protein_coding,Y6E2A.8,-7.52865944,3.086774479,1.56996e-15,2.41995e-14,WBGene00012401,WBGene00012401,History: N.A.
WBGene00007523,C11G6.2,protein_coding,C11G6.2,-7.522311428,3.090153082,1.56023e-15,2.41309e-14,WBGene00007523,WBGene00007523,History: N.A.
WBGene00020053,R13A5.11,protein_coding,R13A5.11,-7.513867762,3.079630568,2.34529e-15,3.59284e-14,WBGene00020053,WBGene00020053,History: N.A.
WBGene00010915,M110.7,protein_coding,M110.7,-7.510174991,3.079330008,2.34657e-15,3.59284e-14,WBGene00010915,WBGene00010915,History: N.A.
WBGene00009959,F53B6.4,protein_coding,F53B6.4,-7.509985588,3.073654152,2.37104e-15,3.60618e-14,WBGene00009959,WBGene00009959,History: N.A.
WBGene00007239,C01G10.14,protein_coding,C01G10.14,-7.506891244,3.07367777,2.37093e-15,3.60618e-14,WBGene00007239,WBGene00007239,"History: Split into C01G10.19(WBGene00077584). History of WBGene00007239: Split into ""WBGene00077584"" on 2008-02-06"
WBGene00003434,msp-38,protein_coding,K08F4.8,-7.501984948,3.064581576,2.41104e-15,3.65487e-14,WBGene00003434,WBGene00003434,History: N.A.
WBGene00017058,D2062.6,protein_coding,D2062.6,-7.49522776,3.05978048,2.43266e-15,3.67548e-14,WBGene00017058,WBGene00017058,History: N.A.
WBGene00003449,msp-56,protein_coding,K07F5.3,-7.487840129,3.054693336,3.62635e-15,5.4431e-14,WBGene00003449,WBGene00003449,History: N.A.
WBGene00018083,F36A4.4,protein_coding,F36A4.4,-7.476344669,3.046608589,3.68091e-15,5.50693e-14,WBGene00018083,WBGene00018083,History: N.A.
WBGene00012871,Y45F10B.3,protein_coding,Y45F10B.3,-7.471549255,3.040014279,3.72643e-15,5.55688e-14,WBGene00012871,WBGene00012871,History: N.A.
WBGene00014007,ZK596.2,protein_coding,ZK596.2,-7.469046412,3.044803905,5.46536e-15,8.12351e-14,WBGene00014007,WBGene00014007,History: N.A.
WBGene00010712,K09B11.5,protein_coding,K09B11.5,-7.462155449,3.03674939,5.54655e-15,8.21751e-14,WBGene00010712,WBGene00010712,History: N.A.
WBGene00018652,F49F1.12,protein_coding,F49F1.12,-7.458650502,3.034029138,5.57443e-15,8.23218e-14,WBGene00018652,WBGene00018652,History: N.A.
WBGene00012191,W02A2.8,protein_coding,W02A2.8,-7.457474974,3.030753936,5.60832e-15,8.25559e-14,WBGene00012191,WBGene00012191,History: N.A.
WBGene00014857,W08D2.9,pseudogene,W08D2.9,-7.438515821,3.01363291,8.58177e-15,1.25519e-13,WBGene00014857,WBGene00014857,History: N.A.
WBGene00022002,Y59E9AR.7,protein_coding,Y59E9AR.7,-7.4340198,3.004027432,8.73704e-15,1.26576e-13,WBGene00022002,WBGene00022002,History: N.A.
WBGene00009714,F44G4.5,protein_coding,F44G4.5,-7.431605035,3.008788551,8.65949e-15,1.26252e-13,WBGene00009714,WBGene00009714,History: N.A.
WBGene00044333,C01G12.13,protein_coding,C01G12.13,-7.43068449,3.004892332,8.72286e-15,1.26576e-13,WBGene00044333,WBGene00044333,History: N.A.
WBGene00009685,F44D12.8,protein_coding,F44D12.8,-7.429315887,3.013410531,1.27557e-14,1.83634e-13,WBGene00009685,WBGene00009685,History: N.A.
WBGene00007274,C03C11.1,protein_coding,C03C11.1,-7.419864675,3.00062956,1.30576e-14,1.87391e-13,WBGene00007274,WBGene00007274,History: N.A.
WBGene00235288,Y69A2AR.46,protein_coding,Y69A2AR.46,-7.416267949,2.997860153,1.31246e-14,1.87764e-13,WBGene00235288,WBGene00235288,History: N.A.
WBGene00016520,C39B5.2,protein_coding,C39B5.2,-7.411444641,4.717556104,7.298410000000001e-34,7.26351e-32,WBGene00016520,WBGene00016520,History: N.A.
WBGene00016358,C33F10.12,protein_coding,C33F10.12,-7.408104673,2.992480494,1.9732e-14,2.80537e-13,WBGene00016358,WBGene00016358,History: N.A.
WBGene00015051,B0218.7,protein_coding,B0218.7,-7.400041339,2.983600578,2.00559e-14,2.84044e-13,WBGene00015051,WBGene00015051,History: N.A.
WBGene00016954,C55C3.4,protein_coding,C55C3.4,-7.398528606,2.982338902,2.01027e-14,2.84044e-13,WBGene00016954,WBGene00016954,History: N.A.
WBGene00021007,W03F11.4,protein_coding,W03F11.4,-7.394270192,2.979274982,2.02171e-14,2.84781e-13,WBGene00021007,WBGene00021007,History: N.A.
WBGene00015125,B0303.3,protein_coding,B0303.3,-7.383351614,2.962161946,2.08765e-14,2.93168e-13,WBGene00015125,WBGene00015125,History: N.A.
WBGene00012486,Y18D10A.21,protein_coding,Y18D10A.21,-7.383011368,2.974959577,3.03956e-14,4.24241e-13,WBGene00012486,WBGene00012486,History: N.A.
WBGene00008832,obr-2,protein_coding,F14H8.1,-7.370952328,2.956880492,3.14263e-14,4.37294e-13,WBGene00008832,WBGene00008832,History: N.A.
WBGene00007563,C14A4.13,protein_coding,C14A4.13,-7.363015565,2.954764397,4.71458e-14,6.48148e-13,WBGene00007563,WBGene00007563,History: N.A.
WBGene00077437,Y59H11AR.6,pseudogene,Y59H11AR.6,-7.360216869,6.836309151,1.5598600000000002e-40,5.10073e-38,WBGene00077437,WBGene00077437,History: N.A.
WBGene00008137,sfxn-1.4,protein_coding,C47D12.3,-7.355938906,2.942850998,3.22678e-14,4.47642e-13,WBGene00008137,WBGene00008137,History: N.A.
WBGene00013657,Y105C5B.18,protein_coding,Y105C5B.18,-7.350777169,2.93543689,4.88633e-14,6.67749e-13,WBGene00013657,WBGene00013657,History: N.A.
WBGene00013148,Y53F4A.2,protein_coding,Y53F4A.2,-7.347391381,2.940573855,4.83965e-14,6.63351e-13,WBGene00013148,WBGene00013148,History: N.A.
WBGene00014240,htas-1,protein_coding,ZK1251.1,-7.340940928,2.932687087,4.91163e-14,6.69209e-13,WBGene00014240,WBGene00014240,History: N.A.
WBGene00008649,F10D11.3,protein_coding,F10D11.3,-7.340536424,2.939616523,7.26028e-14,9.80459e-13,WBGene00008649,WBGene00008649,History: N.A.
WBGene00008447,E01G4.5,protein_coding,E01G4.5,-7.33720654,5.905299625,2.33837e-44,2.67626e-41,WBGene00008447,WBGene00008447,History: N.A.
WBGene00009269,F30A10.12,protein_coding,F30A10.12,-7.335575981,2.928512504,4.95046e-14,6.72499e-13,WBGene00009269,WBGene00009269,History: N.A.
WBGene00006409,hdl-2,protein_coding,C09G9.4,-7.335323429,2.929046395,7.40232e-14,9.96701e-13,WBGene00006409,WBGene00006409,History: N.A.
WBGene00015192,B0432.11,protein_coding,B0432.11,-7.328760917,2.92101646,7.51344e-14,1.00582e-12,WBGene00015192,WBGene00015192,History: N.A.
WBGene00014169,ZK945.7,protein_coding,ZK945.7,-7.325931287,2.919186724,7.53916e-14,1.00582e-12,WBGene00014169,WBGene00014169,History: N.A.
WBGene00021375,Y37E11B.2,protein_coding,Y37E11B.2,-7.323201786,6.554821748,4.55113e-42,2.3150099999999998e-39,WBGene00021375,WBGene00021375,History: N.A.
WBGene00019001,ipgm-1,protein_coding,F57B10.3,-7.320523455,2.918366781,7.55073e-14,1.00582e-12,WBGene00019001,WBGene00019001,History: N.A.
WBGene00022352,Y82E9BR.20,protein_coding,Y82E9BR.20,-7.319306236,2.917859744,7.5579e-14,1.00582e-12,WBGene00022352,WBGene00022352,History: N.A.
WBGene00006053,ssq-4,protein_coding,T28H11.1,-7.316661237,2.908612092,7.69075e-14,1.02053e-12,WBGene00006053,WBGene00006053,History: N.A.
WBGene00020105,R148.7,protein_coding,R148.7,-7.31595535,2.919148129,1.13125e-13,1.49247e-12,WBGene00020105,WBGene00020105,History: N.A.
WBGene00219660,linc-19,lincRNA,C44B11.8,-7.312684027,2.913175927,1.1437e-13,1.50455e-12,WBGene00219660,WBGene00219660,History: N.A.
WBGene00011336,ubxn-5,protein_coding,T01E8.9,-7.309326806,2.903597882,7.76445e-14,1.02733e-12,WBGene00011336,WBGene00011336,History: N.A.
WBGene00019055,F58F9.1,protein_coding,F58F9.1,-7.308167997,2.90660023,1.15767e-13,1.51858e-12,WBGene00019055,WBGene00019055,History: N.A.
WBGene00022708,ZK354.7,protein_coding,ZK354.7,-7.298037217,2.899809058,1.17241e-13,1.53352e-12,WBGene00022708,WBGene00022708,History: N.A.
WBGene00013701,Y106G6D.4,protein_coding,Y106G6D.4,-7.288298092,2.889666232,1.19503e-13,1.55865e-12,WBGene00013701,WBGene00013701,History: N.A.
WBGene00018528,F47B3.4,protein_coding,F47B3.4,-7.287894556,2.893027546,1.78469e-13,2.30607e-12,WBGene00018528,WBGene00018528,History: N.A.
WBGene00011134,ssp-33,protein_coding,R08A2.3,-7.286868691,2.891949144,1.78824e-13,2.30607e-12,WBGene00011134,WBGene00011134,History: N.A.
WBGene00013816,Y116F11A.1,protein_coding,Y116F11A.1,-7.285770818,6.222231358,1.84037e-43,1.2036e-40,WBGene00013816,WBGene00013816,History: N.A.
WBGene00016288,C31H1.5,protein_coding,C31H1.5,-7.278621865,2.878756986,1.83266e-13,2.34464e-12,WBGene00016288,WBGene00016288,History: N.A.
WBGene00020890,fbxa-202,protein_coding,T28C12.3,-7.278007676,2.878511094,1.83351e-13,2.34464e-12,WBGene00020890,WBGene00020890,History: N.A.
WBGene00016414,C34F11.2,protein_coding,C34F11.2,-7.276537752,2.869745731,1.24166e-13,1.61486e-12,WBGene00016414,WBGene00016414,History: N.A.
WBGene00044763,ZK688.12,protein_coding,ZK688.12,-7.27251767,2.878581049,1.83327e-13,2.34464e-12,WBGene00044763,WBGene00044763,History: N.A.
WBGene00009463,F36D1.4,protein_coding,F36D1.4,-7.270303382,2.869649189,1.86444e-13,2.37755e-12,WBGene00009463,WBGene00009463,History: N.A.
WBGene00019135,math-32,protein_coding,F59H6.4,-7.260514425,2.862969274,1.88835e-13,2.39581e-12,WBGene00019135,WBGene00019135,"History: Split into F59H6.15(WBGene00269394). History of WBGene00019135: Split into ""WBGene00269394"" on 2016-02-18"
WBGene00004901,snf-2,protein_coding,F55H12.1,-7.259899916,2.862727062,1.88922e-13,2.39581e-12,WBGene00004901,WBGene00004901,History: N.A.
WBGene00021010,W03G1.2,protein_coding,W03G1.2,-7.251318892,2.856534614,2.87692e-13,3.6052e-12,WBGene00021010,WBGene00021010,History: N.A.
WBGene00003424,msp-3,protein_coding,F26G1.7,-7.250328597,2.852299215,2.90003e-13,3.6052e-12,WBGene00003424,WBGene00003424,History: N.A.
WBGene00009344,F32H2.7,protein_coding,F32H2.7,-7.249123253,2.86313971,2.84151e-13,3.58359e-12,WBGene00009344,WBGene00009344,History: N.A.
WBGene00016839,C50F2.5,protein_coding,C50F2.5,-7.247607443,2.858153088,2.86818e-13,3.6052e-12,WBGene00016839,WBGene00016839,History: N.A.
WBGene00045311,Y57G11C.57,pseudogene,Y57G11C.57,-7.246368149,2.84060511,1.97225e-13,2.49418e-12,WBGene00045311,WBGene00045311,History: N.A.
WBGene00013879,ZC376.8,protein_coding,ZC376.8,-7.244879561,2.852601368,2.89837e-13,3.6052e-12,WBGene00013879,WBGene00013879,History: N.A.
WBGene00195010,Y37E11AL.12,protein_coding,Y37E11AL.12,-7.243795893,2.851470788,2.90458e-13,3.6052e-12,WBGene00195010,WBGene00195010,History: N.A.
WBGene00015690,C10G11.10,protein_coding,C10G11.10,-7.24318552,2.851232605,2.90589e-13,3.6052e-12,WBGene00015690,WBGene00015690,History: N.A.
WBGene00012012,T25B9.6,protein_coding,T25B9.6,-7.233952876,2.844803843,4.43728e-13,5.47544e-12,WBGene00012012,WBGene00012012,History: N.A.
WBGene00044167,C36A4.11,protein_coding,C36A4.11,-7.230330121,2.850265956,4.39251e-13,5.43484e-12,WBGene00044167,WBGene00044167,History: N.A.
WBGene00011114,R07E5.6,protein_coding,R07E5.6,-7.229820696,2.842491503,4.45647e-13,5.48434e-12,WBGene00011114,WBGene00011114,History: N.A.
WBGene00007923,C34C12.4,protein_coding,C34C12.4,-7.2257498,2.83630037,4.50855e-13,5.50352e-12,WBGene00007923,WBGene00007923,History: N.A.
WBGene00009941,F52F12.8,protein_coding,F52F12.8,-7.223485828,2.837909053,4.49492e-13,5.50207e-12,WBGene00009941,WBGene00009941,History: N.A.
WBGene00195253,H16D19.5,pseudogene,H16D19.5,-7.223485828,2.837909053,4.49492e-13,5.50207e-12,WBGene00195253,WBGene00195253,History: N.A.
WBGene00235341,Y69A2AR.49,ncRNA,Y69A2AR.49,-7.222311713,2.833532867,4.53217e-13,5.50352e-12,WBGene00235341,WBGene00235341,History: N.A.
WBGene00009513,sfxn-1.2,protein_coding,F37H8.4,-7.21704156,2.834001732,4.52815e-13,5.50352e-12,WBGene00009513,WBGene00009513,History: N.A.
WBGene00020840,spch-3,protein_coding,T27A3.4,-7.21676522,5.291894473,7.145799999999999e-40,2.04459e-37,WBGene00020840,WBGene00020840,History: N.A.
WBGene00021114,W09C3.7,protein_coding,W09C3.7,-7.215944854,2.824890604,4.60727e-13,5.56519e-12,WBGene00021114,WBGene00021114,History: N.A.
WBGene00009458,F36A2.11,protein_coding,F36A2.11,-7.213591456,2.823257822,4.6217e-13,5.56793e-12,WBGene00009458,WBGene00009458,History: N.A.
WBGene00016730,C46H11.6,protein_coding,C46H11.6,-7.212975336,2.827059943,4.58822e-13,5.55685e-12,WBGene00016730,WBGene00016730,History: N.A.
WBGene00017942,fbxc-37,protein_coding,F31A9.4,-7.209159993,5.28460109,9.056270000000001e-40,2.18208e-37,WBGene00017942,WBGene00017942,History: N.A.
WBGene00007610,C15H7.3,protein_coding,C15H7.3,-7.208267014,2.819761384,4.65284e-13,5.59074e-12,WBGene00007610,WBGene00007610,History: N.A.
WBGene00016322,C32E8.4,protein_coding,C32E8.4,-7.202854593,2.816979198,7.06786e-13,8.40432e-12,WBGene00016322,WBGene00016322,History: N.A.
WBGene00016445,C35D10.8,protein_coding,C35D10.8,-7.202404528,2.820130001,7.02616e-13,8.3765e-12,WBGene00016445,WBGene00016445,History: N.A.
WBGene00018134,F37A4.4,protein_coding,F37A4.4,-7.190387133,2.803648483,7.24899e-13,8.57517e-12,WBGene00018134,WBGene00018134,History: N.A.
WBGene00022530,ZC155.2,protein_coding,ZC155.2,-7.186933478,2.805802896,7.21919e-13,8.56204e-12,WBGene00022530,WBGene00022530,History: N.A.
WBGene00019773,M04G7.2,protein_coding,M04G7.2,-7.185009214,2.812485078,1.08007e-12,1.27109e-11,WBGene00019773,WBGene00019773,History: N.A.
WBGene00013296,Y57G11B.3,protein_coding,Y57G11B.3,-7.180430331,2.801140116,1.10305e-12,1.29259e-11,WBGene00013296,WBGene00013296,"History: Split into glb-34(WBGene00077763). History of WBGene00013296: Split into ""WBGene00077763"" on 2008-05-23"
WBGene00022834,ZK973.8,protein_coding,ZK973.8,-7.179220847,2.800691813,1.10398e-12,1.29259e-11,WBGene00022834,WBGene00022834,History: N.A.
WBGene00195060,linc-14,lincRNA,C18D4.11,-7.169157808,4.488794022,5.74929e-31,3.65559e-29,WBGene00195060,WBGene00195060,History: N.A.
WBGene00045382,T05E12.8,protein_coding,T05E12.8,-7.157718063,6.840529297,8.24059e-40,2.0958599999999998e-37,WBGene00045382,WBGene00045382,History: N.A.
WBGene00007156,B0379.2,protein_coding,B0379.2,-7.15649466,2.776888478,1.15506e-12,1.34608e-11,WBGene00007156,WBGene00007156,History: N.A.
