# The gene names are based on WS215 annotation,
# CSR-1 not ALG-3/4 targets,
Public name,Cosmid name,Input,Suggested Match,History
C17E4.11,C17E4.11,C17E4.11,WBGene00044236,Public name for WBGene00044236. History: N.A.
C17E4.2,C17E4.2,C17E4.2,WBGene00007642,"Public name for WBGene00007642. History: Split into C17E4.19(WBGene00219310), C17E4.20(WBGene00219313). History of WBGene00007642: Split into ""WBGene00219310"" on 2011-11-21; Split into ""WBGene00219313"" on 2011-11-21"
C17E4.3,C17E4.3,C17E4.3,WBGene00007643,Sequence name for WBGene00007643(marc-3). History: N.A.
C17E4.6,C17E4.6,C17E4.6,WBGene00007645,Public name for WBGene00007645. History: N.A.
C17E7.4,C17E7.4,C17E7.4,WBGene00015899,Public name for WBGene00015899. History: N.A.
C17E7.9,C17E7.9,C17E7.9,WBGene00015903,Public name for WBGene00015903. History: N.A.
C17G10.2,C17G10.2,C17G10.2,WBGene00015916,Sequence name for WBGene00015916(ttc-4). History: N.A.
C17G10.9,C17G10.9,C17G10.9,WBGene00015920,Sequence name for WBGene00015920(eif-3.L). History: N.A.
C17H12.13,C17H12.13,C17H12.13,WBGene00015938,Sequence name for WBGene00015938(anat-1). History: N.A.
C18A3.1,C18A3.1,C18A3.1,WBGene00015939,Sequence name for WBGene00015939(damt-1). History: Renamed on 2019-02-06
C18A3.3,C18A3.3,C18A3.3,WBGene00015941,Public name for WBGene00015941. History: N.A.
C18A3.9,C18A3.9,C18A3.9,WBGene00015945,Public name for WBGene00015945. History: N.A.
C18E3.2,C18E3.2,C18E3.2,WBGene00015971,Sequence name for WBGene00015971(swsn-2.2). History: N.A.
C18E3.3,C18E3.3,C18E3.3,WBGene00015972,Public name for WBGene00015972. History: N.A.
C18E3.5,C18E3.5,C18E3.5,WBGene00015974,Sequence name for WBGene00015974(snrp-40.2). History: N.A.
C18F10.7,C18F10.7,C18F10.7,WBGene00015978,Public name for WBGene00015978. History: N.A.
C18H9.2,C18H9.2,C18H9.2,WBGene00016002,"Public name for Dead gene WBGene00016001. History of WBGene00016001: Merged into ""WBGene00016002"" on 2012-10-08"
C18H9.3,C18H9.3,C18H9.3,WBGene00016002,Sequence name for WBGene00016002(gyf-1). History: N.A.
C23G10.7,C23G10.7,C23G10.7,WBGene00016014,Public name for WBGene00016014. History: N.A.
C23G10.8,C23G10.8,C23G10.8,WBGene00016015,Sequence name for WBGene00016015(sna-3). History: N.A.
C23H3.3,C23H3.3,C23H3.3,WBGene00016019,Sequence name for WBGene00016019(ascc-1). History: N.A.
C23H3.5,C23H3.5,C23H3.5,WBGene00016021,Public name for WBGene00016021. History: N.A.
C24D10.4,C24D10.4,C24D10.4,WBGene00016055,Public name for WBGene00016055. History: N.A.
C24D10.6,C24D10.6,C24D10.6,WBGene00016057,Public name for WBGene00016057. History: N.A.
C24F3.4,C24F3.4,C24F3.4,WBGene00007698,Sequence name for WBGene00007698(qns-1). History: N.A.
C24H10.2,C24H10.2,C24H10.2,WBGene00016068,Public name for WBGene00016068. History: N.A.
C24H12.4,C24H12.4,C24H12.4,WBGene00016073,Public name for WBGene00016073. History: N.A.
C25A1.12,C25A1.12,C25A1.12,WBGene00007711,Sequence name for WBGene00007711(lid-1). History: N.A.
C25A1.13,C25A1.13,C25A1.13,WBGene00007712,Sequence name for WBGene00007712(mrpl-34). History: N.A.
C25A1.16,C25A1.16,C25A1.16,WBGene00077526,Public name for WBGene00077526. History: N.A.
C25A1.4,C25A1.4,C25A1.4,WBGene00045383,Sequence name for WBGene00045383(sup-46). History: N.A.
C25A1.5,C25A1.5,C25A1.5,WBGene00007707,Sequence name for WBGene00007707(fath-1). History: N.A.
C25A1.6,C25A1.6,C25A1.6,WBGene00007708,Sequence name for WBGene00007708(nola-3). History: N.A.
C25D7.10,C25D7.10,C25D7.10,WBGene00007720,Public name for WBGene00007720. History: N.A.
C25G4.3,C25G4.3,C25G4.3,WBGene00007731,Public name for WBGene00007731. History: N.A.
C25H3.17,C25H3.17,C25H3.17,WBGene00194642,Public name for WBGene00194642. History: N.A.
C25H3.4,C25H3.4,C25H3.4,WBGene00016113,Sequence name for WBGene00016113(eif-2D). History: N.A.
C25H3.8,C25H3.8,C25H3.8,WBGene00016120,"Public name for Dead gene WBGene00016117. History of WBGene00016117: Merged into ""WBGene00016120"" on 2018-01-11"
C26E6.12,C26E6.12,C26E6.12,WBGene00016145,Public name for WBGene00016145. History: N.A.
C26E6.3,C26E6.3,C26E6.3,WBGene00016139,Sequence name for WBGene00016139(ntl-9). History: N.A.
C26E6.6,C26E6.6,C26E6.6,WBGene00016142,Sequence name for WBGene00016142(mrps-18C). History: N.A.
C26F1.3,C26F1.3,C26F1.3,WBGene00016148,Public name for WBGene00016148. History: N.A.
C27A12.2,C27A12.2,C27A12.2,WBGene00016154,Sequence name for WBGene00016154(szy-5). History: N.A.
C27A12.6,C27A12.6,C27A12.6,WBGene00016156,Sequence name for WBGene00016156(ari-1.3). History: N.A.
C27A12.7,C27A12.7,C27A12.7,WBGene00016157,Sequence name for WBGene00016157(ari-1.2). History: N.A.
C27A2.1,C27A2.1,C27A2.1,WBGene00016151,Sequence name for WBGene00016151(smc-5). History: N.A.
C27A7.5,C27A7.5,C27A7.5,WBGene00007756,Public name for WBGene00007756. History: N.A.
C27A7.6,C27A7.6,C27A7.6,WBGene00007757,Public name for WBGene00007757. History: N.A.
C27B7.5,C27B7.5,C27B7.5,WBGene00007762,Public name for WBGene00007762. History: N.A.
C27C12.3,C27C12.3,C27C12.3,WBGene00007773,Public name for WBGene00007773. History: N.A.
C27D9.1,C27D9.1,C27D9.1,WBGene00016163,Public name for WBGene00016163. History: N.A.
C27F2.4,C27F2.4,C27F2.4,WBGene00016166,Public name for WBGene00016166. History: N.A.
C27H5.3,C27H5.3,C27H5.3,WBGene00016173,Sequence name for WBGene00016173(fust-1). History: N.A.
C28A5.1,C28A5.1,C28A5.1,WBGene00007788,Public name for WBGene00007788. History: N.A.
C28A5.2,C28A5.2,C28A5.2,WBGene00007789,Public name for WBGene00007789. History: N.A.
C28C12.12,C28C12.12,C28C12.12,WBGene00016182,Public name for WBGene00016182. History: N.A.
C28H8.1,C28H8.1,C28H8.1,WBGene00016192,Sequence name for WBGene00016192(bcl-7). History: N.A.
C28H8.3,C28H8.3,C28H8.3,WBGene00016194,Public name for WBGene00016194. History: N.A.
C29A12.1,C29A12.1,C29A12.1,WBGene00007797,Public name for WBGene00007797. History: N.A.
C29G2.2,C29G2.2,C29G2.2,WBGene00016230,Public name for WBGene00016230. History: N.A.
C29H12.5,C29H12.5,C29H12.5,WBGene00016236,Sequence name for WBGene00016236(heri-1). History: Renamed on 2018-06-11
C30B5.4,C30B5.4,C30B5.4,WBGene00016245,Sequence name for WBGene00016245(rbmx-2). History: N.A.
C30C11.1,C30C11.1,C30C11.1,WBGene00016249,Sequence name for WBGene00016249(mrpl-32). History: N.A.
C30F12.2,C30F12.2,C30F12.2,WBGene00016261,Public name for WBGene00016261. History: N.A.
C30G12.6,C30G12.6,C30G12.6,WBGene00016277,Public name for WBGene00016277. History: N.A.
C30H6.9,C30H6.9,C30H6.9,WBGene00007826,Public name for WBGene00007826. History: N.A.
C31C9.2,C31C9.2,C31C9.2,WBGene00007836,Public name for WBGene00007836. History: N.A.
C31E10.6,C31E10.6,C31E10.6,WBGene00007847,Public name for WBGene00007847. History: N.A.
C31H1.8,C31H1.8,C31H1.8,WBGene00016291,Sequence name for WBGene00016291(oops-1). History: N.A.
C32A3.2,C32A3.2,C32A3.2,WBGene00007859,Sequence name for WBGene00007859(mrps-31). History: N.A.
C32D5.10,C32D5.10,C32D5.10,WBGene00016317,Public name for WBGene00016317. History: N.A.
C32D5.11,C32D5.11,C32D5.11,WBGene00016318,Public name for WBGene00016318. History: N.A.
C32D5.3,C32D5.3,C32D5.3,WBGene00016311,Sequence name for WBGene00016311(efr-3). History: N.A.
C32E8.5,C32E8.5,C32E8.5,WBGene00016323,Sequence name for WBGene00016323(pmlr-1). History: N.A.
C33A12.1,C33A12.1,C33A12.1,WBGene00007880,Public name for WBGene00007880. History: N.A.
C33A12.3,C33A12.3,C33A12.3,WBGene00007882,Public name for WBGene00007882. History: N.A.
C33C12.10,C33C12.10,C33C12.10,WBGene00021985,"Public name for Dead gene WBGene00016342. History of WBGene00016342: Merged into ""WBGene00021985"" on 2020-10-07. Remark: [2020-10-07T16:15:41Z WBPerson1983] Gene Merged into WBGene00021985: Merged the annotation based on RNASeq splice data and lack of any information suggesting that they should be 2 genes."
C33F10.4,C33F10.4,C33F10.4,WBGene00016353,Public name for WBGene00016353. History: N.A.
C33G3.6,C33G3.6,C33G3.6,WBGene00007906,Public name for WBGene00007906. History: N.A.
C33H5.8,C33H5.8,C33H5.8,WBGene00016375,Sequence name for WBGene00016375(rpap-3). History: N.A.
C34B2.5,C34B2.5,C34B2.5,WBGene00016390,Sequence name for WBGene00016390(ttc-1). History: N.A.
C34B2.8,C34B2.8,C34B2.8,WBGene00016393,Public name for WBGene00016393. History: N.A.
C34B7.2,C34B7.2,C34B7.2,WBGene00007912,Sequence name for WBGene00007912(figo-1). History: N.A.
C34C12.8,C34C12.8,C34C12.8,WBGene00007927,Public name for WBGene00007927. History: N.A.
C34C6.2,C34C6.2,C34C6.2,WBGene00008430,"Public name for Dead gene WBGene00007915. History of WBGene00007915: Merged into ""WBGene00008430"" on 2016-10-28"
C34D4.10,C34D4.10,C34D4.10,WBGene00016402,Public name for WBGene00016402. History: N.A.
C34E10.10,C34E10.10,C34E10.10,WBGene00016411,"Public name for WBGene00016411. History: Split into C34E10.12(WBGene00303005). History of WBGene00016411: Split into ""WBGene00303005"" on 2018-03-06"
C34E10.11,C34E10.11,C34E10.11,WBGene00016412,Sequence name for WBGene00016412(mrps-26). History: N.A.
C34E10.8,C34E10.8,C34E10.8,WBGene00016409,Sequence name for WBGene00016409(sumv-1). History: N.A.
C34G6.1,C34G6.1,C34G6.1,WBGene00016418,Sequence name for WBGene00016418(hpo-27). History: N.A.
C34G6.5,C34G6.5,C34G6.5,WBGene00016421,Sequence name for WBGene00016421(cdc-7). History: N.A.
C35A5.8,C35A5.8,C35A5.8,WBGene00007952,Public name for WBGene00007952. History: N.A.
C35D10.13,C35D10.13,C35D10.13,WBGene00016449,Sequence name for WBGene00016449(tost-1). History: N.A.
C35D10.7,C35D10.7,C35D10.7,WBGene00016444,Public name for WBGene00016444. History: N.A.
C35E7.1,C35E7.1,C35E7.1,WBGene00016453,Sequence name for WBGene00016453(vet-2). History: N.A.
C35E7.8,C35E7.8,C35E7.8,WBGene00016460,Public name for WBGene00016460. History: N.A.
C36A4.4,C36A4.4,C36A4.4,WBGene00007965,Public name for WBGene00007965. History: N.A.
C36B1.11,C36B1.11,C36B1.11,WBGene00007978,Public name for WBGene00007978. History: N.A.
C37A5.7,C37A5.7,C37A5.7,WBGene00007991,Public name for WBGene00007991. History: N.A.
C37C3.9,C37C3.9,C37C3.9,WBGene00016501,Public name for WBGene00016501. History: N.A.
C37H5.5,C37H5.5,C37H5.5,WBGene00016508,Public name for WBGene00016508. History: N.A.
C37H5.6,C37H5.6,C37H5.6,WBGene00016509,Sequence name for WBGene00016509(adss-1). History: N.A.
C38C10.2,C38C10.2,C38C10.2,WBGene00008000,Sequence name for WBGene00008000(slc-17.2). History: N.A.
C38D4.4,C38D4.4,C38D4.4,WBGene00008005,Sequence name for WBGene00008005(mip-1). History: Renamed on 2021-12-09
C39E9.12,C39E9.12,C39E9.12,WBGene00008035,Public name for WBGene00008035. History: N.A.
C40H1.6,C40H1.6,C40H1.6,WBGene00008041,Sequence name for WBGene00008041(ufc-1). History: N.A.
C41D11.3,C41D11.3,C41D11.3,WBGene00016562,Public name for WBGene00016562. History: N.A.
C41D11.4,C41D11.4,C41D11.4,WBGene00016562,"Public name for Dead gene WBGene00016563. History of WBGene00016563: Merged into ""WBGene00016562"" on 2014-06-30"
C41H7.3,C41H7.3,C41H7.3,WBGene00016573,Sequence name for WBGene00016573(lido-12). History: N.A.
C41H7.6,C41H7.6,C41H7.6,WBGene00016576,Sequence name for WBGene00016576(lido-9). History: N.A.
C42C1.13,C42C1.13,C42C1.13,WBGene00016591,Public name for WBGene00016591. History: N.A.
C42C1.4,C42C1.4,C42C1.4,WBGene00016582,Sequence name for WBGene00016582(vps-8). History: N.A.
C42C1.8,C42C1.8,C42C1.8,WBGene00016586,Public name for WBGene00016586. History: N.A.
C43E11.9,C43E11.9,C43E11.9,WBGene00016607,Public name for WBGene00016607. History: N.A.
C43H8.1,C43H8.1,C43H8.1,WBGene00016621,Sequence name for WBGene00016621(arch-1). History: N.A.
C44B7.1,C44B7.1,C44B7.1,WBGene00016623,Sequence name for WBGene00016623(psmd-9). History: N.A.
C44B7.12,C44B7.12,C44B7.12,WBGene00016632,Sequence name for WBGene00016632(adal-1). History: N.A.
C44B9.3,C44B9.3,C44B9.3,WBGene00008080,Public name for WBGene00008080. History: N.A.
C44C10.4,C44C10.4,C44C10.4,WBGene00008085,Sequence name for WBGene00008085(smcl-1). History: N.A.
C44E4.1,C44E4.1,C44E4.1,WBGene00016650,Sequence name for WBGene00016650(ubr-4). History: N.A.
C44E4.4,C44E4.4,C44E4.4,WBGene00016653,Sequence name for WBGene00016653(ssb-1). History: N.A.
C44E4.7,C44E4.7,C44E4.7,WBGene00016650,"Public name for Dead gene WBGene00016656. History of WBGene00016656: Merged into ""WBGene00016650"" on 2012-07-23"
C45G3.5,C45G3.5,C45G3.5,WBGene00044008,Sequence name for WBGene00044008(gip-2). History: N.A.
C45G9.5,C45G9.5,C45G9.5,WBGene00016676,Public name for WBGene00016676. History: N.A.
C46A5.5,C46A5.5,C46A5.5,WBGene00016701,Sequence name for WBGene00016701(dsb-3). History: N.A.
C46A5.6,C46A5.6,C46A5.6,WBGene00016702,Public name for WBGene00016702. History: N.A.
C46C11.1,C46C11.1,C46C11.1,WBGene00016704,Sequence name for WBGene00016704(hosl-1). History: N.A.
C46F11.3,C46F11.3,C46F11.3,WBGene00008118,Sequence name for WBGene00008118(madf-8). History: N.A.
C46H3.2,C46H3.2,C46H3.2,WBGene00016725,Public name for WBGene00016725. History: N.A.
C47A4.1,C47A4.1,C47A4.1,WBGene00008122,Public name for WBGene00008122. History: N.A.
C47B2.2,C47B2.2,C47B2.2,WBGene00008131,Public name for WBGene00008131. History: N.A.
C47D12.8,C47D12.8,C47D12.8,WBGene00008140,Sequence name for WBGene00008140(xpf-1). History: Renamed on 2013-10-11; Renamed on 2015-07-01
C47E12.3,C47E12.3,C47E12.3,WBGene00008148,Public name for WBGene00008148. History: N.A.
C47E12.7,C47E12.7,C47E12.7,WBGene00008151,Sequence name for WBGene00008151(rrp-1). History: N.A.
C47E8.4,C47E8.4,C47E8.4,WBGene00008143,Public name for WBGene00008143. History: N.A.
C48A7.2,C48A7.2,C48A7.2,WBGene00016739,Sequence name for WBGene00016739(pitr-1). History: Renamed on 2016-08-03
C48B4.10,C48B4.10,C48B4.10,WBGene00008173,Public name for WBGene00008173. History: N.A.
C48B4.6,C48B4.6,C48B4.6,WBGene00008169,Public name for WBGene00008169. History: N.A.
C48B4.7,C48B4.7,C48B4.7,WBGene00008170,Public name for WBGene00008170. History: N.A.
C48B4.8,C48B4.8,C48B4.8,WBGene00008171,Public name for WBGene00008171. History: N.A.
C48E7.11,C48E7.11,C48E7.11,WBGene00016754,Sequence name for WBGene00016754(cebp-2). History: N.A.
C48E7.2,C48E7.2,C48E7.2,WBGene00016750,Sequence name for WBGene00016750(let-611). History: N.A.
C49F5.6,C49F5.6,C49F5.6,WBGene00008210,Public name for WBGene00008210. History: N.A.
C49H3.3,C49H3.3,C49H3.3,WBGene00016790,Public name for WBGene00016790. History: N.A.
C49H3.6,C49H3.6,C49H3.6,WBGene00016792,Public name for WBGene00016792. History: N.A.
C49H3.8,C49H3.8,C49H3.8,WBGene00016793,Sequence name for WBGene00016793(arp-11). History: N.A.
C49H3.9,C49H3.9,C49H3.9,WBGene00016794,Sequence name for WBGene00016794(npp-27). History: N.A.
C50A2.2,C50A2.2,C50A2.2,WBGene00016796,Sequence name for WBGene00016796(cec-2). History: N.A.
C50B6.3,C50B6.3,C50B6.3,WBGene00008219,Public name for WBGene00008219. History: N.A.
C50D2.5,C50D2.5,C50D2.5,WBGene00016808,Sequence name for WBGene00016808(sftb-6). History: N.A.
C50D2.7,C50D2.7,C50D2.7,WBGene00016810,Public name for WBGene00016810. History: N.A.
C50D2.8,C50D2.8,C50D2.8,WBGene00016811,Sequence name for WBGene00016811(luc-7L3). History: N.A.
C50D2.9,C50D2.9,C50D2.9,WBGene00016812,Public name for WBGene00016812. History: N.A.
C50E3.11,C50E3.11,C50E3.11,WBGene00016822,Public name for WBGene00016822. History: N.A.
C50E3.13,C50E3.13,C50E3.13,WBGene00016824,Public name for WBGene00016824. History: N.A.
C50F2.2,C50F2.2,C50F2.2,WBGene00016836,Public name for WBGene00016836. History: N.A.
C50F2.3,C50F2.3,C50F2.3,WBGene00016837,Sequence name for WBGene00016837(syf-1). History: N.A.
C50F7.4,C50F7.4,C50F7.4,WBGene00016844,Sequence name for WBGene00016844(sucg-1). History: N.A.
C52B9.8,C52B9.8,C52B9.8,WBGene00016868,Public name for WBGene00016868. History: N.A.
C52E12.1,C52E12.1,C52E12.1,WBGene00016888,Sequence name for WBGene00016888(znf-598). History: N.A.
C52E12.4,C52E12.4,C52E12.4,WBGene00016889,Sequence name for WBGene00016889(lst-6). History: N.A.
C53A5.17,C53A5.17,C53A5.17,WBGene00194707,Public name for WBGene00194707. History: N.A.
C53A5.6,C53A5.6,C53A5.6,WBGene00008266,Public name for WBGene00008266. History: N.A.
C53B4.4,C53B4.4,C53B4.4,WBGene00008274,Sequence name for WBGene00008274(pdzd-8). History: Renamed on 2020-01-28
C53D6.4,C53D6.4,C53D6.4,WBGene00008281,Public name for WBGene00008281. History: N.A.
C54G4.9,C54G4.9,C54G4.9,WBGene00008318,Public name for WBGene00008318. History: N.A.
C54G6.1,C54G6.1,C54G6.1,WBGene00016930,Sequence name for WBGene00016930(madf-6). History: N.A.
C55A6.1,C55A6.1,C55A6.1,WBGene00008330,"Public name for WBGene00008330. History: Split into C55A6.12(WBGene00044019). History of WBGene00008330: Split into ""WBGene00044018"" on 2004-12-03; Split into ""WBGene00044019"" on 2004-12-03"
C55A6.10,C55A6.10,C55A6.10,WBGene00008339,Public name for WBGene00008339. History: N.A.
C55A6.9,C55A6.9,C55A6.9,WBGene00008338,Sequence name for WBGene00008338(pafo-1). History: N.A.
C55B6.1,C55B6.1,C55B6.1,WBGene00016939,Public name for WBGene00016939. History: N.A.
C55B7.11,C55B7.11,C55B7.11,WBGene00016947,Public name for WBGene00016947. History: N.A.
C55C3.5,C55C3.5,C55C3.5,WBGene00016955,"Sequence name for WBGene00016955(perm-5). History: Split into C55C3.73(WBGene00303049). History of WBGene00016955: Split into ""WBGene00303049"" on 2018-03-02"
C56A3.4,C56A3.4,C56A3.4,WBGene00008343,Public name for WBGene00008343. History: N.A.
C56A3.5,C56A3.5,C56A3.5,WBGene00008344,Public name for WBGene00008344. History: N.A.
C56A3.6,C56A3.6,C56A3.6,WBGene00008345,Public name for WBGene00008345. History: N.A.
C56C10.10,C56C10.10,C56C10.10,WBGene00016966,Sequence name for WBGene00016966(aipr-1). History: N.A.
C56E6.2,C56E6.2,C56E6.2,WBGene00016970,Public name for WBGene00016970. History: N.A.
C56E6.9,C56E6.9,C56E6.9,WBGene00007050,"Public name for Dead gene WBGene00195085. History of WBGene00195085: Merged into ""WBGene00007050"" on 2016-02-18"
C56G2.3,C56G2.3,C56G2.3,WBGene00016978,"Public name for WBGene00016978. History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
calu-1,M03F4.7,calu-1,WBGene00019760,Public name for WBGene00019760. History: N.A.
cam-1,C01G6.8,cam-1,WBGene00000289,Public name for WBGene00000289. History: N.A.
cap-1,D2024.6,cap-1,WBGene00000292,Public name for WBGene00000292. History: N.A.
cap-2,M106.5,cap-2,WBGene00000293,Public name for WBGene00000293. History: N.A.
capg-2,F55C5.4,capg-2,WBGene00010093,Public name for WBGene00010093. History: N.A.
car-1,Y18D10A.17,car-1,WBGene00012484,Public name for WBGene00012484. History: Renamed on 2005-12-05
catp-6,W08D2.5,catp-6,WBGene00012341,Public name for WBGene00012341. History: N.A.
cbd-1,H02I12.1,cbd-1,WBGene00010351,Public name for WBGene00010351. History: N.A.
cblc-1,ZK546.17,cblc-1,WBGene00022766,Public name for WBGene00022766. History: N.A.
cbp-1,R10E11.1,cbp-1,WBGene00000366,Public name for WBGene00000366. History: N.A.
CC8.2,CC8.2,CC8.2,WBGene00016987,Public name for WBGene00016987. History: N.A.
ccch-3,W05B10.2,ccch-3,WBGene00012277,Public name for WBGene00012277. History: N.A.
ccdc-55,C16C10.6,ccdc-55,WBGene00007627,Public name for WBGene00007627. History: N.A.
ccf-1,Y56A3A.20,ccf-1,WBGene00000369,Public name for WBGene00000369. History: N.A.
cct-1,T05C12.7,cct-1,WBGene00000377,Public name for WBGene00000377. History: N.A.
cct-2,T21B10.7,cct-2,WBGene00000378,Public name for WBGene00000378. History: N.A.
cct-3,F54A3.3,cct-3,WBGene00018782,Public name for WBGene00018782. History: N.A.
cct-4,K01C8.10,cct-4,WBGene00000379,Public name for WBGene00000379. History: N.A.
cct-5,C07G2.3,cct-5,WBGene00000380,Public name for WBGene00000380. History: N.A.
cct-7,T10B5.5,cct-7,WBGene00020391,Public name for WBGene00020391. History: N.A.
cct-8,Y55F3AR.3,cct-8,WBGene00021934,Public name for WBGene00021934. History: N.A.
ccz-1,F58G11.6,ccz-1,WBGene00010283,Public name for WBGene00010283. History: N.A.
