# Table S1,,,,,,,
# Differentially expressed STGs following L1 starvation. First condition: Fed P0, second condition: Starved P0. log2foldChange=log2(starved/fed),,,,,,
# *All of the comparisons were made using triplicates,,,,,,,
gene,baseMean,log2FoldChange,pvalue,padj,Input,Suggested Match,History
Y110A2AL.9,90.3916495,-0.612968844,0.001344705,0.022771677,Y110A2AL.9,WBGene00022445,Public name for WBGene00022445. History: N.A.
Y55F3AM.13,405.1372661,0.612137935,3.76E-06,0.000165235,Y55F3AM.13,WBGene00021930,Public name for WBGene00021930. History: N.A.
K02D10.2,760.2953309,-0.61157202,4.70E-11,5.23E-09,K02D10.2,WBGene00019302,Public name for WBGene00019302. History: N.A.
W06D11.1,117.7617744,0.60897902,9.82E-05,0.002686498,W06D11.1,WBGene00012299,Public name for WBGene00012299. History: N.A.
T12B5.8,370.61447,-0.608304748,0.003369097,0.044500326,T12B5.8,WBGene00020455,Sequence name for WBGene00020455(fbxa-59). History: N.A.
K10D3.2,235.2453252,-0.608090405,0.001689677,0.027505125,K10D3.2,WBGene00006753,Sequence name for WBGene00006753(unc-14). History: N.A.
B0250.7,1548.001307,0.607865718,1.49E-05,0.000546033,B0250.7,WBGene00007124,Public name for WBGene00007124. History: N.A.
F57C9.1,65.55575889,0.607414281,0.005451277,0.063176898,F57C9.1,WBGene00019008,Sequence name for WBGene00019008(pdxk-1). History: N.A.
F19B2.1,110.2995809,0.606400738,0.001329501,0.022615468,F19B2.1,WBGene00008941,"Sequence name for WBGene00008941(srz-33). History: Split into F19B2.10(WBGene00043055). History of WBGene00008941: Split into ""WBGene00043055"" on 2004-09-13"
H20J04.9,68.28626723,0.606152024,0.002410203,0.035239904,H20J04.9,WBGene00044310,Public name for WBGene00044310. History: N.A.
Y55F3BR.4,216.511916,-0.606078951,0.000372915,0.008168139,Y55F3BR.4,WBGene00021941,Sequence name for WBGene00021941(lgc-33). History: N.A.
H09G03.2,59.03026,-0.60592233,0.005332688,0.062311722,H09G03.2,WBGene00001494,Sequence name for WBGene00001494(frm-8). History: N.A.
T06D10.1,1265.953621,-0.60567277,0.001240388,0.021453422,T06D10.1,WBGene00011531,"Sequence name for WBGene00011531(rsbp-1). History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
F07H5.5,91.18984734,-0.605624998,0.000351486,0.007865806,F07H5.5,WBGene00014309,Public name for WBGene00014309. History: N.A.
Y77E11A.10,885.5120315,0.604203765,1.99E-12,2.86E-10,Y77E11A.10,WBGene00000546,"Sequence name for WBGene00000546(clp-6). History: Split into Y77E11A.23(WBGene00235267). History of WBGene00000546: Split into ""WBGene00235267"" on 2013-09-04"
C33E10.3,115.1127649,0.603175981,0.000818914,0.015357674,C33E10.3,WBGene00023245,Public name for WBGene00023245. History: N.A.
C44B9.5,50.53633718,-0.602953967,0.005760239,0.065358697,C44B9.5,WBGene00008082,"Sequence name for WBGene00008082(com-1). History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
M03C11.2,76.38508509,0.602567584,0.003058352,0.041309594,M03C11.2,WBGene00010839,Sequence name for WBGene00010839(chl-1). History: N.A.
F49C12.9,67.84432834,0.601068558,0.002511489,0.036253595,F49C12.9,WBGene00009878,Public name for WBGene00009878. History: N.A.
Y80D3A.11,222.8007973,-0.595212537,0.001357772,0.02289046,Y80D3A.11,WBGene00013589,Public name for WBGene00013589. History: N.A.
F55A11.7,307.6241226,-0.594917436,0.001243697,0.021477909,F55A11.7,WBGene00010080,Public name for WBGene00010080. History: N.A.
K03A1.5,126.878466,-0.592746355,0.001486935,0.024702332,K03A1.5,WBGene00006351,Sequence name for WBGene00006351(sur-5). History: N.A.
H40L08.3,89.99739629,0.592600992,0.001182864,0.020807407,H40L08.3,WBGene00010434,"Public name for WBGene00010434. History: Split into H40L08.9(WBGene00304794). History of WBGene00010434: Split into ""WBGene00304794"" on 2019-05-20"
F07E5.7,1038.808368,0.592324018,0.003741177,0.047855009,F07E5.7,WBGene00017212,Public name for WBGene00017212. History: N.A.
T12G3.7,134.9257841,-0.591261308,0.002828253,0.03918115,T12G3.7,WBGene00011742,Sequence name for WBGene00011742(tgn-38). History: N.A.
K04F10.7,80.25424903,-0.591149798,0.006577342,0.071208515,K04F10.7,WBGene00019399,Public name for WBGene00019399. History: N.A.
T17A3.11,96.45163278,0.591008156,0.003956493,0.050050782,T17A3.11,WBGene00020547,Sequence name for WBGene00020547(srz-7). History: N.A.
ZK675.3,462.3709751,0.590954633,2.82E-07,1.59E-05,ZK675.3,WBGene00014989,Sequence name for WBGene00014989(best-23). History: N.A.
VY10G11R.1,65.71925588,-0.589619195,0.007264168,0.076669072,VY10G11R.1,WBGene00012159,Public name for WBGene00012159. History: N.A.
T27F6.4,255.8086096,0.589577995,0.002541736,0.036412287,T27F6.4,WBGene00012104,Sequence name for WBGene00012104(sygl-1). History: N.A.
C07G2.1,91.81173138,0.589240068,0.008353059,0.084770843,C07G2.1,WBGene00000465,Sequence name for WBGene00000465(cpg-1). History: Renamed on 2006-06-16; Renamed on 2008-01-14
C36B1.9,139.6608937,-0.588802516,0.000140038,0.003561785,C36B1.9,WBGene00007976,Public name for WBGene00007976. History: N.A.
M01D7.2,282.1944177,0.588693857,8.21E-06,0.000323479,M01D7.2,WBGene00004743,Sequence name for WBGene00004743(scm-1). History: N.A.
Y19D2B.2,80.46226189,-0.588419885,0.006498776,0.07055992,Y19D2B.2,WBGene00012490,Public name for WBGene00012490. History: N.A.
ZK945.2,301.0058863,0.587269479,2.62E-06,0.000119502,ZK945.2,WBGene00003928,Sequence name for WBGene00003928(pas-7). History: N.A.
K06A5.4,151.7568965,-0.587161711,0.000338474,0.007680641,K06A5.4,WBGene00019432,Sequence name for WBGene00019432(knl-2). History: Renamed on 2015-03-02
F07A11.1,61.68863871,0.587081103,0.003839729,0.048840319,F07A11.1,WBGene00008545,Public name for WBGene00008545. History: N.A.
Y53C12A.3,363.6596037,-0.584887977,7.92E-05,0.002251837,Y53C12A.3,WBGene00013139,"Public name for WBGene00013139. History: Split into Y53C12A.10(WBGene00175030). History of WBGene00013139: Split into ""WBGene00175030"" on 2008-11-27"
F08A8.7,262.5839562,0.584389139,8.95E-07,4.61E-05,F08A8.7,WBGene00008569,Sequence name for WBGene00008569(fbxa-101). History: N.A.
C35D10.10,83.3268257,-0.583359291,0.001112334,0.019812473,C35D10.10,WBGene00016446,Public name for WBGene00016446. History: N.A.
K10C8.1,4135.809616,0.582787168,7.86E-06,0.00031385,K10C8.1,WBGene00010734,Sequence name for WBGene00010734(parn-1). History: N.A.
C37A5.9,1580.239856,0.58193651,1.31E-05,0.000485027,C37A5.9,WBGene00004202,Sequence name for WBGene00004202(pry-1). History: N.A.
D2096.2,364.5682112,-0.580032528,0.002268327,0.033863733,D2096.2,WBGene00017070,Sequence name for WBGene00017070(praf-3). History: N.A.
W06H8.6,397.6861589,0.579765638,0.001776121,0.028382919,W06H8.6,WBGene00021068,Public name for WBGene00021068. History: N.A.
Y17D7B.7,313.2621737,-0.579527106,0.001936441,0.030346491,Y17D7B.7,WBGene00014562,Public name for WBGene00014562. History: N.A.
C49A9.9,106.0916133,-0.579346151,0.006857677,0.073611359,C49A9.9,WBGene00016763,Public name for WBGene00016763. History: N.A.
Y54E10A.16,122.5592902,0.57919273,0.001164485,0.020611934,Y54E10A.16,WBGene00021834,Sequence name for WBGene00021834(mab-31). History: N.A.
Y36E3A.2,249.9833082,-0.578000261,0.004983201,0.059452576,Y36E3A.2,WBGene00194708,Public name for WBGene00194708. History: N.A.
C29F9.1,2122.189192,-0.577768145,0.002668515,0.03770482,C29F9.1,WBGene00016216,Sequence name for WBGene00016216(pals-22). History: N.A.
F39H2.2,79.64312852,0.577566576,0.004185115,0.052295504,F39H2.2,WBGene00000890,Sequence name for WBGene00000890(sig-7). History: Renamed on 2006-01-05
Y58A7A.4,289.6254127,-0.577539195,0.001544197,0.025501345,Y58A7A.4,WBGene00021978,Public name for WBGene00021978. History: N.A.
F55C9.3,10326.84233,-0.577421714,0.008959281,0.089246713,F55C9.3,WBGene00010100,Public name for WBGene00010100. History: N.A.
H01A20.1,267.2711207,0.576787067,4.86E-05,0.001466252,H01A20.1,WBGene00003602,Sequence name for WBGene00003602(nhr-3). History: N.A.
W02A2.8,296.5100772,0.57501175,3.85E-06,0.00016887,W02A2.8,WBGene00012191,Public name for WBGene00012191. History: N.A.
C34D10.1,57.72736189,-0.573827977,0.008422866,0.085174539,C34D10.1,WBGene00016406,Public name for WBGene00016406. History: N.A.
F23A7.4,794.1034213,-0.570905247,0.000143091,0.003615846,F23A7.4,WBGene00009069,Public name for WBGene00009069. History: N.A.
Y37E3.3,165.0291577,-0.570817812,0.002775931,0.03878737,Y37E3.3,WBGene00021347,Sequence name for WBGene00021347(rpb-10). History: N.A.
H16D19.6,76.37233827,0.569545314,0.002490013,0.036127471,H16D19.6,WBGene00195254,Public name for WBGene00195254. History: N.A.
F40A3.7,176.4763421,0.568958455,2.75E-05,0.000927002,F40A3.7,WBGene00018222,Public name for WBGene00018222. History: N.A.
Y87G2A.1,516.9020125,0.568115512,0.004960014,0.059300649,Y87G2A.1,WBGene00013593,Public name for WBGene00013593. History: N.A.
Y73B6BL.2,226.4132129,-0.567303562,4.05E-05,0.001263665,Y73B6BL.2,WBGene00002033,Sequence name for WBGene00002033(htp-2). History: N.A.
T08D2.9,193.8875073,0.566663468,0.004914863,0.058884939,T08D2.9,WBGene00044700,Public name for WBGene00044700. History: N.A.
F10F2.2,59.87369887,-0.563416241,0.009039401,0.089965825,F10F2.2,WBGene00008654,Sequence name for WBGene00008654(pfas-1). History: N.A.
E01G4.1,271.8202536,0.561930541,0.001712999,0.027607503,E01G4.1,WBGene00008444,Sequence name for WBGene00008444(tbc-14). History: Renamed on 2016-04-19
T12E12.2,722.0884507,-0.560757375,1.56E-05,0.000566427,T12E12.2,WBGene00020463,Sequence name for WBGene00020463(cec-6). History: N.A.
Y39A3CR.3,139.320054,0.560067792,0.003383894,0.044579478,Y39A3CR.3,WBGene00021444,Sequence name for WBGene00021444(ttc-7). History: N.A.
M05B5.1,140.8379565,0.55954406,0.00072545,0.014042253,M05B5.1,WBGene00010869,Public name for WBGene00010869. History: N.A.
E02H9.9,767.2679034,-0.559386805,0.001216819,0.021142458,E02H9.9,WBGene00017106,Public name for WBGene00017106. History: N.A.
F31A9.4,251.2838083,-0.558605001,0.007892298,0.081184055,F31A9.4,WBGene00017942,Sequence name for WBGene00017942(fbxc-37). History: N.A.
Y102A5C.17,174.1473589,0.557731539,0.00421319,0.052530603,Y102A5C.17,WBGene00013622,Sequence name for WBGene00013622(clec-238). History: N.A.
ZK185.2,220.0753082,0.557624903,1.89E-05,0.000663095,ZK185.2,WBGene00022682,Public name for WBGene00022682. History: N.A.
F13C5.1,252.4163793,-0.557576381,0.000131279,0.003400658,F13C5.1,WBGene00017422,Public name for WBGene00017422. History: N.A.
W08F4.6,919.9142237,0.557492555,3.09E-06,0.00013859,W08F4.6,WBGene00021095,Sequence name for WBGene00021095(mlt-8). History: Renamed on 2005-03-17
C25G6.3,1097.74587,0.55699336,0.002896211,0.039647008,C25G6.3,WBGene00016108,Public name for WBGene00016108. History: N.A.
C50C3.1,218.1862075,-0.556524298,0.000448135,0.009489076,C50C3.1,WBGene00016799,Public name for WBGene00016799. History: N.A.
C56G3.2,218.7530197,-0.555372324,0.00035891,0.007962675,C56G3.2,WBGene00016985,Public name for WBGene00016985. History: N.A.
W05H12.2,4705.180789,-0.553909587,0.002858715,0.039410662,W05H12.2,WBGene00012290,Public name for WBGene00012290. History: N.A.
F10G8.7,168.4511958,0.553263193,0.000221767,0.005263949,F10G8.7,WBGene00008665,Sequence name for WBGene00008665(ercc-1). History: N.A.
T19C3.8,212.8269003,0.553039714,0.000932781,0.01716198,T19C3.8,WBGene00001412,Sequence name for WBGene00001412(fem-2). History: N.A.
Y73F8A.27,188.2124891,-0.55252797,0.004132088,0.051918796,Y73F8A.27,WBGene00013532,Public name for WBGene00013532. History: N.A.
F56C9.11,78.4125536,-0.551710624,0.005034639,0.059940203,F56C9.11,WBGene00018954,Sequence name for WBGene00018954(lab-2). History: N.A.
T11F8.5,104.1559641,-0.551133444,0.006481998,0.070445165,T11F8.5,WBGene00044499,Public name for WBGene00044499. History: N.A.
Y102A5C.7,163.827709,0.550382734,0.00719269,0.076056164,Y102A5C.7,WBGene00013614,Sequence name for WBGene00013614(clec-237). History: N.A.
F58A4.10,308.9661253,0.550204029,0.001703506,0.027572017,F58A4.10,WBGene00006704,Sequence name for WBGene00006704(ubc-7). History: N.A.
C35B1.5,310.7994433,-0.548263176,0.006106506,0.067792975,C35B1.5,WBGene00016435,Public name for WBGene00016435. History: N.A.
R11H6.1,160.2119267,-0.54824415,0.000162008,0.00403101,R11H6.1,WBGene00003982,Sequence name for WBGene00003982(pes-9). History: N.A.
F56C11.1,419.7552725,0.547596534,0.009151731,0.090936041,F56C11.1,WBGene00000253,Sequence name for WBGene00000253(bli-3). History: N.A.
F58G11.1,99.63143639,-0.547511931,0.004774679,0.057815911,F58G11.1,WBGene00010279,Sequence name for WBGene00010279(letm-1). History: N.A.
C08B11.9,391.6314466,0.547212943,5.23E-05,0.001565587,C08B11.9,WBGene00007436,Public name for WBGene00007436. History: N.A.
K01C8.2,71.49436957,0.547118757,0.004237922,0.052780966,K01C8.2,WBGene00010457,Public name for WBGene00010457. History: N.A.
R05D3.11,234.0595416,-0.546909447,0.000225588,0.005343466,R05D3.11,WBGene00019883,Sequence name for WBGene00019883(met-2). History: N.A.
K09H9.8,127.5089852,0.546581372,0.000600571,0.012081693,K09H9.8,WBGene00045387,Public name for WBGene00045387. History: N.A.
F26D10.10,237.2663291,0.545612455,0.004851797,0.058375911,F26D10.10,WBGene00001606,Sequence name for WBGene00001606(gln-5). History: N.A.
C53C7.3,403.7543456,-0.54482221,1.89E-05,0.000663095,C53C7.3,WBGene00008279,Public name for WBGene00008279. History: N.A.
B0244.2,56.80540814,0.544671673,0.007909682,0.081289175,B0244.2,WBGene00002048,Sequence name for WBGene00002048(ida-1). History: N.A.
F58G1.7,152.5219555,0.543923805,0.000833875,0.015612456,F58G1.7,WBGene00010269,Public name for WBGene00010269. History: N.A.
F21F8.11,178.3423648,0.54347318,7.05E-05,0.00203158,F21F8.11,WBGene00017681,Sequence name for WBGene00017681(slc-17.5). History: N.A.
T07E3.2,10952.55058,0.542742667,0.002858161,0.039410662,T07E3.2,WBGene00020313,Public name for WBGene00020313. History: N.A.
Y53F4B.17,2452.152778,0.542577001,0.00460554,0.056552438,Y53F4B.17,WBGene00013163,Public name for WBGene00013163. History: N.A.
ZC190.10,141.0337131,-0.542054893,0.001056303,0.01905375,ZC190.10,WBGene00022544,Public name for WBGene00022544. History: N.A.
Y73B6A.3,88.07907759,0.541444535,0.002691222,0.03793118,Y73B6A.3,WBGene00022230,Public name for WBGene00022230. History: N.A.
C33E10.4,4666.809474,0.539923697,0.000359137,0.007962675,C33E10.4,WBGene00023246,Public name for WBGene00023246. History: N.A.
T24D8.1,128.538696,0.538821461,0.005784895,0.065504415,T24D8.1,WBGene00020767,Sequence name for WBGene00020767(lgc-40). History: N.A.
Y37E11AR.5,107.6710124,-0.537982516,0.004911106,0.058884939,Y37E11AR.5,WBGene00021372,Sequence name for WBGene00021372(ugt-45). History: N.A.
Y73B3B.3,466.0138071,0.537553662,0.001196413,0.021013162,Y73B3B.3,WBGene00022225,Public name for WBGene00022225. History: N.A.
C52E4.6,106.7414099,-0.53488579,0.001380709,0.02320819,C52E4.6,WBGene00000876,Sequence name for WBGene00000876(cyl-1). History: N.A.
Y24F12A.4,13327.84969,-0.532395841,0.001133945,0.020134179,Y24F12A.4,WBGene00012499,Public name for WBGene00012499. History: N.A.
Y37E11AR.3,58.29558584,-0.531029233,0.007935556,0.081481279,Y37E11AR.3,WBGene00021370,Sequence name for WBGene00021370(nape-2). History: N.A.
Y2C2A.1,4407.636638,0.530221061,0.000421602,0.009008472,Y2C2A.1,WBGene00018468,"Public name for Dead gene WBGene00006453. History of WBGene00006453: Merged into ""WBGene00018468"" on 2014-01-06"
C52E4.2,866.3836854,0.53011041,0.003585962,0.04644557,C52E4.2,WBGene00003235,Sequence name for WBGene00003235(mif-2). History: N.A.
Y48A6B.10,150.3250262,-0.529828995,0.002371582,0.034854886,Y48A6B.10,WBGene00012973,"Public name for Dead gene WBGene00012971. History of WBGene00012971: Merged into ""WBGene00012973"" on 2016-10-20; Merged into ""WBGene00012973"" on 2016-10-20"
K12C11.6,77.41610665,0.529314125,0.003662968,0.047281046,K12C11.6,WBGene00045052,Public name for WBGene00045052. History: N.A.
F09D1.1,277.5623604,-0.529087069,0.00059771,0.0120455,F09D1.1,WBGene00017280,Sequence name for WBGene00017280(usp-39). History: N.A.
Y57G7A.5,105.7802407,0.528716961,0.003016999,0.040799607,Y57G7A.5,WBGene00021968,Public name for WBGene00021968. History: N.A.
F16B12.4,64.58363231,-0.528708028,0.006906243,0.073922864,F16B12.4,WBGene00008880,Public name for WBGene00008880. History: N.A.
C11D2.4,79.74314663,0.527906244,0.004353335,0.054040414,C11D2.4,WBGene00015702,Public name for WBGene00015702. History: N.A.
F21D9.6,316.0006777,-0.527357963,0.002290498,0.03410497,F21D9.6,WBGene00009020,Public name for WBGene00009020. History: N.A.
W04C9.1,587.0713112,0.527093215,1.06E-06,5.39E-05,W04C9.1,WBGene00001814,Sequence name for WBGene00001814(haf-4). History: N.A.
DC2.3,441.3219968,0.52673923,7.79E-08,4.98E-06,DC2.3,WBGene00017080,Sequence name for WBGene00017080(lec-12). History: N.A.
M04F3.2,324.9276956,-0.526498761,0.000722284,0.014032588,M04F3.2,WBGene00019768,Public name for WBGene00019768. History: N.A.
F54D5.7,97.10037702,0.525215682,0.002122741,0.032415372,F54D5.7,WBGene00010052,Public name for WBGene00010052. History: N.A.
T07A9.14,226.7709548,-0.524618979,0.000939836,0.017199001,T07A9.14,WBGene00044789,Public name for WBGene00044789. History: N.A.
T05G5.1,390.4302116,0.52412125,4.51E-06,0.000193922,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
ZK1073.1,647.7985225,-0.523954925,0.001553292,0.025541517,ZK1073.1,WBGene00014213,Public name for WBGene00014213. History: N.A.
Y37E11AL.1,139.0859947,-0.523900161,0.000731152,0.014084294,Y37E11AL.1,WBGene00021357,Public name for WBGene00021357. History: N.A.
C27H6.4,353.9726018,0.523697838,7.05E-06,0.000284832,C27H6.4,WBGene00007786,Sequence name for WBGene00007786(rmd-2). History: N.A.
C24F3.1,157.2882557,-0.522143608,0.006823269,0.073336371,C24F3.1,WBGene00007696,Sequence name for WBGene00007696(tram-1). History: N.A.
W02B3.6,80.00549863,-0.520550955,0.009242221,0.091582742,W02B3.6,,Public name for Dead gene WBGene00020926. History of WBGene00020926: Killed on 2012-12-20. Remark: lack of evidence
F22D6.2,286.8995436,0.520250917,0.002075954,0.031958995,F22D6.2,WBGene00009050,Public name for WBGene00009050. History: N.A.
Y48G1BL.5,1023.958965,-0.520167569,0.002504619,0.036249948,Y48G1BL.5,WBGene00021664,Public name for WBGene00021664. History: N.A.
F39B2.8,365.1867725,-0.51972985,2.99E-07,1.68E-05,F39B2.8,WBGene00009558,Public name for WBGene00009558. History: N.A.
H35B03.2,394.3175216,0.519106324,0.000131052,0.003400658,H35B03.2,WBGene00019264,Public name for WBGene00019264. History: N.A.
Y39A3CL.2,606.7088767,0.517783722,0.001700423,0.027561421,Y39A3CL.2,WBGene00006513,Sequence name for WBGene00006513(rimb-1). History: N.A.
F44E7.5,231.7139968,0.516610968,0.002054775,0.031675917,F44E7.5,WBGene00018427,Public name for WBGene00018427. History: N.A.
F21G4.4,101.3198462,-0.516608087,0.004470404,0.055372494,F21G4.4,WBGene00009025,Sequence name for WBGene00009025(phf-34). History: N.A.
R05H10.2,197.7592002,0.516598043,0.005408875,0.062825804,R05H10.2,WBGene00011043,Sequence name for WBGene00011043(rbm-28). History: N.A.
F52A8.5,205.7449945,-0.516065409,0.00456195,0.056138702,F52A8.5,WBGene00009918,Sequence name for WBGene00009918(gcsh-2). History: N.A.
C18A11.5,420.2245746,-0.515239228,3.72E-05,0.001174813,C18A11.5,WBGene00006962,Sequence name for WBGene00006962(xol-1). History: N.A.
M02F4.9,875.7051327,0.513311987,0.002931966,0.039950943,M02F4.9,WBGene00019739,Public name for WBGene00019739. History: N.A.
Y56A3A.30,306.2856926,0.512802512,0.002090404,0.032094355,Y56A3A.30,WBGene00013242,Public name for WBGene00013242. History: N.A.
R07G3.7,210.182561,-0.510118362,0.006634924,0.071763441,R07G3.7,WBGene00019943,Public name for WBGene00019943. History: N.A.
Y113G7A.5,119.4516849,-0.509850538,0.000809585,0.015207872,Y113G7A.5,WBGene00013746,Sequence name for WBGene00013746(lgc-55). History: N.A.
D2096.4,79.36475483,-0.509331095,0.005311377,0.062311722,D2096.4,WBGene00005019,Sequence name for WBGene00005019(sqv-1). History: N.A.
F45F2.9,189.371712,0.506641993,0.000344133,0.007748533,F45F2.9,WBGene00018481,Public name for WBGene00018481. History: N.A.
M162.11,387.7034853,0.505781801,5.79E-06,0.000239603,M162.11,WBGene00044655,Sequence name for WBGene00044655(fbxa-194). History: N.A.
C17G10.8,64.78393956,-0.505739304,0.008602125,0.086832479,C17G10.8,WBGene00000970,Sequence name for WBGene00000970(dhs-6). History: N.A.
F47B10.1,285.4200537,0.504050513,0.000983738,0.01790034,F47B10.1,WBGene00009812,Sequence name for WBGene00009812(suca-1). History: N.A.
ZK682.2,277.3834622,-0.503039676,0.000730244,0.014084294,ZK682.2,WBGene00022788,Sequence name for WBGene00022788(slc-17.7). History: N.A.
C01G8.2,153.6446472,-0.502900725,0.007083524,0.075182101,C01G8.2,WBGene00000540,Sequence name for WBGene00000540(cln-3.2). History: N.A.
K07A3.2,182.6873139,0.502838407,0.000774722,0.014674453,K07A3.2,WBGene00004226,Sequence name for WBGene00004226(ptr-12). History: N.A.
F42G4.7,1042.39256,-0.501565342,0.003754835,0.047975635,F42G4.7,WBGene00009644,Public name for WBGene00009644. History: N.A.
C56C10.9,99.51388206,0.501408753,0.006213515,0.068578343,C56C10.9,WBGene00016965,Public name for WBGene00016965. History: N.A.
Y102A5C.4,912.8497995,0.501393819,0.000546666,0.011135505,Y102A5C.4,WBGene00013613,Public name for WBGene00013613. History: N.A.
C18B10.6,436.7046098,0.499213096,0.000242927,0.005706531,C18B10.6,WBGene00015963,Public name for WBGene00015963. History: N.A.
T28F4.1,99.46195321,-0.499055861,0.008178592,0.083298298,T28F4.1,WBGene00012136,Public name for WBGene00012136. History: N.A.
B0207.4,395.4648734,-0.49887544,0.0030757,0.041460327,B0207.4,WBGene00000099,Sequence name for WBGene00000099(air-2). History: N.A.
T16H12.2,334.1290143,-0.498168643,0.004620688,0.056615909,T16H12.2,WBGene00011812,Public name for WBGene00011812. History: N.A.
K04G11.5,219.1737678,0.498101287,0.005609954,0.064323943,K04G11.5,WBGene00002151,Sequence name for WBGene00002151(irk-3). History: N.A.
C41D11.3,268.8036937,-0.497482339,0.000279779,0.006465122,C41D11.3,WBGene00016562,Public name for WBGene00016562. History: N.A.
Y37E11B.2,3063.926913,-0.495367132,0.000293509,0.006727576,Y37E11B.2,WBGene00021375,Public name for WBGene00021375. History: N.A.
Y54E5A.5,553.7890101,0.495167877,0.001110697,0.019812473,Y54E5A.5,WBGene00013200,Public name for WBGene00013200. History: N.A.
ZK418.7,434.9995326,0.494765012,0.000116032,0.003075921,ZK418.7,WBGene00022736,Public name for WBGene00022736. History: N.A.
R05G6.7,249.7072743,-0.493257079,0.000165219,0.004084051,R05G6.7,WBGene00019900,Sequence name for WBGene00019900(vdac-1). History: N.A.
C25G4.8,345.5175929,-0.492818845,0.007230786,0.076387803,C25G4.8,WBGene00007735,Public name for WBGene00007735. History: N.A.
F43G6.4,183.655466,0.49235404,0.000418042,0.008949253,F43G6.4,WBGene00009657,Public name for WBGene00009657. History: N.A.
AC8.12,1192.997527,-0.490946924,0.000152985,0.003825302,AC8.12,WBGene00043990,Public name for WBGene00043990. History: N.A.
AC8.7,1192.997527,-0.490946924,0.000152985,0.003825302,AC8.7,WBGene00007079,Public name for WBGene00007079. History: N.A.
VF11C1L.1,537.3530113,0.489935134,0.000202148,0.004848997,VF11C1L.1,WBGene00004089,Sequence name for WBGene00004089(ppk-3). History: N.A.
F52H3.1,208.4109301,-0.485762671,0.002368428,0.03485367,F52H3.1,WBGene00002497,Sequence name for WBGene00002497(let-268). History: N.A.
ZK792.1,117.2300363,0.485644782,0.002482935,0.036070911,ZK792.1,WBGene00014076,Public name for WBGene00014076. History: N.A.
T28A8.6,222.4091465,-0.485526494,0.000166669,0.004093127,T28A8.6,WBGene00012112,Public name for WBGene00012112. History: N.A.
Y73E7A.4,93.54994962,0.485246418,0.003915245,0.049633927,Y73E7A.4,WBGene00022271,Sequence name for WBGene00022271(cpx-1). History: N.A.
T13H5.8,99.02084374,0.485144235,0.006988526,0.07446187,T13H5.8,WBGene00011761,Public name for WBGene00011761. History: N.A.
Y42A5A.5,370.2653054,-0.484663701,0.000372897,0.008168139,Y42A5A.5,WBGene00012780,Public name for WBGene00012780. History: N.A.
Y54G11A.9,161.2288857,0.484644763,0.002587901,0.036933747,Y54G11A.9,WBGene00013218,Public name for WBGene00013218. History: N.A.
Y54G11A.10,148.4728263,0.484324594,0.000914534,0.01687203,Y54G11A.10,WBGene00002996,"Sequence name for WBGene00002996(lin-7). History: Split into Y54G11A.17(WBGene00185067). History of WBGene00002996: Split into ""WBGene00185067"" on 2009-03-06"
Y48G1BM.9,1068.881576,-0.48299452,0.003395191,0.044624287,Y48G1BM.9,WBGene00021675,"Public name for Dead gene WBGene00021674. History of WBGene00021674: Merged into ""WBGene00021675"" on 2013-10-17"
Y97E10AR.4,357.9275855,-0.482803321,0.002514682,0.036253595,Y97E10AR.4,WBGene00022399,Public name for WBGene00022399. History: N.A.
R03H10.6,868.603976,0.482075042,1.03E-07,6.36E-06,R03H10.6,WBGene00019858,Public name for WBGene00019858. History: N.A.
T28H11.4,125.5770444,-0.480182314,0.005436243,0.063067093,T28H11.4,WBGene00003976,Sequence name for WBGene00003976(pes-1). History: N.A.
F46F5.3,334.3368277,0.47978872,0.004612269,0.056573837,F46F5.3,WBGene00023287,Public name for WBGene00023287. History: N.A.
C01F6.3,219.7286682,0.479631671,0.00173308,0.027812618,C01F6.3,WBGene00000374,Sequence name for WBGene00000374(cyp-31A1). History: N.A.
W03G1.3,412.9168968,0.479505782,6.31E-05,0.001844537,W03G1.3,,Sequence name for Suppressed gene WBGene00043537. Molecular name for Suppressed gene WBGene00043537. Public name for Suppressed gene WBGene00043537. History of WBGene00043537: Killed on 2004-10-04; Resurrected on 2005-09-09; Killed on 2011-01-21; Suppressed on 2013-07-30. Remark: The corresponding CDS object for this gene had been created and removed before WormBase introduced the concept of unique gene identifiers.  This (dead) gene object exists as an attempt to make sure that a gene ID exists for every worm gene prediction that has ever existed....[050610 pad] Automatic assignment of Sequence_name connection using info taken from Public_name tags....This gene has been resurrected because it may be a member of a small gene family and should not have been removed....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
Y73B3A.7,1488.95729,0.478966354,2.62E-06,0.000119502,Y73B3A.7,WBGene00022209,Public name for WBGene00022209. History: N.A.
C28C12.2,481.7925366,-0.477391134,0.000217058,0.005184717,C28C12.2,WBGene00016178,Sequence name for WBGene00016178(mesp-1). History: N.A.
