# Curated list of genes misregulated in the dcr-1(-/-);unc-32(-/-) relative to unc-32(-/-). The uncurated output from the microarray analysis software package GeneSifter is presented in worksheet ""dcr-1 raw data""
gene,affy_id,fold change,direction,Input,Suggested Match,History
Y48D7A.2,185166_s_at,1.7,Up,Y48D7A.2,WBGene00001461,Sequence name for WBGene00001461(flp-18). History: N.A.
Y54E5A.1,176217_at,1.7,Up,Y54E5A.1,WBGene00013197,Sequence name for WBGene00013197(ttm-5). History: N.A.
F08G12.10,173200_s_at,1.69,Up,F08G12.10,WBGene00002124,Sequence name for WBGene00002124(inx-2). History: N.A.
F13C5.2,175092_s_at,1.69,Up,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
F26D12.1,174839_at,1.69,Up,F26D12.1,WBGene00001439,Sequence name for WBGene00001439(fkh-7). History: N.A.
W01F3.1,179782_s_at,1.69,Up,W01F3.1,WBGene00012184,Sequence name for WBGene00012184(mnr-1). History: N.A.
W06H8.5,174413_at,1.69,Up,W06H8.5,WBGene00023159,Public name for WBGene00023159. History: N.A.
ZK381.5,181271_s_at,1.69,Up,ZK381.5,WBGene00022727,Sequence name for WBGene00022727(prkl-1). History: Renamed on 2016-08-02
C25A11.4,175053_at,1.68,Up,C25A11.4,WBGene00000100,Sequence name for WBGene00000100(ajm-1). History: N.A.
F42A10.2,187808_s_at,1.68,Up,F42A10.2,WBGene00003593,Sequence name for WBGene00003593(nfm-1). History: N.A.
K09E4.4,178332_s_at,1.68,Up,K09E4.4,WBGene00010722,Public name for WBGene00010722. History: N.A.
T11F9.12,181023_s_at,1.68,Up,T11F9.12,WBGene00011713,Sequence name for WBGene00011713(htrl-1). History: N.A.
T21E3.3,173760_s_at,1.68,Up,T21E3.3,WBGene00003072,Sequence name for WBGene00003072(lrp-2). History: Renamed on 2008-05-09
C03B1.12,187660_s_at,1.67,Up,C03B1.12,WBGene00003053,Sequence name for WBGene00003053(lmp-1). History: N.A.
C03G5.7,180535_at,1.67,Up,C03G5.7,WBGene00001448,Sequence name for WBGene00001448(flp-5). History: N.A.
C31C9.2,192474_s_at,1.67,Up,C31C9.2,WBGene00007836,Public name for WBGene00007836. History: N.A.
F14B8.5,173210_s_at,1.67,Up,F14B8.5,WBGene00017447,Public name for WBGene00017447. History: N.A.
F27D9.8,191233_at,1.67,Up,F27D9.8,WBGene00017866,Sequence name for WBGene00017866(stn-2). History: N.A.
R07B7.13,190798_at,1.67,Up,R07B7.13,WBGene00011097,Sequence name for WBGene00011097(nhr-206). History: N.A.
R11B5.1,194181_x_at,1.67,Up,R11B5.1,WBGene00044061,"Sequence name for WBGene00044061(tbc-12). History: Renamed on 2008-06-23. Public name for Dead gene WBGene00020002. History of WBGene00020002: Merged into ""WBGene00044061"" on 2005-10-05"
R13H4.5,177923_at,1.67,Up,R13H4.5,WBGene00011263,Public name for WBGene00011263. History: N.A.
W01A11.3,174629_at,1.67,Up,W01A11.3,WBGene00006815,Sequence name for WBGene00006815(unc-83). History: N.A.
Y51A2D.19,185915_at,1.67,Up,Y51A2D.19,WBGene00004830,Sequence name for WBGene00004830(slo-1). History: N.A.
ZK6.10,175170_s_at,1.67,Up,ZK6.10,WBGene00022644,Sequence name for WBGene00022644(dod-19). History: N.A.
B0361.9,173537_at,1.66,Up,B0361.9,WBGene00015163,"Public name for WBGene00015163. History: Split into B0361.14(WBGene00303033). History of WBGene00015163: Split into ""WBGene00303033"" on 2018-03-02"
C06H5.7,173161_at,1.66,Up,C06H5.7,WBGene00007395,Sequence name for WBGene00007395(dcar-1). History: N.A.
F17C11.2,181257_at,1.66,Up,F17C11.2,WBGene00008914,Public name for WBGene00008914. History: N.A.
F38A6.2,192566_s_at,1.66,Up,F38A6.2,WBGene00001248,Sequence name for WBGene00001248(elp-1). History: N.A.
F52H3.7,172043_x_at,1.66,Up,F52H3.7,WBGene00002265,Sequence name for WBGene00002265(lec-2). History: N.A.
F56F10.3,190361_s_at,1.66,Up,F56F10.3,WBGene00018986,Sequence name for WBGene00018986(cdo-1). History: N.A.
R02E12.6,186182_s_at,1.66,Up,R02E12.6,WBGene00019830,Sequence name for WBGene00019830(hrg-1). History: N.A.
R52.2,177337_at,1.66,Up,R52.2,,Sequence name for Suppressed gene WBGene00020074. Molecular name for Suppressed gene WBGene00020074. Public name for Suppressed gene WBGene00020074. History of WBGene00020074: Killed on 2008-09-11; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
T02C5.5,174819_at,1.66,Up,T02C5.5,WBGene00006742,Sequence name for WBGene00006742(unc-2). History: N.A.
T25F10.3,186385_at,1.66,Up,T25F10.3,WBGene00020806,Public name for WBGene00020806. History: N.A.
T26C5.1,190852_at,1.66,Up,T26C5.1,WBGene00001761,Sequence name for WBGene00001761(gst-13). History: N.A.
C05E4.9,173301_s_at,1.65,Up,C05E4.9,WBGene00001564,Sequence name for WBGene00001564(icl-1). History: Renamed on 2010-11-16
F29D11.1,193872_s_at,1.65,Up,F29D11.1,WBGene00003071,Sequence name for WBGene00003071(lrp-1). History: N.A.
F43C9.4,173507_s_at,1.65,Up,F43C9.4,WBGene00003245,Sequence name for WBGene00003245(mig-13). History: N.A.
K12H4.1,176620_at,1.65,Up,K12H4.1,WBGene00000448,Sequence name for WBGene00000448(pros-1). History: Renamed on 2013-02-08; Renamed on 2017-10-13
M01A8.2,173748_at,1.65,Up,M01A8.2,WBGene00010796,Sequence name for WBGene00010796(clip-1). History: N.A.
T02C12.1,173442_at,1.65,Up,T02C12.1,WBGene00002038,Sequence name for WBGene00002038(hum-5). History: N.A.
W02D3.1,189047_at,1.65,Up,W02D3.1,WBGene00020931,Sequence name for WBGene00020931(cytb-5.2). History: N.A.
W03D8.6,188000_at,1.65,Up,W03D8.6,WBGene00002174,Sequence name for WBGene00002174(itx-1). History: N.A.
Y22F5A.1,192564_at,1.65,Up,Y22F5A.1,WBGene00012494,Sequence name for WBGene00012494(nhr-232). History: N.A.
Y47D3A.2,179854_at,1.65,Up,Y47D3A.2,WBGene00012923,Sequence name for WBGene00012923(fbxa-128). History: N.A.
Y53F4B.28,188307_at,1.65,Up,Y53F4B.28,WBGene00004234,Sequence name for WBGene00004234(ptr-20). History: N.A.
Y66H1A.5,186092_s_at,1.65,Up,Y66H1A.5,WBGene00022047,Public name for WBGene00022047. History: N.A.
C46H11.2,184396_at,1.64,Up,C46H11.2,WBGene00016728,Public name for WBGene00016728. History: N.A.
C53B4.7,190917_at,1.64,Up,C53B4.7,WBGene00000266,"Sequence name for WBGene00000266(bre-1). History: Renamed on 2006-12-15. Public name for Dead gene WBGene00008276. History of WBGene00008276: Merged into ""WBGene00000266"" on 2006-12-15"
E03D2.2,174265_at,1.64,Up,E03D2.2,WBGene00003747,Sequence name for WBGene00003747(nlp-9). History: N.A.
F52E1.5,180450_at,1.64,Up,F52E1.5,WBGene00018694,Public name for WBGene00018694. History: N.A.
F55F3.3,175241_at,1.64,Up,F55F3.3,WBGene00010117,Sequence name for WBGene00010117(nkb-3). History: N.A.
M01H9.4,182941_at,1.64,Up,M01H9.4,WBGene00019720,"Public name for WBGene00019720. History: Split into M01H9.10(WBGene00271788). History of WBGene00019720: Split into ""WBGene00271788"" on 2017-09-21"
T12B3.3,189688_at,1.64,Up,T12B3.3,WBGene00020446,Public name for WBGene00020446. History: N.A.
T23E7.4,180758_at,1.64,Up,T23E7.4,WBGene00003744,Sequence name for WBGene00003744(nlp-6). History: N.A.
B0350.2,172123_x_at,1.63,Up,B0350.2,WBGene00006780,Sequence name for WBGene00006780(unc-44). History: N.A.
C23H4.1,173438_at,1.63,Up,C23H4.1,WBGene00000277,Sequence name for WBGene00000277(cab-1). History: N.A.
F26G1.4,181052_at,1.63,Up,F26G1.4,WBGene00017840,Sequence name for WBGene00017840(ttm-2). History: N.A.
F52E4.8,175957_at,1.63,Up,F52E4.8,WBGene00018704,Sequence name for WBGene00018704(ztf-13). History: N.A.
K08B12.2,174275_at,1.63,Up,K08B12.2,WBGene00019521,Sequence name for WBGene00019521(dmd-7). History: N.A.
T05A8.3,181900_at,1.63,Up,T05A8.3,WBGene00020229,Public name for WBGene00020229. History: N.A.
T27C4.1,179928_s_at,1.63,Up,T27C4.1,WBGene00020854,Public name for WBGene00020854. History: N.A.
Y45F10C.4,186062_at,1.63,Up,Y45F10C.4,WBGene00012880,Public name for WBGene00012880. History: N.A.
Y54G2A.4,174251_s_at,1.63,Up,Y54G2A.4,WBGene00021870,Sequence name for WBGene00021870(samt-1). History: N.A.
ZK1320.10,187582_at,1.63,Up,ZK1320.10,WBGene00003749,Sequence name for WBGene00003749(nlp-11). History: N.A.
ZK930.3,179130_at,1.63,Up,ZK930.3,WBGene00014153,Sequence name for WBGene00014153(vab-23). History: N.A.
C07A12.2,185246_at,1.62,Up,C07A12.2,WBGene00015560,Public name for WBGene00015560. History: N.A.
F40A3.1,181149_at,1.62,Up,F40A3.1,WBGene00018216,Public name for WBGene00018216. History: N.A.
F41G4.2,190392_s_at,1.62,Up,F41G4.2,WBGene00000294,Sequence name for WBGene00000294(cas-1). History: N.A.
F42F12.9,194245_x_at,1.62,Up,F42F12.9,WBGene00009640,Sequence name for WBGene00009640(nspc-10). History: N.A.
K02D7.1,189003_s_at,1.62,Up,K02D7.1,WBGene00019298,Sequence name for WBGene00019298(pnp-1). History: N.A.
R11G11.14,188543_s_at,1.62,Up,R11G11.14,WBGene00020016,Sequence name for WBGene00020016(lipl-3). History: N.A.
T01G6.2,189948_at,1.62,Up,T01G6.2,WBGene00003721,Sequence name for WBGene00003721(nhr-131). History: N.A.
T03F7.7,192596_s_at,1.62,Up,T03F7.7,WBGene00011404,Public name for WBGene00011404. History: N.A.
W02C12.3,174862_at,1.62,Up,W02C12.3,WBGene00020930,Sequence name for WBGene00020930(hlh-30). History: N.A.
W04C9.1,171901_x_at,1.62,Up,W04C9.1,WBGene00001814,Sequence name for WBGene00001814(haf-4). History: N.A.
Y71H2AM.13,176285_s_at,1.62,Up,Y71H2AM.13,WBGene00022178,Sequence name for WBGene00022178(cest-25). History: N.A.
ZC412.3,179334_s_at,1.62,Up,ZC412.3,WBGene00013884,Public name for WBGene00013884. History: N.A.
ZK1151.1,182228_s_at,1.62,Up,ZK1151.1,WBGene00006876,Sequence name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
C01C4.1,193825_at,1.61,Up,C01C4.1,WBGene00003739,Sequence name for WBGene00003739(nlp-1). History: N.A.
C39E6.1,174576_at,1.61,Up,C39E6.1,WBGene00003056,Sequence name for WBGene00003056(lon-2). History: N.A.
C43H6.3,174931_at,1.61,Up,C43H6.3,WBGene00016616,Sequence name for WBGene00016616(mtpn-1). History: N.A.
D1046.5,175297_at,1.61,Up,D1046.5,WBGene00008366,Sequence name for WBGene00008366(tpra-1). History: N.A.
F16B4.4,183062_at,1.61,Up,F16B4.4,WBGene00017506,Public name for WBGene00017506. History: N.A.
F31E3.1,175601_at,1.61,Up,F31E3.1,WBGene00000443,Sequence name for WBGene00000443(ceh-20). History: N.A.
F32A7.5,189026_s_at,1.61,Up,F32A7.5,WBGene00009306,Sequence name for WBGene00009306(maph-1.1). History: N.A.
F49H12.5,184788_at,1.61,Up,F49H12.5,WBGene00018656,Sequence name for WBGene00018656(txdc-12.2). History: N.A.
F52E1.9,180911_at,1.61,Up,F52E1.9,WBGene00018697,Public name for WBGene00018697. History: N.A.
F53F8.4,179553_at,1.61,Up,F53F8.4,WBGene00010001,Public name for WBGene00010001. History: N.A.
M04G12.4,174860_at,1.61,Up,M04G12.4,WBGene00010868,Sequence name for WBGene00010868(somi-1). History: N.A.
Y39E4B.3,174064_s_at,1.61,Up,Y39E4B.3,WBGene00004164,Sequence name for WBGene00004164(pqn-83). History: N.A.
Y45F10A.7,184990_at,1.61,Up,Y45F10A.7,WBGene00012869,Public name for WBGene00012869. History: N.A.
Y55B1AR.1,187047_at,1.61,Up,Y55B1AR.1,WBGene00002269,Sequence name for WBGene00002269(lec-6). History: N.A.
Y75B8A.29,185348_at,1.61,Up,Y75B8A.29,WBGene00013560,"Sequence name for WBGene00013560(zip-12). History: Split into Y75B8A.63(WBGene00303096). History of WBGene00013560: Split into ""WBGene00303096"" on 2018-03-02"
C04F6.4,192068_s_at,1.6,Up,C04F6.4,WBGene00006810,Sequence name for WBGene00006810(unc-78). History: N.A.
C34E7.1,177675_at,1.6,Up,C34E7.1,WBGene00004108,Sequence name for WBGene00004108(pqn-18). History: N.A.
C50F4.13,190805_at,1.6,Up,C50F4.13,WBGene00001909,Sequence name for WBGene00001909(his-35). History: N.A.
E01G6.2,178527_at,1.6,Up,E01G6.2,WBGene00008450,Public name for WBGene00008450. History: N.A.
F41D9.3,174176_at,1.6,Up,F41D9.3,WBGene00006942,Sequence name for WBGene00006942(wrk-1). History: N.A.
K02G10.1,185588_at,1.6,Up,K02G10.1,WBGene00019344,Sequence name for WBGene00019344(dhhc-10). History: N.A.
K07D8.1,188105_s_at,1.6,Up,K07D8.1,WBGene00003497,Sequence name for WBGene00003497(mup-4). History: N.A.
K07E1.1,180476_at,1.6,Up,K07E1.1,WBGene00019489,Public name for WBGene00019489. History: N.A.
Y12A6A.2,184117_at,1.6,Up,Y12A6A.2,WBGene00012440,Sequence name for WBGene00012440(nlp-53). History: N.A.
C11H1.2,177744_at,1.59,Up,C11H1.2,WBGene00007528,Public name for WBGene00007528. History: N.A.
C15C7.7,175405_s_at,1.59,Up,C15C7.7,WBGene00015793,Sequence name for WBGene00015793(pfut-1). History: N.A.
C33A12.2,180914_at,1.59,Up,C33A12.2,WBGene00007881,Sequence name for WBGene00007881(nlp-35). History: N.A.
F01G10.8,175659_at,1.59,Up,F01G10.8,WBGene00000910,Sequence name for WBGene00000910(daf-14). History: N.A.
F13B9.5,175608_at,1.59,Up,F13B9.5,WBGene00002239,Sequence name for WBGene00002239(ksr-1). History: N.A.
F52H3.3,173877_s_at,1.59,Up,F52H3.3,WBGene00009945,"Sequence name for WBGene00009945(bath-38). History: Split into F52H3.11(WBGene00303061). History of WBGene00009945: Split into ""WBGene00303061"" on 2018-03-02"
K02G10.4,175770_s_at,1.59,Up,K02G10.4,WBGene00001454,Sequence name for WBGene00001454(flp-11). History: N.A.
T04A6.1,182798_at,1.59,Up,T04A6.1,WBGene00020200,Public name for WBGene00020200. History: N.A.
T07D1.2,180862_s_at,1.59,Up,T07D1.2,WBGene00020301,Sequence name for WBGene00020301(gid-2). History: N.A.
B0244.2,193087_s_at,1.58,Up,B0244.2,WBGene00002048,Sequence name for WBGene00002048(ida-1). History: N.A.
C34F6.6,178277_at,1.58,Up,C34F6.6,WBGene00007939,"Public name for Dead gene WBGene00007940. History of WBGene00007940: Merged into ""WBGene00007939"" on 2011-01-21"
F18C5.10,174769_at,1.58,Up,F18C5.10,WBGene00017563,Public name for WBGene00017563. History: N.A.
K05F1.10,186179_at,1.58,Up,K05F1.10,WBGene00019411,Public name for WBGene00019411. History: N.A.
T07C4.5,173402_s_at,1.58,Up,T07C4.5,WBGene00011561,Sequence name for WBGene00011561(ttr-15). History: N.A.
T25C12.1,174510_at,1.58,Up,T25C12.1,WBGene00003003,Sequence name for WBGene00003003(lin-14). History: N.A.
C34E11.1,174664_at,1.57,Up,C34E11.1,WBGene00004682,Sequence name for WBGene00004682(rsd-3). History: N.A.
F07H5.3,175094_s_at,1.57,Up,F07H5.3,WBGene00014307,Public name for WBGene00014307. History: N.A.
F53C11.3,191783_at,1.57,Up,F53C11.3,WBGene00009973,Public name for WBGene00009973. History: N.A.
F55C10.1,189751_at,1.57,Up,F55C10.1,WBGene00000554,Sequence name for WBGene00000554(cnb-1). History: N.A.
K03C7.2,174978_at,1.57,Up,K03C7.2,WBGene00001441,Sequence name for WBGene00001441(fkh-9). History: N.A.
K06A4.3,188332_at,1.57,Up,K06A4.3,WBGene00010593,Sequence name for WBGene00010593(gsnl-1). History: N.A.
R08E3.1,191828_at,1.57,Up,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
R148.6,178926_s_at,1.57,Up,R148.6,WBGene00006452,Sequence name for WBGene00006452(heh-1). History: N.A.
T07C12.7,191060_at,1.57,Up,T07C12.7,WBGene00011571,Sequence name for WBGene00011571(ttr-46). History: N.A.
T20D3.9,178342_s_at,1.57,Up,T20D3.9,WBGene00007505,"Public name for Dead gene WBGene00011861. History of WBGene00011861: Merged into ""WBGene00011862"" on 2006-12-11. History of Dead gene WBGene00011862: Merged into ""WBGene00007505"" on 2014-05-28"
T26C12.6,184328_s_at,1.57,Up,T26C12.6,WBGene00044469,Sequence name for WBGene00044469(clec-173). History: N.A.
W10D5.3,173623_s_at,1.57,Up,W10D5.3,WBGene00001574,Sequence name for WBGene00001574(gei-17). History: N.A.
Y50E8A.16,185780_at,1.57,Up,Y50E8A.16,WBGene00001817,Sequence name for WBGene00001817(haf-7). History: N.A.
Y51F10.7,173310_at,1.57,Up,Y51F10.7,WBGene00021768,Public name for WBGene00021768. History: N.A.
ZC376.3,189341_s_at,1.57,Up,ZC376.3,WBGene00013875,Sequence name for WBGene00013875(cest-2.1). History: N.A.
C09F12.1,184003_s_at,1.56,Up,C09F12.1,WBGene00000522,Sequence name for WBGene00000522(clc-1). History: N.A.
C39E9.8,179110_at,1.56,Up,C39E9.8,WBGene00008032,Public name for WBGene00008032. History: N.A.
F22F4.2,192259_s_at,1.56,Up,F22F4.2,WBGene00002125,Sequence name for WBGene00002125(inx-3). History: N.A.
F25H5.1,193411_s_at,1.56,Up,F25H5.1,WBGene00006407,Sequence name for WBGene00006407(lim-9). History: Renamed on 2007-02-02
F41E6.6,193329_at,1.56,Up,F41E6.6,WBGene00007055,"Sequence name for WBGene00007055(tag-196). History: N.A.. Public name for Dead gene WBGene00018287. History of WBGene00018287: Merged into ""WBGene00007055"" on 2005-10-05"
F54E2.1,180150_at,1.56,Up,F54E2.1,WBGene00018823,Public name for WBGene00018823. History: N.A.
T05A10.1,174615_at,1.56,Up,T05A10.1,WBGene00004862,Sequence name for WBGene00004862(sma-9). History: N.A.
T22F7.4,176755_at,1.56,Up,T22F7.4,WBGene00020703,Public name for WBGene00020703. History: N.A.
Y92H12A.2,176192_s_at,1.56,Up,Y92H12A.2,WBGene00022358,Public name for WBGene00022358. History: N.A.
F09B9.3,193692_s_at,1.55,Up,F09B9.3,WBGene00001331,Sequence name for WBGene00001331(erd-2.1). History: Renamed on 2018-11-08
F46C8.6,192146_s_at,1.55,Up,F46C8.6,WBGene00001069,Sequence name for WBGene00001069(dpy-7). History: N.A.
F57G4.8,178456_at,1.55,Up,F57G4.8,WBGene00010212,Sequence name for WBGene00010212(fbxa-192). History: N.A.
K02C4.5,178299_at,1.55,Up,K02C4.5,WBGene00010503,Public name for WBGene00010503. History: N.A.
K08F8.3,189602_s_at,1.55,Up,K08F8.3,WBGene00001505,Sequence name for WBGene00001505(fut-1). History: N.A.
R12H7.2,191607_s_at,1.55,Up,R12H7.2,WBGene00000217,Sequence name for WBGene00000217(asp-4). History: N.A.
ZC449.3,175472_at,1.55,Up,ZC449.3,WBGene00022613,Sequence name for WBGene00022613(sek-3). History: N.A.
ZK1193.5,175379_at,1.55,Up,ZK1193.5,WBGene00022861,Sequence name for WBGene00022861(dve-1). History: N.A.
ZK856.7,179528_at,1.55,Up,ZK856.7,WBGene00014108,Public name for WBGene00014108. History: N.A.
C11E4.1,190329_at,1.54,Up,C11E4.1,WBGene00007516,Sequence name for WBGene00007516(gpx-5). History: N.A.
C36E8.3,177979_s_at,1.54,Up,C36E8.3,WBGene00007982,Sequence name for WBGene00007982(pxd-1). History: N.A.
F56H9.2,172271_x_at,1.54,Up,F56H9.2,WBGene00010174,Public name for WBGene00010174. History: N.A.
F58H12.1,174559_at,1.54,Up,F58H12.1,WBGene00002210,Sequence name for WBGene00002210(kin-29). History: N.A.
K08A2.5,174119_at,1.54,Up,K08A2.5,WBGene00003678,Sequence name for WBGene00003678(nhr-88). History: N.A.
K10C9.3,179880_at,1.54,Up,K10C9.3,WBGene00019624,Sequence name for WBGene00019624(rnst-2). History: N.A.
M05D6.5,173731_s_at,1.54,Up,M05D6.5,WBGene00010878,Public name for WBGene00010878. History: N.A.
R05G9.2,175850_at,1.54,Up,R05G9.2,WBGene00019904,Sequence name for WBGene00019904(twk-49). History: N.A.
W02A2.2,179591_at,1.54,Up,W02A2.2,WBGene00001390,Sequence name for WBGene00001390(far-6). History: N.A.
C35B1.5,180269_at,1.53,Up,C35B1.5,WBGene00016435,Public name for WBGene00016435. History: N.A.
F20D1.1,179233_at,1.53,Up,F20D1.1,WBGene00008973,Sequence name for WBGene00008973(flwr-1). History: N.A.
F27D9.1,174516_at,1.53,Up,F27D9.1,WBGene00006757,Sequence name for WBGene00006757(unc-18). History: N.A.
F59F5.8,177993_at,1.53,Up,F59F5.8,WBGene00200147,"Public name for WBGene00200147. History: N.A.. Other name for Dead gene WBGene00010346. History of WBGene00010346: Merged into ""WBGene00010341"" on 2008-09-15"
T04F8.8,179349_at,1.53,Up,T04F8.8,WBGene00011446,Public name for WBGene00011446. History: N.A.
Y102A5C.19,186612_at,1.53,Up,Y102A5C.19,WBGene00013623,Sequence name for WBGene00013623(fbxa-90). History: N.A.
ZK455.7,193924_at,1.53,Up,ZK455.7,WBGene00003997,Sequence name for WBGene00003997(pgp-3). History: N.A.
AC7.2,187914_s_at,1.52,Up,AC7.2,WBGene00004929,Sequence name for WBGene00004929(soc-2). History: N.A.
B0496.3,187747_at,1.52,Up,B0496.3,WBGene00006814,"Sequence name for WBGene00006814(unc-82). History: N.A.. Public name for Dead gene WBGene00015212. History of WBGene00015212: Merged into ""WBGene00006814"" on 2007-06-12"
C06G1.5,190904_s_at,1.52,Up,C06G1.5,WBGene00018373,"Public name for Dead gene WBGene00015548. History of WBGene00015548: Merged into ""WBGene00018373"" on 2017-01-13"
C14B9.2,188474_s_at,1.52,Up,C14B9.2,WBGene00015752,Public name for WBGene00015752. History: N.A.
H10E21.3,190236_s_at,1.52,Up,H10E21.3,WBGene00003670,Sequence name for WBGene00003670(nhr-80). History: N.A.
T02C5.1,179947_at,1.52,Up,T02C5.1,WBGene00020158,Public name for WBGene00020158. History: N.A.
T19D7.4,180335_at,1.52,Up,T19D7.4,WBGene00020572,Sequence name for WBGene00020572(rund-1). History: N.A.
T26E3.2,189529_at,1.52,Up,T26E3.2,WBGene00003578,Sequence name for WBGene00003578(ndx-1). History: N.A.
ZK622.3,181305_s_at,1.52,Up,ZK622.3,WBGene00022781,Sequence name for WBGene00022781(pmt-1). History: N.A.
C14A4.1,178483_at,1.51,Up,C14A4.1,WBGene00007555,Sequence name for WBGene00007555(dohh-1). History: N.A.
F11D5.1,193862_s_at,1.51,Up,F11D5.1,WBGene00017380,Public name for WBGene00017380. History: N.A.
F14D12.2,193526_s_at,1.51,Up,F14D12.2,WBGene00006826,Sequence name for WBGene00006826(unc-97). History: N.A.
F25E2.5,173439_at,1.51,Up,F25E2.5,WBGene00000899,Sequence name for WBGene00000899(daf-3). History: N.A.
H13N06.5,187445_s_at,1.51,Up,H13N06.5,WBGene00006494,"Sequence name for WBGene00006494(zipt-7.2). History: Renamed on 2007-08-01; Renamed on 2016-11-29. Public name for Dead gene WBGene00010398. History of WBGene00010398: Merged into ""WBGene00006494"" on 2005-10-05"
H20E11.2,186299_at,1.51,Up,H20E11.2,WBGene00019214,Public name for WBGene00019214. History: N.A.
K08A2.1,173312_s_at,1.51,Up,K08A2.1,WBGene00019511,Sequence name for WBGene00019511(lido-8). History: N.A.
K12H6.6,173295_s_at,1.51,Up,K12H6.6,WBGene00019686,Public name for WBGene00019686. History: N.A.
T22F7.1,183538_at,1.51,Up,T22F7.1,WBGene00020701,Public name for WBGene00020701. History: N.A.
ZC506.1,173053_s_at,1.51,Up,ZC506.1,WBGene00013919,Public name for WBGene00013919. History: N.A.
C09B8.7,175721_s_at,1.5,Up,C09B8.7,WBGene00003911,Sequence name for WBGene00003911(pak-1). History: N.A.
C37A2.6,179855_at,1.5,Up,C37A2.6,WBGene00016492,Public name for WBGene00016492. History: N.A.
F09A5.4,179997_s_at,1.5,Up,F09A5.4,WBGene00008601,Sequence name for WBGene00008601(mob-2). History: Renamed on 2017-04-05
F33E2.2,173354_s_at,1.5,Up,F33E2.2,WBGene00001008,Sequence name for WBGene00001008(dlk-1). History: N.A.
R12H7.1,175603_at,1.5,Up,R12H7.1,WBGene00006749,Sequence name for WBGene00006749(unc-9). History: N.A.
W09D10.5,183292_at,1.5,Up,W09D10.5,WBGene00012363,Public name for WBGene00012363. History: N.A.
Y37D8A.23,194006_at,1.5,Up,Y37D8A.23,WBGene00006762,Sequence name for WBGene00006762(unc-25). History: N.A.
Y27F2A.3,191401_at,11.17,Down,Y27F2A.3,WBGene00005552,Sequence name for WBGene00005552(sri-40). History: N.A.
C03E10.5,182545_at,9.47,Down,C03E10.5,WBGene00007282,Sequence name for WBGene00007282(clec-223). History: N.A.
C06E1.6,172096_x_at,9.24,Down,C06E1.6,WBGene00015521,Sequence name for WBGene00015521(fipr-16). History: N.A.
R08H2.1,188882_at,8.38,Down,R08H2.1,WBGene00000986,Sequence name for WBGene00000986(dhs-23). History: N.A.
ZK39.6,193130_at,6.13,Down,ZK39.6,WBGene00013931,Sequence name for WBGene00013931(clec-97). History: N.A.
F25D1.5,188921_at,5.74,Down,F25D1.5,WBGene00009110,Public name for WBGene00009110. History: N.A.
C03E10.6,182881_at,5.63,Down,C03E10.6,WBGene00007283,Sequence name for WBGene00007283(clec-222). History: N.A.
C53B7.7,180633_at,5.13,Down,C53B7.7,WBGene00016896,Sequence name for WBGene00016896(nep-4). History: N.A.
H13N06.6,193713_s_at,4.93,Down,H13N06.6,WBGene00006541,Sequence name for WBGene00006541(tbh-1). History: N.A.
F54F7.2,177961_at,4.76,Down,F54F7.2,WBGene00010064,Public name for WBGene00010064. History: N.A.
ZK792.2,190835_at,4.7,Down,ZK792.2,WBGene00002130,Sequence name for WBGene00002130(inx-8). History: N.A.
C55C3.3,180967_at,4.65,Down,C55C3.3,WBGene00016953,Public name for WBGene00016953. History: N.A.
T10D4.6,182064_at,4.49,Down,T10D4.6,WBGene00020408,Public name for WBGene00020408. History: N.A.
F09G8.6,177032_at,4.42,Down,F09G8.6,WBGene00000666,Sequence name for WBGene00000666(col-91). History: N.A.
F45B8.2,190784_at,4.38,Down,F45B8.2,WBGene00004353,"Sequence name for WBGene00004353(rgs-10). History: N.A.. Public name for Dead gene WBGene00009719. History of WBGene00009719: Merged into ""WBGene00004353"" on 2004-12-03"
F49E12.1,188691_s_at,4.29,Down,F49E12.1,WBGene00009897,Sequence name for WBGene00009897(skpo-1). History: N.A.
K09D9.2,189304_at,4.1,Down,K09D9.2,WBGene00019565,Sequence name for WBGene00019565(cyp-35A3). History: N.A.
C40H1.7,175424_at,4.06,Down,C40H1.7,WBGene00008042,Public name for WBGene00008042. History: N.A.
F02H6.4,177828_at,4.06,Down,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
K07A1.13,180014_s_at,3.92,Down,K07A1.13,WBGene00010617,Public name for WBGene00010617. History: N.A.
C17G1.2,179026_at,3.84,Down,C17G1.2,WBGene00007649,Public name for WBGene00007649. History: N.A.
ZC53.1,177467_at,3.67,Down,ZC53.1,WBGene00022508,Public name for WBGene00022508. History: N.A.
F09F3.9,192502_at,3.61,Down,F09F3.9,WBGene00008629,Sequence name for WBGene00008629(cpt-5). History: N.A.
M199.4,177353_s_at,3.54,Down,M199.4,WBGene00010953,Sequence name for WBGene00010953(clec-190). History: N.A.
T05C3.6,175257_s_at,3.52,Down,T05C3.6,WBGene00020256,Public name for WBGene00020256. History: N.A.
