ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,GeneSymbol,Description,GenbankAccession,ControlType,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P115726,3.0273545,down,-1.5980576,H31G24.4,H31G24.4,cyclin [H31G24.4],,False,,,,,,
A_12_P100272,2.1849613,down,-1.1276077,H34C03.1,H34C03.1,,,False,,,,,,
A_12_P104312,2.56767,down,-1.3604599,H42K12.1b,H42K12.1b,protein kinase [H42K12.1a],,False,,,,,,
A_12_P119306,2.1681843,down,-1.1164874,H43I07.1,H43I07.1,,,False,,,,,,
A_12_P101872,3.0544302,down,-1.6109033,JC8.11,JC8.11,,,False,,,,,,
A_12_P117008,2.1591704,down,-1.1104771,JC8.13,JC8.13,,,False,,,,,,
A_12_P113567,2.800875,down,-1.4858776,JC8.6b,JC8.6b,,,False,,,,,,
A_12_P105622,3.8266208,down,-1.9360709,K01C8.3a,K01C8.3a,aromatic-L-amino-acid decarboxylase [K01C8.3a],,False,,,,,,
A_12_P104693,2.8932338,down,-1.5326829,K01C8.5,K01C8.5,,,False,,,,,,
A_12_P112699,2.7065244,down,-1.4364414,K01D12.6.2,K01D12.6.2,,,False,,,,,,
A_12_P110446,4.2007203,down,-2.0706367,K01G12.3,K01G12.3,,,False,,,,,,
A_12_P118919,2.2809234,down,-1.189618,K01G5.1,K01G5.1,"Zinc finger, C3HC4 type (RING finger) [K01G5.1]",,False,,,,,,
A_12_P116486,2.5878613,down,-1.3717602,K01G5.8b,K01G5.8b,,,False,,,,,,
A_12_P110716,5.087588,down,-2.3469818,K02B12.2,K02B12.2,,,False,,,,,,
A_12_P111325,3.0461524,down,-1.6069881,K02B12.8,K02B12.8,,,False,,,,,,
A_12_P109564,7.973449,down,-2.995204,K02B9.1,K02B9.1,isocitrate lyase like [K02B9.1],,False,,,,,,
A_12_P110215,8.986919,down,-3.1678267,K02B9.2,K02B9.2,MYB-related protein like [K02B9.2],,False,,,,,,
A_12_P104067,8.776178,down,-3.1335928,K02D7.3,K02D7.3,cuticular collagen [K02D7.3],,False,,,,,,
A_12_P106664,7.9603715,down,-2.9928358,K02E7.9,K02E7.9,,,False,,,,,,
A_12_P108969,2.5111084,down,-1.3283243,K02F2.4,K02F2.4,,,False,,,,,,
A_12_P115940,3.1205666,down,-1.641808,K02F3.1,K02F3.1,helicase [K02F3.1],,False,,,,,,
A_12_P101638,2.6844106,down,-1.4246054,K02F6.7,K02F6.7,,,False,,,,,,
A_12_P116213,2.424558,down,-1.2777218,K03H1.7,K03H1.7,,,False,,,,,,
A_12_P116720,3.5305414,down,-1.8198894,K03H4.2,K03H4.2,,,False,,,,,,
A_12_P104236,9.12644,down,-3.1900523,K03H6.2,K03H6.2,,,False,,,,,,
A_12_P107458,2.460468,down,-1.2989328,K03H6.4,K03H6.4,,,False,,,,,,
A_12_P107322,2.0612383,down,-1.0435113,K04C1.3.1,K04C1.3.1,"Zinc finger, C2H2 type [K04C1.3.1]",,False,,,,,,
A_12_P102100,8.61995,down,-3.1076796,K04C1.5,K04C1.5,serine/threonine kinase [K04C1.5],,False,,,,,,
A_12_P116357,2.312537,down,-1.2094765,K04C2.4,K04C2.4,,,False,,,,,,
A_12_P111672,2.6017983,down,-1.3795091,K04D7.5.2,K04D7.5.2,,,False,,,,,,
A_12_P107791,2.325226,down,-1.217371,K04F10.3,K04F10.3,,,False,,,,,,
A_12_P109618,3.0659382,down,-1.6163286,K04F10.6a,K04F10.6a,,,False,,,,,,
A_12_P118619,2.7510254,down,-1.4599695,K04F10.6b,K04F10.6b,,,False,,,,,,
A_12_P106897,2.3322184,down,-1.2217029,K04F10.7,K04F10.7,,,False,,,,,,
A_12_P109265,2.6088703,down,-1.3834252,K04G2.2.1,K04G2.2.1,BEM-1/BUD5 suppressor-like [K04G2.2.1],,False,,,,,,
A_12_P117833,2.4352121,down,-1.2840475,K04G7.1.1,K04G7.1.1,,,False,,,,,,
A_12_P120392,2.7592933,down,-1.4642988,K05C4.4,K05C4.4,,,False,,,,,,
A_12_P107161,2.1523488,down,-1.1059119,K05F6.1,K05F6.1,,,False,,,,,,
A_12_P109204,6.260644,down,-2.646311,K05F6.7,K05F6.7,,,False,,,,,,
A_12_P105795,4.1707153,down,-2.0602949,K05F6.9,K05F6.9,,,False,,,,,,
A_12_P106937,2.3443017,down,-1.2291583,K06A5.4,K06A5.4,,,False,,,,,,
A_12_P109046,2.5565705,down,-1.3542098,K06A5.7.1,K06A5.7.1,protein phosphatase [K06A5.7.1],,False,,,,,,
A_12_P109231,2.5538177,down,-1.3526555,K06B9.2,K06B9.2,,,False,,,,,,
A_12_P100491,3.3752458,down,-1.7549926,K06B9.3,K06B9.3,,,False,,,,,,
A_12_P115648,10.525457,down,-3.395811,K06G5.2,K06G5.2,Cytochrome P450 [K06G5.2],,False,,,,,,
A_12_P108421,2.6585057,down,-1.4106156,K06H7.7,K06H7.7,,,False,,,,,,
A_12_P110051,2.8012862,down,-1.4860893,K07A1.1,K07A1.1,,,False,,,,,,
A_12_P115621,2.1344178,down,-1.0938425,K07A1.11,K07A1.11,retinablastoma-binding protein RBAP46 like [K07A1.11],,False,,,,,,
A_12_P114343,2.2195017,down,-1.1502358,K07A1.12.1,K07A1.12.1,chromatin assembly factor 1 P55 subunit like [K07A1.12.1],,False,,,,,,
A_12_P100387,2.3410585,down,-1.2271609,K07A1.15,K07A1.15,,,False,,,,,,
A_12_P115863,3.3797681,down,-1.7569243,K07A1.2.2,K07A1.2.2,deoxyuridine 5'-triphosphate nucleotidohydrolase [K07A1.2.2],,False,,,,,,
A_12_P119922,3.5590415,down,-1.8314887,K07A1.6,K07A1.6,,,False,,,,,,
A_12_P103947,2.4140203,down,-1.2714378,K07A12.2,K07A12.2,Rat insulin-like growth factor binding protien complex acid labile chain like [K07A12.2],,False,,,,,,
A_12_P102400,2.128707,down,-1.0899774,K07C5.2,K07C5.2,reductase [K07C5.2],,False,,,,,,
A_12_P103772,2.743741,down,-1.4561443,K07C6.4,K07C6.4,cytochrome P450 [K07C6.4],,False,,,,,,
A_12_P105750,2.0109336,down,-1.0078655,K07E8.7,K07E8.7,,,False,,,,,,
A_12_P118054,2.891666,down,-1.5319009,K07F5.13a,K07F5.13a,,,False,,,,,,
A_12_P107216,2.1715274,down,-1.1187102,K07F5.13c,K07F5.13c,,,False,,,,,,
A_12_P120063,3.5260563,down,-1.8180555,K07F5.14,K07F5.14,,,False,,,,,,
A_12_P106135,2.3267865,down,-1.2183388,K07H8.1.2,K07H8.1.2,,,False,,,,,,
A_12_P117104,13.430815,down,-3.747475,K07H8.6b,K07H8.6b,,,False,,,,,,
A_12_P103201,7.827341,down,-2.9685223,K07H8.6c,K07H8.6c,vitellogenin [K07H8.6a.2],,False,,,,,,
A_12_P106521,4.6700044,down,-2.223424,K08D8.5,K08D8.5,,,False,,,,,,
A_12_P108783,2.492656,down,-1.3176838,K08E3.3b,K08E3.3b,"EF hand, Src homology domain 3 [K08E3.3b]",,False,,,,,,
A_12_P112930,2.56851,down,-1.3609318,K08E3.8.1,K08E3.8.1,,,False,,,,,,
A_12_P114217,2.4002547,down,-1.2631875,K08E7.3,K08E7.3,"Domain found in Dishevelled, Egl-10, and Pleckstrin [K08E7.3]",,False,,,,,,
A_12_P102481,2.386036,down,-1.2546158,K08F11.2,K08F11.2,,,False,,,,,,
A_12_P101707,2.4223392,down,-1.2764009,K08F9.4,K08F9.4,,,False,,,,,,
A_12_P114575,3.419472,down,-1.7737736,K08H10.1.1,K08H10.1.1,,,False,,,,,,
A_12_P119505,7.410232,down,-2.8895187,K08H2.3,K08H2.3,,,False,,,,,,
A_12_P116988,2.4398403,down,-1.2867868,K09A11.1,K09A11.1,transposase [K09A11.1],,False,,,,,,
A_12_P118367,3.880185,down,-1.9561254,K09A11.3,K09A11.3,Cytochrome P450 [K09A11.3],,False,,,,,,
A_12_P117066,4.548166,down,-2.1852849,K09A11.4,K09A11.4,cytochrome p450 [K09A11.4],,False,,,,,,
A_12_P100856,2.3220365,down,-1.2153907,K09B11.2,K09B11.2,,,False,,,,,,
A_12_P118598,4.6483693,down,-2.2167246,K09D9.12,K09D9.12,,,False,,,,,,
A_12_P110420,20.035906,down,-4.324516,K09E3.5,K09E3.5,,,False,,,,,,
A_12_P114565,5.728679,down,-2.5182025,K09E3.7,K09E3.7,,,False,,,,,,
A_12_P117303,18.540827,down,-4.2126336,K09F5.2,K09F5.2,vit-1 [K09F5.2],,False,,,,,,
A_12_P108339,2.126792,down,-1.088679,K09F6.5,K09F6.5,,,False,,,,,,
A_12_P117480,3.8631182,down,-1.9497658,K09F6.8,K09F6.8,,,False,,,,,,
A_12_P115536,2.1045527,down,-1.0735136,K09H11.3,K09H11.3,,,False,,,,,,
A_12_P117854,2.1540275,down,-1.1070366,K09H11.7,K09H11.7,nitrophenylphosphatase [K09H11.7],,False,,,,,,
A_12_P116349,2.9627373,down,-1.5669308,K09H9.2,K09H9.2,,,False,,,,,,
A_12_P114009,2.722155,down,-1.4447492,K09H9.6,K09H9.6,,,False,,,,,,
A_12_P100723,4.411076,down,-2.1411307,K10B2.3a,K10B2.3a,lectin [K10B2.3a],,False,,,,,,
A_12_P103084,6.191648,down,-2.6303234,K10B2.3b,K10B2.3b,,,False,,,,,,
A_12_P106652,2.3515065,down,-1.2335852,K10B2.5,K10B2.5,,,False,,,,,,
A_12_P104069,2.6672366,down,-1.4153458,K10C2.3,K10C2.3,aspartyl protease [K10C2.3],,False,,,,,,
A_12_P119327,2.388156,down,-1.255897,K10D11.1,K10D11.1,,,False,,,,,,
A_12_P118888,2.7701383,down,-1.469958,K10D2.1a,K10D2.1a,,,False,,,,,,
A_12_P101662,2.4093418,down,-1.2686391,K10D2.1b,K10D2.1b,,,False,,,,,,
A_12_P108361,3.0258741,down,-1.597352,K10D2.2.2,K10D2.2.2,,,False,,,,,,
A_12_P110862,3.0281,down,-1.5984129,K10D3.3,K10D3.3,transcription factor [K10D3.3],,False,,,,,,
A_12_P116735,2.518054,down,-1.3323092,K11B4.2,K11B4.2,,,False,,,,,,
A_12_P102941,3.1685247,down,-1.6638113,K11D2.2,K11D2.2,Human PHP32 protein like [K11D2.2],,False,,,,,,
A_12_P111269,2.873561,down,-1.5228397,K11D2.5,K11D2.5,,,False,,,,,,
A_12_P108150,2.6150393,down,-1.3868326,K11H3.4,K11H3.4,,,False,,,,,,
A_12_P109964,2.398623,down,-1.2622064,K12D12.5,K12D12.5,,,False,,,,,,
A_12_P113819,2.4838176,down,-1.3125592,K12G11.2,K12G11.2,sulphate transporter [K12G11.2],,False,,,,,,
A_12_P111679,7.2686305,down,-2.8616836,K12H6.11,K12H6.11,,,False,,,,,,
A_12_P105372,3.0858614,down,-1.6256733,K12H6.2,K12H6.2,,,False,,,,,,
A_12_P107852,3.3054292,down,-1.7248377,K12H6.7,K12H6.7,,,False,,,,,,
A_12_P111674,3.0551107,down,-1.6112247,M01A10.1,M01A10.1,DNA-binding protein [M01A10.1],,False,,,,,,
A_12_P113918,2.0978549,down,-1.0689149,M01B12.4b,M01B12.4b,,,False,,,,,,
A_12_P101821,8.380574,down,-3.067049,M01D1.2,M01D1.2,,,False,,,,,,
A_12_P119926,14.994523,down,-3.9063637,M01D1.3,M01D1.3,,,False,,,,,,
A_12_P100585,2.3606107,down,-1.2391602,M01E11.1,M01E11.1,,,False,,,,,,
A_12_P107606,2.7955422,down,-1.4831282,M01E11.3,M01E11.3,,,False,,,,,,
A_12_P114031,2.91384,down,-1.5429217,M01E11.5.3,M01E11.5.3,,,False,,,,,,
A_12_P117190,10.0407505,down,-3.3277953,M01E5.6.1,M01E5.6.1,,,False,,,,,,
A_12_P104202,2.8934088,down,-1.5327702,M01F1.8a,M01F1.8a,,,False,,,,,,
A_12_P108811,2.5033386,down,-1.3238535,M01F1.9,M01F1.9,,,False,,,,,,
A_12_P101492,2.17988,down,-1.1242486,M01G5.1,M01G5.1,,,False,,,,,,
A_12_P107319,2.1763353,down,-1.1219009,M02B7.1,M02B7.1,,,False,,,,,,
A_12_P119193,2.3726714,down,-1.2465123,M02B7.2,M02B7.2,,,False,,,,,,
A_12_P111393,2.1410687,down,-1.0983311,M02B7.4,M02B7.4,,,False,,,,,,
A_12_P117845,2.1228719,down,-1.0860173,M02H5.1,M02H5.1,,,False,,,,,,
A_12_P111046,2.2646399,down,-1.1792817,M03C11.2,M03C11.2,CHL1 protein [M03C11.2],,False,,,,,,
A_12_P119273,2.9842882,down,-1.5773869,M03C11.4,M03C11.4,,,False,,,,,,
A_12_P100281,5.1458974,down,-2.3634226,M03D4.1a,M03D4.1a,kinesin-like protein [M03D4.1a],,False,,,,,,
A_12_P110338,2.6784964,down,-1.4214233,M03D4.1d,M03D4.1d,,,False,,,,,,
A_12_P117553,2.2867055,down,-1.1932706,M04B2.2,M04B2.2,,,False,,,,,,
A_12_P109673,2.338406,down,-1.2255255,M04B2.3,M04B2.3,Human AF-9 protein like [M04B2.3],,False,,,,,,
A_12_P119634,2.4023433,down,-1.2644423,M110.5b,M110.5b,,,False,,,,,,
A_12_P119603,11.903162,down,-3.573273,M116.1,M116.1,,,False,,,,,,
A_12_P113712,2.6078823,down,-1.3828788,M116.2,M116.2,glycogenin glucosyltransferase [M116.2],,False,,,,,,
A_12_P104254,13.339362,down,-3.7376177,M151.7,M151.7,,,False,,,,,,
A_12_P114025,2.3897262,down,-1.2568454,M163.4.2,M163.4.2,,,False,,,,,,
A_12_P108463,2.3487916,down,-1.2319187,M18.3,M18.3,,,False,,,,,,
A_12_P120387,3.007012,down,-1.5883306,M18.6,M18.6,,,False,,,,,,
A_12_P102025,2.5101786,down,-1.32779,M199.2,M199.2,MSP (Major sperm protein) domain. [M199.2],,False,,,,,,
A_12_P101254,8.283644,down,-3.0502656,M199.4,M199.4,,,False,,,,,,
A_12_P115823,10.811725,down,-3.4345248,M199.5,M199.5,collagen-like [M199.5],,False,,,,,,
A_12_P119575,2.3658242,down,-1.242343,M7.2,M7.2,kinesin [M7.2],,False,,,,,,
A_12_P107468,2.0529485,down,-1.0376974,M88.7,M88.7,,,False,,,,,,
A_12_P120209,2.2055829,down,-1.1411599,R01H10.1,R01H10.1,DNA polymerase alpha associated subunit [R01H10.1],,False,,,,,,
A_12_P111091,2.8798006,down,-1.5259689,R01H10.5,R01H10.5,,,False,,,,,,
A_12_P115257,3.4498062,down,-1.7865154,R01H2.3,R01H2.3,,,False,,,,,,
A_12_P111161,3.7199645,down,-1.8952888,R02C2.2,R02C2.2,protein kinase [R02C2.2],,False,,,,,,
A_12_P105245,4.3133397,down,-2.1088054,R02C2.6,R02C2.6,,,False,,,,,,
A_12_P119877,2.655073,down,-1.4087515,R02D3.7,R02D3.7,,,False,,,,,,
A_12_P118791,2.642913,down,-1.402129,R02F11.4,R02F11.4,,,False,,,,,,
A_12_P108738,2.188859,down,-1.130179,R02F2.4,R02F2.4,,,False,,,,,,
A_12_P114590,2.595381,down,-1.3759464,R03A10.1,R03A10.1,,,False,,,,,,
A_12_P110945,3.3592982,down,-1.7481599,R03D7.7,R03D7.7,nanos protein [R03D7.7],,False,,,,,,
A_12_P119742,2.7118359,down,-1.4392699,R03H10.1,R03H10.1,,,False,,,,,,
A_12_P104479,3.0006354,down,-1.585268,R04A9.2,R04A9.2,,,False,,,,,,
A_12_P112098,2.1305952,down,-1.0912565,R04B5.4,R04B5.4,"Zinc finger, C4 type (two domains) [R04B5.4]",,False,,,,,,
A_12_P108096,3.129532,down,-1.645947,R04D3.1,R04D3.1,cytochrome P450 [R04D3.1],,False,,,,,,
A_12_P110097,5.2041974,down,-2.3796756,R04D3.2,R04D3.2,,,False,,,,,,
A_12_P101765,8.228843,down,-3.0406895,R04D3.3.1,R04D3.3.1,,,False,,,,,,
A_12_P119602,6.7438335,down,-2.753569,R04D3.4,R04D3.4,,,False,,,,,,
A_12_P103155,2.5177565,down,-1.3321388,R05D11.4.2,R05D11.4.2,ATP dependent RNA helicase [R05D11.4.2],,False,,,,,,
A_12_P106708,2.2204084,down,-1.150825,R05D3.4,R05D3.4,,,False,,,,,,
A_12_P104591,2.3989663,down,-1.2624129,R05D3.8,R05D3.8,,,False,,,,,,
A_12_P106182,3.256621,down,-1.7033758,R05D8.9,R05D8.9,alcohol dehydrogenase [R05D8.9],,False,,,,,,
A_12_P117047,3.4140666,down,-1.7714912,R05F9.9,R05F9.9,,,False,,,,,,
A_12_P118757,6.761282,down,-2.7572968,R05G9.3,R05G9.3,,,False,,,,,,
A_12_P111711,2.1208677,down,-1.0846547,R05H10.2.1,R05H10.2.1,"RNA recognition motif. (aka RRM, RBD, or RNP domain) (2 domains) [R05H10.2.1]",,False,,,,,,
A_12_P105248,2.2774308,down,-1.1874071,R05H10.3b,R05H10.3b,,,False,,,,,,
A_12_P108949,2.671512,down,-1.4176564,R05H11.1,R05H11.1,,,False,,,,,,
A_12_P102114,2.3753195,down,-1.2481216,R05H5.3,R05H5.3,thioredoxin [R05H5.3],,False,,,,,,
A_12_P116368,2.1381238,down,-1.0963454,R06A4.2.1,R06A4.2.1,,,False,,,,,,
A_12_P117336,3.4445057,down,-1.784297,R06A4.6,R06A4.6,similar to PES-10 [R06A4.6],,False,,,,,,
A_12_P107980,2.0879917,down,-1.062116,R06A4.7,R06A4.7,SET domain [R06A4.7],,False,,,,,,
A_12_P106237,2.4858513,down,-1.31374,R06C1.1.2,R06C1.1.2,Histone deacetylase family [R06C1.1.2],,False,,,,,,
A_12_P103505,2.9636602,down,-1.5673801,R06C7.1,R06C7.1,,,False,,,,,,
A_12_P107730,4.09255,down,-2.033,R06C7.2,R06C7.2,,,False,,,,,,
A_12_P110409,5.938838,down,-2.5701807,R06C7.4,R06C7.4,,,False,,,,,,
A_12_P100174,2.631041,down,-1.3956337,R06C7.6,R06C7.6,,,False,,,,,,
A_12_P109346,2.6127598,down,-1.3855745,R06C7.9,R06C7.9,"Zinc finger, C2H2 type (5 domains) [R06C7.9]",,False,,,,,,
A_12_P112247,2.8246956,down,-1.4980954,R06F6.1.2,R06F6.1.2,,,False,,,,,,
A_12_P103388,2.967423,down,-1.5692105,R06F6.4,R06F6.4,,,False,,,,,,
A_12_P109854,2.1795332,down,-1.1240193,R06F6.5a,R06F6.5a,,,False,,,,,,
A_12_P107448,2.8128607,down,-1.4920381,R06F6.5b,R06F6.5b,,,False,,,,,,
A_12_P117315,2.3660686,down,-1.2424918,R07B5.8a,R07B5.8a,zinc finger protein [R07B5.8a],,False,,,,,,
A_12_P101641,7.7965584,down,-2.9628375,R07C3.11,R07C3.11,,,False,,,,,,
A_12_P114173,5.6681986,down,-2.5028903,R07C3.2,R07C3.2,,,False,,,,,,
A_12_P113407,2.936334,down,-1.554016,R07C3.6,R07C3.6,,,False,,,,,,
A_12_P116485,3.4748797,down,-1.7969631,R07C3.8,R07C3.8,,,False,,,,,,
A_12_P111805,2.680977,down,-1.4227589,R07E4.5,R07E4.5,,,False,,,,,,
A_12_P107589,2.1477175,down,-1.1028043,R07E5.11,R07E5.11,,,False,,,,,,
A_12_P117242,2.1580806,down,-1.1097487,R07E5.8,R07E5.8,,,False,,,,,,
A_12_P112854,2.3743055,down,-1.2475055,R08C7.10c,R08C7.10c,,,False,,,,,,
A_12_P114176,2.49674,down,-1.3200456,R08C7.3.2,R08C7.3.2,histone H2A variant [R08C7.3.2],,False,,,,,,
A_12_P111000,2.1452894,down,-1.1011723,R08D7.2,R08D7.2,,,False,,,,,,
A_12_P110719,2.3000305,down,-1.201653,R08D7.4.2,R08D7.4.2,,,False,,,,,,
A_12_P118553,3.041137,down,-1.6046108,R09A1.1,R09A1.1,,,False,,,,,,
A_12_P120241,7.115124,down,-2.830889,R09A8.1,R09A8.1,,,False,,,,,,
A_12_P101121,14.882884,down,-3.8955822,R09A8.2,R09A8.2,,,False,,,,,,
A_12_P114086,11.406338,down,-3.5117638,R09F10.8.4,R09F10.8.4,,,False,,,,,,
A_12_P111503,2.6386185,down,-1.3997828,R10D12.12,R10D12.12,,,False,,,,,,
A_12_P119620,2.3650565,down,-1.2418747,R10D12.13a,R10D12.13a,,,False,,,,,,
A_12_P113544,4.191613,down,-2.0675056,R10D12.13b,R10D12.13b,,,False,,,,,,
A_12_P119785,3.3144047,down,-1.7287498,R10D12.15,R10D12.15,chitinase [R10D12.15],,False,,,,,,
A_12_P114879,2.6784885,down,-1.4214191,R10D12.8,R10D12.8,,,False,,,,,,
A_12_P103915,2.6504931,down,-1.4062608,R10E4.4.1,R10E4.4.1,CDC46 [R10E4.4.1],,False,,,,,,
A_12_P110247,3.02089,down,-1.5949737,R10E4.5,R10E4.5,endonuclease [R10E4.5],,False,,,,,,
A_12_P115445,4.362055,down,-2.1250079,R10E4.6,R10E4.6,,,False,,,,,,
A_12_P117400,3.7979624,down,-1.9252256,R10H10.7,R10H10.7,tyrosine-protein kinase like [R10H10.7],,False,,,,,,
A_12_P107722,3.4483204,down,-1.7858938,R119.1,R119.1,,,False,,,,,,
A_12_P105394,2.4408453,down,-1.2873808,R119.7,R119.7,,,False,,,,,,
A_12_P108541,2.216901,down,-1.1485443,R11E3.7a,R11E3.7a,,,False,,,,,,
A_12_P113859,2.674621,down,-1.4193345,R11H6.5,R11H6.5,Human NF45 protein like [R11H6.5],,False,,,,,,
A_12_P104584,2.1901033,down,-1.130999,R12A1.4.2,R12A1.4.2,carboxylesterase [R12A1.4.2],,False,,,,,,
A_12_P101779,2.4151797,down,-1.2721306,R12B2.4.1,R12B2.4.1,,,False,,,,,,
A_12_P117996,2.7055583,down,-1.4359263,R12E2.10,R12E2.10,protein-tyrosine phosphatase [R12E2.10],,False,,,,,,
A_12_P119777,2.3866656,down,-1.2549964,R12E2.10,R12E2.10,protein-tyrosine phosphatase [R12E2.10],,False,,,,,,
A_12_P102008,2.7633004,down,-1.4663924,R13A5.7.2,R13A5.7.2,,,False,,,,,,
A_12_P107081,2.3545127,down,-1.2354285,R13F6.1,R13F6.1,,,False,,,,,,
A_12_P104378,2.2543445,down,-1.172708,R144.10,R144.10,,,False,,,,,,
A_12_P100157,2.2407393,down,-1.1639749,R151.8.2,R151.8.2,,,False,,,,,,
A_12_P113837,2.8285468,down,-1.500061,R53.6,R53.6,,,False,,,,,,
A_12_P110110,2.3232782,down,-1.2161618,R53.7b,R53.7b,protein kinase like protein [R53.7a.2],,False,,,,,,
A_12_P102007,2.0439546,down,-1.0313631,R74.5b.2,R74.5b.2,,,False,,,,,,
A_12_P113715,2.168046,down,-1.1163954,R74.7,R74.7,,,False,,,,,,
A_12_P100064,2.1846697,down,-1.1274152,T01B11.3,T01B11.3,syntaxin [T01B11.3],,False,,,,,,
A_12_P102873,2.3953629,down,-1.2602443,T01B7.3,T01B7.3,ras-related protein [T01B7.3],,False,,,,,,
A_12_P117037,2.3752034,down,-1.248051,T01B7.6,T01B7.6,,,False,,,,,,
A_12_P113037,2.6091387,down,-1.3835737,T01C3.1,T01C3.1,"WD domain, G-beta repeats [T01C3.1]",,False,,,,,,
A_12_P114486,3.0428455,down,-1.6054211,T01C3.3,T01C3.3,"Zinc finger, C3HC4 type (RING finger) [T01C3.3]",,False,,,,,,
A_12_P120016,2.280215,down,-1.1891699,T01C3.4,T01C3.4,lipase [T01C3.4],,False,,,,,,
A_12_P101619,2.181943,down,-1.1256133,T01C3.9,T01C3.9,,,False,,,,,,
A_12_P107860,3.6385996,down,-1.8633833,T01D3.6a.2,T01D3.6a.2,EGF-like domains [T01D3.6a.2],,False,,,,,,
A_12_P104334,3.526178,down,-1.8181052,T01D3.6b,T01D3.6b,"EGF-like domain, Fibrinogen beta and gamma chains, C-terminal globular domain [T01D3.6b]",,False,,,,,,
A_12_P114663,2.5200405,down,-1.3334469,T01E8.2,T01E8.2,Helix-loop-helix DNA-binding domain (2 domains) [T01E8.2],,False,,,,,,
A_12_P105866,2.110421,down,-1.0775307,T01E8.4.3,T01E8.4.3,"WD domain, G-beta repeats [T01E8.4.3]",,False,,,,,,
A_12_P102224,4.78493,down,-2.258498,T01G5.7,T01G5.7,"Zinc finger, C3HC4 type (RING finger) [T01G5.7]",,False,,,,,,
A_12_P105112,2.6132534,down,-1.385847,T01G9.5b,T01G9.5b,MEI-1 meiotic spindle formation protein [T01G9.5a.2],,False,,,,,,
A_12_P105065,5.231978,down,-2.3873565,T01H3.4,T01H3.4,,,False,,,,,,
A_12_P112669,2.1108737,down,-1.0778403,T01H8.1a,T01H8.1a,Protein kinase C terminal domain [T01H8.1a],,False,,,,,,
A_12_P112557,2.3807404,down,-1.2514104,T02C12.2,T02C12.2,,,False,,,,,,
A_12_P110328,2.8938806,down,-1.5330054,T02C12.3,T02C12.3,,,False,,,,,,
A_12_P110125,2.3285332,down,-1.2194215,T02E1.2.1,T02E1.2.1,,,False,,,,,,
A_12_P101539,3.5709834,down,-1.8363215,T02E1.3b,T02E1.3b,Zinc finger C-x8-C-x5-C-x3-H type (and similar). [T02E1.3b],,False,,,,,,
A_12_P116234,4.3320575,down,-2.1150525,T02G5.11,T02G5.11,,,False,,,,,,
A_12_P106165,7.140345,down,-2.8359938,T02G6.5,T02G6.5,,,False,,,,,,
A_12_P116122,2.2631028,down,-1.1783022,T03E6.8,T03E6.8,,,False,,,,,,
A_12_P107806,2.950326,down,-1.5608743,T03F1.10,T03F1.10,,,False,,,,,,
A_12_P118528,2.1103125,down,-1.0774566,T03F1.12b.1,T03F1.12b.1,,,False,,,,,,
A_12_P120374,2.2528372,down,-1.171743,T03F6.3,T03F6.3,Glucosamine-6-phosphate isomerase [T03F6.3],,False,,,,,,
A_12_P118648,2.2059379,down,-1.1413921,T04A8.15,T04A8.15,glucose-6-phosphate 1-dehydrogenase [T04A8.15],,False,,,,,,
A_12_P117583,2.498801,down,-1.321236,T04A8.8,T04A8.8,,,False,,,,,,
A_12_P107207,8.042259,down,-3.0076008,T04D3.1,T04D3.1,,,False,,,,,,
A_12_P117395,20.801798,down,-4.3786364,T04D3.2,T04D3.2,,,False,,,,,,
A_12_P118563,6.118079,down,-2.6130788,T04D3.5,T04D3.5,,,False,,,,,,
A_12_P104227,4.741751,down,-2.24542,T04G9.7,T04G9.7,,,False,,,,,,
A_12_P104558,2.7219918,down,-1.4446627,T05A1.2,T05A1.2,collagen [T05A1.2],,False,,,,,,
A_12_P100620,4.5746927,down,-2.1936748,T05B11.4,T05B11.4,,,False,,,,,,
A_12_P103757,2.129257,down,-1.09035,T05C12.6a,T05C12.6a,presynaptic density protein (PSD-95) repeat-like domain [T05C12.6a],,False,,,,,,
A_12_P115957,3.3647733,down,-1.7505093,T05D4.2,T05D4.2,,,False,,,,,,
A_12_P113096,3.3746982,down,-1.7547585,T05E11.4,T05E11.4,,,False,,,,,,
A_12_P103746,8.031322,down,-3.0056374,T05E12.3,T05E12.3,,,False,,,,,,
A_12_P103743,2.054803,down,-1.039,T05E7.3,T05E7.3,,,False,,,,,,
A_12_P113800,14.753342,down,-3.8829699,T05E7.5,T05E7.5,,,False,,,,,,
A_12_P116305,2.8290787,down,-1.5003324,T05E8.3.1,T05E8.3.1,helicase [T05E8.3.1],,False,,,,,,
A_12_P116939,3.2586637,down,-1.7042805,T05F1.2,T05F1.2,,,False,,,,,,
A_12_P101469,2.3044457,down,-1.2044197,T05F1.6,T05F1.6,BRCA1 C Terminus (BRCT) domain [T05F1.6],,False,,,,,,
A_12_P107802,10.047947,down,-3.3288288,T05G11.1,T05G11.1,"Zinc finger, C2H2 (2 domains) [T05G11.1]",,False,,,,,,
A_12_P103129,2.151015,down,-1.1050177,T05G5.3.3,T05G5.3.3,serine/threonine kinase (CDC2/CDKX subfamily) [T05G5.3.3],,False,,,,,,
A_12_P113964,3.9281194,down,-1.9738388,T05G5.7,T05G5.7,,,False,,,,,,
