# Dataset S2. List of spermatogenesis genes with expression changes in rsd-2 and rsd-6 mutants at different temperatures. Genes upregulated in spr-5 mutants are also marked(2).
...1,rsd-2_pk3307_25C,rsd-2_yp10_25C,rsd-2_yp10_20C,rsd-2_pk3307_20C,rsd-6_pk3300_25C,rsd-6_pk3300_20C,spr-5_upregulated,Input,Suggested Match,History
F28H7.4,0.577356,0.137041,-0.730811,-0.727035,-0.270215,-0.688902,0,F28H7.4,WBGene00009238,Sequence name for WBGene00009238(selt-1.2). History: N.A.
F28H7.6,-0.295839,0.0908844,-0.0819015,0.215109,-0.315599,0.487863,0,F28H7.6,WBGene00009239,Sequence name for WBGene00009239(irld-6). History: N.A.
F36D3.4,1.06913,1.76638,0.283615,-0.0726124,0.837136,-0.826409,0,F36D3.4,WBGene00009470,Public name for WBGene00009470. History: N.A.
F36D3.8,0.72162,1.77267,-0.524503,-0.985259,0.895954,-1.15732,0,F36D3.8,WBGene00009473,"Public name for WBGene00009473. History: Split into F36D3.16(WBGene00219326). History of WBGene00009473: Split into ""WBGene00219326"" on 2012-01-09"
F38E1.3,0.337575,1.07449,-0.364178,-0.584978,0.169556,-0.789467,0,F38E1.3,WBGene00018178,Public name for WBGene00018178. History: N.A.
F40F9.3,-0.000625467,1.5531,0.460087,-0.370239,-0.128325,-1.11285,0,F40F9.3,WBGene00009581,Public name for WBGene00009581. History: N.A.
F40G12.10,0.347252,1.85967,0.0523265,-0.647166,0.749299,-1.47507,0,F40G12.10,WBGene00009605,Public name for WBGene00009605. History: N.A.
F48F5.2,0.609983,1.0332,-1.36116,-1.04709,-0.0569231,-0.61502,0,F48F5.2,WBGene00009846,Public name for WBGene00009846. History: N.A.
F55A11.11,0.341793,0.655087,0.159048,-0.196275,-0.367814,-0.595751,0,F55A11.11,WBGene00010082,Public name for WBGene00010082. History: N.A.
F55C5.2,0.334232,1.66195,0.723627,0.69469,0.031758,-0.589338,0,F55C5.2,WBGene00010092,Public name for WBGene00010092. History: N.A.
F57A8.6,-0.273595,0.225737,-0.378587,-0.484814,-0.43442,-0.806954,0,F57A8.6,WBGene00010181,Public name for WBGene00010181. History: N.A.
F57F4.1,0.158284,1.32411,0.100738,-0.72569,0.467142,-0.95433,0,F57F4.1,WBGene00019015,Public name for WBGene00019015. History: N.A.
F58E6.5,0.957784,1.91728,0.755117,0.23123,-0.475305,-0.866272,1,F58E6.5,WBGene00010254,Public name for WBGene00010254. History: N.A.
F58H1.6,0.701101,1.63857,0.247884,-0.224635,0.748899,-1.13401,0,F58H1.6,WBGene00010289,Public name for WBGene00010289. History: N.A.
H12D21.2,2.23208,1.54744,-1.14649,-0.72488,2.17336,-0.508793,0,H12D21.2,WBGene00010378,Public name for WBGene00010378. History: N.A.
K01D12.15,0.614,1.40287,-0.167227,-0.747455,-0.259467,-1.02849,0,K01D12.15,WBGene00010474,Public name for WBGene00010474. History: N.A.
K01D12.7,0.580707,1.36086,-0.396003,-0.770348,-0.0861167,-0.87215,1,K01D12.7,WBGene00010466,Public name for WBGene00010466. History: N.A.
K06A4.6,1.39018,1.25461,-1.01287,-0.64599,0.465885,-0.259112,0,K06A4.6,WBGene00010596,Public name for WBGene00010596. History: N.A.
K09C6.7,0.947508,1.84721,-0.275621,-0.726418,1.87598,-0.774606,0,K09C6.7,WBGene00019561,Public name for WBGene00019561. History: N.A.
K09C6.8,0.813663,1.42933,-0.220028,-0.768355,1.77164,-0.907569,0,K09C6.8,WBGene00019562,Public name for WBGene00019562. History: N.A.
K11C4.1,0.678914,1.66548,0.108272,-0.331484,1.3472,-0.697678,0,K11C4.1,WBGene00019642,Public name for WBGene00019642. History: N.A.
R02D5.7,1.11933,0.479496,0.0155953,0.0645658,1.4089,-0.210313,1,R02D5.7,WBGene00010980,Public name for WBGene00010980. History: N.A.
R04B5.11,0.656322,1.67274,-0.341692,-0.578664,0.551242,-0.586297,0,R04B5.11,WBGene00011008,Public name for WBGene00011008. History: N.A.
R10D12.10,0.707123,0.422787,-0.469182,-0.650849,0.481214,-0.799437,0,R10D12.10,WBGene00011191,Public name for WBGene00011191. History: N.A.
T01C3.5,0.739199,1.08752,-0.618994,-0.786208,0.726406,-0.925038,0,T01C3.5,WBGene00011322,Sequence name for WBGene00011322(irld-14). History: N.A.
T02B11.9,0.345059,1.194,-0.470724,-0.768642,0.325264,-0.59665,0,T02B11.9,WBGene00044777,Public name for WBGene00044777. History: N.A.
T04F3.3,0.321429,1.57382,-0.412496,-0.730433,0.167342,-0.794785,0,T04F3.3,WBGene00011438,Public name for WBGene00011438. History: N.A.
T06E4.5,0.388106,0.376357,0.145891,-0.0567837,-0.938938,-0.128341,0,T06E4.5,WBGene00011533,Public name for WBGene00011533. History: N.A.
T08H10.4,0.811823,1.15159,-0.994642,-0.724921,0.372874,-0.899741,0,T08H10.4,WBGene00020371,Sequence name for WBGene00020371(oac-60). History: N.A.
T09F5.10,0.944447,1.92308,-0.779843,-0.8482,1.22541,-1.39028,0,T09F5.10,WBGene00011669,Public name for WBGene00011669. History: N.A.
T16A9.3,0.062145,0.642706,-0.258766,0.244144,0.620419,-0.102734,0,T16A9.3,WBGene00011793,Public name for WBGene00011793. History: N.A.
T16A9.5,0.607552,1.78559,0.426036,-0.369472,0.548228,-0.925349,1,T16A9.5,WBGene00011795,Public name for WBGene00011795. History: N.A.
T22H9.3,0.242597,0.909506,-0.707628,-1.19015,1.25677,-1.22849,0,T22H9.3,WBGene00020707,Sequence name for WBGene00020707(wago-10). History: N.A.
W03F9.3,1.65882,1.20111,-0.709927,0.399559,1.24723,-0.0815906,0,W03F9.3,WBGene00021001,Public name for WBGene00021001. History: N.A.
W04E12.4,0.213278,1.13399,-0.441775,-0.719041,0.0406803,-0.564191,0,W04E12.4,WBGene00012249,Public name for WBGene00012249. History: N.A.
Y113G7C.1,0.723921,1.70141,-0.560796,-1.06486,1.64547,-1.69787,1,Y113G7C.1,WBGene00013771,Public name for WBGene00013771. History: N.A.
Y116F11B.7,0.796023,1.17945,-1.28645,-0.996309,1.1428,-0.804435,0,Y116F11B.7,WBGene00013823,Public name for WBGene00013823. History: N.A.
Y39B6A.30,0.741238,1.64327,-0.502989,-0.799994,1.07553,-1.38421,0,Y39B6A.30,WBGene00012689,Public name for WBGene00012689. History: N.A.
Y40H4A.2,0.363211,1.58217,-0.39731,-0.803882,0.53087,-1.30047,0,Y40H4A.2,WBGene00012741,Public name for WBGene00012741. History: N.A.
Y43F8A.2,0.581513,1.2777,0.114814,-0.0971035,0.670656,-0.814103,1,Y43F8A.2,WBGene00012809,Public name for WBGene00012809. History: N.A.
Y43F8C.5,0.718108,1.46688,-0.27253,-0.476743,0.491849,-0.877128,0,Y43F8C.5,WBGene00012827,Public name for WBGene00012827. History: N.A.
Y43F8C.9,1.10608,0.866427,-0.77539,-0.588288,0.672318,-0.73657,0,Y43F8C.9,WBGene00012831,Public name for WBGene00012831. History: N.A.
Y44A6D.5,0.412376,1.80963,0.164785,-0.140781,0.0580794,-0.879962,0,Y44A6D.5,WBGene00012855,Public name for WBGene00012855. History: N.A.
Y50E8A.12,0.31706,1.31474,-0.329843,-0.306094,0.247873,-0.304725,0,Y50E8A.12,WBGene00013055,Public name for WBGene00013055. History: N.A.
Y50E8A.2,0.3566,1.05948,-0.0606813,-0.646341,0.295579,-0.551036,0,Y50E8A.2,WBGene00013047,Public name for WBGene00013047. History: N.A.
Y80D3A.8,1.11476,1.50225,-1.13177,-1.01819,1.1022,-1.12488,0,Y80D3A.8,WBGene00013586,Public name for WBGene00013586. History: N.A.
ZC116.3,0.541709,0.470399,-1.09455,-1.00518,0.274302,-0.552424,0,ZC116.3,WBGene00013855,Sequence name for WBGene00013855(cubn-1). History: N.A.
ZC317.6,0.779592,1.89027,-0.11768,-0.244176,0.71645,-1.01194,1,ZC317.6,WBGene00022589,Public name for WBGene00022589. History: N.A.
ZC412.5,0.899446,0.393462,-0.898199,-0.877819,0.620792,-0.740674,0,ZC412.5,WBGene00013886,Public name for WBGene00013886. History: N.A.
ZC513.3,0.490835,0.355282,-0.799572,-0.561085,0.303955,-1.01522,0,ZC513.3,WBGene00022628,Public name for WBGene00022628. History: N.A.
ent-3,-0.563604,-0.453498,0.124478,-0.0785099,-0.222971,-0.124115,0,ent-3,WBGene00010510,Public name for WBGene00010510. History: N.A.
fbxa-178,0.62346,1.31806,-1.27902,-1.47153,1.41776,-1.35083,0,fbxa-178,WBGene00017533,Public name for WBGene00017533. History: N.A.
fbxa-196,0.43734,0.944282,-0.489312,-1.08571,0.228852,-1.06947,0,fbxa-196,WBGene00020265,Public name for WBGene00020265. History: N.A.
fbxa-202,0.465964,1.29506,-0.240277,-0.912044,0.559397,-1.17756,0,fbxa-202,WBGene00020890,Public name for WBGene00020890. History: N.A.
fbxa-223,0.232096,0.631518,-0.741322,-0.58131,0.127067,-0.677004,0,fbxa-223,WBGene00022630,Public name for WBGene00022630. History: N.A.
nspa-1,1.91921,1.95891,-0.97739,-0.790912,1.85589,-0.593707,0,nspa-1,WBGene00010377,Public name for WBGene00010377. History: N.A.
nspa-3,2.12317,2.13579,-0.18885,-0.845384,2.05476,-0.710851,0,nspa-3,WBGene00013888,Public name for WBGene00013888. History: N.A.
nspa-5,1.925,1.96779,-1.30409,-0.956647,2.09807,-0.909778,1,nspa-5,WBGene00013887,Public name for WBGene00013887. History: N.A.
nspa-8,0.601814,1.35592,-0.337931,-0.381982,0.761445,-0.616017,1,nspa-8,WBGene00012294,Public name for WBGene00012294. History: N.A.
sfxn-1.3,0.799009,1.17238,-0.39515,-0.921888,1.44774,-0.466333,0,sfxn-1.3,WBGene00012402,Public name for WBGene00012402. History: N.A.
snf-10,0.228722,0.90215,-0.299606,-0.871761,-0.0245598,-1.16106,0,snf-10,WBGene00004909,Public name for WBGene00004909. History: N.A.
sss-2,0.496081,2.46845,0.696225,-0.123496,0.516323,-1.15247,1,sss-2,WBGene00006057,Public name for WBGene00006057. History: N.A.
tag-191,0.848186,0.923564,-0.552864,-0.687958,0.58972,-0.881262,0,tag-191,WBGene00007049,Public name for WBGene00007049. History: N.A.
AC8.10,-0.234408,0.403861,-3.61251,0.00908931,1.08819,0.916393,0,AC8.10,WBGene00043988,Public name for WBGene00043988. History: N.A.
nspa-9,1.88549,1.84509,-0.168591,0.0566632,1.85334,-0.667889,1,nspa-9,WBGene00043187,Public name for WBGene00043187. History: Killed on 2004-10-04; Resurrected on 2005-04-01
