WormBase Gene,GeneName,ratio,LogRatio,Pvalue,Qvalue,>1.2&SigQ,csr-1 reg (Campbell 2015),Pgran reg (Campbell 2015),CSR-1 Targ (Claycomb 2009),Germline enriched (Reinke 2004),Soma enriched (Reinke 2004),RNAi,Input,Suggested Match,History
WBGene00007240; Dscr: none available; Molecule: C01G10.15; Class: not known ...,C01G10.15,2.19174941846759,1.16046872455189,0.0005441787897,0.0289601498726487,Yes,No,No,No,No,No,No,C01G10.15,WBGene00007240,Public name for WBGene00007240. History: N.A.
WBGene00007232; Dscr: none available; Molecule: C01G10.5; Class: not known ...,C01G10.5,4.0062425601932,1.99055861615856,4.86138514954673e-06,0.0027257323544446,Yes,No,No,No,No,No,No,C01G10.5,WBGene00007232,"Public name for WBGene00007232. History: Split into C01G10.18(WBGene00077583). History of WBGene00007232: Split into ""WBGene00077583"" on 2008-02-06"
WBGene00015334; Dscr: none available; Molecule: C02C2.5; Class: not known ...,C02C2.5,0.78568397398562,-0.348005072850096,2.07288094652788e-05,0.0053938423657221,Yes,No,No,No,No,No,No,C02C2.5,WBGene00015334,Sequence name for WBGene00015334(sup-18). History: N.A.
WBGene00043097; Dscr: none available; Molecule: C02D5.4; Class: not known ...,C02D5.4,0.94676946257624,-0.0787917391391613,0.0013612206056339,0.0492402212627875,No,No,No,No,No,No,No,C02D5.4,WBGene00043097,Public name for WBGene00043097. History: Killed on 2004-10-04; Resurrected on 2010-04-29
WBGene00015340; Dscr: none available; Molecule: C02E7.7; Class: not known ...,C02E7.7,0.800820694817978,-0.319522556015674,0.0006011797626183,0.0306101237403256,Yes,No,No,No,No,No,No,C02E7.7,WBGene00015340,Public name for WBGene00015340. History: N.A.
WBGene00044445; Dscr: none available; Molecule: C02F5.14; Class: not known ...,C02F5.14,0.612145954800203,-0.71361100135395,0.0003625566967212,0.0231691930830118,Yes,No,No,No,No,No,No,C02F5.14,WBGene00044445,Public name for WBGene00044445. History: N.A.
WBGene00015427; Dscr: none available; Molecule: C04E6.13; Class: not known ...,C04E6.13,0.727917343485492,-0.463530830665736,0.0013744148246285,0.0495273063583436,Yes,No,No,No,No,No,No,C04E6.13,WBGene00015427,Public name for WBGene00015427. History: N.A.
WBGene00015442; Dscr: none available; Molecule: C04F1.1; Class: not known ...,C04F1.1,0.737050228722242,-0.443656295126473,0.0003637108351733,0.0232114538143536,Yes,No,No,No,No,No,No,C04F1.1,WBGene00015442,Public name for WBGene00015442. History: N.A.
WBGene00007312; Dscr: none available; Molecule: C04H5.1; Class: not known ...,C04H5.1,1.20248285206199,0.265393535939314,0.0004024048324688,0.0245498222792997,Yes,No,No,No,Yes,No,No,C04H5.1,WBGene00007312,Public name for WBGene00007312. History: N.A.
"ref Caenorhabditis elegans Protein PHO-11 (pho-11) mRNA, complete cds [NM_063742] ...",C05C10.4.3,0.713398875443379,-0.480514351142444,0.0009502642247538,0.0397827061844054,Yes,No,No,No,No,No,No,,,
WBGene00015480; Dscr: none available; Molecule: C05D10.4a; Class: not known ...,C05D10.4,0.642182823125354,-0.640565856056467,1.90742743110433e-05,0.0052844715970677,Yes,No,No,No,No,No,No,C05D10.4,WBGene00015480,Public name for WBGene00015480. History: N.A.
WBGene00015483; Dscr: none available; Molecule: C05D11.5; Class: not known ...,C05D11.5,1.682702739895,0.753722385955689,0.0003980696854788,0.0244436584702525,Yes,No,No,No,No,No,No,C05D11.5,WBGene00015483,Public name for WBGene00015483. History: N.A.
WBGene00015476; Dscr: none available; Molecule: C05D9.9a; Class: not known ...,C05D9.9,0.749376953407401,-0.416219272237383,1.09955997037048e-05,0.0040777224790951,Yes,No,No,No,No,No,No,C05D9.9,WBGene00015476,Public name for WBGene00015476. History: N.A.
WBGene00007343; Dscr: none available; Molecule: C05E7.1; Class: not known ...,C05E7.1,0.651437251284409,-0.616459046083113,9.90157936961137e-06,0.0039858511551278,Yes,No,No,No,No,No,No,C05E7.1,WBGene00007343,Public name for WBGene00007343. History: N.A.
WBGene00007344; Dscr: none available; Molecule: C05E7.2; Class: not known ...,C05E7.2,0.567087108698431,-0.806533349953417,0.0002768437634578,0.0202465645517667,Yes,Yes,No,No,No,No,No,C05E7.2,WBGene00007344,Public name for WBGene00007344. History: N.A.
WBGene00050939; Dscr: none available; Molecule: C05G5.7; Class: not known ...,C05G5.7,1.18553404510018,0.244776201152769,0.000549164901017,0.029028696417621,No,No,No,No,No,No,No,C05G5.7,WBGene00050939,Public name for WBGene00050939. History: N.A.
WBGene00015506; Dscr: none available; Molecule: C06A5.10; Class: not known ...,C06A5.10,1.50027971645957,0.588241845534737,0.0001890064677311,0.0164240343490818,Yes,No,No,No,No,No,No,C06A5.10,,Sequence name for Suppressed gene WBGene00015506. Molecular name for Suppressed gene WBGene00015506. Public name for Suppressed gene WBGene00015506. History of WBGene00015506: Suppressed on 2013-10-17. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBGene00044414; Dscr: none available; Molecule: C06A5.12; Class: not known ...,C06A5.12,0.414725431737037,-1.26965222569537,0.0004978200229012,0.0277143350338105,Yes,No,No,No,No,No,No,C06A5.12,WBGene00044414,Public name for WBGene00044414. History: N.A.
"ref Caenorhabditis elegans Protein MADF-7 (madf-7) mRNA, complete cds [NM_059326] ...",C06A5.4,1.63352818450087,0.708351527195751,0.0005234964319889,0.0283072731961127,Yes,No,No,No,No,No,No,C06A5.4,,Sequence name for Suppressed gene WBGene00015502. Molecular name for Suppressed gene WBGene00015502. History of WBGene00015502: Suppressed on 2013-10-17. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
WBGene00015504; Dscr: none available; Molecule: C06A5.6; Class: not known ...,C06A5.6,1.61256081739666,0.691800342180402,1.57253121484924e-05,0.0047173933220999,Yes,No,No,Yes,Yes,No,No,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
WBGene00007368; Dscr: none available; Molecule: C06B8.2a; Class: not known ...,C06B8.2,0.122634305056786,-3.11043226582835,5.23006123471078e-05,0.0082383084960671,Yes,No,No,No,No,No,No,C06B8.2,WBGene00007368,Public name for WBGene00007368. History: N.A.
WBGene00206526; Dscr: none available; Molecule: C06C3.14; Class: not known ...,C06C3.14,1.44425776254407,0.536247095818733,0.0005446018222483,0.0289173129923957,Yes,No,No,No,No,No,No,C06C3.14,WBGene00206526,Public name for WBGene00206526. History: N.A.
WBGene00015522; Dscr: none available; Molecule: C06E1.7; Class: not known ...,C06E1.7,0.618501464490852,-0.693031459919013,3.69094570588523e-05,0.0070379012492219,Yes,No,No,No,No,No,No,C06E1.7,WBGene00015522,Public name for WBGene00015522. History: N.A.
WBGene00189995; Dscr: none available; Molecule: C06E7.88; Class: not known ...,C06E7.88,0.400567045015474,-1.31220138565476,3.94898521960397e-05,0.0072936982695258,Yes,No,No,No,No,No,No,C06E7.88,WBGene00189995,Public name for WBGene00189995. History: N.A.
WBGene00015544; Dscr: none available; Molecule: C06E8.5; Class: not known ...,C06E8.5,0.642592079795227,-0.634633005062189,9.06767473296657e-05,0.0109786463900581,Yes,No,No,No,No,No,No,C06E8.5,WBGene00015544,Public name for WBGene00015544. History: N.A.
WBGene00015545; Dscr: none available; Molecule: C06G1.1a; Class: not known ...,C06G1.1,0.703334906299402,-0.50353998725025,0.0007245827438862,0.0340582815085374,Yes,No,No,No,No,No,No,C06G1.1,WBGene00015545,Public name for WBGene00015545. History: N.A.
WBGene00015549; Dscr: none available; Molecule: C06G3.3; Class: not known ...,C06G3.3,0.770751327724892,-0.3772699865892,0.0007181645509671,0.0338918978170859,Yes,No,No,No,No,No,No,C06G3.3,WBGene00015549,Public name for WBGene00015549. History: N.A.
WBGene00015557; Dscr: none available; Molecule: C06G4.1; Class: not known ...,C06G4.1,1.51978886032298,0.607007114240348,0.000153153868022,0.0149033902398768,Yes,No,No,Yes,Yes,No,No,C06G4.1,WBGene00015557,Sequence name for WBGene00015557(hrpk-2). History: N.A.
WBGene00007391; Dscr: none available; Molecule: C06H2.7a; Class: not known ...,C06H2.7,0.870789734787514,-0.200324243377672,0.0003509762249583,0.0229587197820697,No,No,No,No,No,No,No,C06H2.7,WBGene00007391,Public name for WBGene00007391. History: N.A.
WBGene00007401; Dscr: none available; Molecule: C07A9.5; Class: not known ...,C07A9.5,3.16058879584952,1.67493335024511,0.0002177464657296,0.0178355183355358,Yes,No,No,No,Yes,No,No,C07A9.5,WBGene00007401,Public name for WBGene00007401. History: N.A.
WBGene00007408; Dscr: none available; Molecule: C07B5.3; Class: not known ...,C07B5.3,0.549599704771415,-0.857748441232206,0.0001669103531592,0.0156596490300669,Yes,No,No,No,No,No,No,C07B5.3,WBGene00007408,Public name for WBGene00007408. History: N.A.
WBGene00007430; Dscr: none available; Molecule: C08B6.10; Class: not known ...,C08B6.10,0.755554203434903,-0.404825263439951,0.0008240491284033,0.0367529032666086,Yes,No,No,No,No,No,No,C08B6.10,WBGene00007430,Public name for WBGene00007430. History: N.A.
WBGene00007423; Dscr: none available; Molecule: C08B6.2a; Class: not known ...,C08B6.2,1.77841924640813,0.83454295618376,0.0002406982972945,0.0187069445643249,Yes,No,No,No,No,No,No,C08B6.2,WBGene00007423,Public name for WBGene00007423. History: N.A.
WBGene00015593; Dscr: none available; Molecule: C08E3.1; Class: not known ...,C08E3.1,0.431618700408398,-1.2531351863856,0.0007186285344042,0.033879846559929,Yes,No,No,No,No,No,No,C08E3.1,WBGene00015593,Public name for WBGene00015593. History: N.A.
WBGene00015605; Dscr: C08E3.13 encodes a novel protein; expression studies indicate that C08E3.13 expression is positively regulated by signaling through the DBL-1/TGF-beta signaling pathway; in situ hybridization experiments reveal that C08E3.13 transcripts are expressed in the intestine and the vulva.; Molecule: C08E3.13; Class: not known ...,C08E3.13,0.437978298360059,-1.23552894630396,0.0009517414772463,0.0398091652711813,Yes,No,No,No,No,No,No,C08E3.13,WBGene00015605,Public name for WBGene00015605. History: N.A.
WBGene00015634; Dscr: none available; Molecule: C09D4.3; Class: not known ...,C09D4.3,2.90305738433826,1.56103616299514,0.0002950819968829,0.0207739490122477,Yes,Yes,No,No,Yes,No,No,C09D4.3,WBGene00015634,Public name for WBGene00015634. History: N.A.
WBGene00015640; Dscr: none available; Molecule: C09E7.6; Class: not known ...,C09E7.6,1.66206462371935,0.730481712629548,0.000464232217563,0.0266964700644503,Yes,No,No,No,No,No,No,C09E7.6,WBGene00015640,Public name for WBGene00015640. History: N.A.
WBGene00015643; Dscr: none available; Molecule: C09E7.9; Class: not known ...,C09E7.9,0.673632346048256,-0.568801632229107,5.29399604997923e-05,0.0082836088359442,Yes,No,No,Yes,No,No,No,C09E7.9,WBGene00015640,"Public name for Dead gene WBGene00015643. History of WBGene00015643: Merged into ""WBGene00015640"" on 2014-06-30"
WBGene00044001; Dscr: none available; Molecule: C09G4.4; Class: not known ...,C09G4.4,0.778795765747314,-0.360346858311127,4.53001818519076e-05,0.0076746329671264,Yes,No,No,Yes,No,No,No,C09G4.4,WBGene00044001,Public name for WBGene00044001. History: N.A.
WBGene00015670; Dscr: none available; Molecule: C10B5.1; Class: not known ...,C10B5.1,1.23087241360614,0.29942999803195,0.0003258055403035,0.02204711111669,Yes,No,No,No,Yes,No,No,C10B5.1,WBGene00015670,Public name for WBGene00015670. History: N.A.
WBGene00007509; Dscr: none available; Molecule: C10C5.5; Class: not known ...,C10C5.5,1.66576831101038,0.739843619656857,3.60489289954872e-05,0.0069299283993039,Yes,No,No,No,No,No,No,C10C5.5,WBGene00007509,Public name for WBGene00007509. History: N.A.
WBGene00007511; Dscr: none available; Molecule: C10C5.7; Class: not known ...,C10C5.7,0.525393238161372,-0.919900706051259,0.0004987324348011,0.02773234972168,Yes,No,No,No,No,No,No,C10C5.7,WBGene00007511,Public name for WBGene00007511. History: N.A.
WBGene00045175; Dscr: none available; Molecule: C10C6.9; Class: not known ...,C10C6.9,0.840250045278566,-0.251558464982242,0.0001306485854274,0.0134351246210983,No,No,No,No,No,No,No,C10C6.9,WBGene00045175,Public name for WBGene00045175. History: N.A.
WBGene00015702; Dscr: none available; Molecule: C11D2.4; Class: not known ...,C11D2.4,0.836128822738375,-0.256867980991107,0.0010014326455479,0.040906743052921,No,No,No,Yes,Yes,No,No,C11D2.4,WBGene00015702,Public name for WBGene00015702. History: N.A.
WBGene00007531; Dscr: none available; Molecule: C11H1.7; Class: not known ...,C11H1.7,0.369832157685038,-1.43298180512132,2.27707742760277e-06,0.0018177252997497,Yes,No,No,No,No,No,No,C11H1.7,WBGene00007531,Public name for WBGene00007531. History: N.A.
WBGene00023500; Dscr: none available; Molecule: C11H1.9a; Class: not known ...,C11H1.9,1.16495230767713,0.220015136571703,0.000386312553601,0.0240668632929931,No,No,No,No,No,No,No,C11H1.9,WBGene00023500,Public name for WBGene00023500. History: N.A.
WBGene00198816; Dscr: none available; Molecule: C12C8.7; Class: not known ...,C12C8.7,1.76649057061461,0.811965477132835,0.0002622379972385,0.0196357475261374,Yes,No,No,No,No,No,No,C12C8.7,WBGene00198816,Public name for WBGene00198816. History: N.A.
WBGene00015765; Dscr: none available; Molecule: C14C11.1; Class: not known ...,C14C11.1,4.15530715241782,2.08363623620162,5.31416308220485e-05,0.0082876308889299,Yes,No,No,No,Yes,No,No,C14C11.1,WBGene00015765,Public name for WBGene00015765. History: N.A.
WBGene00015769; Dscr: none available; Molecule: C14C11.7; Class: not known ...,C14C11.7,0.758221157189916,-0.397569240662067,0.0002702123955666,0.0200101625886772,Yes,No,No,No,No,No,No,C14C11.7,WBGene00015769,Public name for WBGene00015769. History: N.A.
"ref Caenorhabditis elegans Protein C14C6.12 (C14C6.12) mRNA, complete cds [NM_070847] ...",C14C6.12,0.715620789195124,-0.485042290288923,0.0006403862014214,0.0315821039942904,Yes,No,No,No,No,No,No,C14C6.12,WBGene00015763,Public name for WBGene00015763. History: N.A.
WBGene00007600; Dscr: none available; Molecule: C15C6.1; Class: not known ...,C15C6.1,0.673439840032524,-0.56757978480489,4.76050957162776e-05,0.0078670343791061,Yes,No,No,No,No,No,No,C15C6.1,WBGene00007600,Public name for WBGene00007600. History: N.A.
WBGene00015805; Dscr: none available; Molecule: C15H9.11; Class: not known ...,C15H9.11,1.27814684837602,0.354137363089352,0.0001731057950549,0.0158309451174674,Yes,No,No,No,No,No,No,C15H9.11,WBGene00015805,Public name for WBGene00015805. History: N.A.
WBGene00015803; Dscr: none available; Molecule: C15H9.9; Class: not known ...,C15H9.9,1.25052000026603,0.321805241566583,3.01254141843991e-05,0.0062780829967116,Yes,No,No,No,No,No,No,C15H9.9,WBGene00015803,Public name for WBGene00015803. History: N.A.
WBGene00007621; Dscr: none available; Molecule: C16C2.4; Class: not known ...,C16C2.4,1.25248860530582,0.322594812861011,0.0008273800383457,0.0368317060926348,Yes,No,No,Yes,No,No,No,C16C2.4,WBGene00007621,Public name for WBGene00007621. History: N.A.
WBGene00015853; Dscr: none available; Molecule: C16C8.16; Class: not known ...,C16C8.16,0.623024776879209,-0.680703789429485,0.0004265925069282,0.0253043499890538,Yes,No,No,No,Yes,No,No,C16C8.16,WBGene00015853,"Public name for WBGene00015853. History: Split into C16C8.20(WBGene00195070), C16C8.21(WBGene00195071). History of WBGene00015853: Split into ""WBGene00195070"" on 2010-04-15; Split into ""WBGene00195071"" on 2010-04-15"
WBGene00198334; Dscr: none available; Molecule: C16D9.14; Class: not known ...,C16D9.14,2.76071998444049,1.48758225367549,0.000402289878529,0.0245746416328949,Yes,No,No,No,No,No,No,C16D9.14,WBGene00198334,Public name for WBGene00198334. History: N.A.
WBGene00015861; Dscr: none available; Molecule: C16D9.6; Class: not known ...,C16D9.6,0.712416267942584,-0.48586068719585,0.0004236905369088,0.0253235747554997,Yes,No,No,No,No,No,No,C16D9.6,WBGene00015861,Public name for WBGene00015861. History: N.A.
WBGene00015865; Dscr: none available; Molecule: C16E9.1; Class: not known ...,C16E9.1,0.635090423163512,-0.661858607048442,0.0002814033716204,0.0204214730301722,Yes,No,No,No,No,No,No,C16E9.1,WBGene00015865,Public name for WBGene00015865. History: N.A.
