FeatureNum,ProbeName,accessions,GeneName,SystematicName,slide17.txt:chr_coord,slide17.txt:Description,slide17.txt_slide18.txt_Dyeswap.signal,Input,Suggested Match,History
6338,A_12_P110001,wb|F54D5.3,F54D5.3,F54D5.3,chrII:11572812-11572871,Unknown,1.00117,F54D5.3,WBGene00010049,Public name for WBGene00010049. History: N.A.
1881,A_12_P111547,wb|ZK1151.1c|wb|ZK1151.1b,ZK1151.1c,ZK1151.1c,chrI:11755616-11755557,Unknown,1.004955,ZK1151.1c,WBGene00006876,Molecule name for WBGene00006876(vab-10). History: Renamed on 2011-07-12
19252,A_12_P102184,,A_12_P102184,A_12_P102184,chrIV:004106176-004106235,Unknown,1.005897,,,
20359,A_12_P106100,wb|F58H1.7,F58H1.7,F58H1.7,chrV:11965774-11965715,low-density lipoprotein receptor [F58H1.7],1.0077498,F58H1.7,WBGene00010290,Public name for WBGene00010290. History: Renamed on 2021-01-02
6408,A_12_P103152,wb|R03E9.1,R03E9.1,R03E9.1,chrX:6743768-6743827,human Max-interacting bHLH-Zip protein [R03E9.1],1.0089221,R03E9.1,WBGene00003163,Sequence name for WBGene00003163(mdl-1). History: N.A.
6072,A_12_P103105,wb|D1007.14,D1007.14,D1007.14,chrI:4565860-4565919,Unknown,1.0093843,D1007.14,WBGene00004113,Sequence name for WBGene00004113(pqn-24). History: N.A.
8781,A_12_P104198,wb|F52H3.7b.3|wb|F52H3.7b.2|wb|F52H3.7b.4|wb|F52H3.7b.1,F52H3.7b.3,F52H3.7b.3,chrII:10009731-10009672,galactoside-binding lectin [F52H3.7b.3],1.0094067,,,
5724,A_12_P116500,wb|Y71F9AL.9.1|wb|Y71F9AL.9.2,Y71F9AL.9.1,Y71F9AL.9.1,chrI:2877687-2877802,Unknown,1.0110407,Y71F9AL.9.1,WBGene00022114,Molecule name for WBGene00022114(Y71F9AL.9). History: N.A.
17515,A_12_P117939,wb|C24H10.5,C24H10.5,C24H10.5,chrX:5074864-5074756,EF-hand calcium binding protein [C24H10.5],1.0123932,C24H10.5,WBGene00006861,Sequence name for WBGene00006861(cal-5). History: N.A.
9474,A_12_P103654,wb|T12B3.3.1|wb|T12B3.3.2,T12B3.3.1,T12B3.3.1,chrIV:7376451-7376510,phosphodiesterase [T12B3.3.1],1.0139188,T12B3.3.1,WBGene00020446,Molecule name for WBGene00020446(T12B3.3). History: N.A.
11355,A_12_P104236,wb|K03H6.2,K03H6.2,K03H6.2,chrIV:1515160-1515219,Unknown,1.0143285,K03H6.2,WBGene00019368,Sequence name for WBGene00019368(txt-4). History: N.A.
10905,A_12_P107965,wb|ZC15.3|wb|F41G4.7,ZC15.3,ZC15.3,chrV:20302874-20302933,Unknown,1.0148071,ZC15.3,WBGene00013832,Public name for WBGene00013832. History: N.A.
18409,A_12_P119593,wb|Y48G10A.3,Y48G10A.3,Y48G10A.3,chrI:13479916-13479857,Unknown,1.0157878,Y48G10A.3,WBGene00013020,Public name for WBGene00013020. History: N.A.
8676,A_12_P111646,wb|Y17G7B.8,Y17G7B.8,Y17G7B.8,chrII:12025891-12025832,Unknown,1.0162208,Y17G7B.8,WBGene00012462,Public name for WBGene00012462. History: N.A.
8804,A_12_P119192,wb|T08A9.9a|wb|T08A9.9b.1|wb|T08A9.9b.3|wb|T08A9.9b.2,T08A9.9a,T08A9.9a,chrX:7320060-7320001,Unknown,1.0170463,,,
3671,A_12_P119120,wb|C25B8.3a,C25B8.3a,C25B8.3a,chrX:6608897-6608956,Unknown,1.017863,,,
4106,A_12_P117687,wb|C41G6.11,C41G6.11,C41G6.11,chrV:15216126-15216185,"7TM chemoreceptor, sri family [C41G6.11]",1.0247598,C41G6.11,WBGene00005536,Sequence name for WBGene00005536(sri-24). History: N.A.
21743,A_12_P108072,wb|ZK1248.16,ZK1248.16,ZK1248.16,chrII:5839741-5839682,Unknown,1.0253222,ZK1248.16,WBGene00002268,Sequence name for WBGene00002268(lec-5). History: N.A.
195,A_12_P109752,wb|F56C9.7.1|wb|F56C9.7.2,F56C9.7.1,F56C9.7.1,chrIII:7313259-7313200,Unknown,1.0262936,F56C9.7.1,WBGene00018951,Molecule name for WBGene00018951(nspg-6). History: N.A.
13596,A_12_P102603,wb|Y17G7B.3,Y17G7B.3,Y17G7B.3,chrII:11991651-11991710,Metallo-beta-lactamase superfamily [Y17G7B.3],1.0280274,Y17G7B.3,WBGene00012459,Public name for WBGene00012459. History: N.A.
4555,A_12_P109933,,A_12_P109933,A_12_P109933,chrI:004789463-004789522,Unknown,1.0317003,,,
11625,A_12_P113418,wb|ZK622.3a.1|wb|ZK622.3a.3|wb|ZK622.3a.2,ZK622.3a.1,ZK622.3a.1,chrII:5278196-5278137,Unknown,1.0317913,ZK622.3a.1,WBGene00022781,Molecule name for WBGene00022781(pmt-1). History: N.A.
13600,A_12_P112758,wb|F41E6.6.2|wb|F41E6.6.1,F41E6.6.2,F41E6.6.2,chrV:8599857-8599916,cysteine protease and a protease inhibitor [F41E6.6.2],1.0325261,,,
5917,A_12_P100345,wb|F59F4.2.2|wb|F59F4.2.1,F59F4.2.2,F59F4.2.2,chrX:15842201-15842260,Unknown,1.0367233,,,
3573,A_12_P113861,wb|Y54H5A.3,Y54H5A.3,Y54H5A.3,chrIII:5152110-5152051,Unknown,1.0399084,Y54H5A.3,WBGene00021901,Sequence name for WBGene00021901(rbm-42). History: Renamed on 2017-12-07
4376,A_12_P115708,wb|M18.8,M18.8,M18.8,chrIV:12126519-12126578,Unknown,1.0421511,M18.8,WBGene00010892,Sequence name for WBGene00010892(dhhc-6). History: N.A.
3639,A_12_P115665,wb|Y51F10.7,Y51F10.7,Y51F10.7,chrI:1911834-1911775,Unknown,1.0426573,Y51F10.7,WBGene00021768,Public name for WBGene00021768. History: N.A.
9271,A_12_P113912,wb|M03A1.1a|wb|M03A1.1b,M03A1.1a,M03A1.1a,chrII:4590421-4590480,tyrosine-protein kinase receptor [M03A1.1a],1.0435797,,,
11635,A_12_P112429,wb|Y48B6A.3,Y48B6A.3,Y48B6A.3,chrII:14165734-14165793,Unknown,1.044344,Y48B6A.3,WBGene00006964,Sequence name for WBGene00006964(xrn-2). History: N.A.
20755,A_12_P105473,wb|R05D3.6|wb|ZC262.5,R05D3.6,R05D3.6,chrIII:8350644-8350363,ATPase epsilon chain [R05D3.6],1.0455387,R05D3.6,WBGene00019880,Public name for WBGene00019880. History: N.A.
15606,A_12_P113992,wb|T06A10.4,T06A10.4,T06A10.4,chrIV:16865241-16865300,Unknown,1.0455908,T06A10.4,WBGene00020287,Sequence name for WBGene00020287(lsy-13). History: N.A.
11706,A_12_P115162,wb|Y39G10AR.12b.2|wb|Y39G10AR.12b.1|wb|Y39G10AR.12a,Y39G10AR.12b.2,Y39G10AR.12b.2,chrI:2302899-2302840,Unknown,1.0473046,,,
11363,A_12_P105728,wb|F38B2.1a.1|wb|F38B2.1a.2,F38B2.1a.1,F38B2.1a.1,chrX:11275309-11275368,intermediate filament protein [F38B2.1a.1],1.0522683,F38B2.1a.1,WBGene00002050,Molecule name for WBGene00002050(ifa-1). History: N.A.
13933,A_12_P108048,wb|R148.6.1|wb|R148.6.2,R148.6.1,R148.6.1,chrIII:3198590-3198531,Unknown,1.0528886,R148.6.1,WBGene00006452,Molecule name for WBGene00006452(heh-1). History: N.A.
8546,A_12_P105182,wb|F37H8.5,F37H8.5,F37H8.5,chrII:11189235-11189294,Unknown,1.0529237,F37H8.5,WBGene00009514,Public name for WBGene00009514. History: N.A.
21334,A_12_P114800,wb|Y52E8A.3,Y52E8A.3,Y52E8A.3,chrII:4305414-4305355,Unknown,1.0552236,Y52E8A.3,WBGene00021796,Public name for WBGene00021796. History: N.A.
4576,A_12_P109191,wb|C29F7.3,C29F7.3,C29F7.3,chrX:13419081-13418942,uridylate kinase [C29F7.3],1.0555409,C29F7.3,WBGene00007812,Public name for WBGene00007812. History: N.A.
1927,A_12_P116993,wb|Y73B6BL.24.1|wb|Y73B6BL.24.2,Y73B6BL.24.1,Y73B6BL.24.1,chrIV:6424687-6424628,Unknown,1.0556538,Y73B6BL.24.1,WBGene00022245,Molecule name for WBGene00022245(acp-6). History: N.A.
8456,A_12_P109815,wb|F55F8.2b|wb|F55F8.2a,F55F8.2b,F55F8.2b,chrI:5646678-5646537,RNA helicase [F55F8.2a],1.0570107,F55F8.2b,WBGene00018890,Molecule name for WBGene00018890(F55F8.2). History: N.A.
14109,A_12_P116814,wb|H05C05.1a,H05C05.1a,H05C05.1a,chrIII:2960425-2960484,Unknown,1.0577708,H05C05.1a,WBGene00019157,Molecule name for WBGene00019157(H05C05.1). History: N.A.
21088,A_12_P108177,wb|C50F4.7,C50F4.7,C50F4.7,chrV:9550106-9550165,histone H4 [C50F4.7],1.0586622,C50F4.7,WBGene00001911,Sequence name for WBGene00001911(his-37). History: N.A.
12935,A_12_P119876,,A_12_P119876,A_12_P119876,chrV:015573251-015573310,Unknown,1.0611598,,,
7563,A_12_P108545,wb|T10C6.10,T10C6.10,T10C6.10,chrV:16040808-16040867,Unknown,1.0618626,T10C6.10,WBGene00011691,Public name for WBGene00011691. History: N.A.
14180,A_12_P109874,wb|Y51A2D.10.4|wb|Y51A2D.10.1|wb|Y51A2D.10.3|wb|Y51A2D.10.2,Y51A2D.10.4,Y51A2D.10.4,chrV:18560527-18560586,Transthyretin-like family [Y51A2D.10.4],1.0624589,,,
2785,A_12_P118075,wb|F32B5.8,F32B5.8,F32B5.8,chrI:2686766-2686707,cysteine proteinase [F32B5.8],1.063153,F32B5.8,WBGene00000788,Sequence name for WBGene00000788(cpz-1). History: N.A.
14321,A_12_P115864,wb|C34F11.3b,C34F11.3b,C34F11.3b,chrII:5209696-5209755,Unknown,1.0640659,C34F11.3b,WBGene00016415,Molecule name for WBGene00016415(ampd-1). History: N.A.
3625,A_12_P113486,wb|T04D3.8,T04D3.8,T04D3.8,chrI:13318611-13318670,Unknown,1.0669329,T04D3.8,WBGene00011435,Public name for WBGene00011435. History: N.A.
1811,A_12_P104044,wb|Y71H2B.6.1|wb|Y71H2B.6.2|wb|Y71H2B.6.3,Y71H2B.6.1,Y71H2B.6.1,chrIII:2599370-2599429,Unknown,1.0670408,Y71H2B.6.1,WBGene00007019,Molecule name for WBGene00007019(mdt-19). History: N.A.
2338,A_12_P115872,wb|M03C11.8,M03C11.8,M03C11.8,chrIII:10428872-10428813,helicase [M03C11.8],1.0673252,M03C11.8,WBGene00010845,Public name for WBGene00010845. History: N.A.
2495,A_12_P117925,wb|F37C12.3.2|wb|F37C12.3.1|wb|F37C12.3.3,F37C12.3.2,F37C12.3.2,chrIII:7181763-7181822,Unknown,1.0682839,,,
18909,A_12_P116647,wb|T05E12.6,T05E12.6,T05E12.6,chrV:17087718-17087659,Unknown,1.0707655,T05E12.6,WBGene00011487,Public name for WBGene00011487. History: N.A.
3190,A_12_P103633,wb|Y37E11AR.3a|wb|Y37E11AR.3c|wb|Y37E11AR.3b,Y37E11AR.3a,Y37E11AR.3a,chrIV:3735959-3735900,Unknown,1.0714939,Y37E11AR.3a,WBGene00021370,Molecule name for WBGene00021370(nape-2). History: N.A.
10639,A_12_P102296,wb|F56A6.4,F56A6.4,F56A6.4,chrI:623692-623633,Unknown,1.0727011,F56A6.4,WBGene00018923,Sequence name for WBGene00018923(eme-1). History: N.A.
6758,A_12_P116392,wb|C04G2.9.1|wb|C04G2.9.2,C04G2.9.1,C04G2.9.1,chrIV:10114090-10114149,Unknown,1.0739127,C04G2.9.1,WBGene00007308,Molecule name for WBGene00007308(nsph-3.2). History: N.A.
13646,A_12_P106919,wb|Y37E11AR.5.1|wb|Y37E11AR.5.2,Y37E11AR.5.1,Y37E11AR.5.1,chrIV:3748360-3748301,Unknown,1.0753344,,,
17179,A_12_P118472,wb|T07C12.7,T07C12.7,T07C12.7,chrV:9954529-9954588,Transthyretin-like family [T07C12.7],1.0775884,T07C12.7,WBGene00011571,Sequence name for WBGene00011571(ttr-46). History: N.A.
9681,A_12_P112264,wb|B0035.13,B0035.13,B0035.13,chrIV:11304883-11304824,lipase [B0035.13],1.0778915,B0035.13,WBGene00007112,Public name for WBGene00007112. History: N.A.
20931,A_12_P116588,wb|F15A4.6,F15A4.6,F15A4.6,chrII:12472810-12472916,Toxocara surface glycoprotein like [F15A4.6],1.0782164,F15A4.6,WBGene00008841,Sequence name for WBGene00008841(phat-8). History: N.A.
6103,A_12_P118257,wb|F42A8.1,F42A8.1,F42A8.1,chrII:9341544-9341485,Unknown,1.0795567,F42A8.1,WBGene00009626,Public name for WBGene00009626. History: N.A.
16922,A_12_P101041,wb|F37A8.4.1,F37A8.4.1,F37A8.4.1,chrIII:3933664-3933605,Unknown,1.0809796,F37A8.4.1,WBGene00003748,Molecule name for WBGene00003748(nlp-10). History: N.A.
6153,A_12_P104746,wb|F42G9.2,F42G9.2,F42G9.2,chrIII:774001-774060,Unknown,1.0819466,F42G9.2,WBGene00000882,Sequence name for WBGene00000882(cyn-6). History: N.A.
20093,A_12_P116466,wb|F15E6.4,F15E6.4,F15E6.4,chrIV:4291749-4291808,Unknown,1.084337,F15E6.4,WBGene00017485,Public name for WBGene00017485. History: N.A.
22012,A_12_P104519,wb|C08B11.4,C08B11.4,C08B11.4,chrII:8028942-8028883,Unknown,1.0848327,C08B11.4,WBGene00003813,Sequence name for WBGene00003813(nrf-6). History: N.A.
10673,A_12_P110830,wb|T18H9.2a.1|wb|T18H9.2a.2,T18H9.2a.1,T18H9.2a.1,chrV:9207182-9207241,protease [T18H9.2a.1],1.0872412,,,
9712,A_12_P110417,wb|H06O01.3,H06O01.3,H06O01.3,chrI:7017060-7017119,retinal-binding protein like [H06O01.3],1.0873911,H06O01.3,WBGene00010370,Sequence name for WBGene00010370(ctg-1). History: N.A.
4088,A_12_P109454,wb|B0513.2,B0513.2,B0513.2,chrIV:13883939-13883998,Unknown,1.0882008,B0513.2,WBGene00007195,Sequence name for WBGene00007195(thoc-7). History: N.A.
12695,A_12_P101951,wb|Y119D3B.21,Y119D3B.21,Y119D3B.21,chrIII:1215145-1215204,Unknown,1.091449,Y119D3B.21,WBGene00022497,Public name for WBGene00022497. History: N.A.
21046,A_12_P102276,wb|ZK697.8|wb|R09H10.3,ZK697.8,ZK697.8,chrV:1748322-1748263,transthyretin like [R09H10.3],1.0923929,ZK697.8,WBGene00022808,Public name for WBGene00022808. History: N.A.
15242,A_12_P109101,wb|F18E3.7a|wb|F18E3.7b,F18E3.7a,F18E3.7a,chrV:7436150-7436091,D-amino acid oxidase [F18E3.7a],1.0933905,F18E3.7a,WBGene00017565,Molecule name for WBGene00017565(ddo-2). History: N.A.
3393,A_12_P106967,wb|F32A5.2a,F32A5.2a,F32A5.2a,chrII:7249957-7250016,Peroxidase [F32A5.2a],1.0943868,F32A5.2a,WBGene00017968,Molecule name for WBGene00017968(skpo-3). History: N.A.
17761,A_12_P116807,wb|F10G7.10b|wb|F10G7.10a,F10G7.10b,F10G7.10b,chrII:4713881-4713822,Unknown,1.094944,,,
1311,A_12_P104558,wb|T05A1.2,T05A1.2,T05A1.2,chrIV:9564346-9564405,collagen [T05A1.2],1.0958254,T05A1.2,WBGene00000696,Sequence name for WBGene00000696(col-122). History: N.A.
6747,A_12_P115544,wb|ZK652.11,ZK652.11,ZK652.11,chrIII:7860591-7860532,Unknown,1.0960313,ZK652.11,WBGene00000835,Sequence name for WBGene00000835(cuc-1). History: N.A.
9276,A_12_P119312,wb|ZC412.3.1|wb|ZC412.3.2,ZC412.3.1,ZC412.3.1,chrV:14872766-14872707,Unknown,1.097615,,,
20918,A_12_P119252,wb|ZK550.6.1|wb|ZK550.6.2,ZK550.6.1,ZK550.6.1,chrIV:17260402-17260343,Unknown,1.0995537,ZK550.6.1,WBGene00014000,Molecule name for WBGene00014000(ZK550.6). History: N.A.
9950,A_12_P112283,wb|C06A8.3,C06A8.3,C06A8.3,chrII:7791200-7791259,17k antigen (O. volvulus) [C06A8.3],1.1005418,C06A8.3,WBGene00015514,Sequence name for WBGene00015514(nlp-77). History: N.A.
2929,A_12_P100528,wb|R02D3.1,R02D3.1,R02D3.1,chrIV:251648-251707,dehydrogenase [R02D3.1],1.102293,R02D3.1,WBGene00019819,Sequence name for WBGene00019819(aass-1). History: N.A.
16613,A_12_P103346,wb|C05C8.3,C05C8.3,C05C8.3,chrV:7228762-7228821,FKBP-binding protein [C05C8.3],1.1025972,C05C8.3,WBGene00001428,Sequence name for WBGene00001428(fkb-3). History: N.A.
8858,A_12_P107808,wb|K04D7.3,K04D7.3,K04D7.3,chrIV:10183669-10183728,4-aminobutyrate aminotransferase [K04D7.3],1.1029949,K04D7.3,WBGene00001794,Sequence name for WBGene00001794(gta-1). History: N.A.
3274,A_12_P111149,wb|ZK945.1.2|wb|ZK945.1.1,ZK945.1.2,ZK945.1.2,chrII:10098598-10098657,esterase [ZK945.1.2],1.1050951,,,
10477,A_12_P110611,wb|Y48G8AL.12,Y48G8AL.12,Y48G8AL.12,chrI:1218575-1218516,Unknown,1.1113397,Y48G8AL.12,WBGene00021690,Public name for WBGene00021690. History: N.A.
6554,A_12_P106874,wb|F41G3.10,F41G3.10,F41G3.10,chrII:6748706-6748647,Unknown,1.1117455,F41G3.10,WBGene00018303,Public name for WBGene00018303. History: N.A.
14086,A_12_P103329,wb|C17F4.7.1|wb|C17F4.7.2|wb|C17F4.7.3|wb|C17F4.7.4,C17F4.7.1,C17F4.7.1,chrII:3245229-3245170,Unknown,1.1160388,C17F4.7.1,WBGene00015913,Molecule name for WBGene00015913(C17F4.7). History: N.A.
17884,A_12_P108294,wb|C14A4.14,C14A4.14,C14A4.14,chrII:10583775-10583834,Unknown,1.1184275,C14A4.14,WBGene00007564,Sequence name for WBGene00007564(mrps-22). History: N.A.
5274,A_12_P118410,wb|R06C1.4.2|wb|R06C1.4.1,R06C1.4.2,R06C1.4.2,chrI:11939738-11939797,"RNA recognition motif. (aka RRM, RBD, or RNP domain) [R06C1.4.2]",1.121664,,,
14280,A_12_P111621,wb|C48E7.10,C48E7.10,C48E7.10,chrI:6257771-6257712,Unknown,1.1223221,C48E7.10,WBGene00005000,Sequence name for WBGene00005000(spp-15). History: N.A.
2470,A_12_P105206,wb|R12C12.1b|wb|R12C12.1a.1|wb|R12C12.1a.2,R12C12.1b,R12C12.1b,chrII:6054108-6054167,Glycine dehydrogenase [R12C12.1a.1],1.122343,R12C12.1b,WBGene00020022,Molecule name for WBGene00020022(gldc-1). History: N.A.
15556,A_12_P111324,wb|R12B2.5a|wb|R12B2.5b.1|wb|R12B2.5b.2,R12B2.5a,R12B2.5a,chrIII:5830237-5830178,Unknown,1.1239724,R12B2.5a,WBGene00007016,"Molecule name for WBGene00007016(mdt-15). History: Split into R12B2.13(WBGene00303073). History of WBGene00007016: Split into ""WBGene00303073"" on 2018-03-02"
7830,A_12_P113704,wb|W02D3.7,W02D3.7,W02D3.7,chrI:6739467-6739408,fatty acid-binding protein [W02D3.7],1.1241477,W02D3.7,WBGene00002257,Sequence name for WBGene00002257(lbp-5). History: N.A.
6220,A_12_P105387,wb|Y55F3AR.2,Y55F3AR.2,Y55F3AR.2,chrIV:1096441-1096500,Unknown,1.1265836,Y55F3AR.2,WBGene00021933,Public name for WBGene00021933. History: N.A.
6495,A_12_P109950,wb|Y105E8A.4.2|wb|Y105E8A.4.1,Y105E8A.4.2,Y105E8A.4.2,chrI:14376554-14375782,Unknown,1.1295471,,,
7425,A_12_P106004,wb|C12D12.2a.3|wb|C12D12.2a.2|wb|C12D12.2a.1,C12D12.2a.3,C12D12.2a.3,chrX:3499053-3499112,excitatory amino acid transporter [C12D12.2a.3],1.1306036,,,
998,A_12_P113425,wb|Y46G5A.34,Y46G5A.34,Y46G5A.34,chrII:12781316-12781495,Unknown,1.1313143,Y46G5A.34,WBGene00012919,Public name for WBGene00012919. History: N.A.
15514,A_12_P108077,wb|B0218.1b|wb|B0218.1a.3|wb|B0218.1a.2|wb|B0218.1a.1,B0218.1b,B0218.1b,chrIV:8161786-8161845,amidase [B0218.1a.3],1.132571,,,
7601,A_12_P114314,wb|F47B10.2,F47B10.2,F47B10.2,chrX:10893706-10893647,histidine ammonia-lyase [F47B10.2],1.1344165,F47B10.2,WBGene00009813,Sequence name for WBGene00009813(haly-1). History: N.A.
19744,A_12_P113578,wb|F11C7.5,F11C7.5,F11C7.5,chrX:17420197-17420138,Unknown,1.1377392,F11C7.5,WBGene00003891,"Sequence name for WBGene00003891(osm-11). History: N.A.. Public name for Dead gene WBGene00017377. History of WBGene00017377: Merged into ""WBGene00003891"" on 2007-07-06"
20351,A_12_P107893,wb|F32B5.1|wb|W10C8.5.2|wb|W10C8.5.1,F32B5.1,F32B5.1,chrI:2701928-2702037,phosphotransferase [F32B5.1],1.138428,F32B5.1,WBGene00017975,Public name for WBGene00017975. History: N.A.
7018,A_12_P120236,wb|B0035.15,B0035.15,B0035.15,chrIV:11297146-11297087,Unknown,1.141249,B0035.15,WBGene00007113,Public name for WBGene00007113. History: N.A.
15603,A_12_P116741,wb|W03D2.1c|wb|W03D2.1b|wb|W03D2.1a,W03D2.1c,W03D2.1c,chrIV:4077539-4077598,Unknown,1.1420357,W03D2.1c,WBGene00004157,Molecule name for WBGene00004157(pqn-75). History: N.A.
5995,A_12_P116553,wb|K07C11.7a,K07C11.7a,K07C11.7a,chrV:8210673-8210614,Unknown,1.1424247,K07C11.7a,WBGene00019479,Molecule name for WBGene00019479(K07C11.7). History: N.A.
7059,A_12_P117101,wb|C15H9.9.3|wb|C15H9.9.1|wb|C15H9.9.2,C15H9.9.3,C15H9.9.3,chrX:6127624-6127565,Unknown,1.1453209,,,
4752,A_12_P102130,wb|C53B4.5,C53B4.5,C53B4.5,chrIV:8979575-8979516,collagen [C53B4.5],1.1456304,C53B4.5,WBGene00000693,Sequence name for WBGene00000693(col-119). History: N.A.
106,A_12_P103273,wb|T03F6.1,T03F6.1,T03F6.1,chrIII:13394302-13394361,"Alcohol/other dehydrogenases, short chain type [T03F6.1]",1.1468543,T03F6.1,WBGene00011398,Sequence name for WBGene00011398(qdpr-1). History: N.A.
5528,A_12_P102829,wb|C18B2.5b.1|wb|C18B2.5b.3,C18B2.5b.1,C18B2.5b.1,chrX:3606806-3606747,Unknown,1.1477997,C18B2.5b.1,WBGene00015956,Molecule name for WBGene00015956(C18B2.5). History: N.A.
10699,A_12_P111234,wb|ZK525.1.1|wb|ZK525.1.2,ZK525.1.1,ZK525.1.1,chrIII:13663007-13662948,Unknown,1.1515851,ZK525.1.1,WBGene00001458,Molecule name for WBGene00001458(flp-15). History: N.A.
9204,A_12_P117224,wb|R09B5.8,R09B5.8,R09B5.8,chrV:1448478-1448537,Unknown,1.1518528,R09B5.8,WBGene00000557,Sequence name for WBGene00000557(cnc-3). History: N.A.
10660,A_12_P115497,wb|C34F6.2,C34F6.2,C34F6.2,chrX:11200272-11200331,collagen [C34F6.2],1.1549603,C34F6.2,WBGene00000751,Sequence name for WBGene00000751(col-178). History: N.A.
15909,A_12_P103436,wb|T08H10.1,T08H10.1,T08H10.1,chrV:4485458-4486191,aldose reductase [T08H10.1],1.1636616,T08H10.1,WBGene00020369,Sequence name for WBGene00020369(exc-15). History: N.A.
18734,A_12_P103981,wb|Y110A2AL.13,Y110A2AL.13,Y110A2AL.13,chrII:2886470-2886411,Unknown,1.1652079,Y110A2AL.13,WBGene00022448,Sequence name for WBGene00022448(pinn-1). History: N.A.
7541,A_12_P111196,wb|F54C9.4,F54C9.4,F54C9.4,chrII:8568094-8568035,collagen [F54C9.4],1.1677065,F54C9.4,WBGene00000615,Sequence name for WBGene00000615(col-38). History: N.A.
9411,A_12_P114740,wb|R06A4.9.2|wb|R06A4.9.1,R06A4.9.2,R06A4.9.2,chrII:14361281-14361340,six WD40 repeats [R06A4.9.2],1.1682184,,,
7071,A_12_P101189,,A_12_P101189,A_12_P101189,chrIII:004961989-004961930,Unknown,1.16828,,,
4729,A_12_P100324,wb|C27H5.5,C27H5.5,C27H5.5,chrII:7167679-7167620,cuticular collagen [C27H5.5],1.168693,C27H5.5,WBGene00000613,Sequence name for WBGene00000613(col-36). History: N.A.
8750,A_12_P106704,wb|K12G11.3.3|wb|K12G11.3.1|wb|K12G11.3.4,K12G11.3.3,K12G11.3.3,chrV:11892075-11892134,alcohol dehydrogenase [K12G11.3.3],1.1689038,,,
1337,A_12_P116545,wb|W03G11.1,W03G11.1,W03G11.1,chrX:12105616-12105675,cuticle collagen [W03G11.1],1.1691124,W03G11.1,WBGene00000754,Sequence name for WBGene00000754(col-181). History: N.A.
10176,A_12_P110902,wb|K11D12.7,K11D12.7,K11D12.7,chrV:5035270-5035211,Unknown,1.1716647,K11D12.7,WBGene00019647,Public name for WBGene00019647. History: N.A.
9685,A_12_P109755,wb|F53G12.7,F53G12.7,F53G12.7,chrI:117339-117398,cuticular collagen [F53G12.7],1.1719205,F53G12.7,WBGene00000622,Sequence name for WBGene00000622(col-45). History: N.A.
9620,A_12_P104341,wb|F46B6.5c,F46B6.5c,F46B6.5c,chrV:9783825-9783766,Unknown,1.1725271,F46B6.5c,WBGene00009770,Molecule name for WBGene00009770(F46B6.5). History: N.A.
4635,A_12_P106840,wb|Y73B3A.1|wb|F15E6.1|wb|Y51H4A.12,Y73B3A.1,Y73B3A.1,chrX:43312-42972,Unknown,1.1736172,Y73B3A.1,WBGene00022203,Public name for WBGene00022203. History: N.A.
7971,A_12_P117384,wb|T19D12.6.1|wb|T19D12.6.2,T19D12.6.1,T19D12.6.1,chrII:6637333-6637274,laminin repeats; EGF-like repeats [T19D12.6.1],1.1756632,T19D12.6.1,WBGene00020581,Molecule name for WBGene00020581(T19D12.6). History: N.A.
7061,A_12_P104156,wb|ZC155.3,ZC155.3,ZC155.3,chrIII:5204094-5203986,Unknown,1.1758686,ZC155.3,WBGene00022531,Sequence name for WBGene00022531(morc-1). History: N.A.
19757,A_12_P118630,wb|C54E4.2b|wb|C54E4.2a,C54E4.2b,C54E4.2b,chrIV:2146174-2146326,Unknown,1.1759262,,,
19946,A_12_P113665,wb|C48E7.3,C48E7.3,C48E7.3,chrI:6262790-6262849,Unknown,1.176757,C48E7.3,WBGene00003059,Sequence name for WBGene00003059(lpd-2). History: N.A.
19676,A_12_P104401,wb|ZC84.3,ZC84.3,ZC84.3,chrIII:9186711-9186603,Unknown,1.1815268,ZC84.3,WBGene00013847,Sequence name for WBGene00013847(cls-3). History: N.A.
3381,A_12_P101903,wb|H06I04.3a.2|wb|H06I04.3a.1,H06I04.3a.2,H06I04.3a.2,chrIII:3083673-3084932,Unknown,1.1837963,,,
18880,A_12_P112975,wb|F36D1.1,F36D1.1,F36D1.1,chrI:11284656-11284597,Unknown,1.1893835,F36D1.1,WBGene00009461,Sequence name for WBGene00009461(madf-2). History: N.A.
2290,A_12_P112337,wb|C44E4.6.2|wb|C44E4.6.3|wb|C44E4.6.1|wb|C44E4.6.4,C44E4.6.2,C44E4.6.2,chrI:4635868-4635809,acyl-CoA-binding protein [C44E4.6.2],1.191029,C44E4.6.2,WBGene00016655,Molecule name for WBGene00016655(acbp-1). History: N.A.
16245,A_12_P103484,wb|C08F11.7,C08F11.7,C08F11.7,chrIV:13638261-13638432,Unknown,1.1912317,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
3099,A_12_P117614,wb|F35E12.10,F35E12.10,F35E12.10,chrV:13748506-13748447,Unknown,1.1915846,F35E12.10,WBGene00009434,Public name for WBGene00009434. History: N.A.
12478,A_12_P100318,wb|T08A9.7.1|wb|T08A9.7.2,T08A9.7.1,T08A9.7.1,chrX:7315004-7314945,Unknown,1.195579,T08A9.7.1,WBGene00004988,Molecule name for WBGene00004988(spp-3). History: N.A.
