# Table S5. WAGO 22G-RNA Targets,Related to Experimental Procedures,,,
Gene Name,Gene ID,Input,Suggested Match,History
Y47H10A.5,Y47H10A.5,Y47H10A.5,WBGene00012961,Public name for WBGene00012961. History: N.A.
nekl-4,D1044.8,nekl-4,WBGene00017033,Public name for WBGene00017033. History: N.A.
ZC416.1,ZC416.1,ZC416.1,WBGene00022608,Sequence name for WBGene00022608(madf-9). History: N.A.
pat-6,T21D12.4,pat-6,WBGene00003932,Public name for WBGene00003932. History: N.A.
T08B1.4,T08B1.4,T08B1.4,WBGene00020341,Public name for WBGene00020341. History: N.A.
C17C3.1,C17C3.1,C17C3.1,WBGene00015887,Public name for WBGene00015887. History: N.A.
C09B8.4,C09B8.4,C09B8.4,WBGene00015623,Public name for WBGene00015623. History: N.A.
Y54G2A.40,Y54G2A.40,Y54G2A.40,WBGene00044495,Public name for WBGene00044495. History: N.A.
F59F4.1,F59F4.1,F59F4.1,WBGene00010336,Sequence name for WBGene00010336(acox-1.6). History: Renamed on 2017-01-05
dpy-10,T14B4.7,dpy-10,WBGene00001072,"Public name for WBGene00001072. History: Split into T14B4.19(WBGene00302993). History of WBGene00001072: Split into ""WBGene00302993"" on 2018-03-06"
puf-4,M4.2,puf-4,WBGene00004240,Public name for WBGene00004240. History: N.A.
rbg-2,T22C1.10,rbg-2,WBGene00004318,Public name for WBGene00004318. History: N.A.
K03D3.2,K03D3.2,K03D3.2,WBGene00010528,Public name for WBGene00010528. History: N.A.
C04E7.4,C04E7.4,C04E7.4,WBGene00015430,"Public name for Dead gene WBGene00015431. History of WBGene00015431: Merged into ""WBGene00015430"" on 2018-01-11"
Y71A12B.2,Y71A12B.2,Y71A12B.2,WBGene00013500,Public name for WBGene00013500. History: N.A.
C01B12.8,C01B12.8,C01B12.8,WBGene00015291,Public name for WBGene00015291. History: N.A.
lin-15A,ZK678.1,lin-15A,WBGene00023498,Public name for WBGene00023498. History: N.A.
F40G12.7,F40G12.7,F40G12.7,WBGene00009602,Public name for WBGene00009602. History: N.A.
F43C1.5,F43C1.5,F43C1.5,WBGene00009649,Public name for WBGene00009649. History: N.A.
fbxa-116,Y113G7B.1,fbxa-116,WBGene00013754,Public name for WBGene00013754. History: N.A.
cyp-33E2,F42A9.5,cyp-33E2,WBGene00018334,Public name for WBGene00018334. History: N.A.
lgc-25,R03E1.3,lgc-25,WBGene00010994,Public name for WBGene00010994. History: N.A.
trt-1,DY3.4,trt-1,WBGene00006618,Public name for WBGene00006618. History: N.A.
Y71F9AL.4,Y71F9AL.4,Y71F9AL.4,WBGene00022110,Public name for WBGene00022110. History: N.A.
F33A8.6,F33A8.6,F33A8.6,WBGene00009354,Sequence name for WBGene00009354(ilkp-1). History: N.A.
Y32G9A.13,Y32G9A.13,Y32G9A.13,WBGene00044517,Public name for WBGene00044517. History: N.A.
R07H5.9,R07H5.9,R07H5.9,WBGene00011129,Public name for WBGene00011129. History: N.A.
fbxa-4,F42G2.8,fbxa-4,WBGene00044672,Public name for WBGene00044672. History: N.A.
fbxa-79,Y82E9BL.13,fbxa-79,WBGene00022329,Public name for WBGene00022329. History: N.A.
kin-33,DC2.7,kin-33,WBGene00017083,Public name for WBGene00017083. History: N.A.
F13B9.1,F13B9.1,F13B9.1,WBGene00017419,Sequence name for WBGene00017419(sec-16A.2). History: N.A.
F21D9.8,F21D9.8,F21D9.8,WBGene00009021,Public name for WBGene00009021. History: N.A.
Y58A7A.2,Y58A7A.2,Y58A7A.2,WBGene00021976,Public name for WBGene00021976. History: N.A.
T23E1.2,T23E1.2,T23E1.2,WBGene00020729,Public name for WBGene00020729. History: N.A.
T21G5.6,T21G5.6,T21G5.6,WBGene00044898,Sequence name for WBGene00044898(let-383). History: N.A.
F31D5.4,F31D5.4,F31D5.4,WBGene00017947,Sequence name for WBGene00017947(mth-2). History: N.A.
pry-1,C37A5.9,pry-1,WBGene00004202,Public name for WBGene00004202. History: N.A.
pes-4,Y119D3B.17,pes-4,WBGene00003978,Public name for WBGene00003978. History: N.A.
Y43C5B.3,Y43C5B.3,Y43C5B.3,WBGene00012786,Public name for WBGene00012786. History: N.A.
W05H7.2,W05H7.2,W05H7.2,WBGene00021045,Public name for WBGene00021045. History: N.A.
C06A1.3,C06A1.3,C06A1.3,WBGene00007354,Public name for WBGene00007354. History: N.A.
F32B5.6,F32B5.6,F32B5.6,WBGene00017979,Public name for WBGene00017979. History: N.A.
tyr-6,Y73B6BL.1,tyr-6,WBGene00022231,Public name for WBGene00022231. History: N.A.
nhr-59,T27B7.1,nhr-59,WBGene00003649,Public name for WBGene00003649. History: N.A.
R03E1.2,R03E1.2,R03E1.2,WBGene00010993,Sequence name for WBGene00010993(vha-20). History: N.A.
fbxa-139,B0391.9,fbxa-139,WBGene00007164,Public name for WBGene00007164. History: N.A.
T03F6.9,T03F6.9,T03F6.9,WBGene00045482,Public name for WBGene00045482. History: N.A.
F16B4.6,F16B4.6,F16B4.6,WBGene00017508,Public name for WBGene00017508. History: N.A.
R04E5.9,R04E5.9,R04E5.9,WBGene00019872,Public name for WBGene00019872. History: N.A.
cpn-4,F49D11.8,cpn-4,WBGene00000780,Public name for WBGene00000780. History: N.A.
F56B3.3,F56B3.3,F56B3.3,WBGene00018929,Public name for WBGene00018929. History: N.A.
C05D12.3,C05D12.3,C05D12.3,WBGene00014666,Public name for WBGene00014666. History: N.A.
T26A8.1,T26A8.1,T26A8.1,WBGene00020824,Sequence name for WBGene00020824(pdtf-1). History: N.A.
lon-8,Y59A8B.20,lon-8,WBGene00013352,Public name for WBGene00013352. History: N.A.
Y61A9LA.7,Y61A9LA.7,Y61A9LA.7,WBGene00022018,Public name for WBGene00022018. History: N.A.
F54D5.7,F54D5.7,F54D5.7,WBGene00010052,Public name for WBGene00010052. History: N.A.
fbxc-28,R07C3.6,fbxc-28,WBGene00019922,Public name for WBGene00019922. History: N.A.
W01A11.7,W01A11.7,W01A11.7,WBGene00020912,Public name for WBGene00020912. History: N.A.
R13A1.10,R13A1.10,R13A1.10,WBGene00044504,Public name for WBGene00044504. History: N.A.
C32H11.4,C32H11.4,C32H11.4,WBGene00007867,Public name for WBGene00007867. History: N.A.
C06A5.12,C06A5.12,C06A5.12,WBGene00044414,Public name for WBGene00044414. History: N.A.
set-18,T22A3.4,set-18,WBGene00044070,Public name for WBGene00044070. History: Renamed on 2005-10-05; Renamed on 2007-05-03
F48B9.8,F48B9.8,F48B9.8,WBGene00018593,Public name for WBGene00018593. History: N.A.
nhr-94,C12D5.8,nhr-94,WBGene00003684,Public name for WBGene00003684. History: N.A.
ZK1098.6,ZK1098.6,ZK1098.6,WBGene00014223,Public name for WBGene00014223. History: N.A.
T08D2.4,T08D2.4,T08D2.4,WBGene00011609,Public name for WBGene00011609. History: N.A.
C02F5.7,C02F5.7,C02F5.7,WBGene00015350,Sequence name for WBGene00015350(fbxl-1). History: N.A.
R102.1,R102.1,R102.1,WBGene00011288,Public name for WBGene00011288. History: N.A.
sri-5,F28D9.2,sri-5,WBGene00005517,Public name for WBGene00005517. History: N.A.
srh-88,C44C3.9,srh-88,WBGene00005309,Public name for WBGene00005309. History: N.A.
F31C3.6,F31C3.6,F31C3.6,WBGene00009288,Public name for WBGene00009288. History: N.A.
C43H6.7,C43H6.7,C43H6.7,WBGene00016620,Sequence name for WBGene00016620(dhhc-9). History: N.A.
Y94H6A.10,Y94H6A.10,Y94H6A.10,WBGene00022382,Public name for WBGene00022382. History: N.A.
F57B7.1,F57B7.1,F57B7.1,WBGene00010191,Sequence name for WBGene00010191(dmsr-1). History: N.A.
ZK666.4,ZK666.4,ZK666.4,WBGene00014044,Public name for WBGene00014044. History: N.A.
vhl-1,F08G12.4,vhl-1,WBGene00006922,Public name for WBGene00006922. History: N.A.
F40A3.5,F40A3.5,F40A3.5,WBGene00077712,"Sequence name for WBGene00077712(nipi-4). History: N.A.. Public name for Dead gene WBGene00018220. History of WBGene00018220: Merged into ""WBGene00077712"" on 2012-04-12"
R102.4,R102.4,R102.4,WBGene00011291,Public name for WBGene00011291. History: N.A.
ZK355.2,ZK355.2,ZK355.2,WBGene00022712,Public name for WBGene00022712. History: N.A.
C50F4.14,C50F4.14,C50F4.14,WBGene00008237,Sequence name for WBGene00008237(nstp-10). History: N.A.
K01A11.3,K01A11.3,K01A11.3,WBGene00010451,Public name for WBGene00010451. History: N.A.
C45B2.6,C45B2.6,C45B2.6,WBGene00016661,Public name for WBGene00016661. History: N.A.
E02H9.1,E02H9.1,E02H9.1,WBGene00017099,Public name for WBGene00017099. History: N.A.
Y55F3BR.1,Y55F3BR.1,Y55F3BR.1,WBGene00021938,Public name for WBGene00021938. History: N.A.
C36B7.6,C36B7.6,C36B7.6,WBGene00016469,Public name for WBGene00016469. History: N.A.
F58D12.5,F58D12.5,F58D12.5,WBGene00050929,Public name for WBGene00050929. History: N.A.
F10F2.2,F10F2.2,F10F2.2,WBGene00008654,Sequence name for WBGene00008654(pfas-1). History: N.A.
T28D6.6,T28D6.6,T28D6.6,WBGene00012126,Public name for WBGene00012126. History: N.A.
fbxa-77,Y119D3B.6,fbxa-77,WBGene00022484,Public name for WBGene00022484. History: N.A.
srd-42,R04D3.7,srd-42,WBGene00005120,Public name for WBGene00005120. History: N.A.
lag-2,Y73C8B.4,lag-2,WBGene00002246,Public name for WBGene00002246. History: N.A.
C09E7.4,C09E7.4,C09E7.4,WBGene00015638,Public name for WBGene00015638. History: N.A.
Y65B4BR.1,Y65B4BR.1,Y65B4BR.1,WBGene00022040,Public name for WBGene00022040. History: N.A.
egl-20,W08D2.1,egl-20,WBGene00001188,Public name for WBGene00001188. History: N.A.
daf-7,B0412.2,daf-7,WBGene00000903,Public name for WBGene00000903. History: N.A.
H11L12.1,H11L12.1,H11L12.1,WBGene00019189,Public name for WBGene00019189. History: N.A.
F46H5.5,F46H5.5,F46H5.5,WBGene00018521,Public name for WBGene00018521. History: N.A.
Y39A1A.22,Y39A1A.22,Y39A1A.22,WBGene00012659,Public name for WBGene00012659. History: N.A.
sptl-1,C23H3.4,sptl-1,WBGene00016020,Public name for WBGene00016020. History: N.A.
C23H4.3,C23H4.3,C23H4.3,WBGene00007692,Sequence name for WBGene00007692(cest-9.1). History: N.A.
F11C1.1,F11C1.1,F11C1.1,WBGene00008690,Public name for WBGene00008690. History: N.A.
F25B4.1,F25B4.1,F25B4.1,WBGene00017765,Sequence name for WBGene00017765(gcst-1). History: N.A.
hlh-11,F58A4.7,hlh-11,WBGene00001955,Public name for WBGene00001955. History: N.A.
F11D5.1,F11D5.1,F11D5.1,WBGene00017380,Public name for WBGene00017380. History: N.A.
C32H11.7,C32H11.7,C32H11.7,WBGene00007870,Public name for WBGene00007870. History: N.A.
C17C3.13,C17C3.13,C17C3.13,WBGene00015895,Public name for WBGene00015895. History: N.A.
Y76B12C.3,Y76B12C.3,Y76B12C.3,WBGene00022297,Public name for WBGene00022297. History: N.A.
lars-2,ZK524.3,lars-2,WBGene00003074,Public name for WBGene00003074. History: Renamed on 2010-01-29
klp-3,T09A5.2,klp-3,WBGene00002216,Public name for WBGene00002216. History: N.A.
C07E3.9,C07E3.9,C07E3.9,WBGene00007419,Public name for WBGene00007419. History: N.A.
F59B2.15,F59B2.15,F59B2.15,WBGene00185006,Public name for WBGene00185006. History: N.A.
dod-18,C54G4.6,dod-18,WBGene00008316,Public name for WBGene00008316. History: N.A.
F01D5.10,F01D5.10,F01D5.10,WBGene00008500,Public name for WBGene00008500. History: N.A.
rab-6.2,T25G12.4,rab-6.2,WBGene00004270,Public name for WBGene00004270. History: N.A.
H14E04.3,H14E04.3,H14E04.3,WBGene00019200,Public name for WBGene00019200. History: N.A.
Y53F4B.11,Y53F4B.11,Y53F4B.11,WBGene00013158,Public name for WBGene00013158. History: N.A.
C36E6.2,C36E6.2,C36E6.2,WBGene00016490,Public name for WBGene00016490. History: N.A.
ZC239.21,ZC239.21,ZC239.21,WBGene00044372,Public name for WBGene00044372. History: N.A.
pde-1,T04D3.3,pde-1,WBGene00011433,Public name for WBGene00011433. History: N.A.
F02H6.2,F02H6.2,F02H6.2,WBGene00008535,Public name for WBGene00008535. History: N.A.
F38E11.9,F38E11.9,F38E11.9,WBGene00009544,Public name for WBGene00009544. History: N.A.
ZC376.1,ZC376.1,ZC376.1,WBGene00013873,Sequence name for WBGene00013873(cest-2.3). History: N.A.
Y61A9LA.3,Y61A9LA.3,Y61A9LA.3,WBGene00022015,Public name for WBGene00022015. History: N.A.
M02E1.1,M02E1.1,M02E1.1,WBGene00019733,Public name for WBGene00019733. History: N.A.
Y70C5A.3,Y70C5A.3,Y70C5A.3,WBGene00050904,Public name for WBGene00050904. History: N.A.
C35E7.11,C35E7.11,C35E7.11,WBGene00016463,Public name for WBGene00016463. History: N.A.
F22F7.3,F22F7.3,F22F7.3,WBGene00017721,Public name for WBGene00017721. History: N.A.
folt-1,C06H2.4,folt-1,WBGene00007388,Public name for WBGene00007388. History: Renamed on 2007-05-11
D2045.9,D2045.9,D2045.9,WBGene00008426,Public name for WBGene00008426. History: N.A.
srab-11,C36C5.8,srab-11,WBGene00016477,Public name for WBGene00016477. History: N.A.
C05D11.8,C05D11.8,C05D11.8,WBGene00015485,Public name for WBGene00015485. History: N.A.
C06B3.6,C06B3.6,C06B3.6,WBGene00007365,Public name for WBGene00007365. History: N.A.
fbxa-112,Y102A5C.13,fbxa-112,WBGene00013619,Public name for WBGene00013619. History: N.A.
C45H4.14,C45H4.14,C45H4.14,WBGene00016695,Public name for WBGene00016695. History: N.A.
ZK1053.3,ZK1053.3,ZK1053.3,WBGene00014198,Public name for WBGene00014198. History: N.A.
Y71H2B.11,Y71H2B.11,Y71H2B.11,WBGene00022198,Public name for WBGene00022198. History: N.A.
C47D12.4,C47D12.4,C47D12.4,WBGene00008138,Public name for WBGene00008138. History: N.A.
Y32G9A.6,Y32G9A.6,Y32G9A.6,WBGene00021304,Sequence name for WBGene00021304(nphp-2). History: N.A.
daao-1,Y69A2AR.5,daao-1,WBGene00022076,Public name for WBGene00022076. History: N.A.
moc-2,W01A11.6,moc-2,WBGene00003385,Public name for WBGene00003385. History: N.A.
bath-21,F59H6.8,bath-21,WBGene00019138,Public name for WBGene00019138. History: N.A.
T28C6.3,T28C6.3,T28C6.3,WBGene00012119,Public name for WBGene00012119. History: N.A.
C55C3.7,C55C3.7,C55C3.7,WBGene00043065,Public name for WBGene00043065. History: N.A.
C47D12.2,C47D12.2,C47D12.2,WBGene00008136,Public name for WBGene00008136. History: N.A.
ucr-2.1,VW06B3R.1,ucr-2.1,WBGene00012158,Public name for WBGene00012158. History: N.A.
Y81B9A.1,Y81B9A.1,Y81B9A.1,WBGene00022315,Public name for WBGene00022315. History: N.A.
R02C2.1,R02C2.1,R02C2.1,WBGene00019814,Public name for WBGene00019814. History: N.A.
tag-303,C52B11.2,tag-303,WBGene00016871,Other name for WBGene00016871(inso-1). History: Renamed on 2013-04-16
bath-24,B0047.3,bath-24,WBGene00015014,Public name for WBGene00015014. History: N.A.
glt-5,Y53C12A.2,glt-5,WBGene00001623,Public name for WBGene00001623. History: N.A.
fbxb-8,F49B2.1,fbxb-8,WBGene00009861,"Public name for WBGene00009861. History: Split into F49B2.7(WBGene00086555). History of WBGene00009861: Split into ""WBGene00086555"" on 2008-07-18"
sesn-1,Y74C9A.5,sesn-1,WBGene00022279,Public name for WBGene00022279. History: N.A.
ZC190.10,ZC190.10,ZC190.10,WBGene00022544,Public name for WBGene00022544. History: N.A.
Y37B11A.2,Y37B11A.2,Y37B11A.2,WBGene00021344,Sequence name for WBGene00021344(rev-3). History: N.A.
Y39B6A.37,Y39B6A.37,Y39B6A.37,WBGene00012695,Public name for WBGene00012695. History: N.A.
F41H10.2,F41H10.2,F41H10.2,WBGene00018315,"Public name for WBGene00018315. History: Split into F41H10.1(WBGene00018314). History of WBGene00018315: Split into ""WBGene00018314"" on 2014-06-11"
F43G6.8,F43G6.8,F43G6.8,WBGene00009660,Public name for WBGene00009660. History: N.A.
lin-15B,ZK662.4,lin-15B,WBGene00023497,Public name for WBGene00023497. History: N.A.
F43C11.6,F43C11.6,F43C11.6,WBGene00018383,Public name for WBGene00018383. History: N.A.
F12B6.2,F12B6.2,F12B6.2,WBGene00017398,Sequence name for WBGene00017398(slc-17.6). History: N.A.
glct-1,T09E11.1,glct-1,WBGene00011650,Public name for WBGene00011650. History: N.A.
aagr-3,F40F9.6,aagr-3,WBGene00009583,Public name for WBGene00009583. History: N.A.
Y46G5A.7,Y46G5A.7,Y46G5A.7,WBGene00012899,Public name for WBGene00012899. History: N.A.
Y105E8A.28,Y105E8A.28,Y105E8A.28,WBGene00013685,Public name for WBGene00013685. History: N.A.
fbxa-188,F47H4.8,fbxa-188,WBGene00009839,Public name for WBGene00009839. History: N.A.
Y20F4.4,Y20F4.4,Y20F4.4,WBGene00021239,Public name for WBGene00021239. History: N.A.
faah-5,Y56A3A.5,faah-5,WBGene00013226,"Public name for WBGene00013226. History: Split into Y56A3A.41(WBGene00269438). History of WBGene00013226: Split into ""WBGene00269438"" on 2016-04-19"
T09B9.4,T09B9.4,T09B9.4,WBGene00011645,Public name for WBGene00011645. History: N.A.
Y54E10BR.1,Y54E10BR.1,Y54E10BR.1,WBGene00021840,Sequence name for WBGene00021840(pign-1). History: N.A.
syg-2,C26G2.1,syg-2,WBGene00007750,Public name for WBGene00007750. History: N.A.
W03H9.2,W03H9.2,W03H9.2,WBGene00012228,Public name for WBGene00012228. History: N.A.
Y71H2AM.11,Y71H2AM.11,Y71H2AM.11,WBGene00022176,Public name for WBGene00022176. History: N.A.
ugt-37,F10D2.6,ugt-37,WBGene00017332,Public name for WBGene00017332. History: N.A.
C05D11.13,C05D11.13,C05D11.13,WBGene00015488,Public name for WBGene00015488. History: N.A.
catp-1,Y105E8A.12,catp-1,WBGene00013672,Public name for WBGene00013672. History: N.A.
C24H12.11,C24H12.11,C24H12.11,WBGene00016080,Public name for WBGene00016080. History: N.A.
nas-9,C37H5.9,nas-9,WBGene00003528,Public name for WBGene00003528. History: N.A.
pxd-1,C36E8.3,pxd-1,WBGene00007982,Public name for WBGene00007982. History: N.A.
ZC239.20,ZC239.20,ZC239.20,WBGene00044371,Public name for WBGene00044371. History: N.A.
F44E5.2,F44E5.2,F44E5.2,WBGene00009689,"Public name for WBGene00009689. History: Split into F44E5.15(WBGene00206377). History of WBGene00009689: Split into ""WBGene00206377"" on 2010-12-13"
his-71,F45E1.6,his-71,WBGene00001945,Public name for WBGene00001945. History: N.A.
sdz-26,R06A4.6,sdz-26,WBGene00011049,Public name for WBGene00011049. History: N.A.
K10G9.2,K10G9.2,K10G9.2,WBGene00010756,Public name for WBGene00010756. History: N.A.
Y71F9B.8,Y71F9B.8,Y71F9B.8,WBGene00022129,Sequence name for WBGene00022129(lron-11). History: N.A.
F21D9.2,F21D9.2,F21D9.2,WBGene00009016,Public name for WBGene00009016. History: N.A.
col-71,Y49F6B.10,col-71,WBGene00000647,Public name for WBGene00000647. History: N.A.
srg-34,Y51A2D.12,srg-34,WBGene00005191,Public name for WBGene00005191. History: N.A.
sri-16,F15H9.4,sri-16,WBGene00005528,Public name for WBGene00005528. History: N.A.
pgp-7,T21E8.2,pgp-7,WBGene00004001,Public name for WBGene00004001. History: N.A.
Y59C2A.3,Y59C2A.3,Y59C2A.3,WBGene00021986,Public name for WBGene00021986. History: N.A.
F11C1.5,F11C1.5,F11C1.5,WBGene00008694,Sequence name for WBGene00008694(vwa-8). History: N.A.
C17F4.8,C17F4.8,C17F4.8,WBGene00015914,Public name for WBGene00015914. History: N.A.
C37A5.1,C37A5.1,C37A5.1,WBGene00007988,Sequence name for WBGene00007988(best-8). History: N.A.
flr-4,F09B12.6,flr-4,WBGene00001468,Public name for WBGene00001468. History: N.A.
F19C6.2,F19C6.2,F19C6.2,WBGene00008951,Public name for WBGene00008951. History: N.A.
Y55F3AM.10,Y55F3AM.10,Y55F3AM.10,WBGene00021927,Sequence name for WBGene00021927(abhd-14). History: N.A.
catp-4,C01G12.8,catp-4,WBGene00007248,Public name for WBGene00007248. History: N.A.
rbc-2,Y54F10AM.10,rbc-2,WBGene00004314,"Public name for WBGene00004314. History: Split into Y54F10AM.15(WBGene00303092). History of WBGene00004314: Split into ""WBGene00303092"" on 2018-03-02"
wdfy-2,D2013.2,wdfy-2,WBGene00008402,Public name for WBGene00008402. History: N.A.
Y57G7A.6,Y57G7A.6,Y57G7A.6,WBGene00021969,Public name for WBGene00021969. History: N.A.
F54B8.4,F54B8.4,F54B8.4,WBGene00010019,Public name for WBGene00010019. History: N.A.
fbxa-154,B0391.6,fbxa-154,WBGene00007163,Public name for WBGene00007163. History: N.A.
Y37E11B.1,Y37E11B.1,Y37E11B.1,WBGene00021374,Public name for WBGene00021374. History: N.A.
fbxb-77,Y17G9B.7,fbxb-77,WBGene00021204,Public name for WBGene00021204. History: N.A.
ZK643.1,ZK643.1,ZK643.1,WBGene00014033,Sequence name for WBGene00014033(arrd-15). History: N.A.
T04D1.2,T04D1.2,T04D1.2,WBGene00020212,Public name for WBGene00020212. History: N.A.
T23G11.6,T23G11.6,T23G11.6,WBGene00011971,Sequence name for WBGene00011971(lron-9). History: N.A.
W03H9.3,W03H9.3,W03H9.3,WBGene00012228,"Public name for Dead gene WBGene00012229. History of WBGene00012229: Merged into ""WBGene00012228"" on 2011-04-19"
R07H5.11,R07H5.11,R07H5.11,WBGene00011131,Public name for WBGene00011131. History: N.A.
gly-13,B0416.6,gly-13,WBGene00001638,Public name for WBGene00001638. History: N.A.
C09E7.9,C09E7.9,C09E7.9,WBGene00015640,"Public name for Dead gene WBGene00015643. History of WBGene00015643: Merged into ""WBGene00015640"" on 2014-06-30"
srx-7,C14C6.1,srx-7,WBGene00005898,Public name for WBGene00005898. History: N.A.
R05G6.10,R05G6.10,R05G6.10,WBGene00019902,Public name for WBGene00019902. History: N.A.
Y111B2A.13,Y111B2A.13,Y111B2A.13,WBGene00013736,Sequence name for WBGene00013736(gtf-2A2). History: N.A.
Y57E12AR.1,Y57E12AR.1,Y57E12AR.1,WBGene00044612,Public name for WBGene00044612. History: N.A.
dgk-2,F46H6.2,dgk-2,WBGene00000959,Public name for WBGene00000959. History: N.A.
noah-2,F52B11.3,noah-2,WBGene00009926,Public name for WBGene00009926. History: Renamed on 2005-03-17
