Gene_Name,SX1316_1,SX1316_2,SX1316_3,SX1636_1,SX1636_2,SX1636_3,SX1888_1,SX1888_2,SX1888_3,SX3249_1,SX3249_2,SX3249_3,wt_avg,mut16_avg,prg1_avg,deps1_avg,Input,Suggested Match,History
C13F10.4,0,0.193017389,0.166959579,0.479554991,0.58082637,0.522902576,-0.03726699,0.094124006,0.244671884,0.028174548,-0.125648936,-0.079655384,0.173112329,0.761398628,0.14500475,-0.085181415,C13F10.4,WBGene00015743,Sequence name for WBGene00015743(soap-1). History: N.A.
C05C8.4,0,0.506957418,0.498487666,1.125783821,1.220902539,1.140348834,0.055108297,0.217879601,-0.287551107,0.753807926,0.342599848,0.471939499,0.483516879,1.676909461,-0.007003423,0.754215611,C05C8.4,WBGene00001563,Sequence name for WBGene00001563(gei-6). History: N.A.
F19F10.9,0,0.784768467,0.518341315,1.421015747,1.389477642,1.406058261,0.564029114,0.734792048,-0.034587348,0.823533281,0.540727676,0.596948444,0.62666334,2.027732718,0.607967951,0.943142359,F19F10.9,WBGene00017605,Sequence name for WBGene00017605(snu-66). History: Renamed on 2021-04-19
F19F10.12,0,0.335475388,0.339859808,-0.192819902,-0.147484296,-0.187562419,-1.477249332,-1.292170706,-1.776112208,0.863644368,0.925996264,1.114431002,0.324767579,-0.253850184,-2.185938943,1.396563248,F19F10.12,WBGene00017608,Sequence name for WBGene00017608(ints-9). History: N.A.
F19F10.10,0,-0.057129156,0.011462614,-1.607428989,-1.468020827,-1.751954633,-2.814443833,-2.633542655,-3.347218842,2.273721099,2.203407893,2.045206979,-0.021960965,-2.32149082,-4.229599704,3.136580587,F19F10.10,WBGene00017606,Sequence name for WBGene00017606(ets-6). History: N.A.
ZK742.2,0,0.645309257,0.615273865,0.740911138,0.897282314,0.718084711,-0.698436362,-0.554591517,-1.189038937,1.236003849,0.818891082,1.398717201,0.60621234,1.133130274,-1.174385895,1.660836365,ZK742.2,WBGene00022812,Sequence name for WBGene00022812(uvs-1). History: N.A.
F40A3.5,0,-1.034575095,-0.953915711,-8.193180765,-8.284296262,-7.613208699,-10.10968403,-7.807998768,-6.519350717,-2.087218965,-1.922906644,-2.39485387,-0.956261942,-11.58517094,-11.75172902,-3.080144044,F40A3.5,WBGene00077712,"Sequence name for WBGene00077712(nipi-4). History: N.A.. Public name for Dead gene WBGene00018220. History of WBGene00018220: Merged into ""WBGene00077712"" on 2012-04-12"
Y97E10AR.4,0,0.683888126,0.684960442,1.487426275,1.503956504,1.428124151,0.742478454,0.983616779,0.329640718,1.040416988,0.845009032,0.897865679,0.658277014,2.125333577,0.988600021,1.338480377,Y97E10AR.4,WBGene00022399,Public name for WBGene00022399. History: N.A.
Y97E10AR.5,0,0.52941356,0.490522888,0.660338464,0.665545332,0.509620748,-0.298729292,-0.087082028,-0.849901666,0.879342593,0.693298535,0.667386014,0.490485752,0.882691101,-0.594252332,1.07722535,Y97E10AR.5,WBGene00022400,Sequence name for WBGene00022400(rpb-9). History: N.A.
Y97E10AR.6,0,0.729068178,0.62845297,1.419613519,1.570654719,1.375224857,0.044079966,0.439941486,-0.125690289,0.853674364,0.594743876,0.656626903,0.652829676,2.099358413,0.172320864,1.01231273,Y97E10AR.6,WBGene00022401,Public name for WBGene00022401. History: N.A.
ZC513.4,0,0.429804955,0.254509147,0.67368542,0.814026074,0.61571913,-0.34205869,-0.12554284,-0.818919974,0.401503944,0.060261867,0.007070796,0.32908552,1.01153631,-0.618686065,0.225462749,ZC513.4,WBGene00006935,Sequence name for WBGene00006935(vars-1). History: Renamed on 2010-01-29
D1014.8,0,0.757415452,0.52605125,1.383950565,1.593388741,1.417178444,0.301025685,0.490401361,-0.042863096,1.046192823,0.46524986,0.625583911,0.617217015,2.113316322,0.359983166,1.027692556,D1014.8,WBGene00005006,Sequence name for WBGene00005006(spr-1). History: Renamed on 2007-02-07
C16D9.11,0,-0.774751876,-0.608451409,0.981026617,0.945984454,0.530136258,-0.299838965,-0.245005498,-0.066143036,0.346298334,0.370589698,-0.539925736,-0.665180173,1.181638089,-0.293822878,0.085100876,C16D9.11,WBGene00045055,Public name for WBGene00045055. History: N.A.
C08D8.3,0,-0.895782602,-0.457637972,1.07011745,0.975137747,0.790689333,-0.245951947,-0.318441517,-0.178332929,0.110743465,0.205002009,-1.207915595,-0.650857717,1.363801037,-0.357175895,-0.429043136,C08D8.3,WBGene00044957,Public name for WBGene00044957. History: N.A.
F38E1.9,0,-0.334879245,-0.101336636,-2.208058796,-1.766957479,-1.669471945,-3.021740034,-2.413369825,-2.99246715,0.748851404,1.075387456,0.065292617,-0.209775496,-2.714425054,-4.052807853,0.908672564,F38E1.9,WBGene00018181,Sequence name for WBGene00018181(mpdu-1). History: N.A.
T23B12.4,0,0.372253244,0.209141693,0.814615031,0.760858306,0.686551304,-0.325444222,-0.121063557,-0.745319358,0.96609339,0.918017301,0.733395971,0.279591864,1.087803911,-0.5731477,1.258754627,T23B12.4,WBGene00020719,Sequence name for WBGene00020719(natc-1). History: N.A.
T23B12.2,0,0.640860649,0.582922222,1.592553181,1.672955196,1.674054508,0.31242479,0.629883244,0.269385933,1.009591695,0.685825786,0.888081926,0.58851516,2.375427626,0.582701626,1.242400594,T23B12.2,WBGene00020717,Sequence name for WBGene00020717(mrpl-4). History: N.A.
T23B12.14,0,-0.137677589,-0.046866967,-6.392889685,-6.116280401,-6.305394103,0.404584352,0.367790236,0.594511173,-1.804485443,-1.798187156,-1.107646421,-0.088747172,-9.047892817,0.657333103,-2.26518463,T23B12.14,WBGene00220084,Public name for WBGene00220084. History: N.A.
ZK994.7,0,-0.970256525,-0.589935657,1.042843913,1.123405718,0.632080206,0.195700516,-0.113149591,0.050977986,0.585886803,0.603630225,-1.093595447,-0.750293841,1.345712193,0.064213833,0.04612853,ZK994.7,WBGene00044958,Public name for WBGene00044958. History: N.A.
F45F2.10,0,0.652954557,0.487454209,1.228249277,1.286076115,1.175138404,0.174157014,0.322053469,-0.014609741,1.022310903,0.806367081,0.54767193,0.54842069,1.774257041,0.231601001,1.142782745,F45F2.10,WBGene00018482,Public name for WBGene00018482. History: N.A.
F25G6.9,0,0.742938116,0.543929834,1.143588478,1.176736467,1.188547364,0.179049801,0.396656461,-0.161067435,0.786891502,0.521551863,0.473080606,0.61885267,1.687410893,0.199399126,0.856731933,F25G6.9,WBGene00017800,Public name for WBGene00017800. History: N.A.
F25G6.2,0,0.798013832,0.558843801,1.547680558,1.635954376,1.554008054,0.582408887,0.754269902,0.242566977,1.012547451,0.672290667,0.693919627,0.652510593,2.278324681,0.759456678,1.143940667,F25G6.2,WBGene00017797,Sequence name for WBGene00017797(symk-1). History: N.A.
F25G6.1,0,-0.109207277,-0.104438865,-5.529488417,-5.908285986,-5.562620823,-1.443708037,-1.692996996,-1.568948625,-0.929365607,-1.009316492,-0.904621701,-0.102742077,-8.175461962,-2.262941066,-1.367340097,F25G6.1,WBGene00017796,Public name for WBGene00017796. History: N.A.
W09B7.2,0,0.089715502,0.009348771,-2.127194866,-1.931120807,-1.943646945,1.97661221,2.063465956,2.0519425,-1.827605334,-1.512466226,-1.655487288,0.047639845,-2.886333902,2.929642668,-2.402355992,W09B7.2,WBGene00021107,Public name for WBGene00021107. History: N.A.
W09B7.1,0,-0.176357834,-0.121380288,-4.229979434,-3.987428511,-3.9751574,0.228516093,0.256335302,0.264082199,-2.979863276,-2.758117513,-2.860757793,-0.143181771,-5.86338452,0.360160927,-4.13511917,W09B7.1,WBGene00021106,Public name for WBGene00021106. History: N.A.
F07B7.2,0,0.089715502,0.009348771,-2.127194866,-1.931120807,-1.943646945,1.97661221,2.063465956,2.0519425,-1.827605334,-1.512466226,-1.655487288,0.047639845,-2.886333902,2.929642668,-2.402355992,F07B7.2,WBGene00017186,Public name for WBGene00017186. History: N.A.
F07B7.1,0,-0.176357834,-0.121380288,-4.229979434,-3.987428511,-3.9751574,0.228516093,0.256335302,0.264082199,-2.979863276,-2.758117513,-2.860757793,-0.143181771,-5.86338452,0.360160927,-4.13511917,F07B7.1,WBGene00017185,Public name for WBGene00017185. History: N.A.
T18H9.6,0,0.544797303,0.57266383,1.106716086,1.058103667,1.135012266,0.317345303,0.394641727,0.045680989,0.953284776,0.722548533,0.699336454,0.537385212,1.586883763,0.364361298,1.142215213,T18H9.6,WBGene00007023,Sequence name for WBGene00007023(mdt-27). History: N.A.
F44A2.1b,0,0.299042305,0.293110333,1.091780234,1.157464425,1.164457131,-0.022282944,0.013494605,-0.551675127,0.914043322,0.866287125,0.800232998,0.284765225,1.641643548,-0.269525954,1.240988695,F44A2.1b,WBGene00006499,Molecule name for WBGene00006499(tag-153). History: N.A.
C50F4.16,0,0.395941048,0.362353486,0.458440476,0.486870129,0.376517905,-0.17183754,0.000943558,-0.624569842,1.155024419,1.030280204,0.749526198,0.364662588,0.635665145,-0.382537238,1.41135529,C50F4.16,WBGene00008238,Public name for WBGene00008238. History: N.A.
C50F4.11,0,0.82366856,0.636900135,1.719393419,1.777399332,1.701617987,0.762824179,1.023852692,0.460962522,1.088010734,0.716459634,0.69592677,0.702385071,2.499907131,1.080886069,1.20243685,C50F4.11,WBGene00003160,Sequence name for WBGene00003160(mdf-1). History: Renamed on 2013-11-19
C50F4.13,0,-0.184905106,-0.204885667,-3.148306402,-3.069911481,-3.127062418,0.745295569,0.785573836,0.955885744,0.898572316,1.155131345,0.665330031,-0.187449738,-4.494129849,1.19587644,1.307578808,C50F4.13,WBGene00001909,Sequence name for WBGene00001909(his-35). History: N.A.
C50F4.6,0,-0.204975537,-0.331090739,-1.065055007,-1.263801168,-1.241409023,4.683432662,4.69206934,4.805158281,-0.362417992,-0.230601295,0.115728239,-0.257793386,-1.716934632,6.819456089,-0.229528476,C50F4.6,WBGene00001910,Public name for WBGene00001910. History: N.A.
C50F4.7,0,-0.551884597,-0.494128613,-3.152045551,-3.066443593,-3.338873575,-0.879204128,-0.776816539,-0.451617929,-0.401197351,-0.224911413,-0.53152976,-0.503026024,-4.596119933,-1.013559917,-0.556706453,C50F4.7,WBGene00001911,Sequence name for WBGene00001911(his-37). History: N.A.
F25B3.1,0,0.533271218,0.50380635,1.031666314,1.141618417,1.063555181,-0.061132481,0.15172764,-0.185967695,0.81073402,0.348157018,0.522723698,0.498728888,1.556590963,-0.045864495,0.808685747,F25B3.1,WBGene00009098,Sequence name for WBGene00009098(ehbp-1). History: N.A.
F25B3.6,0,0.596898884,0.56997256,1.109121298,1.087210023,1.137058156,0.003116267,0.337599635,-0.317648364,0.785835855,0.694002461,0.551096612,0.561146549,1.603021489,0.011093141,0.97667325,F25B3.6,WBGene00009103,Sequence name for WBGene00009103(rtfo-1). History: N.A.
T06E4.1,0,0.746335201,0.660446528,1.596668159,1.602669464,1.58520025,0.524262669,0.752599545,0.242799138,1.204093814,0.771557839,0.920684253,0.676519008,2.300876354,0.730802632,1.392843149,T06E4.1,WBGene00001830,Sequence name for WBGene00001830(hcp-2). History: N.A.
F46B6.4,0,0.079396134,0.065397086,-1.266248408,-1.006312218,-1.23197079,-2.38273542,-1.977344976,-2.623019459,0.315583982,0.153990423,0.192741262,0.06963082,-1.685323365,-3.358161177,0.318506509,F46B6.4,WBGene00009769,Public name for WBGene00009769. History: N.A.
C27H6.5,0,-0.824883451,-0.542046366,1.37927401,1.144384495,1.058977049,-0.192509021,-0.096969508,-0.513069549,0.492064175,0.281775985,-1.369435838,-0.657354289,1.722883516,-0.385944044,-0.286420977,C27H6.5,WBGene00044974,Public name for WBGene00044974. History: N.A.
C27H6.2,0,0.666058603,0.414527493,1.253055204,1.249732203,1.260264487,0.342790369,0.516931305,-0.273519662,1.535819579,1.647805357,1.086574048,0.519652067,1.809645435,0.281903579,2.053531633,C27H6.2,WBGene00007784,Sequence name for WBGene00007784(ruvb-1). History: N.A.
C27H6.3,0,0.387994727,0.299028318,0.323535918,0.494937602,0.34240003,-0.853321952,-0.766940127,-1.073341251,4.574310693,4.743606825,3.860007953,0.330388247,0.558262171,-1.295349389,6.337242575,C27H6.3,WBGene00007785,Sequence name for WBGene00007785(tofu-1). History: N.A.
K08H10.7,0,0.783512796,0.571984374,1.323745423,1.42248531,1.219427763,0.270591826,0.556396179,-0.128473574,1.135384376,0.525902196,0.64227866,0.651856348,1.907078615,0.335914435,1.107780712,K08H10.7,WBGene00004323,Sequence name for WBGene00004323(rde-1). History: N.A.
K08H10.9,0,0.132564527,0.093194038,-0.787512024,-0.697374911,-0.966936524,-1.688522554,-1.444852849,-1.929945762,2.104524094,2.387369407,1.791486939,0.108566921,-1.179077848,-2.434942778,3.021667267,K08H10.9,WBGene00010699,Sequence name for WBGene00010699(trpp-6). History: N.A.
ZK856.1,0,0.52212512,0.51063037,0.886419393,0.74878388,0.554291538,0.284970798,0.436416953,0.083216847,1.038080217,0.676719478,0.552936878,0.496650408,1.052924435,0.386933021,1.090550769,ZK856.1,WBGene00000840,Sequence name for WBGene00000840(cul-5). History: N.A.
ZK856.8,0,0.108265991,-0.26653994,-0.849861473,-0.648452273,-0.934326481,-1.866373235,-1.41052901,-1.99160197,0.880096964,0.933581297,0.686625371,-0.07611368,-1.169852664,-2.533614968,1.202391884,ZK856.8,WBGene00014109,Sequence name for WBGene00014109(chpf-1). History: N.A.
ZK856.13,0,0.589357691,0.423783467,1.089772656,1.08576577,1.1289129,0.23693435,0.440187822,-0.194346025,0.532532684,0.250726181,0.277762477,0.487217908,1.58910518,0.232166251,0.510243409,ZK856.13,WBGene00014114,Sequence name for WBGene00014114(tftc-3). History: Renamed on 2012-07-04
ZK856.9,0,0.896582262,0.786421501,1.674098276,1.667796543,1.650571746,0.620497297,0.91264709,0.084250573,1.200292165,0.844963407,0.912240568,0.809353728,2.400868918,0.777802563,1.422255005,ZK856.9,WBGene00006489,"Sequence name for WBGene00006489(zhit-3). History: Renamed on 2011-09-30. Public name for Dead gene WBGene00014110. History of WBGene00014110: Merged into ""WBGene00006489"" on 2005-04-04"
B0024.10,0,0.655602234,0.557467447,1.431227088,1.577584968,1.486440783,0.239677003,0.533628718,-0.032066187,0.765364598,0.331283015,0.4474454,0.583363204,2.161759659,0.356460867,0.742551778,B0024.10,WBGene00007100,Sequence name for WBGene00007100(asps-1). History: N.A.
B0024.11,0,0.928232916,0.739754631,1.671783165,1.800226764,1.646544354,0.332815224,0.602382713,-0.002134042,1.0797412,0.726205767,0.921099742,0.802132454,2.461504294,0.448708885,1.311432254,B0024.11,WBGene00007101,Public name for WBGene00007101. History: N.A.
K07C5.1,0,0.006760174,-0.02893417,-0.305433848,-0.049207436,-0.314889136,-1.574619276,-1.492151844,-1.521975558,0.784575807,0.84630634,0.283406894,-0.010663438,-0.321976072,-2.206720692,0.920578435,K07C5.1,WBGene00000200,Sequence name for WBGene00000200(arx-2). History: N.A.
K07C5.2,0,-0.166157158,-0.203176563,-1.226504989,-1.130021872,-1.206148711,-2.643020609,-2.520604478,-2.543130158,1.096865505,1.100691491,0.912220661,-0.177611976,-1.713284793,-3.706165858,1.495486935,K07C5.2,WBGene00010625,Public name for WBGene00010625. History: N.A.
K07C5.3,0,0.314463328,0.231424881,0.582486924,0.641523701,0.645094343,-0.619264615,-0.5208871,-1.036451979,0.631244151,0.487499666,0.570810983,0.262516737,0.898849489,-1.046725118,0.81250411,K07C5.3,WBGene00010626,Public name for WBGene00010626. History: N.A.
K07C5.4,0,0.707175128,0.567837304,1.22541379,1.317757636,1.333719644,0.142768063,0.25019284,-0.29756399,1.140135161,1.407145848,0.994875261,0.613151371,1.864390507,0.045876218,1.703417095,K07C5.4,WBGene00010627,Sequence name for WBGene00010627(nol-56). History: N.A.
K07C5.6,0,0.501820909,0.41755804,0.754220622,0.632128269,0.624579184,-0.216137799,-0.022367521,-1.020703623,0.146823969,-0.1736926,-0.094225189,0.442127817,0.967051987,-0.605551499,-0.058233818,K07C5.6,WBGene00010629,Sequence name for WBGene00010629(sluh-7). History: N.A.
K07C5.8,0,0.487397686,0.33589136,0.712137884,0.8816065,0.791190143,-0.257622676,-0.079410187,-0.588791219,0.501422344,0.248405806,0.181984396,0.395918341,1.146911072,-0.445227271,0.448107113,K07C5.8,WBGene00010631,Sequence name for WBGene00010631(cash-1). History: N.A.
Y32F6A.6,0,0.215178848,0.214249047,-6.634793137,-4.934149165,-5.36167389,0.384288082,0.335180252,0.275922038,-2.134049834,-2.607300125,-1.719657025,0.206511165,-8.14190534,0.478681584,-3.107087578,Y32F6A.6,WBGene00044209,Public name for WBGene00044209. History: N.A.
C35A5.8,0,0.472314026,0.398318861,0.386624904,0.31938322,0.397032529,-0.564727724,-0.340319107,-1.056421705,0.311780829,-0.010235909,0.29159385,0.418685916,0.530450427,-0.943266977,0.285239454,C35A5.8,WBGene00007952,Public name for WBGene00007952. History: N.A.
F29F11.1,0,1.066839766,1.007458491,1.72043712,1.994858697,1.830405557,0.608573511,0.778165256,0.548347173,1.696543561,1.124881506,1.338547021,0.997526603,2.666918624,0.93057963,2.000523701,F29F11.1,WBGene00005022,Sequence name for WBGene00005022(sqv-4). History: N.A.
D1054.5,0,-0.313290265,-0.712602606,-2.055453711,-2.706184996,-2.505101062,4.149237782,4.189903822,4.55285027,-1.415440119,-1.006885854,-1.306982823,-0.493350186,-3.494563143,6.199737581,-1.793418435,D1054.5,WBGene00008372,Public name for WBGene00008372. History: N.A.
C29A12.1,0,0.181748327,0.092392875,0.521604426,0.820940474,0.621897598,-0.602226057,-0.365859987,-0.742833762,1.258344392,1.222820352,0.799466274,0.131834051,0.94469715,-0.822778506,1.577650034,C29A12.1,WBGene00007797,Public name for WBGene00007797. History: N.A.
F53H10.2a,0,0.073603524,0.202025075,-5.509665128,-5.195315517,-5.112014618,0.332093984,0.383216872,0.505441895,-2.532933437,-2.481373758,-2.262494268,0.132549338,-7.606366876,0.58705798,-3.499401795,F53H10.2a,WBGene00010012,Molecule name for WBGene00010012(saeg-1). History: N.A.
F17C11.1,0,-0.504906292,-0.464452747,-5.691603433,-5.878029109,-5.900088727,-4.305767041,-4.963476685,-4.741692224,-1.739610125,-1.605269921,-1.768873786,-0.466163159,-8.40116008,-6.737835938,-2.459195765,F17C11.1,WBGene00077761,"Public name for Dead gene WBGene00008913. History of WBGene00008913: Merged into ""WBGene00077761"" on 2016-02-22"
F17C11.10,0,0.66415489,0.524595846,1.35980141,1.415008718,1.328814299,0.275632903,0.554038734,-0.144422372,0.812690441,0.5319031,0.825560223,0.571668264,1.973426204,0.329535239,1.043623358,F17C11.10,WBGene00008921,Sequence name for WBGene00008921(ctf-4). History: N.A.
C06H2.2,0,0.44170554,0.37001582,1.182558979,1.245008511,1.254944705,0.191499237,0.362743057,-0.02581942,1.038307231,0.754337641,0.933671312,0.39035546,1.770914027,0.254117687,1.311080946,C06H2.2,WBGene00007386,Public name for WBGene00007386. History: N.A.
C06H2.4,0,-1.186563612,-1.331641815,-4.15551454,-4.246630037,-10.10968403,-2.603493629,-2.006743951,-2.236562034,-1.771143718,-1.657851421,-2.254364142,-1.211000827,-8.902307776,-3.292614616,-2.733118083,C06H2.4,WBGene00007388,Sequence name for WBGene00007388(folt-1). History: Renamed on 2007-05-11
T19B10.8,0,0.622930653,0.513399021,0.896030307,0.868380213,0.818107885,0.076731276,0.207254577,-0.347390492,0.438990457,0.169853799,0.349110781,0.546459062,1.241928832,-0.030491186,0.460678994,T19B10.8,WBGene00011835,Sequence name for WBGene00011835(pgap-1). History: N.A.
T19B10.11,0,-0.291050961,-0.192207531,-1.848839462,-1.53448985,-1.625542339,-3.403776459,-2.785413305,-3.227900101,-0.017431848,0.058860713,0.157144997,-0.23239821,-2.408758097,-4.528662949,0.095493842,T19B10.11,WBGene00003509,Sequence name for WBGene00003509(mxl-1). History: N.A.
T11F9.9,0,-0.257599746,-0.201041668,-6.994063204,-5.914822507,-6.293557068,0.153121743,0.159398246,0.112700586,-3.806953099,-3.695412534,-3.546118734,-0.220559898,-9.23442299,0.204487872,-5.313197869,T11F9.9,WBGene00000730,Sequence name for WBGene00000730(col-157). History: N.A.
T11F9.10,0,-0.067657172,-0.071426804,-5.293233066,-5.579248902,-5.576307217,-1.385616493,-1.325160222,-1.246006801,-1.274376585,-1.384958177,-0.650146047,-0.066885254,-7.910195529,-1.902810652,-1.59152385,T11F9.10,WBGene00011712,Public name for WBGene00011712. History: N.A.
C55A6.9,0,0.747934492,0.465455067,1.313106741,1.480825163,1.267132478,0.217804778,0.616128055,-0.096237803,1.148096809,0.918872109,0.77874625,0.583517033,1.952959148,0.35475632,1.36849972,C55A6.9,WBGene00008338,Sequence name for WBGene00008338(pafo-1). History: N.A.
F38B7.5,0,0.48193874,0.44703002,1.271817533,1.328494886,1.233355143,0.370541727,0.529426442,0.124123229,1.055237669,0.655071663,0.765022322,0.446739541,1.843604393,0.49248386,1.190382901,F38B7.5,WBGene00001110,Sequence name for WBGene00001110(duo-1). History: N.A.
