# Table S4. mRNAs significantly downregulated 1.3 fold or greater in wild type gonads relative to whole animals.
# * mean reads across all libraries
gene_id,description,baseMean*,fold_change,pvalue_adj,Input,Suggested Match,History
Y73B6BL.24,acp-6,4981.0937787381,-1708.77,8.29556427412418e-90,Y73B6BL.24,WBGene00022245,Sequence name for WBGene00022245(acp-6). History: N.A.
F09B9.1,oac-14,150.22830427658,-1696.42,5.55980230699938e-18,F09B9.1,WBGene00008602,Sequence name for WBGene00008602(oac-14). History: N.A.
F07D3.2,flp-6,150.568531876935,-1696.06,4.44694681925812e-18,F07D3.2,WBGene00001449,Sequence name for WBGene00001449(flp-6). History: N.A.
C36C5.5,C36C5.5,150.428642636756,-1694.76,3.61976711825264e-18,C36C5.5,WBGene00016474,Public name for WBGene00016474. History: N.A.
Y32F6B.1,Y32F6B.1,290.949203454099,-1682.46,2.22797954815244e-18,Y32F6B.1,WBGene00012531,Public name for WBGene00012531. History: N.A.
Y119D3B.13,Y119D3B.13,148.577177658215,-1675.82,2.4548256457828898e-18,Y119D3B.13,WBGene00022490,Sequence name for WBGene00022490(nspg-8). History: N.A.
F58A6.1,F58A6.1,147.607831773471,-1664.08,5.72523853494433e-18,F58A6.1,WBGene00019022,Public name for WBGene00019022. History: N.A.
ZK105.1,ZK105.1,800.183134484916,-1663.06,6.41648590290454e-35,ZK105.1,WBGene00022653,Public name for WBGene00022653. History: N.A.
K06G5.1,K06G5.1,1069.52921106791,-1656.3,2.54048044120893e-47,K06G5.1,WBGene00010605,Public name for WBGene00010605. History: N.A.
C17H12.4,cest-4,285.614123836466,-1651.9,2.75423981907299e-18,C17H12.4,WBGene00015930,Sequence name for WBGene00015930(cest-4). History: N.A.
F56F10.3,cdo-1,146.626959494481,-1651.23,1.01678998460036e-17,F56F10.3,WBGene00018986,Sequence name for WBGene00018986(cdo-1). History: N.A.
M60.2,endu-2,526.79517997479,-1647.38,7.90360163595924e-24,M60.2,WBGene00019779,Sequence name for WBGene00019779(endu-2). History: N.A.
C29F4.2,best-7,283.653775163702,-1640.15,2.73756641146899e-18,C29F4.2,WBGene00007808,Sequence name for WBGene00007808(best-7). History: N.A.
Y102A11A.3,Y102A11A.3,523.710969920219,-1635.17,4.2346759295556005e-24,Y102A11A.3,WBGene00022413,Public name for WBGene00022413. History: N.A.
C54D10.1,cdr-2,145.007085821958,-1633.01,8.299409507052301e-18,C54D10.1,WBGene00008296,Sequence name for WBGene00008296(cdr-2). History: N.A.
F58G6.7,F58G6.7,144.957042346239,-1632.44,8.07196609912307e-18,F58G6.7,WBGene00010277,Public name for WBGene00010277. History: N.A.
F35E12.5,irg-5,143.867728171188,-1621.58,2.47410861603262e-17,F35E12.5,WBGene00009429,Sequence name for WBGene00009429(irg-5). History: N.A.
Y105E8A.4,ech-7,1037.57507009954,-1619.35,9.542746752887791e-47,Y105E8A.4,WBGene00001156,Sequence name for WBGene00001156(ech-7). History: N.A.
C10C5.4,C10C5.4,517.765786882192,-1616.77,4.12978919579166e-24,C10C5.4,WBGene00007508,Public name for WBGene00007508. History: N.A.
F22E10.3,pgp-14,141.939955634339,-1598.83,5.51797763562127e-18,F22E10.3,WBGene00004008,Sequence name for WBGene00004008(pgp-14). History: N.A.
F52E1.7,hsp-17,140.188923333831,-1579.83,5.910333110185169e-18,F52E1.7,WBGene00002021,Sequence name for WBGene00002021(hsp-17). History: N.A.
F40F12.7,cbp-3,139.971393643055,-1577.29,8.59270087393775e-18,F40F12.7,WBGene00009595,Sequence name for WBGene00009595(cbp-3). History: N.A.
F52E1.14,F52E1.14,1498.69631083805,-1576.96,4.52964008274978e-52,F52E1.14,WBGene00044696,Public name for WBGene00044696. History: N.A.
F40F8.4,F40F8.4,139.601962549179,-1573.34,7.06128362953928e-18,F40F8.4,WBGene00009577,Public name for WBGene00009577. History: N.A.
B0024.1,col-149,270.808809536309,-1565.33,8.21013146057209e-17,B0024.1,WBGene00000722,Sequence name for WBGene00000722(col-149). History: N.A.
K10D11.5,K10D11.5,138.614671611638,-1561.52,6.28038420828252e-18,K10D11.5,WBGene00010749,Public name for WBGene00010749. History: N.A.
AC3.8,ugt-2,138.283076597254,-1557.92,7.08374516948213e-18,AC3.8,WBGene00007073,Sequence name for WBGene00007073(ugt-2). History: N.A.
C01H6.4,C01H6.4,137.193531016715,-1546.37,1.3146206636108601e-17,C01H6.4,WBGene00007254,Public name for WBGene00007254. History: N.A.
C49A9.2,C49A9.2,266.149765753709,-1538.38,5.57259320421916e-18,C49A9.2,WBGene00016756,Public name for WBGene00016756. History: N.A.
Y66H1A.5,Y66H1A.5,135.196083499758,-1522.35,1.0740298720795e-17,Y66H1A.5,WBGene00022047,Public name for WBGene00022047. History: N.A.
F12B6.2,slc-17.6,277.729584939479,-1519.6,4.870314230186509e-18,F12B6.2,WBGene00017398,Sequence name for WBGene00017398(slc-17.6). History: N.A.
R09F10.1,R09F10.1,261.988657986663,-1515.25,5.282157420848829e-18,R09F10.1,WBGene00019986,Public name for WBGene00019986. History: N.A.
K07C5.5,ceeh-2,140.518655632675,-1514.55,1.21865083641211e-17,K07C5.5,WBGene00010628,Sequence name for WBGene00010628(ceeh-2). History: N.A.
E04F6.15,E04F6.15,134.065216778925,-1511.22,1.70805143824712e-17,E04F6.15,WBGene00017131,Public name for WBGene00017131. History: N.A.
T13F3.6,T13F3.6,1923.16225873315,-1500.47,6.07527711708766e-69,T13F3.6,WBGene00011753,Public name for WBGene00011753. History: N.A.
F35C8.5,F35C8.5,133.004080473982,-1499.35,9.31252508946903e-18,F35C8.5,WBGene00018036,Public name for WBGene00018036. History: N.A.
AC3.7,ugt-1,132.945895025433,-1497.45,1.9190683920405102e-17,AC3.7,WBGene00007072,Sequence name for WBGene00007072(ugt-1). History: Renamed on 2004-08-25
F07B10.1,cln-3.1,135.622773610076,-1496.9,1.59002393333843e-17,F07B10.1,WBGene00000539,Sequence name for WBGene00000539(cln-3.1). History: N.A.
F27C8.4,spp-18,132.65647802545,-1495.45,1.29401130120072e-17,F27C8.4,WBGene00005003,Sequence name for WBGene00005003(spp-18). History: N.A.
ZC376.3,cest-2.1,132.601610100658,-1494.89,1.2467758994717e-17,ZC376.3,WBGene00013875,Sequence name for WBGene00013875(cest-2.1). History: N.A.
F32G8.4,best-14,715.938311094409,-1487.82,6.45062271709136e-34,F32G8.4,WBGene00009340,Sequence name for WBGene00009340(best-14). History: N.A.
C36A4.1,cyp-25A1,131.294972557689,-1480.04,1.00505093649863e-17,C36A4.1,WBGene00007963,Sequence name for WBGene00007963(cyp-25A1). History: N.A.
T28B4.3,ttr-6,473.202947843054,-1477.03,1.53791704627265e-23,T28B4.3,WBGene00020886,Sequence name for WBGene00020886(ttr-6). History: N.A.
T08A9.12,spp-2,131.028038838113,-1476.68,1.3716384239435201e-17,T08A9.12,WBGene00004987,Sequence name for WBGene00004987(spp-2). History: N.A.
C47A4.2,ent-4,134.390627456144,-1476.43,1.5331906148054602e-17,C47A4.2,WBGene00008123,Sequence name for WBGene00008123(ent-4). History: Renamed on 2014-09-03
F31F6.6,nac-1,130.721175471776,-1472.77,1.5251208374034402e-17,F31F6.6,WBGene00003517,Sequence name for WBGene00003517(nac-1). History: N.A.
C18E9.9,C18E9.9,130.359534525985,-1468.57,1.44066750852341e-17,C18E9.9,WBGene00007689,Public name for WBGene00007689. History: N.A.
K02F3.3,far-8,702.085090091266,-1461.41,3.75433994962452e-34,K02F3.3,WBGene00001392,Sequence name for WBGene00001392(far-8). History: N.A.
T08A9.8,spp-4,128.460494421655,-1446.61,2.12683596496253e-17,T08A9.8,WBGene00004989,Sequence name for WBGene00004989(spp-4). History: N.A.
F11A5.10,glc-1,127.872229394963,-1441.82,2.1092954035664902e-17,F11A5.10,WBGene00001591,Sequence name for WBGene00001591(glc-1). History: N.A.
F56F10.1,F56F10.1,691.051380546091,-1436.62,2.84134075428911e-34,F56F10.1,WBGene00018984,Public name for WBGene00018984. History: N.A.
C05E11.5,amt-4,457.582892540887,-1428.54,3.62150467973988e-23,C05E11.5,WBGene00000136,Sequence name for WBGene00000136(amt-4). History: N.A.
B0035.13,B0035.13,456.916245706882,-1425.37,5.641360341856099e-23,B0035.13,WBGene00007112,Public name for WBGene00007112. History: N.A.
B0222.4,spl-2,126.112749662238,-1423.34,3.9012125729189504e-17,B0222.4,WBGene00006418,Sequence name for WBGene00006418(spl-2). History: Renamed on 2018-06-11
C46G7.1,C46G7.1,126.020117952062,-1419.45,2.84009160503867e-17,C46G7.1,WBGene00016721,Public name for WBGene00016721. History: N.A.
K09C8.1,pbo-4,124.115644012305,-1398.84,2.04539708058274e-17,K09C8.1,WBGene00003943,Sequence name for WBGene00003943(pbo-4). History: N.A.
W02A2.2,far-6,123.90414309968,-1397.27,2.5167801848018e-17,W02A2.2,WBGene00001390,Sequence name for WBGene00001390(far-6). History: N.A.
Y46G5A.27,pes-10,123.227889841897,-1391.31,3.18516215503324e-17,Y46G5A.27,WBGene00003983,Sequence name for WBGene00003983(pes-10). History: N.A.
C54E4.5,C54E4.5,123.214773678569,-1388.18,3.9012125729189504e-17,C54E4.5,WBGene00016920,Public name for WBGene00016920. History: N.A.
Y51A2D.10,ttr-25,248.625217119589,-1373.61,1.33245187826506e-17,Y51A2D.10,WBGene00013078,Sequence name for WBGene00013078(ttr-25). History: N.A.
F38B6.4,F38B6.4,437.727652507909,-1366.25,6.089926105769091e-23,F38B6.4,WBGene00018174,Public name for WBGene00018174. History: N.A.
R09H10.5,R09H10.5,1088.82220588821,-1359.65,1.16965950660534e-54,R09H10.5,WBGene00011182,Public name for WBGene00011182. History: N.A.
C18H9.5,C18H9.5,120.519721364044,-1358.75,5.1035252613914304e-17,C18H9.5,WBGene00016003,Public name for WBGene00016003. History: N.A.
F55G11.4,F55G11.4,120.204467961716,-1353.44,4.92958531982942e-17,F55G11.4,WBGene00010124,Public name for WBGene00010124. History: N.A.
B0272.4,B0272.4,118.800120704602,-1339.21,4.61069069049683e-17,B0272.4,WBGene00007130,Public name for WBGene00007130. History: N.A.
C33G8.4,C33G8.4,118.944457208614,-1338.95,5.60993797078484e-17,C33G8.4,WBGene00016362,Public name for WBGene00016362. History: N.A.
C52D10.9,skr-8,118.599759011276,-1338.56,3.9012125729189504e-17,C52D10.9,WBGene00004814,Sequence name for WBGene00004814(skr-8). History: N.A.
F45D11.15,F45D11.15,118.15737366112,-1330.3,2.67174998546743e-16,F45D11.15,WBGene00018460,Public name for WBGene00018460. History: N.A.
F45D11.16,F45D11.16,118.15737366112,-1330.3,2.67174998546743e-16,F45D11.16,WBGene00018461,Public name for WBGene00018461. History: N.A.
R102.2,R102.2,117.847879063183,-1326.79,7.63808808334059e-17,R102.2,WBGene00011289,Public name for WBGene00011289. History: N.A.
C53B7.3,C53B7.3,122.487379193888,-1324.92,3.70558317500497e-17,C53B7.3,WBGene00016894,Public name for WBGene00016894. History: N.A.
F40F4.2,lbp-2,3185.28121484593,-1324.57,8.111990566215981e-149,F40F4.2,WBGene00002254,Sequence name for WBGene00002254(lbp-2). History: N.A.
R13A5.6,ttr-8,116.420935921229,-1311.16,1.40400635699288e-16,R13A5.6,WBGene00020049,Sequence name for WBGene00020049(ttr-8). History: N.A.
ZK185.5,ZK185.5,116.236228396999,-1309.75,5.60993797078484e-17,ZK185.5,WBGene00044481,Public name for WBGene00044481. History: N.A.
C15A11.5,col-7,116.259015515608,-1308.74,2.71322820921051e-16,C15A11.5,WBGene00000596,Sequence name for WBGene00000596(col-7). History: N.A.
R08E3.1,R08E3.1,636.512737592998,-1306.69,1.24243424170976e-33,R08E3.1,WBGene00019957,Public name for WBGene00019957. History: N.A.
C15A11.6,col-62,115.528355045383,-1300.49,5.886635676959101e-16,C15A11.6,WBGene00000638,Sequence name for WBGene00000638(col-62). History: N.A.
F22A3.7,ttr-36,223.832743589725,-1293.47,5.1649749063561604e-17,F22A3.7,WBGene00044605,Sequence name for WBGene00044605(ttr-36). History: N.A.
C29E4.7,gsto-1,114.35861955334,-1288.38,1.53670413722785e-16,C29E4.7,WBGene00016204,Sequence name for WBGene00016204(gsto-1). History: N.A.
T16G1.7,T16G1.7,113.99830015513,-1284.95,7.51943581932136e-17,T16G1.7,WBGene00011801,Public name for WBGene00011801. History: N.A.
C54G6.5,spp-17,1029.28846707177,-1284.65,3.54880213759199e-54,C54G6.5,WBGene00005002,Sequence name for WBGene00005002(spp-17). History: N.A.
Y41C4A.16,col-95,2244.3131578808,-1275.54,3.18855334234532e-115,Y41C4A.16,WBGene00000670,Sequence name for WBGene00000670(col-95). History: N.A.
M28.10,M28.10,113.20119930347,-1275.01,6.50474340962522e-17,M28.10,WBGene00010901,Public name for WBGene00010901. History: N.A.
Y48D7A.2,flp-18,112.764659043119,-1270.98,5.91932285792785e-17,Y48D7A.2,WBGene00001461,Sequence name for WBGene00001461(flp-18). History: N.A.
T06A1.5,T06A1.5,112.270135310731,-1264.28,8.53699700941095e-17,T06A1.5,WBGene00020280,Public name for WBGene00020280. History: N.A.
C52D10.13,col-138,112.010642636375,-1262.53,5.937371318103869e-11,C52D10.13,WBGene00000711,Sequence name for WBGene00000711(col-138). History: N.A.
F22E10.2,pgp-13,109.875465471498,-1238.78,8.2438848177866e-17,F22E10.2,WBGene00004007,Sequence name for WBGene00004007(pgp-13). History: N.A.
F58H7.2,faah-3,213.494619991497,-1234.39,4.5255460829012704e-17,F58H7.2,WBGene00019068,Sequence name for WBGene00019068(faah-3). History: N.A.
Y41D4B.16,hpo-6,109.300992181518,-1231.08,1.06286263249172e-16,Y41D4B.16,WBGene00021518,Sequence name for WBGene00021518(hpo-6). History: N.A.
T10E10.2,col-167,109.173762703118,-1228.93,6.55453725656835e-16,T10E10.2,WBGene00000740,Sequence name for WBGene00000740(col-167). History: N.A.
C45B2.1,C45B2.1,977.138749880527,-1221.09,3.3781278841811e-33,C45B2.1,WBGene00016658,Public name for WBGene00016658. History: N.A.
F59B2.12,F59B2.12,211.205695700707,-1221.04,3.99863122905052e-16,F59B2.12,WBGene00010314,Public name for WBGene00010314. History: N.A.
F11E6.1,gba-3,109.216809294182,-1211.42,1.08809953061461e-16,F11E6.1,WBGene00008706,Sequence name for WBGene00008706(gba-3). History: N.A.
Y45F10C.2,Y45F10C.2,106.923353227072,-1203.86,7.64292544248465e-16,Y45F10C.2,WBGene00012878,Public name for WBGene00012878. History: N.A.
Y38H6C.1,dct-16,8033.97306225262,-1202.29,6.77862353194335e-44,Y38H6C.1,WBGene00012615,Sequence name for WBGene00012615(dct-16). History: N.A.
Y47D7A.13,Y47D7A.13,106.527896170194,-1199.11,2.86424668484473e-16,Y47D7A.13,WBGene00021625,Public name for WBGene00021625. History: N.A.
C45B11.3,dhs-18,207.187938841717,-1198.61,9.71604529571863e-17,C45B11.3,WBGene00000981,Sequence name for WBGene00000981(dhs-18). History: N.A.
C05C12.4,C05C12.4,207.352113961837,-1198.14,9.67610985822386e-17,C05C12.4,WBGene00007336,Public name for WBGene00007336. History: N.A.
B0454.5,B0454.5,105.975576044915,-1193.92,3.96215967739231e-16,B0454.5,WBGene00015196,Public name for WBGene00015196. History: N.A.
B0213.2,nlp-27,379.926852405782,-1184.51,9.78440682116184e-22,B0213.2,WBGene00003765,Sequence name for WBGene00003765(nlp-27). History: N.A.
T19C4.7,nlp-33,104.935022389828,-1182.79,1.57088691247946e-16,T19C4.7,WBGene00003771,Sequence name for WBGene00003771(nlp-33). History: N.A.
H14N18.4,H14N18.4,104.607184401182,-1181.01,1.75144240227959e-16,H14N18.4,WBGene00019204,Public name for WBGene00019204. History: N.A.
F10G2.1,F10G2.1,378.621056957489,-1179.96,4.49675976101996e-22,F10G2.1,WBGene00017362,Public name for WBGene00017362. History: N.A.
ZK6.10,dod-19,376.15075065809,-1173.93,7.5255172175613e-22,ZK6.10,WBGene00022644,Sequence name for WBGene00022644(dod-19). History: N.A.
C52B11.5,C52B11.5,374.718148718758,-1171.47,1.2270513144509501e-21,C52B11.5,WBGene00016874,Public name for WBGene00016874. History: N.A.
Y60A3A.18,skr-4,103.558863071528,-1167.5,1.7150657869610002e-16,Y60A3A.18,WBGene00004810,Sequence name for WBGene00004810(skr-4). History: N.A.
T19B10.2,T19B10.2,371.963668262081,-1161.18,5.041521415584439e-22,T19B10.2,WBGene00011831,Public name for WBGene00011831. History: Renamed on 2005-03-17
C31B8.8,zmp-3,102.942114913277,-1159.66,2.59719231582558e-16,C31B8.8,WBGene00016283,Sequence name for WBGene00016283(zmp-3). History: N.A.
K08D8.5,K08D8.5,102.558873191265,-1156.74,2.13352373417762e-16,K08D8.5,WBGene00010659,Public name for WBGene00010659. History: N.A.
C44C8.3,fbxc-2,102.647171467329,-1156.37,2.46718917163341e-16,C44C8.3,WBGene00016648,"Sequence name for WBGene00016648(fbxc-2). History: Split into fbxc-10(WBGene00045300). History of WBGene00016648: Split into ""WBGene00045300"" on 2007-02-28"
C44C8.2,fbxc-4,102.647171467329,-1156.37,2.46718917163341e-16,C44C8.2,WBGene00016647,"Sequence name for WBGene00016647(fbxc-4). History: Split into fbxc-11(WBGene00045299). History of WBGene00016647: Split into ""WBGene00045299"" on 2007-02-28"
T09H2.1,dach-1,102.417730516658,-1153.98,2.21707902318156e-16,T09H2.1,WBGene00020386,Sequence name for WBGene00020386(dach-1). History: Renamed on 2019-05-20
C25E10.3,srsx-34,105.835084518452,-1148.74,2.90720421803429e-16,C25E10.3,WBGene00016093,Sequence name for WBGene00016093(srsx-34). History: N.A.
ZK596.1,ZK596.1,101.668935543863,-1145.25,2.23951729164937e-16,ZK596.1,WBGene00014006,Public name for WBGene00014006. History: N.A.
Y7A9A.1,Y7A9A.1,101.693086368822,-1144.97,3.27905547966175e-16,Y7A9A.1,WBGene00012416,Public name for WBGene00012416. History: N.A.
Y55B1AR.1,lec-6,1097.87144485814,-1143.03,1.20132805096084e-62,Y55B1AR.1,WBGene00002269,Sequence name for WBGene00002269(lec-6). History: N.A.
R07B1.3,scav-5,100.797831156022,-1136.54,2.1076142345575899e-16,R07B1.3,WBGene00011076,Sequence name for WBGene00011076(scav-5). History: N.A.
ZK896.6,clec-187,100.751429119466,-1134.72,2.8763726117059097e-16,ZK896.6,WBGene00014137,Sequence name for WBGene00014137(clec-187). History: N.A.
R09B5.6,hacd-1,544.950712730293,-1132.85,3.05166665364227e-32,R09B5.6,WBGene00019978,Sequence name for WBGene00019978(hacd-1). History: N.A.
C42D4.2,cest-10,195.737752837015,-1131.86,2.17716000275228e-16,C42D4.2,WBGene00016595,Sequence name for WBGene00016595(cest-10). History: N.A.
Y46G5A.28,Y46G5A.28,99.2826736734197,-1120.69,3.46788738338511e-16,Y46G5A.28,WBGene00012916,Public name for WBGene00012916. History: N.A.
F28B4.3,F28B4.3,1960.55475011791,-1112.16,3.2160379686075904e-111,F28B4.3,WBGene00017892,Public name for WBGene00017892. History: N.A.
D1086.7,D1086.7,354.689674391594,-1106.16,2.5739993756717402e-21,D1086.7,WBGene00008394,"Public name for WBGene00008394. History: Split into D1086.18(WBGene00045405). History of WBGene00008394: Split into ""WBGene00045405"" on 2007-05-02"
Y51H4A.7,Y51H4A.7,353.684634842711,-1103.18,1.19398367408659e-21,Y51H4A.7,WBGene00013103,Public name for WBGene00013103. History: N.A.
ZK455.4,asm-2,97.9457868300973,-1102.52,6.371038859941901e-16,ZK455.4,WBGene00000212,Sequence name for WBGene00000212(asm-2). History: N.A.
T19D7.1,lgc-32,97.8400939853138,-1102.07,1.3304577357710101e-15,T19D7.1,WBGene00020569,Sequence name for WBGene00020569(lgc-32). History: N.A.
F09F3.9,cpt-5,352.346869223973,-1099.8,2.2868152285051403e-21,F09F3.9,WBGene00008629,Sequence name for WBGene00008629(cpt-5). History: N.A.
T01G6.7,nhr-55,97.2611944789286,-1095.49,3.5972122274674004e-16,T01G6.7,WBGene00003645,Sequence name for WBGene00003645(nhr-55). History: N.A.
K02G10.7,aqp-8,371.927237182659,-1091.9,2.0088995306121e-21,K02G10.7,WBGene00000176,Sequence name for WBGene00000176(aqp-8). History: N.A.
E02C12.13,ttr-49,96.9437194235062,-1091.69,8.46157522038774e-16,E02C12.13,WBGene00023485,Sequence name for WBGene00023485(ttr-49). History: N.A.
F21A3.11,F21A3.11,95.4963724203725,-1076.96,4.32683480114017e-16,F21A3.11,WBGene00219316,Public name for WBGene00219316. History: N.A.
C49G7.4,phat-3,95.4405121230614,-1075.2,4.912741325541409e-16,C49G7.4,WBGene00016782,Sequence name for WBGene00016782(phat-3). History: N.A.
ZK39.6,clec-97,341.105911909175,-1067.19,5.3907791706612e-21,ZK39.6,WBGene00013931,Sequence name for WBGene00013931(clec-97). History: N.A.
F28D1.5,thn-2,184.333517446663,-1066.97,2.45483242290398e-16,F28D1.5,WBGene00009215,Sequence name for WBGene00009215(thn-2). History: N.A.
W10G6.2,sgk-1,340.367524212605,-1064.98,1.6612234256529e-21,W10G6.2,WBGene00004789,Sequence name for WBGene00004789(sgk-1). History: N.A.
T01G5.2,ugt-30,94.3487927395721,-1062.33,8.28642124020386e-16,T01G5.2,WBGene00011340,Sequence name for WBGene00011340(ugt-30). History: N.A.
F01D5.9,cyp-37A1,94.2710858277877,-1062.06,5.79001042039125e-16,F01D5.9,WBGene00008499,Sequence name for WBGene00008499(cyp-37A1). History: Renamed on 2018-09-18
Y22D7AR.10,Y22D7AR.10,94.2023938339807,-1061.38,8.77170910076785e-16,Y22D7AR.10,WBGene00021263,Public name for WBGene00021263. History: N.A.
Y17D7B.4,Y17D7B.4,94.2167158710263,-1060.39,1.15886613490757e-15,Y17D7B.4,WBGene00012452,Public name for WBGene00012452. History: N.A.
C02A12.4,lys-7,505.452855690524,-1053.72,1.8577028304829502e-31,C02A12.4,WBGene00003096,Sequence name for WBGene00003096(lys-7). History: N.A.
C17G10.5,lys-8,842.014669609497,-1050.55,1.67966922064825e-51,C17G10.5,WBGene00003097,Sequence name for WBGene00003097(lys-8). History: N.A.
